AHL_GP,AHL_total_TOI,AHL_goals,primary_assists,secondary_assists,ev_goals,ev_primary_assists,ev_secondary_assists,AHL_shots,ev_shots,passes,ev_passes,ze_controlled_entry,ze_uncontrolled_entry,ze_controlled_exit,ze_uncontrolled_exit,penalties_taken,penalties_drawn,team_ev_shots_for,team_ev_shots_against,GP,G,A,P,PlusMinus,PIM,PointPerGame,PPG,PPP,SHG,SHP,GWG,OTG,S,ShootingPercentage,NHL_TOIPerGame_sec,ShiftsPerGame,FaceoffWinPercentage
19,24027,3,7,5,0,6,4,66,52,403,295,58,37,62,26,5,3,304,206,13,0,0,0,-4,4,0,0,0,0,0,0,0,8,0,578,13.4,100
23,29621,1,5,2,0,3,1,80,65,427,329,20,67,98,56,12,5,286,405,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,670,17,0
19,24027,3,7,5,0,6,4,66,52,403,295,58,37,62,26,5,3,304,206,13,0,0,0,-4,4,0,0,0,0,0,0,0,8,0,578,13.4,100
24,25059,4,9,3,0,8,3,104,87,464,357,70,76,97,41,6,6,326,291,2,1,1,2,2,0,1,0,0,0,0,0,0,8,12.5,705,16,0
18,22166,3,3,0,0,2,0,81,54,370,276,10,58,72,60,5,5,241,255,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,908,23,0
24,25059,4,9,3,0,8,3,104,87,464,357,70,76,97,41,6,6,326,291,30,4,2,6,-7,4,0.2,1,1,0,0,0,0,51,7.8,775,16.9,41.6
18,22166,3,3,0,0,2,0,81,54,370,276,10,58,72,60,5,5,241,255,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,908,23,0
24,25059,4,9,3,0,8,3,104,87,464,357,70,76,97,41,6,6,326,291,30,4,2,6,-7,4,0.2,1,1,0,0,0,0,51,7.8,775,16.9,41.6
3,3824,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50,4,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,738,20.3,0
3,3824,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,1164,25.3,0
3,3824,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50,15,1,0,1,-2,4,0.07,0,0,0,0,0,0,20,5,753,17,0
3,3824,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50,10,1,0,1,-7,0,0.1,0,0,0,0,0,0,8,12.5,940,22.3,0
3,3824,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50,39,1,5,6,-12,26,0.15,0,1,0,0,0,0,46,2.2,867,21.4,0
2,2100,2,0,0,0,0,0,17,10,35,10,3,3,5,2,2,3,18,13,39,8,3,11,-3,14,0.28,0,0,0,0,1,1,99,8.1,712,16.9,0
2,2100,2,0,0,0,0,0,17,10,35,10,3,3,5,2,2,3,18,13,6,1,0,1,-1,4,0.17,0,0,0,0,0,0,7,14.3,680,16.8,0
3,3824,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50,4,0,0,0,-1,8,0,0,0,0,0,0,0,3,0,646,16.8,0
2,2100,2,0,0,0,0,0,17,10,35,10,3,3,5,2,2,3,18,13,44,10,8,18,-3,14,0.41,4,5,0,0,1,0,116,8.6,808,18.6,28.6
2,2100,2,0,0,0,0,0,17,10,35,10,3,3,5,2,2,3,18,13,6,1,0,1,-1,4,0.17,0,0,0,0,0,0,7,14.3,680,16.8,0
3,3824,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50,4,0,0,0,-1,8,0,0,0,0,0,0,0,3,0,646,16.8,0
2,2100,2,0,0,0,0,0,17,10,35,10,3,3,5,2,2,3,18,13,44,10,8,18,-3,14,0.41,4,5,0,0,1,0,116,8.6,808,18.6,28.6
11,9494,1,1,1,0,1,0,21,19,111,87,18,12,21,11,4,2,121,102,7,0,1,1,-5,0,0.14,0,0,0,1,0,0,3,0,830,20.3,47.3
11,9494,1,1,1,0,1,0,21,19,111,87,18,12,21,11,4,2,121,102,21,2,1,3,2,23,0.14,0,0,0,0,0,0,15,13.3,581,16.6,51.1
11,9494,1,1,1,0,1,0,21,19,111,87,18,12,21,11,4,2,121,102,21,2,1,3,2,23,0.14,0,0,0,0,0,0,15,13.3,581,16.6,51.1
4,5313,0,0,0,0,0,0,15,9,86,67,3,5,17,8,0,1,43,81,16,0,2,2,-6,2,0.13,0,0,0,0,0,0,15,0,1157,22.8,0
4,5313,0,0,0,0,0,0,15,9,86,67,3,5,17,8,0,1,43,81,14,0,3,3,3,4,0.21,0,0,0,0,0,0,7,0,889,22.8,0
4,5313,0,0,0,0,0,0,15,9,86,67,3,5,17,8,0,1,43,81,33,3,8,11,5,4,0.33,0,0,0,1,0,0,25,12,788,18.6,0
4,5313,0,0,0,0,0,0,15,9,86,67,3,5,17,8,0,1,43,81,14,0,3,3,3,4,0.21,0,0,0,0,0,0,7,0,889,22.8,0
4,5313,0,0,0,0,0,0,15,9,86,67,3,5,17,8,0,1,43,81,33,3,8,11,5,4,0.33,0,0,0,1,0,0,25,12,788,18.6,0
12,12789,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,513,11.7,16.7
12,12789,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,380,10.3,60
12,12789,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136,10,1,2,3,1,13,0.3,0,0,0,0,0,0,20,5,580,15.6,63
12,12789,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,410,10,37.5
12,12789,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,547,13,84.6
12,12789,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136,39,2,2,4,1,29,0.1,0,0,0,0,0,0,34,5.9,580,14.7,55
12,12789,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136,39,2,2,4,1,29,0.1,0,0,0,0,0,0,34,5.9,580,14.7,55
28,26400,6,8,2,0,5,1,80,73,273,211,40,73,42,31,14,8,417,298,3,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,620,16.3,0
28,26400,6,8,2,0,5,1,80,73,273,211,40,73,42,31,14,8,417,298,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0,530,12.5,0
28,26400,6,8,2,0,5,1,80,73,273,211,40,73,42,31,14,8,417,298,6,0,1,1,-1,4,0.17,0,0,0,0,0,0,4,0,534,14.5,0
28,26400,6,8,2,0,5,1,80,73,273,211,40,73,42,31,14,8,417,298,29,0,0,0,-3,24,0,0,0,0,0,0,0,28,0,562,12.8,0
30,23818,4,2,5,0,1,3,48,36,271,173,37,60,45,31,17,16,197,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,13,0
30,23818,4,2,5,0,1,3,48,36,271,173,37,60,45,31,17,16,197,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,13,0
3,3176,0,0,0,0,0,0,8,6,40,34,11,7,8,3,0,1,26,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,223,6,16.7
3,3176,0,0,0,0,0,0,8,6,40,34,11,7,8,3,0,1,26,40,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,551,14.3,51.5
3,3176,0,0,0,0,0,0,8,6,40,34,11,7,8,3,0,1,26,40,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,362,9,33.3
3,3176,0,0,0,0,0,0,8,6,40,34,11,7,8,3,0,1,26,40,15,2,0,2,1,2,0.13,0,0,0,0,0,0,14,14.3,495,12.3,45
3,3176,0,0,0,0,0,0,8,6,40,34,11,7,8,3,0,1,26,40,46,3,4,7,-3,22,0.15,0,0,0,0,0,0,36,8.3,594,14.5,50
3,3176,0,0,0,0,0,0,8,6,40,34,11,7,8,3,0,1,26,40,46,3,4,7,-3,22,0.15,0,0,0,0,0,0,36,8.3,594,14.5,50
7,6650,3,0,1,0,0,0,16,13,65,54,9,18,12,14,1,0,74,99,7,1,1,2,2,4,0.29,0,0,0,0,0,0,9,11.1,691,16,0
7,6650,3,0,1,0,0,0,16,13,65,54,9,18,12,14,1,0,74,99,10,0,1,1,-1,2,0.1,0,0,0,0,0,0,6,0,624,14.5,0
7,6650,3,0,1,0,0,0,16,13,65,54,9,18,12,14,1,0,74,99,10,0,1,1,-1,2,0.1,0,0,0,0,0,0,6,0,624,14.5,0
24,25098,0,0,1,0,0,0,76,57,435,314,8,62,63,48,4,3,272,312,3,0,1,1,0,0,0.33,0,0,0,0,0,0,0,0,795,17.3,0
24,25098,0,0,1,0,0,0,76,57,435,314,8,62,63,48,4,3,272,312,3,0,1,1,0,0,0.33,0,0,0,0,0,0,0,0,795,17.3,0
20,15882,2,1,0,0,1,0,93,66,187,141,56,36,47,21,5,6,246,183,55,7,6,13,-7,45,0.24,1,1,0,0,1,0,94,7.4,693,17,40
21,23843,11,8,6,0,4,5,121,100,567,433,105,53,75,25,4,14,414,233,25,13,8,21,1,10,0.84,1,3,1,1,5,1,52,25,1049,24.5,0
23,27548,2,3,3,0,2,2,103,81,482,392,6,63,72,64,13,6,362,328,35,0,11,11,10,35,0.31,0,0,0,0,0,0,50,0,1105,23.2,0
21,23843,11,8,6,0,4,5,121,100,567,433,105,53,75,25,4,14,414,233,40,16,17,33,7,10,0.83,1,3,0,0,0,0,81,19.8,953,20.5,47.1
20,15882,2,1,0,0,1,0,93,66,187,141,56,36,47,21,5,6,246,183,10,0,1,1,1,2,0.1,0,0,0,0,0,0,13,0,608,15.7,100
21,23843,11,8,6,0,4,5,121,100,567,433,105,53,75,25,4,14,414,233,25,13,8,21,1,10,0.84,1,3,1,1,5,1,52,25,1049,24.5,0
23,27548,2,3,3,0,2,2,103,81,482,392,6,63,72,64,13,6,362,328,35,0,11,11,10,35,0.31,0,0,0,0,0,0,50,0,1105,23.2,0
21,23843,11,8,6,0,4,5,121,100,567,433,105,53,75,25,4,14,414,233,40,16,17,33,7,10,0.83,1,3,0,0,0,0,81,19.8,953,20.5,47.1
20,15882,2,1,0,0,1,0,93,66,187,141,56,36,47,21,5,6,246,183,10,0,1,1,1,2,0.1,0,0,0,0,0,0,13,0,608,15.7,100
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,649,14.7,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,48,2,2,4,-6,36,0.08,0,0,0,0,0,0,62,3.2,816,17.8,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,55,1,12,13,7,25,0.24,0,1,0,0,0,0,69,1.4,843,18.5,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,14,1,4,5,4,10,0.36,1,2,0,0,1,0,24,4.2,1063,25.1,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,41,4,9,13,15,28,0.32,1,3,0,0,2,0,76,5.3,1113,23.7,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,4,0,0,0,-2,2,0,0,0,0,0,0,0,8,0,1035,24.5,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,66,2,17,19,-4,24,0.29,0,7,0,0,0,0,93,2.2,1033,23.5,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,1,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,997,26,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,35,5,8,13,2,22,0.37,2,7,0,0,0,0,54,9.3,954,23.2,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,750,19,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,44,2,6,8,13,18,0.18,0,1,0,0,1,1,63,3.2,923,21.3,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,39,0,4,4,-11,28,0.1,0,0,0,0,0,0,41,0,881,19.2,0
22,20384,10,2,5,0,1,5,85,65,480,316,47,20,36,15,4,3,258,147,21,3,3,6,2,2,0.29,3,4,0,0,2,0,32,9.4,666,13.9,0
8,10512,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140,39,0,4,4,-11,28,0.1,0,0,0,0,0,0,41,0,881,19.2,0
22,20384,10,2,5,0,1,5,85,65,480,316,47,20,36,15,4,3,258,147,21,3,3,6,2,2,0.29,3,4,0,0,2,0,32,9.4,666,13.9,0
1,182,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,3,2,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,321,8,0
8,8274,2,1,0,0,1,0,48,39,142,108,28,19,19,17,2,2,106,83,69,9,9,18,-6,32,0.26,1,3,0,0,1,0,106,8.5,751,18.1,34.7
8,8274,2,1,0,0,1,0,48,39,142,108,28,19,19,17,2,2,106,83,29,1,6,7,-1,4,0.24,0,1,0,0,0,0,44,2.3,698,16,39
8,8274,2,1,0,0,1,0,48,39,142,108,28,19,19,17,2,2,106,83,29,1,6,7,-1,4,0.24,0,1,0,0,0,0,44,2.3,698,16,39
19,19697,2,8,5,0,6,4,88,69,426,342,49,31,52,21,4,4,295,258,1,1,0,1,2,0,1,0,0,0,0,0,0,2,50,743,18,0
19,19697,2,8,5,0,6,4,88,69,426,342,49,31,52,21,4,4,295,258,7,2,1,3,-2,4,0.43,1,1,0,0,0,0,11,18.2,779,17.6,0
19,19697,2,8,5,0,6,4,88,69,426,342,49,31,52,21,4,4,295,258,1,0,1,1,1,0,1,0,0,0,0,0,0,2,0,802,20,0
19,19697,2,8,5,0,6,4,88,69,426,342,49,31,52,21,4,4,295,258,13,0,0,0,-1,8,0,0,0,0,0,0,0,9,0,483,11.3,50
5,4887,1,2,0,0,2,0,11,5,65,28,5,6,7,5,0,1,36,30,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,550,14,0
5,4887,1,2,0,0,2,0,11,5,65,28,5,6,7,5,0,1,36,30,36,5,4,9,1,6,0.25,0,0,0,0,2,0,36,13.9,629,14.1,20
5,4887,1,2,0,0,2,0,11,5,65,28,5,6,7,5,0,1,36,30,12,0,1,1,-2,14,0.08,0,0,0,0,0,0,13,0,662,16.4,0
5,4887,1,2,0,0,2,0,11,5,65,28,5,6,7,5,0,1,36,30,6,1,1,2,-1,2,0.33,0,0,0,0,0,0,9,11.1,734,17.8,100
5,4887,1,2,0,0,2,0,11,5,65,28,5,6,7,5,0,1,36,30,58,4,4,8,-4,6,0.14,0,1,0,0,0,0,72,5.6,746,17.5,12.5
5,4887,1,2,0,0,2,0,11,5,65,28,5,6,7,5,0,1,36,30,58,4,4,8,-4,6,0.14,0,1,0,0,0,0,72,5.6,746,17.5,12.5
24,19738,6,5,2,0,3,2,87,64,277,200,41,42,36,21,5,11,253,175,9,2,1,3,2,9,0.33,0,1,0,0,0,0,13,15.4,725,18.8,0
24,19738,6,5,2,0,3,2,87,64,277,200,41,42,36,21,5,11,253,175,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,531,13,0
24,19738,6,5,2,0,3,2,87,64,277,200,41,42,36,21,5,11,253,175,3,1,1,2,1,0,0.67,0,0,0,0,0,0,7,14.3,781,17.7,0
24,19738,6,5,2,0,3,2,87,64,277,200,41,42,36,21,5,11,253,175,2,0,0,0,-1,2,0,0,0,0,0,0,0,3,0,385,10,0
24,19738,6,5,2,0,3,2,87,64,277,200,41,42,36,21,5,11,253,175,24,5,6,11,5,32,0.46,0,0,0,0,0,0,46,10.9,549,14.5,66.7
24,19738,6,5,2,0,3,2,87,64,277,200,41,42,36,21,5,11,253,175,43,2,4,6,1,28,0.14,0,0,0,0,0,0,73,2.7,611,14.7,40
25,32808,1,2,4,0,2,4,55,47,699,572,8,81,116,82,4,5,328,407,10,0,6,6,0,0,0.6,0,0,0,0,0,0,10,0,959,21.6,0
20,22034,7,4,1,0,3,1,74,53,330,231,71,40,58,31,3,4,272,176,6,0,1,1,1,0,0.17,0,0,0,0,0,0,1,0,548,11.8,100
25,32808,1,2,4,0,2,4,55,47,699,572,8,81,116,82,4,5,328,407,7,0,0,0,-3,4,0,0,0,0,0,0,0,5,0,609,15,0
20,22034,7,4,1,0,3,1,74,53,330,231,71,40,58,31,3,4,272,176,18,0,3,3,2,4,0.17,0,0,0,0,0,0,12,0,655,15.6,66.7
25,32808,1,2,4,0,2,4,55,47,699,572,8,81,116,82,4,5,328,407,7,0,0,0,-3,4,0,0,0,0,0,0,0,5,0,609,15,0
20,22034,7,4,1,0,3,1,74,53,330,231,71,40,58,31,3,4,272,176,18,0,3,3,2,4,0.17,0,0,0,0,0,0,12,0,655,15.6,66.7
15,13845,0,3,0,0,1,0,41,30,190,141,6,20,29,27,4,3,148,171,3,0,1,1,-2,2,0.33,0,0,0,0,0,0,3,0,599,16.3,0
26,26686,6,8,7,0,8,5,129,89,531,359,62,59,52,22,11,9,338,207,12,1,3,4,1,2,0.33,1,2,0,0,0,0,21,4.8,821,18.7,0
26,26686,6,8,7,0,8,5,129,89,531,359,62,59,52,22,11,9,338,207,12,1,3,4,1,2,0.33,1,2,0,0,0,0,21,4.8,821,18.7,0
19,17082,0,1,1,0,1,1,25,16,217,179,7,40,36,36,13,5,160,308,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,935,25,0
28,28186,5,5,10,0,5,8,58,51,395,292,51,48,39,28,7,10,385,315,26,3,0,3,-6,19,0.12,0,0,0,0,1,0,25,12,518,13.1,33.3
28,28186,5,5,10,0,5,8,58,51,395,292,51,48,39,28,7,10,385,315,9,1,0,1,-2,2,0.11,0,0,0,0,0,0,8,12.5,808,18.9,0
27,29328,13,6,11,0,3,9,102,74,657,451,88,38,74,21,8,11,406,246,14,0,0,0,1,2,0,0,0,0,0,0,0,4,0,561,12.7,48.5
27,29328,13,6,11,0,3,9,102,74,657,451,88,38,74,21,8,11,406,246,23,8,4,12,5,10,0.52,1,1,0,0,1,0,49,16.3,858,19.7,50
27,29328,13,6,11,0,3,9,102,74,657,451,88,38,74,21,8,11,406,246,23,8,4,12,5,10,0.52,1,1,0,0,1,0,49,16.3,858,19.7,50
20,19758,6,8,5,0,5,4,72,63,363,258,65,32,55,8,10,11,270,167,41,5,12,17,-14,34,0.41,4,6,0,0,1,0,43,11.6,936,19.3,33.3
20,19758,6,8,5,0,5,4,72,63,363,258,65,32,55,8,10,11,270,167,27,3,6,9,-10,26,0.33,1,5,0,0,2,1,24,12.5,801,18.1,45
14,11906,1,2,1,0,2,0,32,25,94,65,14,25,9,9,8,5,139,113,13,0,0,0,-2,21,0,0,0,0,0,0,0,5,0,405,11.3,100
20,19758,6,8,5,0,5,4,72,63,363,258,65,32,55,8,10,11,270,167,27,3,6,9,-10,26,0.33,1,5,0,0,2,1,24,12.5,801,18.1,45
14,11906,1,2,1,0,2,0,32,25,94,65,14,25,9,9,8,5,139,113,13,0,0,0,-2,21,0,0,0,0,0,0,0,5,0,405,11.3,100
3,2717,0,0,0,0,0,0,17,16,39,32,7,4,5,1,2,0,52,26,7,1,1,2,0,0,0.29,0,0,0,0,0,0,4,25,591,14.7,0
3,2717,0,0,0,0,0,0,17,16,39,32,7,4,5,1,2,0,52,26,9,1,0,1,-1,4,0.11,0,0,0,0,0,0,10,10,459,10.3,0
28,23803,7,5,2,0,4,1,81,75,185,141,68,57,36,19,2,11,318,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,8,0
3,2717,0,0,0,0,0,0,17,16,39,32,7,4,5,1,2,0,52,26,12,5,0,5,2,6,0.42,1,1,0,0,1,0,20,25,739,17,50
28,23803,7,5,2,0,4,1,81,75,185,141,68,57,36,19,2,11,318,309,4,0,0,0,-1,2,0,0,0,0,0,0,0,4,0,471,12.3,0
28,23803,7,5,2,0,4,1,81,75,185,141,68,57,36,19,2,11,318,309,10,3,0,3,3,4,0.3,0,0,1,1,0,0,11,27.3,651,16.3,0
3,2717,0,0,0,0,0,0,17,16,39,32,7,4,5,1,2,0,52,26,13,2,8,10,2,4,0.77,1,3,0,0,0,0,27,7.4,754,18.9,50
28,23803,7,5,2,0,4,1,81,75,185,141,68,57,36,19,2,11,318,309,4,0,0,0,-1,2,0,0,0,0,0,0,0,4,0,471,12.3,0
28,23803,7,5,2,0,4,1,81,75,185,141,68,57,36,19,2,11,318,309,10,3,0,3,3,4,0.3,0,0,1,1,0,0,11,27.3,651,16.3,0
3,2717,0,0,0,0,0,0,17,16,39,32,7,4,5,1,2,0,52,26,13,2,8,10,2,4,0.77,1,3,0,0,0,0,27,7.4,754,18.9,50
22,26767,2,1,2,0,1,0,69,58,565,472,7,70,114,73,3,6,300,348,10,1,1,2,3,0,0.2,0,0,0,0,1,0,4,25,933,18,0
22,26767,2,1,2,0,1,0,69,58,565,472,7,70,114,73,3,6,300,348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,11,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,452,13,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,22,0,3,3,-4,6,0.14,0,0,0,0,0,0,7,0,849,21.2,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,47,1,8,9,-13,54,0.19,1,1,0,0,0,0,46,2.2,1169,26.7,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,4,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,693,17,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,36,0,3,3,-9,40,0.08,0,0,0,0,0,0,27,0,792,19.8,0
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,9,1,1,2,0,2,0.22,0,0,0,0,0,0,13,7.7,666,18.2,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,21,0,2,2,-5,20,0.1,0,0,0,0,0,0,10,0,715,17.6,0
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,66,13,8,21,6,26,0.32,1,2,0,0,1,0,79,16.5,735,17.4,100
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,6,1,1,2,0,2,0.33,0,0,0,0,1,0,4,25,645,16.5,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,18,1,1,2,-9,14,0.11,0,0,0,0,0,0,18,5.6,649,16.5,0
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,71,9,22,31,13,12,0.44,0,2,0,0,2,0,104,8.6,717,16.8,50
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,800,23.3,0
24,25652,13,4,2,0,2,2,91,85,250,192,68,63,67,34,7,11,334,326,8,0,0,0,-2,2,0,0,0,0,0,0,0,22,0,696,14.4,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,24,0,4,4,2,17,0.17,0,0,0,0,0,0,16,0,853,19.9,0
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,60,5,11,16,3,20,0.27,0,0,0,1,1,0,54,9.3,711,17.1,25
24,25652,13,4,2,0,2,2,91,85,250,192,68,63,67,34,7,11,334,326,32,2,2,4,0,4,0.13,0,0,0,0,1,0,36,5.6,637,14.6,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,52,0,8,8,-3,29,0.15,0,0,0,0,0,0,33,0,821,20.8,0
24,25652,13,4,2,0,2,2,91,85,250,192,68,63,67,34,7,11,334,326,32,2,2,4,0,4,0.13,0,0,0,0,1,0,36,5.6,637,14.6,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,52,0,8,8,-3,29,0.15,0,0,0,0,0,0,33,0,821,20.8,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,390,10,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,10,0,0,0,-1,6,0,0,0,0,0,0,0,9,0,883,21,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,11,0,3,3,-5,13,0.27,0,3,0,0,0,0,11,0,1015,22.3,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,11,0,3,3,-5,13,0.27,0,3,0,0,0,0,11,0,1015,22.3,0
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,9,0,0,0,-3,2,0,0,0,0,0,0,0,14,0,886,19.3,0
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,6,2,0,2,-2,0,0.33,0,0,0,0,1,1,8,25,647,17.7,100
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,8,1,0,1,-2,0,0.13,0,0,0,0,0,0,11,9.1,641,17.1,0
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,6,2,0,2,-2,0,0.33,0,0,0,0,1,1,8,25,647,17.7,100
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,8,1,0,1,-2,0,0.13,0,0,0,0,0,0,11,9.1,641,17.1,0
24,21419,3,10,3,0,6,3,100,70,297,211,32,37,29,23,6,7,305,160,5,0,3,3,3,2,0.6,0,0,0,0,0,0,4,0,641,16.2,0
24,21419,3,10,3,0,6,3,100,70,297,211,32,37,29,23,6,7,305,160,32,2,7,9,5,15,0.28,0,0,0,0,0,0,32,6.3,570,14,33.3
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,34,5,5,10,-2,4,0.29,1,2,0,0,2,0,39,12.8,817,17.1,29.5
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,4,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,638,14.8,100
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,20,2,1,3,-3,0,0.15,0,0,1,1,0,0,21,9.5,722,16.6,42.9
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,74,14,11,25,-11,27,0.34,1,2,0,0,3,1,102,13.7,829,18.2,32.8
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,35,4,3,7,-2,17,0.2,0,0,0,0,0,0,32,12.5,550,12.6,30.4
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,31,4,5,9,-1,10,0.29,0,0,1,2,0,0,37,10.8,913,18.6,40.2
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,12,0,1,1,-5,2,0.08,0,0,0,0,0,0,3,0,697,15.2,34
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,41,0,3,3,-2,0,0.07,0,0,0,0,0,0,34,0,679,16.2,50.6
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,675,18.5,36.8
