ID,draft_g,mp,draft_fg,fga,3p,3pa,draft_ft,fta,orb,draft_trb,draft_ast,draft_stl,draft_blk,draft_tov,draft_pf,draft_pts,fg_per,3p_per,ft_per,mp_per,pts_per,trb_per,ast_per,season,weight,height,position,shoots,born,draft_year,pk,amature_honor,college,raw_data,career_g,career_per,career_ws,career_ws48,career_per_greater_or_equal_13,careerws_pergame_greater_or_equal_03,career_ws48_greater_or_equal_055
1990012,0.666666667,0.628645496,0.486486486,0.46969697,0,0,0.700704225,0.732590529,0,0.487394958,0.113496933,0.128378378,0.068493151,0.655844156,0.687022901,0.505862647,0.703438395,0,0.777207392,0.83919598,0.569014085,0.545454545,0.135416667,1989-90,0.458333333,0.718309859,Power Forward and Center,Right,1967-01-13,1990,12,0,University of Georgia,1,210,9.6,2,0.033,no,no,no
1990013,0.722222222,0.60272197,0.484029484,0.385780886,0,0,0.302816901,0.298050139,0,0.564705882,0.09202454,0.101351351,0.118721461,0.305194805,0.763358779,0.396984925,0.85243553,0,0.825462012,0.753768844,0.414084507,0.6,0.104166667,1989-90,0.458333333,0.647887324,Power Forward,Right,1968-02-27,1990,13,0,University of Michigan,1,689,15.4,35.8,0.101,yes,yes,yes
1990014,0.75,0.768632534,0.58968059,0.645687646,1,1,0.693661972,0.676880223,0,0.258823529,0.220858896,0.391891892,0.073059361,0.506493506,0.648854962,0.641541039,0.62034384,0,0.832648871,0.932160804,0.656338028,0.23030303,0.239583333,1989-90,0.270833333,0.394366197,Point Guard,Right,1968-06-19,1990,14,0,University of Texas at Austin,1,115,11.7,2.4,0.039,no,no,no
1990015,0.638888889,0.694750486,0.72972973,0.754079254,1,1,0.524647887,0.493036212,0,0.284033613,0.082822086,0.162162162,0.03652968,0.415584416,0.549618321,0.726968174,0.657593123,0,0.864476386,0.962311558,0.856338028,0.309090909,0.104166667,1989-90,0.270833333,0.507042254,Shooting Guard,Right,1967-08-13,1990,15,0,Ohio University,1,90,12,0.2,0.018,no,no,no
1990016,0.722222222,0.622812703,0.582309582,0.472027972,0,0,0.309859155,0.323119777,0,0.398319328,0.208588957,0.25,0.123287671,0.487012987,0.618320611,0.465661642,0.838108883,0,0.77926078,0.778894472,0.487323944,0.406060606,0.229166667,1989-90,0.458333333,0.676056338,Power Forward,Right,1967-12-21,1990,16,1,University of Michigan,1,678,14.7,33.3,0.097,yes,yes,yes
1990017,0.777777778,0.679196371,0.57985258,0.51981352,0,0,0.447183099,0.456824513,0,0.410084034,0.18404908,0.121621622,0.100456621,0.571428571,0.503816794,0.505025126,0.757879656,1,0.794661191,0.798994975,0.498591549,0.387878788,0.1875,1989-90,0.489583333,0.676056338,Power Forward,Right,1969-10-28,1990,17,1,University of Maryland,1,179,10.7,1.7,0.043,no,no,no
1990018,0.194444444,0.269604666,0.127764128,0.124708625,0,0,0.10915493,0.144846797,0,0.149579832,0.027607362,0.033783784,0.219178082,0.077922078,0.244274809,0.108040201,0.696275072,0,0.611909651,0.871859296,0.295774648,0.424242424,0.083333333,1989-90,0.5,0.746478873,Center,Right,1968-05-31,1990,18,0,Temple University,1,541,11.7,15.8,0.081,no,no,yes
1990019,0.666666667,0.681788723,0.567567568,0.543123543,0,0,0.242957746,0.281337047,0,0.305882353,0.463190184,0.594594595,0.073059361,0.532467532,0.58778626,0.464824121,0.710601719,0,0.701232033,0.912060302,0.521126761,0.321212121,0.541666667,1989-90,0.125,0.352112676,Shooting Guard and Point Guard,Right,1968-11-29,1990,19,0,Jacksonville University,1,608,14.6,33.4,0.095,yes,yes,yes
1990020,0.694444444,0.718081659,0.697788698,0.675990676,0,0,0.383802817,0.412256267,0,0.368067227,0,0.472972973,0.136986301,0.603896104,0.801526718,0.600502513,0.702005731,0,0.755646817,0.927135678,0.656338028,0.381818182,0,1989-90,0.416666667,0.507042254,Small Forward,Right,1967-11-12,1990,20,0,University of Mississippi,1,201,13.3,1.8,0.025,yes,no,no
1990021,0.222222222,0.244329229,0.171990172,0.152680653,0,0,0.172535211,0.222841226,0,0.152941176,0.021472393,0.02027027,0.054794521,0.201298701,0.351145038,0.154103853,0.76504298,1,0.62936345,0.728643216,0.388732394,0.393939394,0.052083333,1989-90,0.5,0.647887324,Power Forward and Center,Right,1968-02-22,1990,21,0,St. John's University,1,475,15.1,20,0.098,yes,yes,yes
1990022,0.888888889,0.706416073,0.393120393,0.389277389,0,0,0.309859155,0.337047354,0,0.203361345,0.549079755,0.5,0.0456621,0.5,0.664122137,0.350083752,0.686246418,0,0.746406571,0.74120603,0.301408451,0.133333333,0.5,1989-90,0.270833333,0.507042254,Shooting Guard and Point Guard,Right,1968-05-29,1990,22,0,University of Connecticut,1,177,10.7,1.3,0.032,no,no,no
1990023,0.777777778,0,0.624078624,0.592074592,0,0,0.5,0.571030641,0,0.749579832,0.291411043,0.418918919,0.0456621,0.597402597,0.633587786,0.542713568,0.716332378,0,0.711498973,0,0.535211268,0.757575758,0.302083333,1989-90,0.385416667,0.605633803,Power Forward and Small Forward,Right,1968-06-08,1990,23,0,Saint Louis University,1,318,11.5,10.8,0.07,no,yes,yes
1990024,0.166666667,0.23007129,0.221130221,0.18997669,0,0,0.105633803,0.105849582,0,0.159663866,0.04601227,0.074324324,0.127853881,0.24025974,0.312977099,0.170854271,0.790830946,0,0.810061602,0.811557789,0.515492958,0.496969697,0.145833333,1989-90,0.59375,0.788732394,Center,Right,1968-10-14,1990,24,1,University of Florida,1,217,9.4,1,0.024,no,no,no
1990025,0.916666667,0.613739469,0.533169533,0.407925408,0,0,0.485915493,0.495821727,0,0.406722689,0.082822086,0.175675676,0.219178082,0.350649351,0.755725191,0.474036851,0.888252149,0,0.795687885,0.625628141,0.402816901,0.321212121,0.072916667,1989-90,0.5,0.676056338,Power Forward,Right,1968-06-24,1990,25,1,Duke University,1,256,13,4.8,0.072,yes,no,yes
1990026,0.75,0.749837978,0.506142506,0.596736597,0,0,0.566901408,0.562674095,0,0.211764706,0.294478528,0.587837838,0.050228311,0.525974026,0.702290076,0.540201005,0.575931232,0,0.818275154,0.909547739,0.549295775,0.181818182,0.3125,1989-90,0.270833333,0.464788732,Shooting Guard,Right,1966-09-09,1990,26,0,University of Texas at Austin,1,142,8.8,0.7,0.031,no,no,no
1990027,0.833333333,0.672715489,0.552825553,0.502331002,0,0,0.436619718,0.576601671,0,0.455462185,0.134969325,0.364864865,0.442922374,0.603896104,0.748091603,0.476549414,0.747851003,1,0.614989733,0.746231156,0.43943662,0.406060606,0.135416667,1989-90,0.385416667,0.718309859,Center and Power Forward,Right,1968-07-23,1990,27,0,Clemson University,1,1044,15.9,62.8,0.117,yes,yes,yes
1990028,0.638888889,0.530136099,0.380835381,0.29020979,0,0,0.376760563,0.48189415,0,0.455462185,0.107361963,0.148648649,0.141552511,0.487012987,0.427480916,0.344221106,0.891117479,0,0.63449692,0.733668342,0.397183099,0.527272727,0.135416667,1989-90,0.489583333,0.746478873,Center,Right,1967-06-24,1990,28,0,University of Iowa,1,52,8.8,0.1,0.031,no,no,no
1990030,0.777777778,0.662994167,0.461916462,0.388111888,0,0,0.605633803,0.596100279,0,0.490756303,0.165644172,0.331081081,0.296803653,0.428571429,0.702290076,0.456448911,0.809455587,0,0.825462012,0.778894472,0.447887324,0.478787879,0.166666667,1989-90,0.385416667,0.647887324,Power Forward,Right,1966-12-14,1990,30,0,University of Houston,1,465,10.5,9,0.054,no,no,no
1990031,0.75,0.694750486,0.574938575,0.541958042,0,0,0.676056338,0.668523677,0,0.189915966,0.26993865,0.364864865,0.02739726,0.642857143,0.648854962,0.60720268,0.720630372,0,0.821355236,0.841708543,0.61971831,0.151515152,0.291666667,1989-90,0.197916667,0.352112676,Point Guard,Right,1967-03-06,1990,31,0,University of Dayton,1,276,11.3,4.2,0.044,no,no,no
1990032,0.805555556,0.827608555,0.638820639,0.587412587,0,0,0.517605634,0.568245125,0,0.32605042,0.340490798,0.189189189,0.02283105,0.62987013,0.679389313,0.601340034,0.739255014,0,0.740246407,0.944723618,0.577464789,0.284848485,0.34375,1989-90,0.364583333,0.464788732,Shooting Guard,Right,1968-06-01,1990,32,1,Georgia Institute of Technology,1,118,8.1,-0.5,-0.02,no,no,no
1990033,0.555555556,0.366169799,0.366093366,0.337995338,0,0,0.404929577,0.395543175,0,0.255462185,0.024539877,0.081081081,0.388127854,0.38961039,0.709923664,0.341708543,0.736389685,0,0.831622177,0.567839196,0.445070423,0.315151515,0.03125,1989-90,0.385416667,0.788732394,Center,Right,1968-10-23,1990,33,0,Dartmouth College,1,48,11,-0.1,-0.013,no,no,no
1990034,0.833333333,0.632534025,0.434889435,0.392773893,0,0,0.373239437,0.362116992,0,0.132773109,0.542944785,0.398648649,0.04109589,0.590909091,0.641221374,0.418760469,0.752148997,0,0.836755647,0.701005025,0.385915493,0.072727273,0.53125,1989-90,0.21875,0.422535211,Point Guard,Right,1967-07-17,1990,34,0,University of Kansas,1,94,8.2,0.4,0.017,no,no,no
1990035,0.75,0.542449773,0.326781327,0.333333333,0,0,0.257042254,0.250696379,0,0.315966387,0.095092025,0.087837838,0.173515982,0.363636364,0.748091603,0.278894472,0.666189112,0,0.832648871,0.658291457,0.276056338,0.296969697,0.104166667,1989-90,0.5,0.718309859,Center and Power Forward,Right,1968-10-03,1990,35,0,University of Texas at El Paso,1,656,8.9,5.6,0.033,no,no,no
1990036,0.777777778,0.716785483,0.567567568,0.544289044,0,0,0.362676056,0.56545961,0,0.485714286,0.291411043,0.263513514,0.059360731,0.558441558,0.702290076,0.469011725,0.709169054,0,0.520533881,0.841708543,0.461971831,0.472727273,0.302083333,1989-90,0.364583333,0.577464789,Power Forward,Right,1968-03-16,1990,36,0,"University of California, Los Angeles",1,103,11.3,0.8,0.023,no,no,no
1990037,0.694444444,0,0.818181818,0.783216783,0,0,0.950704225,0.949860724,0,0.242016807,0.282208589,0.263513514,0,0,0,0.833333333,0.710601719,0,0.813141684,0,0.918309859,0.23030303,0.322916667,1989-90,0.197916667,0.422535211,Shooting Guard,Right,1967-07-11,1990,37,0,Virginia Union University,1,151,11.6,1.1,0.017,no,no,no
1990038,0.75,0.694750486,0.447174447,0.393939394,0,0,0.309859155,0.320334262,0,0.426890756,0.392638037,0.27027027,0.054794521,0.564935065,0.511450382,0.394472362,0.770773639,0,0.785420945,0.841708543,0.397183099,0.424242424,0.416666667,1989-90,0.40625,0.535211268,Small Forward,Right,1968-06-19,1990,38,0,University of Arizona,1,720,11.2,16.5,0.094,no,no,yes
1990039,0.694444444,0.645495787,0.425061425,0.289044289,0,0,0.552816901,0.543175487,0,0.290756303,0.110429448,0.067567568,0.02739726,0.38961039,0.488549618,0.416247906,1,0,0.826488706,0.834170854,0.450704225,0.290909091,0.125,1989-90,0.552083333,0.647887324,Center,Left,1967-09-03,1990,39,1,Purdue University,1,174,13.5,2.9,0.153,yes,no,yes
1990040,0.722222222,0.743357097,0.687960688,0.807692308,0,0,0.556338028,0.596100279,0,0.230252101,0.374233129,0.472972973,0.059360731,0.655844156,0.641221374,0.652428811,0.578796562,0,0.757700205,0.929648241,0.690140845,0.206060606,0.40625,1989-90,0.21875,0.352112676,Point Guard,Right,1968-04-22,1990,40,0,Virginia Polytechnic Institute and State University,1,852,12.1,27.4,0.065,no,yes,yes
1990041,0.666666667,0.611795204,0.243243243,0.262237762,0,0,0.193661972,0.217270195,0,0.282352941,0.420245399,0.25,0.063926941,0.506493506,0.65648855,0.230318258,0.630372493,0,0.723819302,0.819095477,0.250704225,0.290909091,0.489583333,1989-90,0.270833333,0.507042254,Shooting Guard,Right,1968-04-05,1990,41,0,University of Illinois at Urbana-Champaign,1,33,8.1,-0.1,-0.02,no,no,no
1990042,0.666666667,0.620868438,0.498771499,0.466200466,0,0,0.362676056,0.376044568,0,0.329411765,0.119631902,0.216216216,0.118721461,0.298701299,0.65648855,0.427973199,0.727793696,0,0.783367556,0.829145729,0.478873239,0.351515152,0.135416667,1989-90,0.333333333,0.605633803,Small Forward,Right,1968-10-27,1990,42,1,University of Illinois at Urbana-Champaign,1,267,12.2,4,0.042,no,no,no
1990043,0.722222222,0.63058976,0.506142506,0.475524476,0,0,0.51056338,0.559888579,0,0.51092437,0.061349693,0.189189189,0.168949772,0.422077922,0.717557252,0.461474037,0.723495702,0,0.740246407,0.788944724,0.484507042,0.533333333,0.0625,1989-90,0.40625,0.647887324,Center and Power Forward,Right,1967-07-31,1990,43,0,University of Maryland,1,683,11.9,15.6,0.061,no,no,yes
1990044,0.75,0.750486066,0.444717445,0.473193473,1,0,0.355633803,0.311977716,0,0.12605042,0.432515337,0.418918919,0,0.474025974,0.618320611,0.460636516,0.638968481,0,0.926078029,0.909547739,0.467605634,0.084848485,0.458333333,1989-90,0.208333333,0.281690141,Point Guard,Right,1968-02-02,1990,44,0,Kansas State University,1,238,11.5,3.8,0.079,no,no,yes
1990045,0.75,0.642255347,0.292383292,0.265734266,0,0,0.373239437,0.459610028,0,0.391596639,0.064417178,0.114864865,0.164383562,0.357142857,0.687022901,0.283082077,0.747851003,0,0.659137577,0.778894472,0.281690141,0.381818182,0.072916667,1989-90,0.385416667,0.647887324,Power Forward and Center,Right,1968-10-31,1990,45,0,University of Texas at El Paso,1,903,14.1,59.6,0.11,yes,yes,yes
1990046,0.722222222,0,0,0,0,0,0,0,0,0.450420168,0,0,0,0,0,0.527638191,0,0,0,0,0.554929577,0.466666667,0,1988-89,0.333333333,0.647887324,Power Forward and Small Forward,Right,1969-06-09,1990,46,1,Elizabeth City State University,1,260,16.1,7.4,0.122,yes,no,yes
1990047,0.777777778,0.635774465,0.358722359,0.319347319,0,0,0.623239437,0.587743733,0,0.534453782,0.095092025,0.175675676,0.118721461,0.512987013,0.847328244,0.387772194,0.763610315,0,0.861396304,0.746231156,0.377464789,0.521212121,0.09375,1989-90,0.40625,0.605633803,Power Forward,Right,1968-02-09,1990,47,0,Xavier University,1,456,13.8,18.5,0.104,yes,yes,yes
1990048,0.666666667,0.694102398,0.606879607,0.593240093,0,0,0.507042254,0.598885794,0,0.591596639,0.153374233,0.317567568,0.068493151,0.597402597,0.526717557,0.555276382,0.694842407,0,0.68788501,0.927135678,0.628169014,0.678787879,0.177083333,1989-90,0.270833333,0.535211268,Small Forward,Right,1969-08-02,1990,48,0,"California State University, Fullerton",1,609,19.3,40.4,0.132,yes,yes,yes
1990050,0.555555556,0.383020091,0.2997543,0.301864802,0,0,0.228873239,0.264623955,0,0.290756303,0.088957055,0.141891892,0.146118721,0.461038961,0.557251908,0.253768844,0.6747851,0,0.702258727,0.592964824,0.326760563,0.363636364,0.125,1989-90,0.5,0.746478873,Center and Power Forward,Right,1968-11-23,1990,50,0,Tennessee Technological University,1,21,10.9,-0.1,-0.028,no,no,no
1990051,0.666666667,0.732987686,0.58968059,0.565268065,0,0,0.60915493,0.562674095,0,0.213445378,0.512269939,0.358108108,0.082191781,0.733766234,0.618320611,0.572026801,0.709169054,0,0.878850103,0.979899497,0.647887324,0.206060606,0.604166667,1989-90,0.239583333,0.422535211,Point Guard and Shooting Guard,Right,1968-06-14,1990,51,0,Marquette University,1,457,11.4,6.7,0.044,no,no,no
1990054,0.583333333,0.471808166,0.348894349,0.351981352,0,0,0.13028169,0.128133705,0,0.139495798,0.180981595,0.074324324,0.050228311,0.344155844,0.458015267,0.299832496,0.673352436,0,0.825462012,0.703517588,0.371830986,0.139393939,0.239583333,1989-90,0.333333333,0.647887324,Small Forward and Power Forward,Right,1968-12-30,1990,54,1,University of Michigan,1,220,9.5,0.4,0.006,no,no,no
1991001,0.833333333,0.7213221,0.756756757,0.541958042,0,0,0.570422535,0.551532033,0,0.621848739,0.319018405,0.5,0.164383562,0.506493506,0.603053435,0.66080402,0.948424069,0,0.839835729,0.798994975,0.616901408,0.581818182,0.3125,1990-91,0.552083333,0.535211268,Power Forward and Small Forward,Right,1969-03-14,1991,1,1,"University of Nevada, Las Vegas",1,707,16.3,69.7,0.13,yes,yes,yes
1991002,0.694444444,0.756318859,0.683046683,0.741258741,0,0,0.545774648,0.520891365,0,0.270588235,0.518404908,0.601351351,0.00913242,0.733766234,0.526717557,0.644891122,0.626074499,0,0.851129363,0.977386935,0.707042254,0.266666667,0.583333333,1990-91,0.166666667,0.323943662,Point Guard,Left,1970-10-09,1991,2,1,Georgia Institute of Technology,1,858,16.4,62.5,0.116,yes,yes,yes
1991003,0.75,0.78742709,0.692874693,0.645687646,0,0,0.552816901,0.64902507,0,0.606722689,0.340490798,0.527027027,0.168949772,0.733766234,0.65648855,0.618090452,0.729226361,0,0.691991786,0.954773869,0.633802817,0.624242424,0.364583333,1990-91,0.40625,0.605633803,Shooting Guard and Small Forward and Power Forward,Right,1969-05-01,1991,3,1,Syracuse University,1,600,14.4,28.6,0.078,yes,yes,yes
1991004,0.75,0.706416073,0.417690418,0.337995338,0,0,0.517605634,0.582172702,0,0.63697479,0.159509202,0.135135135,0.689497717,0.474025974,0.694656489,0.402847571,0.839541547,0,0.721765914,0.85678392,0.405633803,0.660606061,0.166666667,1990-91,0.53125,0.816901408,Center,Right,1966-06-25,1991,4,1,Georgetown University,1,1196,17.2,117,0.153,yes,yes,yes
1991005,0.694444444,0.734931951,0.658476658,0.65967366,0,0,0.528169014,0.520891365,0,0.290756303,0.334355828,0.108108108,0.02283105,0.649350649,0.572519084,0.62479062,0.67765043,0,0.823408624,0.949748744,0.684507042,0.290909091,0.375,1990-91,0.3125,0.577464789,Shooting Guard,Right,1969-03-31,1991,5,1,Michigan State University,1,942,16.1,83.7,0.139,yes,yes,yes
1991006,0.694444444,0.681140635,0.675675676,0.644522145,0,0,0.549295775,0.529247911,0,0.505882353,0.300613497,0.432432432,0.191780822,0.688311688,0.755725191,0.588777219,0.712034384,0,0.842915811,0.879396985,0.642253521,0.551515152,0.34375,1990-91,0.40625,0.676056338,Power Forward,Right,1969-09-17,1991,6,1,University of Missouri,1,296,11.7,3,0.024,no,no,no
1991007,0.694444444,0.691510045,0.562653563,0.406759907,0,0,0.408450704,0.451253482,0,0.445378151,0.334355828,0.175675676,0.433789954,0.733766234,0.633587786,0.475711893,0.93982808,0,0.735112936,0.894472362,0.515492958,0.478787879,0.375,1990-91,0.625,0.816901408,Center,Right,1969-01-19,1991,7,0,University of New Mexico,1,567,11.8,17.5,0.07,no,yes,yes
1991008,0.722222222,0.771224887,0.624078624,0.673659674,0,0,0.345070423,0.356545961,0,0.240336134,0.217791411,0.445945946,0.01369863,0.37012987,0.526717557,0.567001675,0.628939828,0,0.786447639,0.964824121,0.597183099,0.218181818,0.239583333,1990-91,0.239583333,0.507042254,Shooting Guard and Point Guard,Right,1969-04-14,1991,8,1,Temple University,1,251,8.9,0.1,0.001,no,no,no
1991009,0.833333333,0.688269605,0.540540541,0.437062937,0,0,0.355633803,0.38718663,0,0.411764706,0.383435583,0.527027027,0.127853881,0.402597403,0.580152672,0.479899497,0.840974212,0,0.746406571,0.761306533,0.442253521,0.363636364,0.375,1990-91,0.333333333,0.605633803,Small Forward and Shooting Guard,Left,1968-08-01,1991,9,1,"University of Nevada, Las Vegas",1,1001,13.7,43.8,0.097,yes,yes,yes
1991010,0.833333333,0.569021387,0.479115479,0.367132867,0,0,0.348591549,0.409470752,0,0.442016807,0.064417178,0.195945946,0.178082192,0.474025974,0.72519084,0.404522613,0.886819484,0,0.690965092,0.630653266,0.371830986,0.393939394,0.0625,1990-91,0.479166667,0.647887324,Power Forward and Center,Left,1969-04-06,1991,10,1,University of Arizona,1,413,16.5,22.8,0.109,yes,yes,yes
1991011,0.638888889,0.718081659,0.670761671,0.648018648,0,0,0.559859155,0.520891365,0,0.152941176,0.432515337,0.425675676,0.01826484,0.662337662,0.435114504,0.618927973,0.703438395,0,0.872689938,0.994974874,0.726760563,0.139393939,0.520833333,1990-91,0.21875,0.281690141,Point Guard,Right,1970-05-20,1991,11,0,University of Oregon,1,724,19.7,65.9,0.147,yes,yes,yes
1991012,0.833333333,0.712896954,0.346437346,0.36013986,0,0,0.278169014,0.284122563,0,0.132773109,0.950920245,0.567567568,0.063926941,0.441558442,0.519083969,0.335008375,0.653295129,0,0.795687885,0.788944724,0.304225352,0.072727273,0.927083333,1990-91,0.197916667,0.323943662,Point Guard,Left,1967-11-15,1991,12,0,"University of Nevada, Las Vegas",1,757,14.5,35.9,0.109,yes,yes,yes
1991013,0.638888889,0.629293584,0.469287469,0.418414918,0,0,0.419014085,0.571030641,0,0.554621849,0.113496933,0.25,0.337899543,0.428571429,0.717557252,0.414572864,0.76217765,0,0.595482546,0.871859296,0.481690141,0.654545455,0.135416667,1990-91,0.458333333,0.718309859,Power Forward and Center,Right,1969-03-25,1991,13,0,Clemson University,1,1094,15.2,86.9,0.141,yes,yes,yes
1991014,0.805555556,0.601425794,0.496314496,0.411421911,0,0,0.422535211,0.498607242,0,0.443697479,0.27607362,0.155405405,0.310502283,0.564935065,0.664122137,0.435510888,0.819484241,0,0.68788501,0.685929648,0.414084507,0.412121212,0.270833333,1990-91,0.59375,0.816901408,Center,Right,1969-04-04,1991,14,0,University of Nebraska,1,72,10.2,0.2,0.036,no,no,no
1991015,0.805555556,0.721970188,0.56019656,0.46037296,0,0,0.528169014,0.557103064,0,0.546218487,0.162576687,0.195945946,0.155251142,0.545454545,0.702290076,0.502512563,0.826647564,0,0.770020534,0.824120603,0.478873239,0.521212121,0.166666667,1990-91,0.479166667,0.647887324,Power Forward,Right,1969-10-18,1991,15,0,Seton Hall University,1,352,8.8,0.3,0.002,no,no,no
1991016,0.75,0.649384316,0.616707617,0.472027972,0,0,0.602112676,0.688022284,0,0.581512605,0.073619632,0.418918919,0.388127854,0.584415584,0.786259542,0.558626466,0.888252149,0,0.710472279,0.786432161,0.569014085,0.593939394,0.083333333,1990-91,0.40625,0.676056338,Center and Power Forward,Left,1967-09-03,1991,16,0,Old Dominion University,1,700,17.6,32.1,0.112,yes,yes,yes
1991017,0.722222222,0.661049903,0.722358722,0.51981352,0,0,0.478873239,0.559888579,0,0.453781513,0.113496933,0.236486486,0.232876712,0.551948052,0.595419847,0.601340034,0.944126074,0,0.695071869,0.826633166,0.636619718,0.466666667,0.125,1990-91,0.625,0.647887324,Center,Right,1969-08-31,1991,17,0,Iowa State University,1,286,13.7,8.8,0.073,yes,yes,yes
1991018,0.722222222,0.726506805,0.641277641,0.590909091,0,0,0.271126761,0.275766017,0,0.297478992,0.067484663,0.162162162,0.054794521,0.480519481,0.366412214,0.546063652,0.73782235,0,0.798767967,0.909547739,0.574647887,0.284848485,0.072916667,1990-91,0.3125,0.535211268,Small Forward,Right,1969-10-12,1991,18,0,University of Louisiana at Lafayette,1,126,8.3,-0.1,-0.004,no,no,no
1991019,0.694444444,0.668178872,0.425061425,0.418414918,0,0,0.397887324,0.381615599,0,0.168067227,0.450920245,0.418918919,0.02739726,0.701298701,0.641221374,0.412060302,0.690544413,0,0.847022587,0.864321608,0.445070423,0.145454545,0.510416667,1990-91,0.3125,0.422535211,Shooting Guard,Right,1969-04-03,1991,19,1,University of Louisville,1,183,10.8,1.5,0.024,no,no,no
1991020,0.611111111,0,0.636363636,0.56993007,0,0,0.419014085,0.529247911,0,0.605042017,0.273006135,0.121621622,0.420091324,0.551948052,0.465648855,0.542713568,0.759312321,0,0.642710472,0,0.65915493,0.751515152,0.34375,1990-91,0.53125,0.605633803,Small Forward,Right,1967-11-30,1991,20,0,Phillips University,1,42,7.8,-0.1,-0.021,no,no,no
1991021,0.75,0.720025924,0.643734644,0.686480186,0,0,0.838028169,0.816155989,0,0.265546218,0.515337423,0.75,0.02283105,0.772727273,0.748091603,0.680067002,0.637535817,0,0.833675565,0.871859296,0.698591549,0.242424242,0.552083333,1990-91,0.270833333,0.352112676,Point Guard,Right,1968-06-14,1991,21,1,Providence College,1,508,17.4,25.6,0.103,yes,yes,yes
1991022,0.75,0.602073882,0.348894349,0.326340326,0,0,0.253521127,0.331476323,0,0.396638655,0.13190184,0.418918919,0.360730594,0.285714286,0.839694656,0.293132328,0.726361032,0,0.621149897,0.728643216,0.290140845,0.387878788,0.135416667,1990-91,0.4375,0.647887324,Center,Right,1969-04-28,1991,22,0,Syracuse University,1,91,11.9,1.2,0.069,no,no,yes
1991023,0.75,0.556707712,0.491400491,0.404428904,0,0,0.179577465,0.309192201,0,0.512605042,0.122699387,0.135135135,0.273972603,0.363636364,0.93129771,0.372696817,0.8252149,0,0.471252567,0.673366834,0.374647887,0.515151515,0.135416667,1989-90,0.71875,0.746478873,Center,Right,1970-02-07,1991,23,1,Louisiana State University,1,300,13.6,8.1,0.066,yes,no,yes
1991024,0.833333333,0.647440052,0.506142506,0.53030303,0,0,0.39084507,0.384401114,0,0.373109244,0.401840491,0.472972973,0.077625571,0.662337662,0.786259542,0.489112228,0.648997135,0,0.825462012,0.716080402,0.453521127,0.321212121,0.385416667,1990-91,0.458333333,0.577464789,Small Forward,Right,1969-07-24,1991,24,0,University of North Carolina,1,930,13.6,44.7,0.09,yes,yes,yes
1991026,0.833333333,0.664290343,0.503685504,0.371794872,0,0,0.397887324,0.495821727,0,0.346218487,0.245398773,0.222972973,0.02739726,0.571428571,0.770992366,0.433835846,0.921203438,0,0.651950719,0.736180905,0.4,0.296969697,0.239583333,1990-91,0.479166667,0.605633803,Power Forward,Right,1967-09-30,1991,26,1,University of Kansas,1,127,11.6,1,0.054,no,no,no
1991027,0.833333333,0.607258587,0.42997543,0.378787879,0,0,0.228873239,0.236768802,0,0.371428571,0.144171779,0.277027027,0.159817352,0.38961039,0.290076336,0.346733668,0.770773639,0,0.785420945,0.673366834,0.315492958,0.321212121,0.135416667,1990-91,0.458333333,0.676056338,Power Forward,Right,1968-09-14,1991,27,1,University of North Carolina,1,584,11.9,10.6,0.06,no,no,yes
1991028,0.638888889,0.616979909,0.466830467,0.481351981,0,0,0.295774648,0.281337047,0,0.186554622,0.27607362,0.324324324,0.04109589,0.383116883,0.427480916,0.418760469,0.659025788,0,0.854209446,0.854271357,0.487323944,0.181818182,0.333333333,1990-91,0.291666667,0.507042254,Shooting Guard,Right,1968-12-24,1991,28,0,University of Minnesota,1,95,7.7,0.4,0.016,no,no,no
1991030,0.722222222,0.755022683,0.7002457,0.747086247,1,1,0.570422535,0.509749304,0,0.211764706,0.26993865,0.22972973,0.03196347,0.487012987,0.442748092,0.695142379,0.637535817,0,0.90862423,0.944723618,0.738028169,0.187878788,0.291666667,1990-91,0.239583333,0.422535211,Shooting Guard,Right,1968-04-16,1991,30,1,North Carolina State University,1,38,8.8,-0.2,-0.035,no,no,no
1991031,0.666666667,0.594296824,0.27027027,0.321678322,0,0,0.426056338,0.487465181,0,0.178151261,0.573619632,0.47972973,0.02739726,0.668831169,0.648854962,0.288944724,0.571633238,0,0.709445585,0.793969849,0.318309859,0.163636364,0.666666667,1990-91,0.270833333,0.394366197,Point Guard,Right,1968-05-22,1991,31,0,New Mexico State University,1,655,10.3,11,0.046,no,no,no
1991032,0.75,0.721970188,0.582309582,0.488344988,0,0,0.496478873,0.487465181,0,0.453781513,0.125766871,0.148648649,0.319634703,0.720779221,0.748091603,0.514237856,0.810888252,0,0.8275154,0.874371859,0.523943662,0.454545455,0.135416667,1990-91,0.572916667,0.676056338,Center,Right,1969-05-30,1991,32,0,Creighton University,1,2,66.8,0.1,1.442,yes,yes,yes
1991033,0.805555556,0.769280622,0.361179361,0.320512821,0,0,0.355633803,0.39275766,0,0.376470588,0.107361963,0.155405405,0.136986301,0.357142857,0.633587786,0.325795645,0.766475645,0,0.735112936,0.876884422,0.304225352,0.339393939,0.104166667,1990-91,0.458333333,0.746478873,Power Forward and Center,Right,1969-02-25,1991,33,1,Temple University,1,249,10.5,1.8,0.025,no,no,no
