ID,draft_g,mp,draft_fg,fga,3p,3pa,draft_ft,fta,orb,draft_trb,draft_ast,draft_stl,draft_blk,draft_tov,draft_pf,draft_pts,fg_per,3p_per,ft_per,mp_per,pts_per,trb_per,ast_per,season,weight,height,position,shoots,born,draft_year,pk,amature_honor,college,career_g,career_per,career_ws,career_ws48,career_ws_per_game,career_per_greater_than_15,ws_pergame_greater_than_0,ws48_greater_than_0
1987074,0.666666667,0.55411536,0.530712531,0.477855478,0,0,0.211267606,0.242339833,0,0.336134454,0,0.202702703,0.305936073,0.383116883,0.580152672,0.408710218,0.755014327,0,0.708418891,0.74120603,0.456338028,0.357575758,0,1986-87,0.458333333,0.647887324,Small Forward,Right,1965-07-20,1987,74,0,Niagara University,9,7.9,-0.1,-0.045,-0.0111111,no,no,no
1987075,0.527777778,0.485418017,0.405405405,0.337995338,0,0,0.338028169,0.493036212,0,0.521008403,0.042944785,0.101351351,0.305936073,0.37012987,0.648854962,0.351758794,0.815186246,0,0.556468172,0.783919598,0.478873239,0.727272727,0.0625,1986-87,0.479166667,0.718309859,Center and Power Forward,Right,1965-02-22,1987,75,0,Yale University,886,10.7,26.2,0.077,0.0295711,no,yes,yes
1987079,0.75,0.479585224,0.14004914,0.142191142,0,0,0.183098592,0.233983287,0,0.23697479,0.09202454,0.047297297,0.073059361,0.324675325,0.671755725,0.13400335,0.669054441,0,0.635523614,0.58040201,0.123943662,0.206060606,0.09375,1986-87,0.5,0.676056338,Center and Power Forward,Right,1964-01-27,1987,79,0,"University of California, Los Angeles",341,9.7,2.9,0.042,0.0085044,no,yes,yes
1987088,0.861111111,0.520414776,0.375921376,0.32983683,0,0,0.190140845,0.194986072,0,0.272268908,0.147239264,0.168918919,0.123287671,0.324675325,0.748091603,0.296482412,0.775071633,0,0.791581109,0.560301508,0.25915493,0.212121212,0.135416667,1986-87,0.40625,0.676056338,Power Forward,Right,1964-05-17,1987,88,1,University of North Carolina,41,8.2,-0.1,-0.033,-0.00243902,no,no,no
1987100,0.694444444,0.68632534,0.43980344,0.395104895,0,0,0.545774648,0.643454039,0,0.47394958,0.168711656,0,0,0,0,0.424623116,0.756446991,0,0.688911704,0.886934673,0.45915493,0.509090909,0.1875,1986-87,0.385416667,0.535211268,Power Forward,Right,1964-07-09,1987,100,0,University of New Orleans,105,9.8,1.2,0.064,0.0114286,no,yes,yes
1987107,0.805555556,0,0.87960688,0.870629371,0,0,0.521126761,0.56545961,0,0.292436975,0.607361963,0.418918919,0.00913242,0.727272727,0.519083969,0.75041876,0.686246418,0,0.748459959,0,0.723943662,0.248484848,0.604166667,1986-87,0.364583333,0.464788732,Shooting Guard,Right,1964-03-24,1987,107,0,University of Nebraska at Kearney,111,5.7,0,0.002,0,no,no,yes
1987116,0.777777778,0.243033052,0.13022113,0.108391608,0,0,0.13028169,0.158774373,0,0.146218487,0,0.087837838,0.109589041,0.194805195,0.580152672,0.114740369,0.816618911,0,0.666324435,0.286432161,0.098591549,0.096969697,0,1986-87,0.59375,0.816901408,Center,Right,1965-02-16,1987,116,1,Duke University,44,2.8,-0.1,-0.014,-0.00227273,no,no,no
1987127,0.742283951,0.600693694,0.545591046,0.492834326,0,0,0.419535733,0.450170226,0,0.355929038,0.173483299,0.270145145,0.128192119,0.452380952,0.572943172,0.485095229,0.754297994,0,0.761445737,0.741810906,0.49838289,0.349607183,0.18441358,,0.3125,0.507042254,Shooting Guard and Small Forward,Left,1964-06-13,1987,127,0,,363,16.7,20,0.118,0.0550964,yes,yes,yes
1988001,0.916666667,0.865845755,0.936117936,0.761072261,0,0,0.602112676,0.64902507,0,0.557983193,0.236196319,0.472972973,0.333333333,0.746753247,0.870229008,0.783919598,0.835243553,0,0.753593429,0.884422111,0.676056338,0.466666667,0.208333333,1987-88,0.458333333,0.676056338,Power Forward,Right,1966-05-17,1988,1,1,University of Kansas,883,16.9,55.1,0.109,0.0624009,yes,yes,yes
1988002,0.611111111,0.558003889,0.616707617,0.46969697,0,0,0.584507042,0.629526462,0,0.379831933,0.052147239,0.060810811,0.479452055,0.519480519,0.664122137,0.554438861,0.892550143,0,0.754620123,0.801507538,0.673239437,0.448484848,0.0625,1987-88,0.552083333,0.901408451,Center,Right,1966-08-23,1988,2,0,Marist College,867,17.9,56.6,0.118,0.0652826,yes,yes,yes
1988003,0.722222222,0.661049903,0.518427518,0.440559441,0,0,0.570422535,0.590529248,0,0.38487395,0.174846626,0.256756757,0.438356164,0.435064935,0.717557252,0.486599665,0.799426934,0,0.784394251,0.826633166,0.509859155,0.387878788,0.1875,1987-88,0.458333333,0.676056338,Small Forward and Power Forward,Right,1965-07-16,1988,3,1,University of Pittsburgh,564,15.7,40.9,0.12,0.0725177,yes,yes,yes
1988004,0.694444444,0.659753727,0.592137592,0.583916084,0,0,0.36971831,0.367688022,0,0.478991597,0.251533742,0.351351351,0.178082192,0.512987013,0.633587786,0.514237856,0.689111748,0,0.816221766,0.851758794,0.56056338,0.515151515,0.28125,1987-88,0.364583333,0.605633803,Small Forward and Shooting Guard,Right,1966-01-20,1988,4,0,Auburn University,747,15.1,37.4,0.096,0.0500669,yes,yes,yes
1988005,0.805555556,0.777705768,0.658476658,0.607226107,0,0,0.654929577,0.668523677,0,0.341176471,0.383435583,0.155405405,0.059360731,0.746753247,0.58778626,0.638190955,0.736389685,0,0.795687885,0.886934673,0.614084507,0.303030303,0.385416667,1987-88,0.385416667,0.507042254,Shooting Guard,Right,1965-06-30,1988,5,0,Kansas State University,976,17.6,79.3,0.111,0.08125,yes,yes,yes
1988006,0.722222222,0.779001944,0.926289926,0.839160839,0,0,1,0.933147632,0,0.388235294,0.340490798,0.554054054,0.109589041,0.428571429,0.603053435,0.93718593,0.750716332,0,0.87063655,0.974874372,1,0.393939394,0.375,1987-88,0.270833333,0.422535211,Shooting Guard,Right,1966-09-29,1988,6,1,Bradley University,983,16.3,90.6,0.136,0.0921668,yes,yes,yes
1988007,0.777777778,0.714841218,0.498771499,0.404428904,0,0,0.253521127,0.314763231,0,0.426890756,0.067484663,0.168918919,0.538812785,0.285714286,0.526717557,0.395309883,0.838108883,0,0.654004107,0.83919598,0.385915493,0.406060606,0.072916667,1987-88,0.3125,0.647887324,Center and Power Forward,Right,1965-06-04,1988,7,0,Temple University,481,12.4,14.6,0.074,0.0303534,no,yes,yes
1988008,0.75,0.718081659,0.567567568,0.537296037,0,0,0.285211268,0.284122563,0,0.139495798,0.358895706,0.358108108,0.073059361,0.551948052,0.465648855,0.505025126,0.717765043,0,0.815195072,0.869346734,0.512676056,0.096969697,0.385416667,1987-88,0.239583333,0.464788732,Point Guard and Shooting Guard,Right,1967-10-05,1988,8,1,University of Kentucky,666,13.9,24.7,0.061,0.0370871,no,yes,yes
1988009,0.833333333,0.702527544,0.535626536,0.448717949,0,0,0.468309859,0.651810585,0,0.546218487,0.067484663,0.155405405,0.388127854,0.564935065,0.801526718,0.471524288,0.810888252,0,0.583162218,0.778894472,0.436619718,0.503030303,0.0625,1987-88,0.458333333,0.718309859,Center,Right,1965-05-10,1988,9,0,Syracuse University,678,15.7,37.3,0.084,0.0550147,yes,yes,yes
1988010,0.833333333,0.752430331,0.592137592,0.561771562,0,0,0.320422535,0.323119777,0,0.280672269,0.426380368,0.452702703,0.223744292,0.837662338,0.740458015,0.483249581,0.716332378,0,0.804928131,0.834170854,0.447887324,0.23030303,0.416666667,1987-88,0.270833333,0.577464789,Small Forward and Shooting Guard,Right,1967-01-08,1988,10,0,University of Georgia,555,13.8,27.9,0.084,0.0502703,no,yes,yes
1988011,0.722222222,0.656513286,0.574938575,0.43006993,0,0,0.348591549,0.409470752,0,0.51092437,0.248466258,0.087837838,0.337899543,0.422077922,0.801526718,0.469849246,0.908309456,0,0.690965092,0.82160804,0.492957746,0.533333333,0.270833333,1987-88,0.5,0.746478873,Center,Right,1965-08-29,1988,11,1,Vanderbilt University,792,13.6,26.6,0.103,0.0335859,no,yes,yes
1988012,0.944444444,0.867790019,0.85995086,0.745920746,0,0,0.397887324,0.431754875,0,0.596638655,0.13190184,0.418918919,0.141552511,0.376623377,0.770992366,0.67839196,0.783667622,0,0.748459959,0.861809045,0.566197183,0.490909091,0.114583333,1987-88,0.291666667,0.605633803,Small Forward and Power Forward,Right,1965-07-04,1988,12,0,University of Oklahoma,783,12.7,36.4,0.085,0.0464879,no,yes,yes
1988013,0.75,0.755022683,0.766584767,0.695804196,0,0,0.588028169,0.6545961,0,0.487394958,0.23006135,0.391891892,0.082191781,0.461038961,0.65648855,0.674204355,0.749283668,0,0.729979466,0.914572864,0.690140845,0.490909091,0.239583333,1987-88,0.3125,0.507042254,Shooting Guard and Small Forward,Right,1965-12-17,1988,13,1,Iowa State University,438,12,9,0.052,0.0205479,no,yes,yes
1988014,0.75,0.775761504,0.685503686,0.623543124,0,0,0.549295775,0.674094708,0,0.564705882,0.248466258,0.331081081,0.132420091,0,0.58778626,0.630653266,0.746418338,0,0.662217659,0.939698492,0.645070423,0.575757576,0.260416667,1987-88,0.385416667,0.535211268,Small Forward and Shooting Guard,Right,1965-09-09,1988,14,0,Central Michigan University,955,13.8,78.5,0.125,0.082199,no,yes,yes
1988015,0.805555556,0.771224887,0.660933661,0.592074592,0,0,0.475352113,0.465181058,0,0.178151261,0.717791411,0.540540541,0.02283105,0.974025974,0.801526718,0.595477387,0.759312321,0,0.829568789,0.879396985,0.571830986,0.127272727,0.71875,1987-88,0.239583333,0.422535211,Point Guard,Right,1965-04-21,1988,15,1,University of Michigan,552,13.4,12,0.046,0.0217391,no,yes,yes
1988016,0.694444444,0.611147116,0.594594595,0.555944056,0,0,0.704225352,0.727019499,0,0.413445378,0.150306748,0.304054054,0.01369863,0.441558442,0.503816794,0.582077052,0.726361032,1,0.786447639,0.788944724,0.636619718,0.436363636,0.166666667,1987-88,0.291666667,0.577464789,Small Forward,Right,1967-07-03,1988,16,1,University of Missouri,154,11.8,2.7,0.057,0.0175325,no,yes,yes
1988017,0.75,0.629941672,0.444717445,0.327505828,0,0,0.457746479,0.479108635,0,0.336134454,0.042944785,0.195945946,0.196347032,0,0.740458015,0.407035176,0.922636103,0,0.776180698,0.763819095,0.411267606,0.321212121,0.041666667,1987-88,0.625,0.718309859,Center,Right,1966-05-27,1988,17,0,University of Wyoming,449,9.8,6.2,0.054,0.0138085,no,yes,yes
1988018,0.666666667,0.685677252,0.614250614,0.606060606,0,0,0.51056338,0.495821727,0,0.336134454,0,0.22972973,0.063926941,0,0.778625954,0.582914573,0.689111748,0,0.836755647,0.917085427,0.65915493,0.357575758,0,1987-88,0.333333333,0.605633803,Shooting Guard,Right,1964-10-06,1988,18,0,San Jose State University,64,13.1,2.4,0.083,0.0375,no,yes,yes
1988019,0.583333333,0.542449773,0.508599509,0.456876457,0,0,0.292253521,0.381615599,0,0.14789916,0.300613497,0.506756757,0.01826484,0.525974026,0.404580153,0.431323283,0.756446991,0,0.622176591,0.809045226,0.54084507,0.151515152,0.395833333,1987-88,0.197916667,0.422535211,Shooting Guard and Point Guard,Right,1966-07-11,1988,19,0,DePaul University,1094,18,85.8,0.122,0.0784278,yes,yes,yes
1988020,0.694444444,0.647440052,0.540540541,0.481351981,0,0,0.292253521,0.295264624,0,0.248739496,0.358895706,0.459459459,0.086757991,0.474025974,0.450381679,0.453936348,0.763610315,0,0.803901437,0.836683417,0.492957746,0.242424242,0.40625,1987-88,0.270833333,0.422535211,Point Guard and Shooting Guard,Right,1965-10-30,1988,20,0,DePaul University,604,12.7,12.5,0.039,0.0206954,no,yes,yes
1988021,0.805555556,0.716137395,0.656019656,0.551282051,0,0,0.573943662,0.60724234,0,0.505882353,0.098159509,0.243243243,0.146118721,0.525974026,0.816793893,0.579564489,0.808022923,1,0.767967146,0.816582915,0.554929577,0.472727273,0.09375,1987-88,0.53125,0.647887324,Power Forward and Center,Right,1965-04-25,1988,21,0,Seton Hall University,797,10.9,26.1,0.093,0.0327478,no,yes,yes
1988022,0.694444444,0.633830201,0.530712531,0.53030303,0,0,0.274647887,0.284122563,0,0.354621849,0.088957055,0.22972973,0.063926941,0.318181818,0.748091603,0.438860972,0.680515759,0,0.785420945,0.819095477,0.476056338,0.36969697,0.104166667,1987-88,0.291666667,0.577464789,Small Forward,Right,1966-04-19,1988,22,0,University of Southern Mississippi,241,10.3,2.3,0.034,0.00954357,no,yes,yes
1988023,0.722222222,0.706416073,0.378378378,0.34965035,0,0,0.433098592,0.557103064,0,0.618487395,0.266871166,0.27027027,0.03196347,0.590909091,0.755725191,0.355946399,0.73495702,0,0.631416838,0.884422111,0.369014085,0.660606061,0.291666667,1987-88,0.458333333,0.535211268,Power Forward,Right,1966-12-04,1988,23,1,University of Pittsburgh,218,12.6,2.3,0.034,0.0105505,no,yes,yes
1988024,0.694444444,0.695398574,0.371007371,0.377622378,0,0,0.25,0.267409471,0,0.420168067,0.558282209,0.331081081,0.03652968,0.616883117,0.580152672,0.329145729,0.667621777,0,0.759753593,0.899497487,0.352112676,0.448484848,0.635416667,1987-88,0.270833333,0.535211268,Shooting Guard and Point Guard,Right,1966-03-22,1988,24,0,"University of California, Santa Barbara",943,11.7,23.8,0.053,0.0252386,no,yes,yes
1988025,0.638888889,0.66558652,0.503685504,0.538461538,0,0,0.570422535,0.554317549,0,0.176470588,0.484662577,0.317567568,0.00456621,0,0.473282443,0.510887772,0.636103152,0,0.835728953,0.922110553,0.597183099,0.16969697,0.583333333,1987-88,0.177083333,0.323943662,Point Guard,Right,1965-01-20,1988,25,1,University of Notre Dame,114,9.7,-0.3,-0.01,-0.00263158,no,no,no
1988026,0.722222222,0.642903435,0.474201474,0.411421911,0,0,0.285211268,0.323119777,0,0.339495798,0,0.195945946,0.228310502,0.311688312,0.664122137,0.386097152,0.783667622,0,0.716632444,0.804020101,0.402816901,0.333333333,0,1987-88,0.5,0.788732394,Center,Right,1964-05-24,1988,26,0,University of Houston,12,-7.6,-0.2,-0.352,-0.0166667,no,no,no
1988027,0.666666667,0.718081659,0.496314496,0.465034965,0,0,0.471830986,0.493036212,0,0.413445378,0,0.22972973,0.205479452,0.506493506,0.381679389,0.44639866,0.724928367,0,0.777207392,0.959798995,0.501408451,0.454545455,0,1987-88,0.364583333,0.647887324,Small Forward,Right,1966-04-06,1988,27,1,St. John's University,51,10.4,0.3,0.022,0.00588235,no,yes,yes
1988028,0.694444444,0.481529488,0.30958231,0.278554779,0,0,0.095070423,0.167130919,0,0.349579832,0.030674847,0.087837838,0.360730594,0.324675325,0.664122137,0.228643216,0.755014327,0,0.46201232,0.623115578,0.23943662,0.363636364,0.03125,1987-88,0.53125,0.718309859,Center,Right,1966-06-28,1988,28,1,University of Arkansas,737,11.7,28.6,0.089,0.038806,no,yes,yes
1988029,0.75,0.708360337,0.459459459,0.423076923,0,0,0.366197183,0.3454039,0,0.248739496,0.352760736,0.378378378,0.02739726,0.311688312,0.488549618,0.421273032,0.73782235,0,0.861396304,0.859296482,0.425352113,0.218181818,0.375,1987-88,0.239583333,0.464788732,Shooting Guard and Point Guard,Right,1966-08-09,1988,29,0,North Carolina State University,771,13.5,40.6,0.101,0.0526589,no,yes,yes
1988030,0.75,0.697342839,0.503685504,0.501165501,0,0,0.626760563,0.601671309,0,0.371428571,0,0.344594595,0.100456621,0,0.702290076,0.541876047,0.683381089,0,0.845995893,0.844221106,0.552112676,0.357575758,0,1987-88,0.385416667,0.507042254,Small Forward,Right,1966-01-24,1988,30,1,University of Wyoming,31,7.8,-0.1,-0.037,-0.00322581,no,no,no
1988031,0.777777778,0.674011666,0.358722359,0.34032634,0,0,0.292253521,0.30362117,0,0.14789916,0.552147239,0.385135135,0.109589041,0.655844156,0.557251908,0.34840871,0.716332378,0,0.781314168,0.791457286,0.338028169,0.103030303,0.572916667,1987-88,0.197916667,0.394366197,Point Guard,Right,1966-10-21,1988,31,0,Purdue University,38,7.4,-0.4,-0.083,-0.0105263,no,no,no
1988032,0.722222222,0.610499028,0.55036855,0.484848485,0,0,0.23943662,0.320334262,0,0.482352941,0.119631902,0.155405405,0.118721461,0.441558442,0.648854962,0.427135678,0.770773639,0,0.606776181,0.763819095,0.445070423,0.503030303,0.135416667,1987-88,0.4375,0.676056338,Power Forward and Center,Right,1966-04-22,1988,32,0,North Carolina State University,303,13.1,7.3,0.076,0.0240924,no,yes,yes
1988033,0.694444444,0.664938432,0.582309582,0.497668998,0,0,0.757042254,0.782729805,0,0.509243697,0.202453988,0.398648649,0.0456621,0.474025974,0.648854962,0.572026801,0.79512894,0,0.785420945,0.859296482,0.625352113,0.551515152,0.229166667,1987-88,0.4375,0.605633803,Power Forward,Right,1966-03-12,1988,33,0,Eastern Michigan University,1003,13.3,60.1,0.101,0.0599202,no,yes,yes
1988034,0.916666667,0.670123137,0.471744472,0.409090909,0,0,0.531690141,0.51810585,0,0.352941176,0.085889571,0.216216216,0.091324201,0.525974026,0.763358779,0.443886097,0.783667622,1,0.833675565,0.683417085,0.374647887,0.272727273,0.072916667,1987-88,0.479166667,0.577464789,Power Forward and Small Forward,Right,1965-10-16,1988,34,0,University of Arizona,312,10.5,6.6,0.056,0.0211538,no,yes,yes
1988035,0,0.094620868,0.085995086,0.072261072,0,0,0.021126761,0.027855153,0,0.05210084,0,0.047297297,0.03652968,0.097402597,0.106870229,0.058626466,0.809455587,0,0.616016427,0.733668342,0.405633803,0.418181818,0,1987-88,0.458333333,0.535211268,Small Forward,Right,1967-07-08,1988,35,0,University of Memphis,55,11.2,0.7,0.028,0.0127273,no,yes,yes
1988036,0.722222222,0.636422553,0.638820639,0.596736597,0,0,0.654929577,0.646239554,0,0.240336134,0.119631902,0.195945946,0.00913242,0.538961039,0.534351145,0.603015075,0.727793696,0,0.823408624,0.796482412,0.636619718,0.218181818,0.135416667,1987-88,0.40625,0.507042254,Shooting Guard,Right,1966-11-24,1988,36,0,University of New Orleans,441,13.8,10.8,0.058,0.0244898,no,yes,yes
1988037,0.777777778,0.626701231,0.415233415,0.348484848,0,0,0.292253521,0.317548747,0,0.307563025,0.036809816,0.081081081,0.114155251,0.253246753,0.480916031,0.34840871,0.809455587,1,0.747433265,0.736180905,0.338028169,0.272727273,0.041666667,1987-88,0.5,0.718309859,Center,Right,1966-03-11,1988,37,0,Stanford University,55,2.9,-0.3,-0.078,-0.00545455,no,no,no
1988038,0.666666667,0.62022035,0.452088452,0.400932401,0,0,0.348591549,0.395543175,0,0.396638655,0.039877301,0.114864865,0.452054795,0.220779221,0.625954198,0.386097152,0.766475645,0,0.715605749,0.829145729,0.430985915,0.436363636,0.041666667,1987-88,0.4375,0.676056338,Center,Right,1966-11-27,1988,38,0,Indiana University,359,13.3,14.1,0.097,0.0392758,no,yes,yes
1988039,0.694444444,0.624108879,0.432432432,0.37995338,0,0,0.257042254,0.35097493,0,0.438655462,0.101226994,0.081081081,0.365296804,0.688311688,0.595419847,0.350921273,0.773638968,0,0.594455852,0.806532663,0.377464789,0.466666667,0.114583333,1987-88,0.53125,0.788732394,Center,Right,1966-01-19,1988,39,1,University of Miami,63,4.4,-0.5,-0.069,-0.00793651,no,no,no
1988040,0.833333333,0.648736228,0.641277641,0.493006993,0,0,0.433098592,0.576601671,0,0.657142857,0,0.27027027,0.246575342,0.668831169,0.786259542,0.535175879,0.883954155,0,0.609856263,0.718592965,0.495774648,0.618181818,0,1987-88,0.40625,0.605633803,Power Forward,Right,1965-05-05,1988,40,0,Auburn University at Montgomery,7,6.7,0,-0.047,0,no,no,no
1988041,0.666666667,0,0.361179361,0.331002331,0,0,0.281690141,0.256267409,0,0.127731092,0,0.182432432,0.01826484,0.428571429,0.511450382,0.315745394,0.742120344,0,0.893223819,0,0.349295775,0.103030303,0,1987-88,0.197916667,0.352112676,Point Guard,Right,1964-09-21,1988,41,0,Indiana University,2,0,0,-0.175,0,no,no,no
1988043,0.777777778,0.636422553,0.461916462,0.402097902,0,0,0.492957746,0.551532033,0,0.302521008,0,0.175675676,0.059360731,0.480519481,0.717557252,0.42881072,0.780802292,0,0.72587269,0.748743719,0.41971831,0.272727273,0,1987-88,0.333333333,0.577464789,Small Forward,Right,1966-07-26,1988,43,0,Purdue University,24,7.5,-0.1,-0.008,-0.00416667,no,no,no
1988044,0.583333333,0.626053143,0.469287469,0.486013986,0,0,0.461267606,0.437325905,0,0.171428571,0,0.209459459,0.02739726,0.493506494,0.458015267,0.459798995,0.656160458,0,0.856262834,0.934673367,0.577464789,0.181818182,0,1987-88,0.197916667,0.464788732,Point Guard,Right,1965-11-30,1988,44,0,University of Oregon,21,11.1,0.2,0.029,0.00952381,no,yes,yes
1988045,0.833333333,0.804277382,0.670761671,0.653846154,0,0,0.485915493,0.484679666,0,0.223529412,0.444785276,0.567567568,0.059360731,0.584415584,0.847328244,0.596314908,0.697707736,1,0.814168378,0.891959799,0.554929577,0.16969697,0.427083333,1987-88,0.239583333,0.394366197,Shooting Guard,Right,1966-07-07,1988,45,0,University of Rhode Island,251,11.6,5.9,0.06,0.023506,no,yes,yes
1988046,0.666666667,0.633182113,0.535626536,0.495337995,0,0,0.299295775,0.309192201,0,0.178151261,0.36809816,0.5,0.01826484,0.454545455,0.732824427,0.479061977,0.73495702,0,0.786447639,0.846733668,0.538028169,0.163636364,0.427083333,1987-88,0.239583333,0.464788732,Point Guard,Right,1966-09-24,1988,46,0,"California State University, Long Beach",295,10.6,2.7,0.034,0.00915254,no,yes,yes
1988047,0.777777778,0.786779002,0.565110565,0.6002331,0,0,0.521126761,0.576601671,0,0.21512605,0.435582822,0.412162162,0.01369863,0.597402597,0.480916031,0.552763819,0.640401146,0,0.734086242,0.924623116,0.546478873,0.175757576,0.447916667,1987-88,0.21875,0.464788732,Shooting Guard and Point Guard,Right,1965-09-12,1988,47,0,University of Florida,855,12.7,27.4,0.054,0.0320468,no,yes,yes
1988048,0.805555556,0.817887233,0.530712531,0.498834499,0,0,0.566901408,0.643454039,0,0.164705882,0.558282209,0.567567568,0.063926941,0.707792208,0.618320611,0.518425461,0.723495702,0,0.715605749,0.932160804,0.495774648,0.115151515,0.5625,1987-88,0.197916667,0.394366197,Point Guard,Right,1966-07-23,1988,48,0,Baylor University,413,17.9,28.5,0.132,0.0690073,yes,yes,yes
1988050,0.916666667,0.802981205,0.371007371,0.314685315,1,0,0.214788732,0.206128134,0,0.11092437,0.460122699,0.297297297,0.00913242,0.233766234,0.221374046,0.394472362,0.800859599,1,0.845995893,0.819095477,0.332394366,0.042424242,0.40625,1987-88,0.197916667,0.422535211,Point Guard and Shooting Guard,Right,1965-09-27,1988,50,1,University of Arizona,910,13.1,47.2,0.14,0.0518681,no,yes,yes
1988051,0.777777778,0.563188594,0.302211302,0.255244755,0,0,0.404929577,0.428969359,0,0.346218487,0,0.189189189,0.146118721,0.448051948,0.839694656,0.297319933,0.805157593,0,0.766940452,0.66080402,0.284507042,0.315151515,0,1987-88,0.4375,0.647887324,Power Forward,Right,1966-05-22,1988,51,0,University of Kentucky,20,5.3,-0.2,-0.083,-0.01,no,no,no
1988053,0.638888889,0.689565781,0.678132678,0.708624709,0,0,0.672535211,0.688022284,0,0.47394958,0.260736196,0.378378378,0.091324201,0.688311688,0.557251908,0.650753769,0.650429799,0,0.793634497,0.954773869,0.766197183,0.551515152,0.3125,1987-88,0.552083333,0.577464789,Small Forward and Center and Power Forward,Left,1966-12-14,1988,53,0,Tennessee State University,882,14.6,88.3,0.138,0.100113,no,yes,yes
1988056,0.666666667,0.546338302,0.464373464,0.393939394,0,0,0.235915493,0.325905292,0,0.445378151,0,0.189189189,0.200913242,0.396103896,0.72519084,0.367671692,0.800859599,0,0.588295688,0.731155779,0.408450704,0.496969697,0,1987-88,0.385416667,0.718309859,Power Forward,Right,1965-11-11,1988,56,1,Austin Peay State University,1,-30.2,0,-0.894,0,no,no,no
1988059,0.75,0.662346079,0.574938575,0.565268065,0,0,0.426056338,0.440111421,0,0.4,0,0.216216216,0.415525114,0.655844156,0.702290076,0.521775544,0.690544413,0,0.786447639,0.801507538,0.532394366,0.393939394,0,1987-88,0.364583333,0.605633803,Small Forward and Power Forward,Right,1966-12-18,1988,59,0,University of Tampa,21,14.1,0.1,0.05,0.0047619,no,yes,yes
1988064,0.777777778,0.707064161,0.479115479,0.442890443,0,0,0.397887324,0.431754875,0,0.416806723,0.159509202,0.27027027,0.01826484,0.337662338,0.740458015,0.417085427,0.73495702,1,0.748459959,0.831658291,0.408450704,0.393939394,0.166666667,1987-88,0.364583333,0.577464789,Small Forward,Right,1965-02-09,1988,64,1,University of Kentucky,136,8.4,1.7,0.037,0.0125,no,yes,yes
1988065,0.722222222,0.552819183,0.461916462,0.423076923,0,0,0.429577465,0.501392758,0,0.097478992,0.831288344,0.412162162,0.03652968,0.818181818,0.603053435,0.447236181,0.742120344,1,0.696098563,0.690954774,0.467605634,0.054545455,0.90625,1987-88,0.291666667,0.422535211,Shooting Guard,Right,1965-06-01,1988,65,1,Loyola Marymount University,80,10.8,1.1,0.052,0.01375,no,yes,yes
1988067,0.916666667,0.84316267,0.488943489,0.515151515,0,1,0.253521127,0.286908078,0,0.196638655,0.858895706,0.695945946,0.03652968,0.694805195,0.893129771,0.463149079,0.64469914,0,0.717659138,0.859296482,0.391549296,0.121212121,0.770833333,1987-88,0.21875,0.352112676,Point Guard,Left,1967-08-20,1988,67,0,University of Oklahoma,3,10.8,0,0.103,0,no,no,yes
1988071,0.75,0.666882696,0.196560197,0.198135198,0,0,0.193661972,0.21448468,0,0.097478992,0.929447853,0.378378378,0.054794521,0.681818182,0.610687023,0.201842546,0.6747851,0,0.733059548,0.809045226,0.194366197,0.048484848,0.989583333,1987-88,0.145833333,0.507042254,Point Guard,Right,1964-02-16,1988,71,0,Georgia Institute of Technology,63,7,-0.4,-0.03,-0.00634921,no,no,no
1988073,0.638888889,0.661697991,0.55036855,0.558275058,0,0,0.658450704,0.699164345,0,0.267226891,0,0.540540541,0.077625571,0.948051948,0.709923664,0.556113903,0.670487106,0,0.764887064,0.917085427,0.650704225,0.284848485,0,1987-88,0.239583333,0.281690141,Point Guard,Right,1966-03-23,1988,73,0,Drexel University,36,10.5,0.2,0.01,0.00555556,no,yes,yes
1988074,0.805555556,0,0.562653563,0.585081585,1,1,0.292253521,0.284122563,0,0.260504202,0.303680982,0.256756757,0.068493151,0.506493506,0.534351145,0.546901173,0.653295129,0,0.835728953,0,0.523943662,0.218181818,0.302083333,1987-88,0.333333333,0.577464789,Small Forward,Right,1965-04-21,1988,74,0,"University of Nevada, Las Vegas",129,10.6,0.1,0.002,0.000775194,no,yes,yes
1989001,0.722222222,0.657161374,0.557739558,0.43006993,0,0,0.323943662,0.39275766,0,0.43697479,0.239263804,0.263513514,0.447488584,0.551948052,0.748091603,0.452261307,0.881088825,0,0.669404517,0.82160804,0.473239437,0.448484848,0.260416667,1988-89,0.364583333,0.647887324,Center and Power Forward,Right,1967-04-03,1989,1,1,University of Louisville,474,15.2,21.8,0.09,0.0459916,yes,yes,yes
1989002,0.833333333,0.753726507,0.737100737,0.67016317,0,0,0.514084507,0.537604457,0,0.420168067,0.509202454,0.371621622,0.091324201,0.746753247,0.65648855,0.657453936,0.747851003,0,0.776180698,0.834170854,0.614084507,0.36969697,0.489583333,1988-89,0.458333333,0.676056338,Power Forward and Small Forward,Right,1966-10-17,1989,2,1,Duke University,917,11.8,34.8,0.092,0.0379498,no,yes,yes
1989003,0.777777778,0.729099157,0.582309582,0.575757576,0,0,0.686619718,0.646239554,0,0.381512605,0.411042945,0.216216216,0.04109589,0.668831169,0.41221374,0.610552764,0.687679083,1,0.863449692,0.85678392,0.605633803,0.357575758,0.427083333,1988-89,0.333333333,0.605633803,Small Forward,Right,1968-02-02,1989,3,1,University of Arizona,742,13.9,55.7,0.109,0.0750674,no,yes,yes
