rank,age,nationality,name,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
290,20,CA,Craig Hottot,F,29,5,7,12,64,-22,3,0,1,0.172,0.241,0.414
291,20,CA,Alex Cord,D,68,4,8,12,74,-10,1,0,0,0.059,0.118,0.176
292,17,US,Nick Betz,F,44,4,8,12,38,-5,0,0,0,0.091,0.182,0.273
293,20,CA,Gregg Sutch,F,42,4,8,12,76,-12,0,0,1,0.095,0.19,0.286
294,19,SK,Peter Ceresnak,D,56,3,9,12,24,-13,2,0,0,0.054,0.161,0.214
295,20,CA,Ryan Hanes,D,60,2,10,12,44,-10,1,0,0,0.033,0.167,0.2
296,16,CA,Damian Bourne,F,50,2,10,12,30,2,1,0,1,0.04,0.2,0.24
297,18,CA,Jonathan Laser,D,62,1,11,12,31,9,1,0,0,0.016,0.177,0.194
298,20,CA,Chris Buonomo,D,47,1,11,12,47,-11,0,0,0,0.021,0.234,0.255
299,16,CA,Alex Peters,D,58,0,12,12,31,9,0,0,0,0,0.207,0.207
300,18,CA,Trevor Petersen,F,65,6,5,11,27,-21,0,0,0,0.092,0.077,0.169
301,16,CA,Brett Hargrave,F,63,6,5,11,24,-12,0,0,2,0.095,0.079,0.175
302,18,RU,Semyon Babintsev,F,62,5,6,11,14,4,0,0,1,0.081,0.097,0.177
303,17,SE,Gilbert Gabor,F,51,5,6,11,23,5,2,0,1,0.098,0.118,0.216
304,16,CA,Bobby MacIntyre,F,61,4,7,11,28,-14,0,0,2,0.066,0.115,0.18
305,19,CA,Michael Whaley,F,64,3,8,11,20,-3,0,0,0,0.047,0.125,0.172
306,16,CA,Brandon Prophet,D,54,3,8,11,53,5,0,0,1,0.056,0.148,0.204
307,17,CZ,Ondrej Kopta,F,51,3,8,11,28,-17,0,0,1,0.059,0.157,0.216
308,18,US,Patrick Sieloff,D,45,3,8,11,85,-9,1,0,0,0.067,0.178,0.244
309,17,CA,Nevin Guy,D,66,2,9,11,12,-23,1,0,0,0.03,0.136,0.167
310,17,CA,Evan De Haan,D,64,2,9,11,18,-12,0,0,0,0.031,0.141,0.172
311,18,CA,Jacob Ringuette,D,63,2,9,11,54,-5,0,0,0,0.032,0.143,0.175
312,18,US,Dakota Mermis,D,27,2,9,11,34,15,1,0,0,0.074,0.333,0.407
313,17,CA,Jacob Jammes,F,27,2,9,11,13,8,0,0,1,0.074,0.333,0.407
314,18,US,Nathan Glass,D,62,1,10,11,22,6,0,0,0,0.016,0.161,0.177
315,17,CA,Michael Webster,D,63,0,11,11,49,14,0,0,0,0,0.175,0.175
316,18,US,Mark Petaccio,F,50,7,3,10,62,-14,0,0,0,0.14,0.06,0.2
317,17,CA,Adam Bateman,D,56,5,5,10,20,-8,0,0,1,0.089,0.089,0.179
318,19,CA,Luke Hietkamp,F,52,5,5,10,21,-5,0,0,1,0.096,0.096,0.192
319,19,CA,Mike Robinson,F,53,4,6,10,25,-12,0,0,1,0.075,0.113,0.189
320,16,CA,Matt Schmalz,F,49,4,6,10,21,1,0,0,0,0.082,0.122,0.204
321,16,US,Aaron Haydon,D,42,4,6,10,39,-7,1,0,1,0.095,0.143,0.238
322,17,CA,Alex Carnevale,F,59,3,7,10,37,-13,0,0,1,0.051,0.119,0.169
323,19,CA,Jack Kuzmyk,D,65,1,9,10,25,-16,0,0,0,0.015,0.138,0.154
324,17,CA,Davis Brown,F,52,6,3,9,22,-16,0,0,1,0.115,0.058,0.173
325,17,CA,Mack Lemmon,F,59,5,4,9,136,-23,0,0,0,0.085,0.068,0.153
326,17,CA,Justin Scott,F,55,4,5,9,24,-1,0,0,1,0.073,0.091,0.164
327,17,US,Miles Liberati,D,42,3,6,9,25,5,1,0,1,0.071,0.143,0.214
328,18,CA,Dylan Corson,F,66,2,7,9,59,-5,0,1,0,0.03,0.106,0.136
329,19,US,Alex Lepkowski,D,60,0,9,9,78,10,0,0,0,0,0.15,0.15
330,17,CA,Jared Gilbert,D,53,0,9,9,4,-3,0,0,0,0,0.17,0.17
331,20,CA,Colin MacDonald,D,52,0,9,9,19,16,0,0,0,0,0.173,0.173
332,17,US,John Urbanic,F,57,4,4,8,53,-20,0,0,0,0.07,0.07,0.14
333,18,US,Max Iafrate,D,61,3,5,8,73,-17,1,0,1,0.049,0.082,0.131
334,18,CA,Nathan Cull,F,53,3,5,8,73,-14,1,0,0,0.057,0.094,0.151
335,16,CA,Ryan Verbeek,F,49,3,5,8,41,-3,1,0,1,0.061,0.102,0.163
336,19,CA,Tyler Gaudet,F,34,3,5,8,10,0,0,0,1,0.088,0.147,0.235
337,16,CA,Dylan Sadowy,F,61,2,6,8,45,-13,0,0,1,0.033,0.098,0.131
338,17,CA,Sam Studnicka,F,59,2,6,8,50,-21,0,0,0,0.034,0.102,0.136
339,18,US,Troy Donnay,D,68,1,7,8,48,-39,0,0,0,0.015,0.103,0.118
340,18,CA,Kurtis MacDermid,D,65,1,7,8,110,7,0,0,0,0.015,0.108,0.123
341,16,CA,Josh Maguire,F,49,1,7,8,30,1,0,0,1,0.02,0.143,0.163
342,20,CA,Tyler Mort,D,24,0,8,8,10,-9,0,0,0,0,0.333,0.333
343,20,CA,Daniel Zweep,F,57,5,2,7,94,-4,0,0,1,0.088,0.035,0.123
344,16,CA,Brook Hiddink,F,51,4,3,7,2,-10,0,0,0,0.078,0.059,0.137
345,18,CA,Jean Dupuy,F,42,4,3,7,79,-10,1,0,0,0.095,0.071,0.167
346,17,CA,Mitchell Fitzmorris,F,61,3,4,7,42,-23,0,0,0,0.049,0.066,0.115
347,17,CA,Corey Pawley,F,27,3,4,7,16,1,0,0,1,0.111,0.148,0.259
348,18,CA,Sean Callaghan,D,65,2,5,7,104,-37,0,0,0,0.031,0.077,0.108
349,16,CA,Dylan DiPerna,D,46,2,5,7,17,-3,0,0,1,0.043,0.109,0.152
350,16,CA,Andrew Abou-Assaly,F,66,1,6,7,15,-32,0,0,0,0.015,0.091,0.106
351,17,CA,Will Petschenig,D,52,1,6,7,25,4,0,0,1,0.019,0.115,0.135
352,18,CA,Adam Bignell,D,61,0,7,7,83,10,0,0,0,0,0.115,0.115
353,17,CA,Mark Raycroft,D,57,0,7,7,14,5,0,0,0,0,0.123,0.123
354,17,CA,Steven Varga,D,51,0,7,7,9,-8,0,0,0,0,0.137,0.137
355,19,CA,Chad Thibodeau,D,50,0,7,7,86,2,0,0,0,0,0.14,0.14
356,17,CA,Connor Brown,F,68,3,3,6,59,-28,0,0,0,0.044,0.044,0.088
357,16,CA,Kyle Pettit,F,67,3,3,6,21,-10,0,0,0,0.045,0.045,0.09
358,17,US,Taylor Davis,D,43,3,3,6,24,-10,0,0,0,0.07,0.07,0.14
359,18,CA,Connor Jarvis,F,60,2,4,6,12,-5,0,0,0,0.033,0.067,0.1
360,19,CA,Taki Pantziris,D,21,2,4,6,10,-2,0,0,0,0.095,0.19,0.286
361,18,CA,Cory Genovese,D,62,1,5,6,87,6,0,0,0,0.016,0.081,0.097
362,19,CA,Eric Diodati,D,43,1,5,6,23,-13,0,0,1,0.023,0.116,0.14
363,16,CA,Patrick Sanvido,D,60,0,6,6,40,-16,0,0,0,0,0.1,0.1
364,17,CA,Alex Yuill,D,49,0,6,6,8,10,0,0,0,0,0.122,0.122
365,17,US,Ryan Hutchinson,D,46,0,6,6,106,-7,0,0,0,0,0.13,0.13
366,16,CA,Trent Mallette,F,58,5,0,5,32,0,0,0,0,0.086,0,0.086
367,17,CA,Cody Thompson,F,27,3,2,5,14,3,0,0,0,0.111,0.074,0.185
368,18,CA,Adam Lloyd,F,39,2,3,5,28,-5,0,0,1,0.051,0.077,0.128
369,17,CA,Brody Milne,F,34,2,3,5,4,2,0,0,1,0.059,0.088,0.147
370,19,US,Nick Malysa,D,59,1,4,5,33,18,0,0,1,0.017,0.068,0.085
371,18,CA,Daniel Walsh,F,45,1,4,5,53,-25,0,0,0,0.022,0.089,0.111
372,17,CA,Mitchell Dempsey,F,36,1,4,5,17,0,0,0,0,0.028,0.111,0.139
373,16,CA,Jacob Middleton,D,29,1,4,5,25,-13,0,0,0,0.034,0.138,0.172
374,19,CA,Mackenzie Braid,D,19,1,4,5,29,0,0,0,0,0.053,0.211,0.263
375,18,CA,Jake Paterson,G,50,0,5,5,0,,0,0,0,0,0.1,0.1
376,17,US,Mitch Jones,D,35,0,5,5,57,11,0,0,0,0,0.143,0.143
377,18,CA,Lucas Venuto,F,22,4,0,4,0,-4,0,0,0,0.182,0,0.182
378,17,CA,Broderick Kelly,D,61,2,2,4,12,-17,0,0,1,0.033,0.033,0.066
379,17,CA,David Perklin,F,52,2,2,4,36,-9,0,0,0,0.038,0.038,0.077
380,16,CA,Chad Heffernan,F,42,2,2,4,65,3,0,0,0,0.048,0.048,0.095
381,18,CA,Josh Chapman,D,64,1,3,4,72,-18,0,0,0,0.016,0.047,0.063
382,16,CA,Alexandre Renaud,F,63,1,3,4,22,-17,0,0,0,0.016,0.048,0.063
383,18,CA,Ryan Duhaime,D,59,1,3,4,20,-13,0,0,0,0.017,0.051,0.068
384,17,CA,Chadd Bauman,D,48,1,3,4,68,3,0,0,0,0.021,0.063,0.083
385,16,CA,Graeme Brown,D,19,1,3,4,8,-10,0,0,0,0.053,0.158,0.211
386,16,CA,Trevor Dulong,F,12,1,3,4,0,-2,0,0,0,0.083,0.25,0.333
387,19,US,Frank Schumacher,D,5,1,3,4,0,-8,1,0,0,0.2,0.6,0.8
388,16,CA,Jonathan Duchesne,D,52,0,4,4,65,-30,0,0,0,0,0.077,0.077
389,17,RU,Artyom Kuleshov,D,50,0,4,4,35,-17,0,0,0,0,0.08,0.08
390,18,CA,Jordan McNaughton,D,36,0,4,4,8,-8,0,0,0,0,0.111,0.111
391,19,CA,Cody Brown,F,35,0,4,4,4,-4,0,0,0,0,0.114,0.114
392,19,CA,Curtis Crombeen,D,14,0,4,4,4,3,0,0,0,0,0.286,0.286
393,19,CA,Keli Grant,F,11,3,0,3,0,2,0,0,1,0.273,0,0.273
394,17,CA,Owen Stewart,D,33,2,1,3,2,2,0,0,0,0.061,0.03,0.091
395,17,CA,Stefano Pezzetta,F,27,2,1,3,21,3,0,0,0,0.074,0.037,0.111
396,19,CA,Adam Restoule,F,9,2,1,3,11,2,0,0,0,0.222,0.111,0.333
397,16,CA,Jordan Addesi,F,64,1,2,3,39,-10,0,0,0,0.016,0.031,0.047
398,19,CA,Johnathon McGuire,F,61,1,2,3,105,-11,0,0,0,0.016,0.033,0.049
399,18,CA,Connor Boland,D,49,1,2,3,34,8,0,0,0,0.02,0.041,0.061
400,17,CA,Scott Teskey,F,44,1,2,3,14,-5,0,0,1,0.023,0.045,0.068
401,18,CA,Andres Kopstals,F,44,1,2,3,6,-15,0,0,0,0.023,0.045,0.068
402,17,CA,Ryan Kirkup,F,44,1,2,3,17,-1,0,0,0,0.023,0.045,0.068
403,17,CA,Connor Sills,F,42,1,2,3,46,-1,0,1,0,0.024,0.048,0.071
404,17,CA,Thomas Welsh,D,29,1,2,3,42,-8,0,0,0,0.034,0.069,0.103
405,18,CA,Anthony Cortellessa,F,26,1,2,3,12,-5,0,0,1,0.038,0.077,0.115
406,17,CA,Mitch Graham,F,10,1,2,3,2,1,0,0,0,0.1,0.2,0.3
407,20,CA,Carlos Amestoy,F,4,1,2,3,2,-2,1,0,0,0.25,0.5,0.75
408,16,CA,Conor Cummins,D,51,0,3,3,14,2,0,0,0,0,0.059,0.059
409,19,CA,Malcolm Subban,G,46,0,3,3,2,,0,0,0,0,0.065,0.065
410,16,CA,Ben Hughes,F,40,0,3,3,10,-19,0,0,0,0,0.075,0.075
411,18,CA,Ryan Shipley,D,38,0,3,3,40,-20,0,0,0,0,0.079,0.079
412,17,CA,Marselis Subban,D,34,0,3,3,28,-3,0,0,0,0,0.088,0.088
413,17,CA,Braydon Blight,D,22,0,3,3,7,2,0,0,0,0,0.136,0.136
414,18,US,Anthony Stolarz,G,20,0,3,3,2,,0,0,0,0,0.15,0.15
415,19,CA,Zack Percy,D,11,0,3,3,14,0,0,0,0,0,0.273,0.273
416,16,CA,David Miller,F,5,0,3,3,4,-1,0,0,0,0,0.6,0.6
417,19,CA,Matt Fuller,D,18,2,0,2,4,-3,0,1,0,0.111,0,0.111
418,16,CA,Michael Cramarossa,F,45,1,1,2,12,-5,0,0,1,0.022,0.022,0.044
419,18,CA,Devon Rymarchuk,F,40,1,1,2,76,-1,0,0,0,0.025,0.025,0.05
420,16,CA,Kyle Wood,D,16,1,1,2,8,5,1,0,0,0.063,0.063,0.125
421,20,CA,Derek Froats,F,13,1,1,2,9,-3,0,0,0,0.077,0.077,0.154
422,17,CA,Matt McCartney,F,8,1,1,2,2,1,0,0,1,0.125,0.125,0.25
423,16,CA,Joe Manchurek,F,5,1,1,2,0,2,0,0,1,0.2,0.2,0.4
424,20,CA,Andrew Rieder,F,5,1,1,2,2,-1,0,0,0,0.2,0.2,0.4
425,18,CA,Daniel Altshuller,G,58,0,2,2,8,,0,0,0,0,0.034,0.034
426,20,DE,Mathias Niederberger,G,56,0,2,2,2,,0,0,0,0,0.036,0.036
427,20,CA,J.P. Anderson,G,53,0,2,2,0,,0,0,0,0,0.038,0.038
428,19,CA,Jordan Binnington,G,50,0,2,2,6,,0,0,0,0,0.04,0.04
429,17,CA,Mathieu Desautels,D,47,0,2,2,10,-25,0,0,0,0,0.043,0.043
430,17,CZ,David Nemecek,D,34,0,2,2,24,-10,0,0,0,0,0.059,0.059
431,17,US,Ramon Lopez,D,34,0,2,2,8,-12,0,0,0,0,0.059,0.059
432,18,CA,Jake Patterson,G,32,0,2,2,0,,0,0,0,0,0.063,0.063
433,17,CA,Charlie Graham,G,25,0,2,2,2,,0,0,0,0,0.08,0.08
434,16,CA,Darren Raddysh,D,24,0,2,2,2,-12,0,0,0,0,0.083,0.083
435,17,RU,Nikita Serebryakov,G,22,0,2,2,4,,0,0,0,0,0.091,0.091
436,16,CA,Kevin Spinozzi,D,22,0,2,2,31,2,0,0,0,0,0.091,0.091
437,16,CA,Justin Felker,D,17,0,2,2,0,-4,0,0,0,0,0.118,0.118
438,18,CA,Liam Maaskant,D,12,0,2,2,18,1,0,0,0,0,0.167,0.167
439,19,CA,Kyler Nixon,D,8,0,2,2,0,-10,0,0,0,0,0.25,0.25
440,18,CA,Mike DiPaolo,D,43,1,0,1,64,-5,0,0,0,0.023,0,0.023
441,17,CA,Landon Schiller,F,33,1,0,1,56,-3,0,0,0,0.03,0,0.03
442,17,CZ,David Sysala,F,11,1,0,1,2,-2,0,0,0,0.091,0,0.091
443,18,CA,Brennan Feasey,F,10,1,0,1,4,-7,0,0,1,0.1,0,0.1
444,19,SK,Richard Mraz,F,8,1,0,1,2,-2,1,0,0,0.125,0,0.125
445,18,CA,Peter Poulin-Roy,F,4,1,0,1,0,1,0,0,0,0.25,0,0.25
446,16,CA,Owen MacDonald,F,3,1,0,1,6,0,0,0,0,0.333,0,0.333
447,17,CA,Ryan Hamelin,F,1,1,0,1,0,2,0,0,0,1,0,1
448,19,US,Garret Sparks,G,60,0,1,1,8,,0,0,0,0,0.017,0.017
449,20,CA,Mike Morrison,G,56,0,1,1,2,,0,0,0,0,0.018,0.018
450,20,CA,Joel Vienneau,G,55,0,1,1,0,,0,0,0,0,0.018,0.018
451,19,CZ,Jaroslav Pavelka,G,54,0,1,1,4,,0,0,0,0,0.019,0.019
452,17,CA,Jacob Graves,D,54,0,1,1,78,-9,0,0,0,0,0.019,0.019
453,18,CA,Matt Murray,G,53,0,1,1,2,,0,0,0,0,0.019,0.019
454,19,CZ,Matej Machovsky,G,52,0,1,1,0,,0,0,0,0,0.019,0.019
455,19,US,Matt Mahalak,G,46,0,1,1,0,,0,0,0,0,0.022,0.022
456,18,CA,Ty Bilcke,F,46,0,1,1,76,-11,0,0,0,0,0.022,0.022
457,16,CA,Daniel De Sousa,D,40,0,1,1,22,2,0,0,0,0,0.025,0.025
458,17,US,Devin Williams,G,33,0,1,1,2,,0,0,0,0,0.03,0.03
459,17,CA,Michael Giugovaz,G,32,0,1,1,10,,0,0,0,0,0.031,0.031
460,17,CA,Hunter Smith,F,30,0,1,1,22,-5,0,0,0,0,0.033,0.033
461,16,CA,C.J. Garcia,D,29,0,1,1,22,2,0,0,0,0,0.034,0.034
462,17,CA,Mac Clutsam,D,29,0,1,1,4,-3,0,0,0,0,0.034,0.034
463,19,CA,Tyson Teichmann,G,28,0,1,1,2,,0,0,0,0,0.036,0.036
464,16,CA,Connor Burgess,F,28,0,1,1,4,-8,0,0,0,0,0.036,0.036
465,16,CA,Kyle Locke,D,27,0,1,1,18,-2,0,0,0,0,0.037,0.037
466,16,US,Alexander Nedeljkovic,G,26,0,1,1,2,,0,0,0,0,0.038,0.038
467,19,CA,Paxton Leroux,F,22,0,1,1,66,-4,0,0,0,0,0.045,0.045
468,18,US,Brandon Hope,G,20,0,1,1,2,,0,0,0,0,0.05,0.05
469,19,CA,Colin Furlong,G,20,0,1,1,0,,0,0,0,0,0.05,0.05
470,17,CA,Alex Fotinos,G,19,0,1,1,0,,0,0,0,0,0.053,0.053
471,17,CA,Matt Hore,F,18,0,1,1,0,-2,0,0,0,0,0.056,0.056
472,16,CA,Matteo Ciccarelli,F,14,0,1,1,2,-7,0,0,0,0,0.071,0.071
473,17,CA,Zack McFadden,D,11,0,1,1,4,-2,0,0,0,0,0.091,0.091
474,18,CA,Tyler Prong,D,11,0,1,1,7,-2,0,0,0,0,0.091,0.091
475,17,CA,Nick Zottl,D,10,0,1,1,13,-3,0,0,0,0,0.1,0.1
476,18,CA,Grant Syrette,F,9,0,1,1,11,-2,0,0,0,0,0.111,0.111
477,18,CA,Brodie Barrick,G,8,0,1,1,0,,0,0,0,0,0.125,0.125
478,16,CA,Marc Stevens,F,8,0,1,1,2,0,0,0,0,0,0.125,0.125
479,17,CA,Patrick Murphy,D,7,0,1,1,0,-2,0,0,0,0,0.143,0.143
480,17,CA,Aidan Wallace,F,6,0,1,1,4,3,0,0,0,0,0.167,0.167
481,18,FI,Samu Markkula,F,5,0,1,1,4,-1,0,0,0,0,0.2,0.2
482,17,CA,Mitchell Amante,F,5,0,1,1,4,-3,0,0,0,0,0.2,0.2
483,19,CA,Chris Festarini,G,52,0,0,0,4,,0,0,0,0,0,0
484,17,CA,Spencer Martin,G,46,0,0,0,4,,0,0,0,0,0,0
485,18,SE,Oscar Dansk,G,43,0,0,0,0,,0,0,0,0,0,0
486,19,CA,Andrew D'Agostini,G,43,0,0,0,2,,0,0,0,0,0,0
487,19,CA,Frank Palazzese,G,43,0,0,0,6,,0,0,0,0,0,0
488,18,US,John Bowen,D,38,0,0,0,64,-7,0,0,0,0,0,0
489,19,CA,Clint Windsor,G,36,0,0,0,2,,0,0,0,0,0,0
490,17,CA,Jacob Blair,G,34,0,0,0,0,,0,0,0,0,0,0
491,19,US,John Gibson,G,27,0,0,0,4,,0,0,0,0,0,0
492,20,CA,Kevin Bailie,G,27,0,0,0,4,,0,0,0,0,0,0
493,17,CA,Jordan DeKort,G,25,0,0,0,2,,0,0,0,0,0,0
494,17,CA,Justin Nichols,G,24,0,0,0,0,,0,0,0,0,0,0
495,20,CA,Keegan Wilson,G,22,0,0,0,0,,0,0,0,0,0,0
496,17,CA,Jacob Smith,G,20,0,0,0,0,,0,0,0,0,0,0
497,16,CA,Brent Moran,G,19,0,0,0,0,,0,0,0,0,0,0
498,17,CA,Ken Appleby,G,18,0,0,0,0,,0,0,0,0,0,0
499,18,CA,Taylor Dupuis,G,18,0,0,0,0,,0,0,0,0,0,0
500,17,CA,Alex Annecchiarico,F,18,0,0,0,2,2,0,0,0,0,0,0
501,19,CA,Knick Dawe,G,13,0,0,0,0,,0,0,0,0,0,0
502,16,CA,Kevin Groulx,F,11,0,0,0,0,-4,0,0,0,0,0,0
503,16,CA,Matt Watson,D,8,0,0,0,6,0,0,0,0,0,0,0
504,16,CA,Ty Learn,F,8,0,0,0,2,-2,0,0,0,0,0,0
505,17,CA,Rio Anzolin,F,8,0,0,0,6,-3,0,0,0,0,0,0
506,19,CA,Gregory Jambrosich,F,8,0,0,0,2,-9,0,0,0,0,0,0
507,17,CA,Evan Buehler,F,8,0,0,0,0,-1,0,0,0,0,0,0
508,17,CA,Jason Da Silva,G,7,0,0,0,0,,0,0,0,0,0,0
509,16,CA,Thomas Lattavo,F,7,0,0,0,0,1,0,0,0,0,0,0
510,19,CA,Doug Harvey,F,7,0,0,0,2,-1,0,0,0,0,0,0
511,20,US,Brandon Archibald,D,7,0,0,0,2,-4,0,0,0,0,0,0
512,16,CA,Nick Pastorious,F,6,0,0,0,16,1,0,0,0,0,0,0
513,16,CA,Calvin Gomes,F,6,0,0,0,2,-1,0,0,0,0,0,0
514,16,CA,Owen McDade,F,6,0,0,0,0,0,0,0,0,0,0,0
515,18,US,Jesse Young,D,6,0,0,0,0,1,0,0,0,0,0,0
516,17,CA,Fabrizio Ricci,F,5,0,0,0,0,-1,0,0,0,0,0,0
517,17,CA,Riley Corbin,G,5,0,0,0,0,,0,0,0,0,0,0
518,18,CA,Matt Bragagnolo,F,5,0,0,0,0,-1,0,0,0,0,0,0
519,17,CA,Mitch Klie,F,5,0,0,0,2,0,0,0,0,0,0,0
520,17,CA,Patrick Hamilton,D,5,0,0,0,7,-1,0,0,0,0,0,0
521,17,CA,Kyle Fransen,D,5,0,0,0,0,-1,0,0,0,0,0,0
522,19,CA,Jake Ryan,F,5,0,0,0,2,-4,0,0,0,0,0,0
523,19,SK,Juraj Bezuch,F,4,0,0,0,0,0,0,0,0,0,0,0
524,19,CA,Michael Nishi,G,4,0,0,0,0,,0,0,0,0,0,0
525,19,CA,Curtis Warren,F,4,0,0,0,0,-1,0,0,0,0,0,0
526,16,CA,Dylan Callaghan,F,3,0,0,0,0,0,0,0,0,0,0,0
527,16,CA,Daniel Dekoning,G,3,0,0,0,0,,0,0,0,0,0,0
528,17,CA,Jack Moylan,G,3,0,0,0,0,,0,0,0,0,0,0
529,16,CA,Santino Centorame,D,3,0,0,0,0,-1,0,0,0,0,0,0
530,16,CA,Keegan Blasby,F,3,0,0,0,0,0,0,0,0,0,0,0
531,18,CA,Alex Morgan,F,3,0,0,0,0,-1,0,0,0,0,0,0
532,19,CA,Jack Nevins,F,2,0,0,0,0,0,0,0,0,0,0,0
533,18,CA,Brandon Lesway,F,2,0,0,0,0,-1,0,0,0,0,0,0
534,18,CA,Bo Bessette,G,2,0,0,0,2,,0,0,0,0,0,0
535,16,CA,Matt Gillard,F,2,0,0,0,0,0,0,0,0,0,0,0
536,16,CA,Kris Bennett,F,2,0,0,0,2,0,0,0,0,0,0,0
537,16,CA,David Eccles,D,2,0,0,0,0,0,0,0,0,0,0,0
538,17,CA,Tyson Baker,F,2,0,0,0,0,0,0,0,0,0,0,0
539,19,CA,Justin Rasmussen,F,2,0,0,0,2,0,0,0,0,0,0,0
540,17,CA,Tyler Jackson,F,2,0,0,0,0,1,0,0,0,0,0,0
541,19,CA,Mitch Bursey,F,2,0,0,0,0,-2,0,0,0,0,0,0
542,19,CA,Kyle Shaw,F,2,0,0,0,0,-1,0,0,0,0,0,0
543,17,CA,Austin Boulard,F,2,0,0,0,0,0,0,0,0,0,0,0
544,17,CA,Jacob Smith,F,1,0,0,0,0,0,0,0,0,0,0,0
545,17,CA,Fraser Turner,D,1,0,0,0,0,2,0,0,0,0,0,0
546,17,CA,Lucas Peressini,G,1,0,0,0,0,,0,0,0,0,0,0
547,16,CA,Aaron Taylor,G,1,0,0,0,2,,0,0,0,0,0,0
548,18,CA,Darien Ekblad,G,1,0,0,0,0,,0,0,0,0,0,0
549,16,CA,Francesco Vilardi,F,1,0,0,0,0,0,0,0,0,0,0,0
550,16,CA,Kyle Jenkins,D,1,0,0,0,0,-2,0,0,0,0,0,0
