@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,4,22-23'

@attribute DraftAge numeric
@attribute country_group {CAN,EURO,USA}
@attribute Height numeric
@attribute Weight numeric
@attribute Position {C,L,D,R,W,F}
@attribute CSS_rank numeric
@attribute rs_GP numeric
@attribute rs_G numeric
@attribute rs_A numeric
@attribute rs_P numeric
@attribute rs_PIM numeric
@attribute rs_PlusMinus numeric
@attribute po_GP numeric
@attribute po_G numeric
@attribute po_A numeric
@attribute po_P numeric
@attribute po_PIM numeric
@attribute po_PlusMinus numeric
@attribute GP_greater_than_0 {no,yes}

@data
19,EURO,73,207,L,98,62,16,14,30,33,22,23,5,3,8,6,6,no
32,EURO,74,185,C,?,85,22,43,65,40,24,10,3,2,5,4,0,no
20,CAN,70,187,C,?,40,12,17,29,42,0,?,?,?,?,?,?,no
18,EURO,71,179,L,52,61,18,24,42,38,-1,?,?,?,?,?,?,no
18,CAN,73,205,C,87,72,11,23,34,119,8,19,3,4,7,15,10,no
20,CAN,72,194,C,60,31,9,13,22,20,0,?,?,?,?,?,?,no
18,EURO,72,212,L,42,32,15,7,22,33,0,?,?,?,?,?,?,no
20,CAN,70,181,C,?,52,51,53,104,62,0,15,5,3,8,2,0,no
19,EURO,73,187,C,?,51,19,39,58,46,29,2,0,0,0,0,0,no
19,USA,77,205,D,81,26,2,19,21,20,0,?,?,?,?,?,?,no
19,CAN,70,190,F,?,54,35,37,72,92,0,?,?,?,?,?,?,no
18,CAN,74,198,D,?,62,5,14,19,76,13,4,1,0,1,0,0,no
20,EURO,72,194,D,?,77,3,10,13,89,10,1,0,0,0,0,0,no
20,USA,74,220,D,?,34,0,2,2,38,0,?,?,?,?,?,?,no
18,EURO,72,194,C,80,60,5,16,21,28,-12,?,?,?,?,?,?,no
19,EURO,74,203,L,?,29,6,11,17,29,-1,4,0,2,2,0,0,no
19,EURO,76,207,L,?,50,12,16,28,79,5,?,?,?,?,?,?,no
18,EURO,72,183,L,?,35,3,12,15,39,1,?,?,?,?,?,?,no
18,EURO,72,194,C,?,52,13,16,29,16,5,?,?,?,?,?,?,no
19,CAN,73,190,D,?,65,6,25,31,63,20,4,1,0,1,8,0,no
19,CAN,75,209,D,?,55,1,10,11,110,0,?,?,?,?,?,?,no
19,USA,74,185,R,?,70,8,5,13,295,-10,12,1,0,1,37,-1,no
25,EURO,73,203,R,?,57,19,21,40,121,22,13,4,7,11,4,11,no
24,EURO,78,234,D,?,29,3,5,8,86,1,?,?,?,?,?,?,no
18,EURO,73,198,L,41,43,6,8,14,76,-4,?,?,?,?,?,?,no
18,CAN,76,216,D,?,62,4,7,11,65,-2,9,0,0,0,6,-3,no
18,CAN,75,207,D,85,68,3,17,20,99,-33,?,?,?,?,?,?,no
22,EURO,72,192,L,?,48,8,8,16,16,-14,?,?,?,?,?,?,no
21,EURO,71,185,L,?,54,34,30,64,10,56,14,10,13,23,4,12,no
20,CAN,75,218,D,?,65,1,4,5,226,-3,11,0,0,0,36,-2,no
18,CAN,75,198,D,64,60,8,28,36,81,1,5,0,2,2,0,-2,no
18,EURO,74,240,D,100,35,1,6,7,54,0,?,?,?,?,?,?,no
23,EURO,71,190,R,?,47,10,9,19,26,4,5,2,1,3,0,0,no
19,USA,74,220,L,?,30,1,3,4,6,0,?,?,?,?,?,?,no
18,EURO,74,203,D,25,50,2,6,8,34,7,?,?,?,?,?,?,no
18,EURO,73,212,L,?,30,7,8,15,30,0,7,0,1,1,8,0,no
20,USA,77,201,L,?,38,6,6,12,10,-12,?,?,?,?,?,?,no
18,EURO,72,187,C,32,73,18,28,46,49,-2,8,3,8,11,4,0,no
18,EURO,71,194,D,34,38,11,26,37,44,12,2,0,0,0,2,0,no
23,EURO,74,192,D,?,51,4,7,11,64,-15,?,?,?,?,?,?,no
20,EURO,75,209,L,88,42,8,6,14,107,3,?,?,?,?,?,?,no
19,USA,72,181,D,?,40,6,17,23,28,22,?,?,?,?,?,?,no
20,CAN,75,220,L,?,55,29,51,80,37,0,15,7,7,14,6,0,no
18,USA,77,238,L,?,53,1,2,3,75,-7,1,0,0,0,0,-2,no
19,EURO,74,227,D,?,16,0,1,1,4,-2,?,?,?,?,?,?,no
19,CAN,74,207,R,?,61,32,52,84,63,0,11,2,5,7,13,0,no
18,EURO,76,225,C,47,3,0,0,0,0,-2,3,0,0,0,0,0,no
20,USA,75,205,F,?,24,2,3,5,4,-2,?,?,?,?,?,?,no
20,USA,71,196,D,103,60,7,30,37,133,0,3,0,1,1,2,0,no
19,USA,69,170,C,91,40,20,25,45,4,0,?,?,?,?,?,?,no
18,EURO,73,176,F,?,33,3,8,11,8,0,?,?,?,?,?,?,no
18,EURO,76,220,D,?,0,0,0,0,0,0,?,?,?,?,?,?,no
20,CAN,74,201,L,?,69,54,62,116,66,61,13,11,9,20,8,10,no
20,CAN,74,205,D,?,68,6,26,32,65,22,21,3,8,11,8,-1,no
20,CAN,74,205,D,?,68,15,33,48,100,-6,14,5,7,12,14,1,no
18,USA,75,212,D,11,41,11,18,29,50,16,?,?,?,?,?,?,no
18,CAN,77,207,D,24,71,2,5,7,115,10,7,0,0,0,11,-2,no
18,EURO,74,207,L,20,44,4,14,18,16,6,?,?,?,?,?,?,no
19,EURO,74,198,D,7,68,9,8,17,54,7,2,0,0,0,4,-1,no
18,CAN,75,205,D,35,69,3,8,11,112,2,11,1,1,2,10,-2,no
19,EURO,71,183,C,120,41,13,21,34,26,-3,?,?,?,?,?,?,no
19,CAN,74,220,D,51,68,6,20,26,140,12,?,?,?,?,?,?,no
18,EURO,73,207,L,19,56,15,15,30,60,5,4,1,1,2,4,2,no
18,EURO,73,212,D,26,70,5,9,14,118,-6,5,0,1,1,2,3,no
18,CAN,72,203,C,16,59,20,32,52,50,14,4,1,0,1,6,-4,no
19,CAN,78,234,C,14,68,24,33,57,89,-4,18,0,14,14,4,4,no
18,EURO,72,181,C,15,88,24,26,50,38,9,13,1,1,2,2,1,no
18,USA,76,209,L,80,17,4,2,6,39,-2,?,?,?,?,?,?,no
18,EURO,74,207,D,17,47,2,5,7,58,1,?,?,?,?,?,?,no
18,CAN,75,207,D,13,50,4,10,14,58,10,7,2,3,5,4,-1,no
18,EURO,72,207,C,18,54,9,15,24,26,9,4,0,1,1,0,2,no
19,CAN,75,214,C,85,69,22,16,38,112,6,9,4,1,5,12,-2,no
18,EURO,70,154,L,16,61,14,23,37,32,4,?,?,?,?,?,?,no
18,EURO,74,190,R,24,75,19,24,43,224,14,2,1,1,2,14,2,no
19,USA,72,181,D,98,57,6,21,27,124,10,?,?,?,?,?,?,no
18,USA,74,218,L,32,36,17,22,39,117,0,3,3,3,6,6,0,no
19,USA,73,174,C,95,37,35,55,90,40,0,?,?,?,?,?,?,no
18,EURO,76,225,C,28,67,14,28,42,108,1,9,0,3,3,4,-2,no
18,EURO,72,185,C,11,27,11,3,14,18,5,?,?,?,?,?,?,no
19,EURO,69,168,R,8,57,5,4,9,24,-6,4,1,1,2,4,-3,no
19,USA,74,187,C,130,26,19,37,56,26,0,?,?,?,?,?,?,no
18,CAN,70,183,L,48,69,24,24,48,31,6,?,?,?,?,?,?,no
18,CAN,75,205,D,53,72,3,14,17,125,13,?,?,?,?,?,?,no
19,USA,73,190,R,66,39,19,25,44,120,0,?,?,?,?,?,?,no
19,USA,75,212,D,89,23,6,4,10,22,0,?,?,?,?,?,?,no
18,EURO,74,201,D,111,0,0,0,0,0,0,?,?,?,?,?,?,no
18,USA,72,194,D,82,54,38,72,110,34,0,?,?,?,?,?,?,no
18,EURO,73,198,R,30,45,32,20,52,67,32,?,?,?,?,?,?,no
18,EURO,77,209,L,32,72,16,25,41,14,-6,3,0,1,1,4,0,no
19,CAN,74,220,D,56,71,3,6,9,190,-6,6,0,0,0,14,0,no
18,CAN,73,185,R,42,68,17,25,42,25,23,24,4,6,10,23,5,no
19,CAN,74,229,L,118,54,10,13,23,121,5,15,3,4,7,11,4,no
21,CAN,73,203,R,224,65,30,34,64,130,5,?,?,?,?,?,?,no
18,CAN,72,203,C,107,72,19,14,33,65,-7,4,1,1,2,2,-2,no
24,EURO,73,198,C,?,60,16,20,36,95,38,11,4,8,12,14,6,no
18,EURO,72,201,L,68,79,33,45,78,128,11,2,0,1,1,4,-1,no
18,EURO,76,198,R,27,60,16,13,29,38,7,4,0,0,0,4,0,no
18,EURO,74,192,C,30,71,16,24,40,18,9,5,0,0,0,0,-1,no
18,CAN,73,225,D,71,68,11,15,26,91,2,4,1,0,1,0,-8,no
18,CAN,71,179,L,114,72,24,14,38,79,23,5,0,1,1,6,0,no
18,EURO,73,220,L,45,80,16,16,32,30,9,2,0,0,0,0,0,no
20,EURO,76,205,C,227,57,43,32,75,71,0,?,?,?,?,?,?,no
18,CAN,72,187,C,36,75,16,37,53,32,4,5,2,1,3,2,-4,no
19,EURO,74,203,D,43,45,7,18,25,30,20,9,1,5,6,6,-4,no
18,CAN,72,183,R,150,62,9,14,23,48,15,15,7,8,15,14,15,no
18,EURO,72,212,D,22,76,17,18,35,42,-7,16,3,6,9,6,0,no
18,EURO,71,190,R,58,70,23,27,50,16,11,8,0,2,2,2,-1,no
18,EURO,73,187,C,53,80,27,41,68,140,8,5,0,0,0,2,0,no
19,EURO,71,194,L,126,36,12,10,22,60,5,9,4,4,8,8,8,no
20,USA,73,209,R,104,59,26,38,64,168,13,?,?,?,?,?,?,no
18,EURO,75,194,L,26,34,18,8,26,12,1,?,?,?,?,?,?,no
20,CAN,74,205,R,?,50,4,11,15,194,-4,9,0,0,0,28,-1,no
19,USA,76,196,D,37,43,4,20,24,78,23,11,0,4,4,17,7,no
18,USA,72,209,R,112,68,15,15,30,214,4,9,0,3,3,23,-1,no
18,EURO,76,203,D,82,60,2,7,9,66,-3,9,1,2,3,10,0,no
18,CAN,75,187,D,79,56,0,7,7,41,-5,7,0,3,3,6,-1,no
18,EURO,75,223,D,73,61,11,9,20,70,1,12,1,3,4,10,0,no
18,EURO,76,220,D,35,0,0,0,0,0,0,?,?,?,?,?,?,no
19,EURO,74,243,D,29,33,2,1,3,16,3,4,0,0,0,4,0,no
20,CAN,76,227,D,?,55,7,19,26,237,1,13,0,0,0,32,2,no
18,CAN,75,194,D,163,56,5,13,18,48,14,2,0,0,0,2,-2,no
18,USA,73,194,C,46,63,18,27,45,32,18,18,5,4,9,10,-1,no
19,USA,75,212,C,?,36,1,6,7,30,-2,?,?,?,?,?,?,no
18,USA,76,227,R,166,71,7,12,19,107,3,5,1,0,1,6,1,no
18,CAN,73,201,L,40,44,23,26,49,85,0,?,?,?,?,?,?,no
19,EURO,71,192,R,42,44,14,11,25,0,3,6,0,0,0,4,0,no
18,CAN,75,236,L,?,43,3,2,5,240,1,?,?,?,?,?,?,no
19,CAN,75,205,R,69,58,23,26,49,73,0,24,3,7,10,37,0,no
18,EURO,73,216,C,38,75,23,32,55,124,6,8,6,3,9,10,0,no
18,CAN,73,183,C,63,77,18,25,43,96,-9,?,?,?,?,?,?,no
18,USA,74,203,R,152,16,3,5,8,16,1,?,?,?,?,?,?,no
18,CAN,75,220,R,?,35,3,2,5,57,1,6,0,0,0,8,0,no
18,CAN,78,216,D,70,70,0,8,8,54,8,5,0,1,1,6,1,no
18,EURO,75,220,D,85,55,3,7,10,52,5,1,0,0,0,0,0,no
18,EURO,73,198,R,70,58,12,15,27,101,1,9,2,2,4,8,0,no
19,USA,73,209,D,188,54,5,27,32,93,0,?,?,?,?,?,?,no
18,EURO,73,183,D,55,51,2,4,6,26,-2,4,0,0,0,0,0,no
18,EURO,72,207,L,144,35,7,11,18,32,0,10,2,3,5,2,0,no
20,USA,73,201,D,129,38,5,12,17,20,7,?,?,?,?,?,?,no
18,CAN,73,194,R,137,75,12,19,31,89,-20,?,?,?,?,?,?,no
18,CAN,76,216,D,139,53,0,7,7,129,4,11,0,1,1,19,7,no
19,CAN,79,212,C,?,69,11,12,23,53,2,11,3,2,5,4,0,no
18,CAN,72,225,D,211,51,3,5,8,48,9,15,0,0,0,6,0,no
18,EURO,75,225,L,104,47,12,9,21,10,-2,?,?,?,?,?,?,no
20,USA,75,198,R,?,60,20,20,40,119,4,7,2,5,7,16,3,no
18,CAN,75,207,R,?,54,6,8,14,14,-14,5,0,0,0,2,0,no
18,EURO,74,176,C,48,80,25,39,64,128,5,5,2,0,2,31,0,no
18,EURO,75,223,D,47,61,5,0,5,109,-28,?,?,?,?,?,?,no
19,EURO,76,238,L,51,27,9,3,12,44,0,8,1,0,1,2,0,no
20,CAN,74,212,D,?,28,3,3,6,18,0,?,?,?,?,?,?,no
19,EURO,75,194,L,?,59,7,15,22,44,1,10,0,0,0,6,0,no
19,CAN,72,201,R,195,34,1,0,1,66,-6,?,?,?,?,?,?,no
20,EURO,72,181,D,?,63,2,6,8,79,9,6,0,0,0,0,1,no
18,CAN,71,176,C,88,66,15,30,45,52,-1,?,?,?,?,?,?,no
18,CAN,75,192,L,124,67,11,8,19,34,-5,19,1,2,3,18,-6,no
19,CAN,75,214,D,119,0,0,0,0,0,0,?,?,?,?,?,?,no
18,CAN,72,187,R,?,72,6,13,19,28,0,7,2,0,2,4,-3,no
20,CAN,73,194,C,235,71,40,32,72,125,11,5,3,1,4,10,0,no
19,USA,74,201,L,?,27,25,19,44,0,0,?,?,?,?,?,?,no
19,CAN,70,185,C,109,41,21,14,35,22,4,?,?,?,?,?,?,no
19,CAN,73,209,C,92,31,6,1,7,14,0,?,?,?,?,?,?,no
18,CAN,71,190,C,?,49,8,16,24,24,7,17,4,5,9,9,6,no
21,EURO,75,249,D,?,19,3,1,4,40,0,?,?,?,?,?,?,no
18,CAN,74,194,L,94,67,9,11,20,37,-11,?,?,?,?,?,?,no
18,CAN,71,192,L,132,72,25,21,46,44,16,17,4,5,9,18,5,no
19,CAN,73,201,D,?,68,13,52,65,140,0,7,0,2,2,10,0,no
19,EURO,75,192,D,44,36,1,8,9,16,-6,?,?,?,?,?,?,no
19,USA,70,185,L,?,39,3,6,9,18,0,?,?,?,?,?,?,no
19,EURO,77,216,R,?,35,1,7,8,23,-7,4,1,0,1,0,-2,no
19,USA,72,207,C,171,59,22,24,46,53,6,3,1,2,3,0,1,no
19,EURO,75,203,C,60,72,17,16,33,45,-26,?,?,?,?,?,?,no
19,CAN,74,201,D,177,51,9,21,30,51,0,10,1,3,4,6,0,no
18,CAN,75,198,D,93,76,3,14,17,83,14,5,0,0,0,2,-4,no
18,EURO,75,214,L,?,14,5,5,10,14,0,?,?,?,?,?,?,no
20,USA,73,207,R,?,60,37,31,68,60,-4,?,?,?,?,?,?,no
18,EURO,76,209,L,31,24,3,1,4,4,-2,?,?,?,?,?,?,no
19,EURO,72,190,C,44,31,10,20,30,20,0,?,?,?,?,?,?,no
19,EURO,80,229,R,?,34,30,30,60,56,0,?,?,?,?,?,?,no
19,USA,74,225,L,73,52,31,35,66,20,0,?,?,?,?,?,?,no
19,EURO,71,183,C,62,37,4,6,10,4,-2,11,2,3,5,0,-2,no
19,USA,75,205,D,?,42,0,7,7,160,0,?,?,?,?,?,?,no
20,CAN,73,205,R,?,45,25,36,61,216,0,7,4,2,6,10,0,no
19,CAN,71,196,L,?,64,26,53,79,47,35,15,4,10,14,10,-2,no
20,CAN,73,201,D,136,57,14,40,54,117,0,14,0,12,12,16,0,no
20,CAN,73,194,R,?,70,31,29,60,76,18,11,2,2,4,19,2,no
18,CAN,76,194,D,231,67,2,11,13,35,-17,3,0,0,0,0,-4,no
20,CAN,73,196,C,?,42,20,36,56,31,0,?,?,?,?,?,?,no
19,USA,73,185,D,181,0,0,0,0,0,0,?,?,?,?,?,?,no
18,EURO,75,227,D,50,0,0,0,0,0,0,?,?,?,?,?,?,no
20,USA,76,207,D,?,57,1,6,7,141,-8,?,?,?,?,?,?,no
18,EURO,74,192,L,?,31,6,3,9,22,0,9,0,0,0,6,0,no
18,EURO,72,201,D,?,12,1,6,7,26,-10,?,?,?,?,?,?,no
18,USA,76,192,C,117,29,16,30,46,52,0,?,?,?,?,?,?,no
19,EURO,72,205,C,23,63,33,52,85,56,7,17,11,6,17,28,2,no
19,CAN,77,229,D,39,26,3,7,10,33,0,?,?,?,?,?,?,no
19,CAN,70,205,R,17,65,31,55,86,172,27,8,6,8,14,25,2,no
19,USA,71,185,L,93,42,11,34,45,38,0,?,?,?,?,?,?,no
18,EURO,74,192,L,?,56,2,3,5,18,-5,9,0,2,2,29,0,no
18,CAN,74,209,D,51,53,8,18,26,98,9,8,2,2,4,14,3,no
18,CAN,74,205,C,28,66,18,34,52,76,30,12,0,1,1,14,-6,no
19,CAN,71,194,L,126,60,48,49,97,81,0,26,19,10,29,49,0,no
18,CAN,70,183,R,36,44,13,8,21,66,1,?,?,?,?,?,?,no
19,USA,71,190,D,58,37,2,8,10,42,-3,?,?,?,?,?,?,no
18,CAN,72,185,D,119,58,8,28,36,40,0,?,?,?,?,?,?,no
18,USA,71,194,D,65,66,56,50,106,104,0,?,?,?,?,?,?,no
18,USA,73,209,R,56,73,9,17,26,230,0,?,?,?,?,?,?,no
19,CAN,75,212,C,90,72,30,32,62,73,11,4,0,1,1,0,-2,no
18,CAN,77,198,D,241,66,3,8,11,73,13,13,2,2,4,8,2,no
18,EURO,75,198,D,11,64,4,12,16,74,0,?,?,?,?,?,?,no
18,CAN,71,194,C,40,68,29,53,82,55,27,14,9,3,12,10,-2,no
18,CAN,72,198,R,117,20,26,24,50,0,0,?,?,?,?,?,?,no
19,CAN,75,214,D,67,72,1,18,19,237,36,4,0,0,0,12,-3,no
19,EURO,75,205,C,?,31,21,13,34,49,-1,?,?,?,?,?,?,no
18,USA,73,183,C,60,28,49,38,87,14,0,?,?,?,?,?,?,no
18,CAN,76,203,R,38,74,12,40,52,61,17,7,3,3,6,4,1,no
18,USA,73,203,R,24,85,29,23,52,72,0,4,0,0,0,6,0,no
18,EURO,75,218,L,16,65,17,16,33,103,-2,8,1,1,2,16,0,no
19,CAN,77,238,L,224,55,1,3,4,131,-2,7,0,0,0,8,0,no
18,EURO,73,196,D,3,45,3,7,10,50,21,8,1,1,2,8,-4,no
19,USA,74,187,D,127,54,19,26,45,147,0,?,?,?,?,?,?,no
20,USA,74,220,D,80,42,2,5,7,78,0,?,?,?,?,?,?,no
19,CAN,74,192,C,152,67,11,22,33,116,1,7,0,2,2,11,0,no
18,CAN,74,214,R,141,66,6,7,13,213,-16,6,0,1,1,12,-4,no
19,USA,73,205,C,87,38,14,11,25,30,0,?,?,?,?,?,?,no
19,EURO,75,218,L,?,48,4,5,9,34,-8,?,?,?,?,?,?,no
18,EURO,72,194,F,4,47,11,7,18,26,9,8,1,1,2,4,1,no
18,CAN,72,201,D,75,66,7,26,33,31,-29,?,?,?,?,?,?,no
18,EURO,73,203,C,27,70,25,35,60,63,-4,?,?,?,?,?,?,no
18,EURO,74,201,C,24,85,24,38,62,70,-3,6,5,3,8,10,0,no
18,EURO,75,209,C,17,45,12,20,32,22,-6,12,10,9,19,6,0,no
18,EURO,73,201,C,?,6,4,1,5,10,2,?,?,?,?,?,?,no
18,EURO,74,201,D,?,43,9,11,20,20,-1,1,0,0,0,0,0,no
19,CAN,74,194,R,144,56,23,27,50,30,0,24,4,16,20,30,0,no
18,CAN,76,218,L,153,67,11,14,25,92,-2,?,?,?,?,?,?,no
19,CAN,75,190,C,54,49,19,26,45,24,10,8,3,6,9,6,3,no
19,EURO,73,194,R,?,59,19,73,92,46,1,17,4,18,22,26,-5,no
19,CAN,75,220,D,?,41,5,12,17,207,0,?,?,?,?,?,?,no
18,EURO,72,185,R,13,71,21,23,44,56,-7,5,4,1,5,27,3,no
18,EURO,75,205,D,14,61,11,16,27,70,17,?,?,?,?,?,?,no
19,EURO,77,216,C,?,35,21,18,39,14,19,?,?,?,?,?,?,no
18,USA,74,205,C,?,60,27,30,57,94,0,?,?,?,?,?,?,no
19,EURO,75,212,D,?,47,9,16,25,116,1,3,2,1,3,6,0,no
18,USA,72,187,D,48,50,12,28,40,51,0,?,?,?,?,?,?,no
18,CAN,72,205,D,101,66,1,12,13,83,17,8,0,2,2,2,1,no
18,EURO,75,203,C,9,34,7,10,17,16,-4,?,?,?,?,?,?,no
18,CAN,74,201,D,53,67,3,19,22,66,2,17,2,3,5,13,5,no
18,CAN,73,181,L,98,65,9,13,22,159,32,13,2,3,5,13,4,no
19,USA,74,218,R,208,53,17,25,42,170,0,?,?,?,?,?,?,no
19,CAN,70,181,C,62,70,22,45,67,70,23,4,1,2,3,0,0,no
18,EURO,70,179,R,?,53,16,19,35,66,-1,12,9,8,17,26,0,no
19,EURO,75,201,D,23,42,5,13,18,83,12,5,1,1,2,2,-7,no
20,USA,71,185,L,?,38,13,12,25,28,0,?,?,?,?,?,?,no
20,EURO,71,192,L,?,75,35,47,82,22,8,?,?,?,?,?,?,no
19,EURO,75,198,D,?,51,0,3,3,74,-11,?,?,?,?,?,?,no
18,CAN,76,214,D,195,67,1,4,5,78,-13,?,?,?,?,?,?,no
18,CAN,75,185,D,86,40,2,1,3,93,-10,13,0,0,0,18,-2,no
18,USA,74,201,D,124,71,2,14,16,36,4,?,?,?,?,?,?,no
18,EURO,77,220,C,19,53,17,20,37,66,14,5,0,3,3,12,-1,no
18,EURO,74,203,L,28,60,15,5,20,135,1,4,0,0,0,4,0,no
18,CAN,73,174,D,170,53,0,2,2,117,-13,7,0,0,0,2,-2,no
18,EURO,75,198,D,27,45,4,10,14,36,16,9,0,1,1,6,0,no
20,USA,75,212,R,?,30,10,9,19,20,0,?,?,?,?,?,?,no
18,CAN,74,209,D,?,67,2,9,11,198,-22,?,?,?,?,?,?,no
18,CAN,74,205,L,201,27,25,30,55,38,0,2,1,0,1,2,0,no
19,CAN,74,181,D,132,51,6,36,42,78,0,?,?,?,?,?,?,no
18,USA,73,196,D,168,66,0,6,6,93,1,4,0,1,1,2,0,no
20,EURO,75,251,D,?,37,6,13,19,88,4,?,?,?,?,?,?,no
19,USA,73,209,D,?,59,1,24,25,146,22,7,1,1,2,6,5,no
18,EURO,72,209,C,?,31,18,12,30,10,0,9,4,3,7,2,0,no
18,EURO,74,203,D,6,47,13,11,23,40,8,3,0,0,0,2,0,no
18,USA,72,174,L,?,11,1,0,1,0,2,?,?,?,?,?,?,no
18,CAN,74,201,D,42,76,5,20,25,98,-1,4,1,2,3,2,-1,no
19,USA,78,225,D,131,67,2,20,22,128,-30,?,?,?,?,?,?,no
18,USA,71,207,D,188,60,7,25,32,8,3,?,?,?,?,?,?,no
19,CAN,80,249,L,?,40,1,0,1,63,-4,?,?,?,?,?,?,no
18,EURO,70,196,R,?,50,15,30,45,148,20,2,1,1,2,2,0,no
18,CAN,73,220,W,242,78,11,29,40,51,-5,?,?,?,?,?,?,no
20,USA,75,190,D,?,57,8,24,32,92,16,13,1,9,10,18,2,no
18,CAN,74,214,W,?,67,1,8,9,238,1,?,?,?,?,?,?,no
20,USA,75,194,D,196,49,8,16,24,105,0,?,?,?,?,?,?,no
18,EURO,74,201,D,?,0,0,0,0,0,0,?,?,?,?,?,?,no
20,CAN,69,198,C,?,65,25,46,71,80,10,6,5,4,9,9,1,no
19,USA,76,220,R,150,38,27,20,47,44,0,?,?,?,?,?,?,no
19,CAN,76,214,D,?,54,0,3,3,155,-6,10,0,2,2,25,-1,no
18,CAN,73,207,D,85,72,4,9,13,106,4,1,0,0,0,0,0,no
20,CAN,72,190,R,?,56,10,15,25,270,0,8,0,2,2,26,1,no
18,CAN,69,168,C,184,60,24,33,57,16,10,5,0,1,1,0,-2,no
18,EURO,72,201,C,29,12,0,0,0,0,-2,?,?,?,?,?,?,no
19,EURO,72,212,R,?,11,1,1,2,16,1,?,?,?,?,?,?,no
18,CAN,70,190,L,161,62,25,24,49,14,0,?,?,?,?,?,?,no
19,CAN,74,203,D,156,57,2,4,6,102,-14,?,?,?,?,?,?,no
18,USA,74,185,R,129,51,18,18,36,56,4,5,0,1,1,2,-2,no
19,USA,74,194,D,221,28,6,16,22,38,0,?,?,?,?,?,?,no
18,CAN,75,176,L,?,63,1,4,5,64,0,6,0,0,0,0,0,no
19,USA,75,201,F,?,31,8,12,20,24,0,?,?,?,?,?,?,no
18,CAN,75,214,D,83,26,1,4,5,10,0,?,?,?,?,?,?,no
19,USA,75,209,D,20,46,0,10,10,86,4,?,?,?,?,?,?,no
18,USA,76,203,D,29,28,8,31,39,22,0,?,?,?,?,?,?,no
18,EURO,73,187,D,14,74,14,29,43,54,-3,?,?,?,?,?,?,no
19,EURO,73,203,R,20,47,14,15,29,34,5,17,3,4,7,20,1,no
18,CAN,73,198,R,41,76,36,74,110,72,-8,4,1,0,1,6,-2,no
18,EURO,73,190,D,4,45,2,2,4,32,7,2,0,0,0,2,0,no
19,CAN,74,190,R,17,34,14,11,25,54,-8,11,2,5,7,8,0,no
19,EURO,72,190,C,14,54,22,14,36,53,4,8,4,4,8,4,0,no
18,USA,70,190,D,81,61,12,21,33,60,4,?,?,?,?,?,?,no
18,CAN,72,190,C,37,64,19,38,57,46,35,22,7,9,16,20,12,no
19,USA,73,190,D,31,61,6,18,24,202,4,23,2,8,10,29,13,no
18,USA,76,227,D,13,65,6,10,16,81,2,?,?,?,?,?,?,no
18,CAN,72,198,D,?,57,10,24,34,81,0,?,?,?,?,?,?,no
20,EURO,73,205,D,65,41,2,5,7,44,-7,8,0,0,0,8,-1,no
19,EURO,72,190,C,18,70,27,34,61,69,5,6,0,3,3,2,0,no
18,CAN,79,207,D,61,25,0,5,5,14,4,?,?,?,?,?,?,no
19,EURO,74,198,L,?,51,36,17,53,167,27,?,?,?,?,?,?,no
18,EURO,75,227,D,?,14,1,3,4,22,7,3,0,2,2,8,-1,no
18,EURO,71,187,R,29,69,22,25,47,120,-3,9,6,2,8,6,0,no
18,CAN,72,190,R,28,66,8,25,33,52,7,11,1,2,3,4,0,no
18,EURO,74,198,L,28,74,34,33,67,105,-1,5,1,2,3,14,0,no
18,USA,74,185,L,39,28,24,37,61,28,3,?,?,?,?,?,?,no
18,USA,72,181,C,63,83,31,47,78,136,7,?,?,?,?,?,?,no
19,EURO,75,216,D,214,51,4,11,15,100,0,6,3,2,5,37,0,no
18,CAN,76,216,D,68,68,0,10,10,103,10,11,0,0,0,8,-6,no
18,CAN,72,179,L,23,68,19,38,57,76,11,11,2,2,4,12,-1,no
18,CAN,75,212,C,51,65,14,23,37,75,-18,13,4,7,11,18,4,no
19,EURO,74,220,D,10,48,4,11,15,92,1,7,2,4,6,22,0,no
18,USA,74,192,C,50,23,9,21,30,0,0,?,?,?,?,?,?,no
18,CAN,72,198,L,79,68,30,38,68,107,11,11,4,4,8,22,-5,no
18,CAN,73,187,R,71,68,26,24,50,50,-31,?,?,?,?,?,?,no
19,USA,71,185,D,69,52,17,11,28,71,2,5,1,1,2,2,0,no
18,CAN,73,185,D,16,74,10,31,41,138,20,6,0,2,2,14,-4,no
18,CAN,72,212,D,73,67,6,26,32,136,-22,?,?,?,?,?,?,no
18,EURO,72,176,D,32,69,11,25,36,56,12,9,1,4,5,8,0,no
18,USA,77,190,D,82,31,13,22,35,44,-2,?,?,?,?,?,?,no
18,EURO,71,185,L,12,82,15,22,37,26,-29,6,5,1,6,18,0,no
18,EURO,74,212,L,93,32,7,12,19,126,-5,9,2,5,7,68,0,no
20,USA,76,209,D,152,60,16,32,48,73,0,?,?,?,?,?,?,no
18,USA,73,190,D,45,65,6,16,22,76,5,?,?,?,?,?,?,no
18,CAN,74,196,D,59,55,5,13,18,79,-2,6,3,5,8,12,2,no
18,EURO,73,207,D,41,80,7,13,20,294,-3,2,0,0,0,10,0,no
18,EURO,76,212,C,26,64,31,25,56,62,48,12,2,3,5,10,2,no
19,EURO,71,196,C,220,86,26,44,70,75,-7,?,?,?,?,?,?,no
