id,PlayerName,DraftAge,Height,Weight,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,CSS_rank,po_A,Position,po_GP,po_G,po_P,po_PIM,LeafNode,DraftYear,sum_7yr_GP
15684,"Taylor Christie",19,75,209,37,0,2,2,40,-13,120,0,D,0,0,0,0,2,2002,0
15689,"Darrell Hay",19,72,201,72,13,49,62,87,27,157,10,D,12,2,12,22,5,1999,0
15691,"Mark Rooneem",19,74,192,69,18,23,41,77,11,120,0,L,4,0,0,10,4,2002,0
15705,"Josh Brittain",18,77,227,75,28,24,52,110,-13,114,0,L,0,0,0,0,3,2008,0
15719,"Colt King",18,74,220,65,25,27,52,129,8,30,1,R,4,0,1,8,1,2001,0
15766,"Michael Tessier",18,74,183,66,22,48,70,83,-3,72,7,L,14,5,12,12,1,2002,0
15831,"Tomas Linhart",18,74,227,37,2,3,5,30,6,22,1,D,2,0,1,0,1,2002,0
15838,"Petr Preucil",18,74,187,70,12,35,47,121,-30,176,0,L,4,1,1,11,2,2001,0
15839,"Jan Tabacek",21,72,198,44,8,5,13,62,0,176,2,D,3,1,3,0,3,2001,0
15842,"Marek Tomica",20,72,181,70,7,15,22,22,6,176,0,C,11,0,0,0,1,2001,0
15843,"Chris Auger",19,70,170,47,41,51,92,46,0,109,14,C,12,8,22,2,4,2006,0
15844,"Russell Spence",20,75,220,55,29,51,80,37,0,120,7,L,15,7,14,6,3,2002,0
15887,"Andrew Ianiero",18,72,201,68,21,26,47,81,-20,73,3,L,5,5,8,8,5,1999,0
15899,"Phil Cole",18,76,196,51,1,6,7,112,-3,69,0,D,0,0,0,0,2,2000,0
15946,"Garrett Prosofsky",18,71,190,71,28,42,70,76,-33,46,3,C,6,6,9,4,5,1998,0
15947,"Jeremy Van Hoof",20,74,185,65,1,14,15,49,11,176,4,D,20,3,7,27,5,2001,0
15949,"Tyler Hanchuck",18,75,234,58,0,8,8,81,-3,83,0,D,6,0,0,8,2,2000,0
15958,"Jamie Chamberlain",18,73,190,68,15,24,39,26,-1,64,1,R,4,0,1,4,1,1999,0
15978,"Matt Zultek",20,76,231,56,33,33,66,71,35,192,2,L,9,6,8,4,5,1999,0
16048,"Matias Sointu",18,70,165,72,37,27,64,64,11,42,1,L,5,3,4,4,5,2008,0
16060,"Brad Self",18,71,194,48,17,12,29,8,14,192,0,C,5,1,1,4,1,1999,0
16584,"Mike Gabinet",20,75,209,30,2,13,15,14,0,176,0,D,0,0,0,0,3,2001,0
16587,"Jeff Genovy",20,74,205,60,24,24,48,96,0,38,4,C,3,1,5,2,3,2002,0
16662,"Jim Henkel",19,74,190,37,34,37,71,0,0,92,0,C,0,0,0,0,3,1998,0
16663,"Joel Stepp",18,70,187,70,24,13,37,89,23,42,3,C,22,6,9,24,4,2001,0
16666,"Alexandre Dulac-Lemelin",18,76,194,67,2,11,13,35,-17,231,0,D,3,0,0,0,3,2004,0
16723,"Jeff Dwyer",20,74,205,0,0,0,0,0,0,111,0,D,0,0,0,0,3,2000,0
16731,"Alexander Golovin",18,70,194,6,2,3,5,0,3,57,0,L,0,0,0,0,4,2001,0
16744,"Artyom Chernov",18,71,207,25,11,9,20,20,4,46,0,L,5,0,0,0,4,2000,0
16858,"Dusty Jamieson",18,74,196,66,16,28,44,10,20,58,0,L,6,1,1,2,1,1999,0
16859,"Chad Starling",19,78,205,65,4,13,17,101,18,55,0,D,14,0,0,8,1,1999,0
16863,"Matt Gens",19,72,181,40,6,17,23,28,22,120,0,D,0,0,0,0,4,2002,0
17014,"Eero Elo",18,76,203,52,16,21,37,48,3,203,0,L,0,0,0,0,5,2008,0
17101,"Nate Kiser",18,73,225,63,3,5,8,102,18,77,1,D,23,1,2,18,5,2000,0
17119,"Jason Kostadine",19,74,185,70,8,5,13,295,-10,120,0,R,12,1,1,37,1,2002,0
17120,"Peter Metcalf",20,72,201,33,6,17,23,34,0,192,0,D,0,0,0,0,3,1999,0
17165,"Jan Sochor",19,72,205,47,10,11,21,14,7,78,0,R,0,0,0,0,4,1999,0
17231,"Maxim Spiridonov",20,70,185,66,54,44,98,52,23,92,4,R,19,3,7,4,5,1998,0
17238,"Edo Terglav",18,73,207,46,17,27,44,40,-19,49,0,R,0,0,0,0,2,1998,0
17494,"Ryan Hegarty",18,72,207,62,7,19,26,64,12,203,0,D,0,0,0,0,5,2008,0
17496,"Sean Lorenz",18,73,207,64,4,5,9,24,9,203,0,D,0,0,0,0,2,2008,0
17498,"Nick Pryor",18,72,185,60,3,11,14,12,-2,203,0,D,0,0,0,0,3,2008,0
17501,"Robbie Czarnik",18,72,190,64,22,25,47,52,12,116,0,C,0,0,0,0,5,2008,0
17504,"Danny Kristo",18,72,194,64,25,21,46,53,7,40,0,R,0,0,0,0,5,2008,0
17509,"David Wohlberg",18,73,192,66,22,12,34,91,14,189,0,C,0,0,0,0,5,2008,0
17516,"Jacob Lagace",18,70,201,74,24,41,65,50,26,34,2,C,6,3,5,7,5,2008,0
17517,"Corey Trivino",18,73,190,46,23,53,76,24,6,46,0,C,0,0,0,0,5,2008,0
17616,"Matt Mcilvane",19,72,207,59,22,24,46,53,6,171,2,C,3,1,3,0,5,2004,0
17767,"P.J. Fenton",20,71,185,38,13,12,25,28,0,250,0,L,0,0,0,0,4,2005,0
17798,"Ryan Van Buskirk",20,74,214,47,8,21,29,62,-2,211,2,D,7,1,3,16,5,2000,0
17817,"Ned Lukacevic",18,72,203,72,19,14,33,65,-7,107,1,C,4,1,2,2,3,2004,0
17820,"Jordan Morrison",18,71,176,66,15,30,45,52,-1,88,0,C,0,0,0,0,3,2004,0
17842,"Joshua Turnbull",19,70,172,60,25,29,54,66,18,207,1,C,9,3,4,12,5,2007,0
17843,"Randy Cameron",18,71,194,70,17,22,39,44,-21,129,1,C,7,1,2,0,3,2007,0
17852,"Matt Suderman",18,75,236,70,1,8,9,116,-17,176,0,D,0,0,0,0,2,2001,0
17859,"Blair Stayzer",19,75,225,62,12,19,31,140,-18,137,0,D,5,2,2,14,1,1999,0
17909,"Jiri Cetkovsky",19,78,243,28,9,6,15,40,-3,37,0,L,2,0,0,4,1,2002,0
17937,"Chris Eade",18,74,201,58,5,25,30,64,-18,49,0,D,3,0,0,4,5,2000,0
17967,"Kyle Bruce",18,72,192,68,8,8,16,193,-26,78,0,R,0,0,0,0,2,2001,0
17968,"Roman Kukhtinov",26,73,207,44,7,10,17,36,0,176,0,D,0,0,0,0,3,2001,0
17969,"Ryan Jorde",19,75,216,67,1,6,7,219,3,176,0,D,0,0,0,0,4,2001,0
17970,"Mike Knoepfli",19,72,194,47,45,38,83,0,0,100,0,L,0,0,0,0,3,2001,0
17972,"Ryan Bowness",18,74,201,52,5,10,15,51,-1,176,2,R,9,0,2,0,2,2001,0
18003,"John Wessbecker",19,74,194,28,6,16,22,38,0,221,0,D,0,0,0,0,4,2005,0
18004,"Myles Rumsey",19,74,203,57,2,4,6,102,-14,156,0,D,0,0,0,0,2,2005,0
18005,"Scott Todd",19,76,214,54,0,3,3,155,-6,250,2,D,10,0,2,25,2,2005,0
18006,"Pat Brosnihan",19,76,220,38,27,20,47,44,0,150,0,R,0,0,0,0,4,2005,0
18007,"Josh Meyers",20,75,190,57,8,24,32,92,16,250,9,D,13,1,10,18,5,2005,0
18008,"Tony Lucia",18,72,174,11,1,0,1,0,2,250,0,L,0,0,0,0,2,2005,0
18009,"William Colbert",20,74,205,68,6,26,32,65,22,250,8,D,21,3,11,8,5,2005,0
18010,"Roman Derlyuk",19,75,198,51,0,3,3,74,-11,250,0,D,0,0,0,0,2,2005,0
18012,"Alex Berry",19,74,218,53,17,25,42,170,0,208,0,R,0,0,0,0,4,2005,0
18013,"Denis Istomin",18,72,194,47,11,7,18,26,9,4,1,R,8,1,2,4,1,2005,0
18014,"Michael Gergen",18,71,194,66,56,50,106,104,0,65,0,D,0,0,0,0,4,2005,0
18015,"Jordan Smith",19,74,220,68,6,20,26,140,12,51,0,D,0,0,0,0,5,2004,0
18016,"Matt Mcknight",20,73,196,42,20,36,56,31,0,232,0,C,0,0,0,0,4,2004,0
18017,"Jonathan Boutin",20,73,194,70,31,29,60,76,18,232,2,R,11,2,4,19,5,2004,0
18018,"Martin Vagner",20,74,212,45,6,12,18,99,28,232,3,D,13,0,3,16,5,2004,0
18019,"Brian Ihnacak",19,72,190,31,10,20,30,20,0,44,0,C,0,0,0,0,4,2004,0
18020,"Travis Gawryletz",19,74,201,51,9,21,30,51,0,177,3,D,10,1,4,6,4,2004,0
18021,"Lukas Vomela",19,75,192,36,1,8,9,16,-6,44,0,D,0,0,0,0,2,2004,0
18022,"Jonas Fiedler",20,74,198,63,18,28,46,83,0,232,6,L,9,1,7,16,4,2004,0
18023,"Matt Greer",19,74,201,27,25,19,44,0,0,232,0,L,0,0,0,0,4,2004,0
18024,"Maxim Semyonov",20,72,181,63,2,6,8,79,9,232,0,D,6,0,0,0,2,2004,0
18025,"Mike Curry",20,75,198,60,20,20,40,119,4,232,5,R,7,2,7,16,5,2004,0
18026,"Matt Schneider",19,79,212,69,11,12,23,53,2,232,2,C,11,3,5,4,5,2004,0
18027,"Jan Zapletal",18,73,183,51,2,4,6,26,-2,55,0,D,4,0,0,0,2,2004,0
18028,"Jordan Foote",19,75,205,58,23,26,49,73,0,69,7,R,24,3,10,37,4,2004,0
18029,"Andrei Mikhailishin",18,76,220,0,0,0,0,0,0,35,0,D,0,0,0,0,2,2004,0
18030,"Nick Fugere",19,74,229,54,10,13,23,121,5,118,4,L,15,3,7,11,5,2004,0
18031,"Evan Schafer",19,74,220,71,3,6,9,190,-6,56,0,D,6,0,0,14,2,2004,0
18032,"Roman Tomanek",18,73,198,45,32,20,52,67,32,30,0,R,0,0,0,0,5,2004,0
18033,"R.J. Anderson",18,72,194,54,38,72,110,34,0,82,0,D,0,0,0,0,4,2004,0
18070,"Yevgeni Kurilin",20,71,172,48,12,14,26,20,-5,192,0,C,0,0,0,0,2,1999,0
18120,"Scott Winkler",18,75,212,75,42,57,99,40,6,132,0,R,0,0,0,0,5,2008,0
18140,"Ilya Solaryov",19,75,203,9,0,1,1,0,0,176,0,C,0,0,0,0,3,2001,0
18146,"Mario Cartelli",22,73,203,58,11,18,29,32,12,176,0,D,0,0,0,0,4,2001,0
18243,"Taylor Stefishen",18,72,185,57,33,48,81,71,0,73,0,L,0,0,0,0,4,2008,0
18247,"Brett Hextall",20,70,185,54,24,48,72,52,0,203,0,C,0,0,0,0,4,2008,0
18313,"Louis Mandeville",18,75,236,50,5,11,16,31,2,211,1,D,11,2,3,4,5,2000,0
18314,"Milan Kopecky",19,72,183,38,17,7,24,24,10,211,3,C,7,5,8,0,5,2000,0
18315,"Martin Paroulek",21,72,174,48,11,14,25,26,11,211,1,R,8,1,2,4,1,2000,0
18316,"Jonathan Gauthier",20,74,196,70,32,49,81,104,0,211,7,D,11,3,10,18,3,2000,0
18318,"Sean Kotary",19,72,181,0,54,56,110,0,0,96,0,C,0,0,0,0,3,2000,0
18319,"Dmitri Altaryov",20,76,207,44,10,7,17,40,-13,211,0,C,0,0,0,0,2,2000,0
18320,"Alexander Shinkar",19,74,192,36,10,9,19,14,0,211,0,R,8,0,0,0,3,2000,0
18321,"David Hajek",20,75,205,41,3,12,15,34,9,86,3,D,12,1,4,10,5,2000,0
18348,"Vladislav Luchkin",18,73,212,36,25,10,35,40,3,18,0,C,0,0,0,0,4,2000,0
18350,"Lubos Velebny",18,74,214,63,7,9,16,35,-10,43,0,D,0,0,0,0,2,2000,0
18371,"Marek Priechodsky",21,74,205,37,2,9,11,58,0,211,0,D,0,0,0,0,3,2000,0
18374,"Igor Samoilov",18,72,194,42,0,4,4,34,5,29,0,D,0,0,0,0,4,2000,0
18376,"Vasili Bizyayev",18,72,194,10,2,1,3,2,0,211,0,L,0,0,0,0,3,2000,0
18377,"Yevgeni Fyodorov",20,70,196,44,6,9,15,24,6,211,1,C,3,0,1,4,4,2000,0
18378,"Paul Ballantyne",18,75,201,58,4,15,19,60,17,60,3,D,17,2,5,17,5,2000,0
18379,"Colin Shields",20,71,181,59,50,54,104,44,4,211,3,C,3,1,4,2,4,2000,0
18444,"Igor Shadilov",19,75,207,39,2,9,11,15,0,192,0,D,0,0,0,0,3,1999,0
18471,"Mirko Murovic",18,75,209,69,21,33,54,60,-2,67,1,L,4,0,1,2,1,1999,0
18506,"Yuri Dobryshkin",20,72,187,57,16,7,23,86,4,18,0,L,0,0,0,0,4,1999,0
18518,"Flavien Conne",20,70,179,58,24,25,49,99,-1,211,1,R,4,0,1,0,2,2000,0
18536,"Mikhail Donika",20,71,203,50,2,4,6,16,1,192,0,D,0,0,0,0,4,1999,0
18537,"Alexei Litvinenko",19,77,223,41,3,5,8,85,-6,192,0,D,0,0,0,0,2,1999,0
18538,"Brian Gornick",19,79,218,34,10,11,21,20,0,187,0,C,0,0,0,0,3,1999,0
18539,"Alexei Bulatov",21,74,203,48,21,16,37,24,0,192,0,L,0,0,0,0,3,1999,0
18556,"Andrei Kruchinin",20,73,196,50,0,6,6,75,6,92,0,D,0,0,0,0,4,1998,0
18562,"Vladimir Gorbunov",18,73,198,49,20,12,32,42,0,211,0,C,0,0,0,0,3,2000,0
18596,"Corey Fienhage",18,75,216,48,9,12,21,88,5,61,0,D,2,0,0,0,5,2008,0
18597,"Brandon Burlon",18,72,190,32,7,17,24,41,0,57,6,D,12,2,8,10,4,2008,0
18598,"Adam Comrie",18,76,220,58,10,18,28,90,17,81,0,D,4,0,0,4,5,2008,0
18599,"Daultan Leveille",18,72,185,45,29,27,56,38,0,89,16,C,16,14,30,14,4,2008,0
18600,"Nick Larson",18,72,190,10,34,32,66,6,3,109,0,C,0,0,0,0,5,2007,0
18670,"Pierre-Luc Emond",19,72,220,62,10,36,46,100,-8,48,0,C,6,2,2,10,2,2001,0
18716,"Artyom Ternavsky",18,75,218,71,3,16,19,147,-15,45,0,D,0,0,0,0,2,2001,0
18722,"Emanuel Peter",18,73,209,50,2,9,11,18,-2,27,0,C,6,1,1,4,2,2002,0
18746,"Matt Marshall",19,73,201,27,14,10,24,8,0,63,0,C,0,0,0,0,4,2007,0
18748,"Austin Smith",19,71,181,0,0,0,0,0,0,210,0,R,0,0,0,0,2,2007,0
18783,"Alexander Zevakhin",18,72,203,48,17,18,35,26,-3,5,0,R,0,0,0,0,2,1998,0
18843,"Maxim Rybin",18,69,201,48,14,10,24,58,-1,21,0,L,0,0,0,0,2,1999,0
18844,"Dmitri Upper",22,73,203,43,20,10,30,66,7,211,1,C,5,1,2,4,4,2000,0
18845,"Alexander Drozdetsky",19,73,174,35,6,1,7,12,0,51,0,R,4,0,0,0,3,2000,0
18850,"Yevgeni Gladskikh",19,72,198,31,3,5,8,10,0,112,0,R,0,0,0,0,3,2001,0
18851,"Justin Jokinen",19,75,185,37,26,31,57,58,0,60,0,R,0,0,0,0,4,2008,0
18875,"Nicholas Tremblay",20,72,190,57,51,59,110,67,0,203,0,C,0,0,0,0,4,2008,0
18885,"Joe Gleason",18,69,181,18,6,26,32,14,0,188,0,D,0,0,0,0,4,2008,0
18986,"Alexander Kozhevnikov",18,75,207,32,12,15,27,59,0,92,0,L,0,0,0,0,3,2002,0
18987,"Andrei Posnov",20,72,192,11,0,4,4,4,0,176,0,L,0,0,0,0,3,2001,0
19001,"Ryan Held",18,73,194,59,15,16,31,35,-4,92,0,C,6,1,1,7,1,1998,0
19034,"Maxim Trunyov",18,72,198,40,27,25,52,58,0,55,0,R,0,0,0,0,4,2008,0
19041,"Eric Mestery",18,76,194,71,2,14,16,65,9,63,1,D,16,2,3,10,5,2008,0
19044,"Matt Delahey",19,73,212,68,3,16,19,68,7,50,3,D,6,0,3,6,5,2008,0
19045,"Mathieu Brodeur",18,78,216,69,1,6,7,27,-1,95,0,D,11,0,0,6,2,2008,0
19046,"Joel Champagne",18,76,218,70,18,22,40,45,1,87,1,C,6,1,2,6,5,2008,0
19047,"Geordie Wudrick",18,75,223,66,20,24,44,72,10,69,2,L,12,5,7,6,5,2008,0
19048,"Samuel Groulx",18,74,194,70,5,20,25,100,5,161,3,D,11,0,3,14,5,2008,0
19049,"Nathan Condon",18,72,181,47,53,51,104,16,0,70,0,C,0,0,0,0,4,2008,0
19050,"Julien Demers",19,74,218,65,5,28,33,94,-5,64,2,D,4,0,2,0,3,2008,0
19054,"Ian Schultz",18,74,216,67,15,15,30,128,10,94,7,R,16,2,9,19,5,2008,0
19058,"Matt Tassone",19,74,209,60,19,17,36,111,16,108,5,C,12,3,8,12,5,2008,0
19060,"Justin Daniels",19,73,176,25,17,37,54,10,0,102,0,C,0,0,0,0,4,2008,0
19061,"Stephen Johnston",18,73,174,56,2,7,9,12,0,186,2,L,21,5,7,6,2,2008,0
19063,"Mark Goggin",18,71,185,26,16,22,38,12,-3,142,0,C,0,0,0,0,3,2008,0
19066,"Drew Daniels",19,74,192,25,12,36,47,14,0,113,0,D,0,0,0,0,4,2008,0
19070,"Kyle Decoste",18,73,176,66,10,12,22,48,-9,203,0,R,5,0,0,2,3,2008,0
19074,"Samuel Morneau",18,70,190,68,23,19,42,54,16,92,1,C,5,0,1,8,5,2008,0
19075,"Harry Young",19,76,216,68,2,12,14,155,13,97,1,D,5,0,1,8,5,2008,0
19076,"Jordon Southorn",18,73,185,69,12,19,31,70,-10,75,1,D,4,0,1,4,3,2008,0
19077,"Julien Cayer",19,76,201,42,24,32,56,56,0,77,0,C,0,0,0,0,4,2008,0
19108,"Vladimir Gusev",19,75,216,4,0,0,0,8,0,58,0,D,0,0,0,0,3,2001,0
19111,"Alexander Tatarinov",18,71,216,45,14,12,26,105,6,23,0,R,0,0,0,0,4,2000,0
19112,"Rail Rozakov",18,73,207,37,0,1,1,18,-1,15,0,D,0,0,0,0,2,1999,0
19117,"Dmitri Levinsky",18,73,203,11,4,1,5,6,-1,11,0,R,0,0,0,0,2,1999,0
19120,"Denis Platonov",20,75,203,39,11,6,17,32,0,176,0,L,13,3,3,43,3,2001,0
19122,"Alexander Seluyanov",18,74,190,37,4,7,11,18,2,34,0,D,0,0,0,0,4,2000,0
19126,"Vladimir Malenkikh",19,74,205,47,6,3,9,70,0,192,0,D,0,0,0,0,3,1999,0
19151,"Tim Billingsley",18,74,201,68,5,22,27,95,-8,203,0,D,2,0,0,2,3,2008,0
19159,"Greg Burke",18,75,205,40,21,25,46,46,0,175,0,L,0,0,0,0,4,2008,0
19177,"Jean-Sebastien Berube",18,76,209,64,12,12,24,118,18,124,3,L,17,1,4,16,5,2008,0
19181,"Steven Delisle",18,78,234,70,6,23,29,89,8,62,10,D,19,0,10,16,5,2008,0
19219,"Viktor Bobrov",18,74,201,36,11,16,27,20,0,120,0,C,0,0,0,0,3,2002,0
19224,"Kory Nagy",19,70,194,57,5,12,17,47,-2,203,3,C,15,6,9,4,3,2008,0
19228,"Mitch Gaulton",18,72,185,20,2,5,7,19,-10,203,0,D,0,0,0,0,2,2008,0
19229,"Braden Birch",19,72,190,32,1,6,7,21,0,203,2,D,19,0,2,4,2,2008,0
19231,"Ryley Grantham",20,75,207,66,10,9,19,163,-6,203,0,C,6,0,0,8,3,2008,0
19232,"Jeff Foss",20,74,201,38,1,3,4,28,-5,203,0,D,0,0,0,0,2,2008,0
19233,"Nick Crawford",18,73,187,68,4,16,20,58,-1,203,1,D,4,1,2,2,3,2008,0
19237,"Patrick Johnson",19,69,159,40,8,13,21,36,9,203,0,C,0,0,0,0,5,2008,0
19238,"Mike Bergin",20,75,209,45,14,27,41,60,0,203,5,D,15,2,7,19,4,2008,0
19239,"Nicholas D'Agostino",18,74,203,46,5,18,23,22,0,203,3,D,10,0,3,8,4,2008,0
19246,"Peter Hafner",19,77,205,26,2,19,21,20,0,81,0,D,0,0,0,0,3,2002,0
19271,"Patrick Murphy",19,74,209,48,11,21,32,99,0,79,0,L,0,0,0,0,3,2002,0
19350,"Scott Dobben",19,73,205,68,31,32,63,72,38,92,11,L,21,4,15,24,5,2002,0
19376,"Martin Nolet",20,75,205,19,5,7,12,26,20,100,0,D,0,0,0,0,5,2006,0
19377,"Maxime Frechette",18,77,214,13,0,0,0,24,-2,223,0,D,0,0,0,0,2,2006,0
19378,"Derek Reinhart",18,74,209,67,2,9,11,198,-22,250,0,D,0,0,0,0,2,2005,0
19384,"Nicolas Corbeil",18,71,174,68,33,51,84,159,-11,87,3,C,3,1,4,4,1,2001,0
19448,"Jeff Bateman",18,73,190,68,23,35,58,27,-49,107,0,L,0,0,0,0,2,1999,0
19565,"Ruslan Bernikov",23,74,225,27,5,7,12,16,0,211,1,L,5,3,4,2,3,2000,0
19580,"Dmitri Utkin",18,72,212,32,15,7,22,33,0,42,0,L,0,0,0,0,3,2002,0
19591,"Denis Yachmenyov",18,73,196,65,17,12,29,32,0,55,0,L,5,2,2,0,3,2002,0
19633,"Robert Mulick",19,74,203,61,0,10,10,109,-16,92,0,D,0,0,0,0,2,1998,0
19740,"Denis Grot",18,72,207,58,2,4,6,64,-9,11,0,D,0,0,0,0,2,2002,0
19744,"Jimmy Cuddihy",18,75,205,56,9,18,27,49,6,120,0,C,0,0,0,0,4,2002,0
20195,"Stepan Mokhov",18,72,220,33,3,1,4,40,0,27,0,D,0,0,0,0,3,1999,0
20500,"Sergei Kuznetsov",18,72,198,28,5,3,8,14,0,11,0,L,0,0,0,0,3,1998,0
20508,"Alexei Zotkin",19,72,207,40,2,3,5,34,0,176,1,L,12,1,2,20,3,2001,0
20516,"Mikhail Lyubushin",19,74,205,55,4,7,11,56,-10,120,0,D,3,0,0,0,1,2002,0
20527,"Vladislav Yevseyev",18,74,216,23,4,6,10,12,8,23,0,L,0,0,0,0,4,2002,0
20907,"Andrew Glass",18,71,185,18,7,10,17,0,0,87,0,L,0,0,0,0,4,2007,0
20971,"Mark Kosick",19,72,187,45,14,32,46,18,12,92,0,C,0,0,0,0,4,1998,0
20976,"Jean-Philippe Morin",18,73,203,53,4,15,19,95,-7,92,0,D,0,0,0,0,2,1998,0
21005,"Artyom Kryukov",18,76,220,18,4,5,9,18,0,14,0,C,0,0,0,0,3,2000,0
21045,"Konstantin Rudenko",18,69,176,28,15,9,24,67,0,192,0,L,0,0,0,0,3,1999,0
21070,"Ivan Tkachenko",23,71,187,54,16,24,40,61,24,120,2,R,9,5,7,4,5,2002,0
21101,"Shaun Norrie",18,75,192,67,12,13,25,94,11,112,2,R,13,3,5,8,1,2000,0
21394,"Art Femenella",19,79,254,52,1,1,2,252,0,113,0,D,3,0,0,6,3,2001,0
21472,"Stefan Schauer",18,73,187,56,4,9,13,54,6,176,1,D,5,0,1,0,4,2001,0
21700,"Scotty Balan",18,75,205,67,3,11,14,157,-4,45,1,D,7,0,1,17,1,2000,0
22137,"Yevgeni Bumagin",18,72,176,53,23,17,40,36,0,211,0,R,0,0,0,0,3,2000,0
22615,"Wade Davis",18,77,216,61,3,15,18,59,32,51,2,D,13,0,2,15,5,2000,0
22656,"Pavel Kasparik",20,74,214,51,20,23,43,0,0,25,0,C,0,0,0,0,3,1999,0
22669,"Michal Travnicek",18,73,216,49,21,22,43,2,0,66,0,L,0,0,0,0,3,1998,0
22789,"Jaroslav Kracik",19,73,187,51,19,39,58,46,29,120,0,C,2,0,0,0,4,2002,0
22794,"Radek Matejovsky",21,73,196,52,9,4,13,20,0,92,0,R,3,0,0,0,1,1998,0
22961,"Michal Vondrka",19,73,190,43,10,14,24,39,1,176,1,L,7,0,1,0,1,2001,0
23857,"Michal Sersen",19,74,203,45,7,18,25,30,20,43,5,D,9,1,6,6,5,2004,0
24053,"Jan Fadrny",18,72,196,32,8,6,14,14,0,30,0,C,3,0,0,4,1,1998,0
24113,"Tim Smith",19,69,185,71,26,70,96,65,29,211,7,C,15,7,14,32,5,2000,0
24736,"Michal Pinc",19,71,176,58,19,43,62,131,5,74,5,C,11,0,5,18,1,2000,0
25698,"Jan Bohac",18,75,201,60,9,12,21,12,6,25,1,C,7,0,1,4,4,2000,0
26094,"Seneque Hyacinthe",18,72,207,63,24,33,57,106,-7,147,2,R,4,0,2,2,1,1999,0
26096,"Jonathan Gagnon",18,73,198,69,15,26,41,79,0,92,3,L,4,2,5,12,1,1998,0
26581,"Jean-Francois Soucy",19,77,203,65,6,12,18,94,1,176,0,L,0,0,0,0,4,2001,0
26590,"Thierry Douville",18,77,231,65,0,4,4,408,-1,176,0,D,11,0,0,16,1,2001,0
27219,"Tomas Skvaridlo",18,74,209,52,22,13,35,46,11,22,0,R,0,0,0,0,4,1999,0
27586,"Marian Havel",18,72,185,67,17,16,33,83,-44,65,0,C,0,0,0,0,2,2002,0
27901,"Jerome Marois",18,73,194,52,8,15,23,48,12,95,4,L,12,0,4,13,4,1999,0
27991,"Premysl Duben",19,75,216,46,4,3,7,46,11,77,1,D,11,0,1,4,4,2000,0
28068,"Darren Mclachlan",18,74,216,42,10,9,19,161,-8,32,3,L,9,1,4,18,5,2001,0
28082,"Arne Ramholt",24,75,194,34,0,4,4,12,0,211,2,D,7,0,2,16,3,2000,0
28376,"Marc-Andre Roy",19,74,218,58,0,1,1,432,-4,120,0,L,5,0,0,0,2,2002,0
28514,"Ladislav Vlcek",19,73,185,60,22,18,40,24,4,211,2,C,5,2,4,4,4,2000,0
28602,"Martin Cizek",18,74,203,50,2,6,8,34,7,25,0,D,0,0,0,0,4,2002,0
30696,"Brent Hobday",19,72,185,68,21,22,43,122,-17,92,0,L,4,2,2,4,1,1998,0
30842,"Vaclav Zavoral",18,75,214,51,3,10,13,4,1,10,0,D,0,0,0,0,4,1999,0
31403,"Andrei Troshchinsky",20,75,185,45,18,15,33,54,-8,92,0,C,0,0,0,0,2,1998,0
31480,"Lubomir Pistek",18,74,198,55,16,35,51,60,0,49,0,L,0,0,0,0,3,1998,0
31511,"Scott Horvath",19,74,225,31,6,4,10,18,-4,64,0,R,0,0,0,0,2,2001,0
34272,"Derrick Byfuglien",20,73,196,50,5,11,16,106,0,126,0,D,0,0,0,0,3,2000,0
34994,"Andrei Razin",28,71,187,51,19,35,54,80,0,176,0,C,0,0,0,0,3,2001,0
38457,"Marek Dubec",19,72,190,45,27,15,42,52,30,176,2,L,8,7,9,20,5,2001,0
39313,"Gerard Dicaire",20,72,185,66,6,46,52,34,-2,120,14,D,22,1,15,24,5,2002,0
39661,"Jevon Desautels",18,75,214,60,6,11,17,162,-5,97,0,L,11,1,1,20,5,2002,0
39663,"Chris Petrow",18,75,198,60,8,28,36,81,1,64,2,D,5,0,2,0,1,2002,0
40942,"Kirill Sidorenko",19,76,196,45,9,3,12,16,-18,120,0,R,0,0,0,0,2,2002,0
41102,"Steve Mcclellan",19,73,185,0,0,0,0,0,0,181,0,D,0,0,0,0,2,2004,0
41103,"Valeri Klimov",18,75,227,0,0,0,0,0,0,50,0,D,0,0,0,0,2,2004,0
41104,"John Carter",18,76,192,29,16,30,46,52,0,117,0,C,0,0,0,0,4,2004,0
41413,"Mathieu Brunelle",19,71,176,72,43,64,107,105,14,120,13,L,22,11,24,49,5,2002,0
41694,"Trevor Ettinger",18,77,225,50,1,2,3,181,-5,92,0,D,3,0,0,7,2,1998,0
41870,"Robin Kovar",18,73,196,35,5,10,15,18,-13,75,0,C,0,0,0,0,2,2002,0
42142,"Jason Metcalfe",20,73,203,66,2,21,23,270,28,92,1,D,5,0,1,8,1,1998,0
42301,"Oleg Smirnov",18,71,196,12,2,2,4,4,0,16,0,L,0,0,0,0,3,1998,0
42367,"David Inman",19,71,185,38,10,10,20,74,0,19,0,C,0,0,0,0,3,1999,0
42368,"Tim Preston",18,71,192,60,12,15,27,98,-1,78,1,L,11,0,1,11,2,1999,0
42370,"Patrick Aufiero",19,72,205,22,3,4,7,14,4,47,0,D,0,0,0,0,4,1999,0
