id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0
8473488,"Sergei Shirokov",20,RUS,EURO,70,195,L,2006,163,74,39,7,7,14,26,0,4,0,0,0,0,0,8,98,yes
8473992,"Justin Falk",19,CAN,CAN,77,222,D,2007,110,74,62,3,12,15,88,11,6,0,0,0,8,-1,129,1975,yes
10433,"Patrick Mcneill",18,Canada,CAN,72,201,D,2005,118,75,66,7,26,33,31,-29,0,0,0,0,0,0,0,0,no
11590,"Casey Pierro-Zabotel",19,Canada,CAN,74,207,C,2007,80,75,55,51,65,116,42,0,7,8,3,11,13,0,0,0,no
19076,"Jordon Southorn",18,Canada,CAN,73,185,D,2008,104,75,69,12,19,31,70,-10,4,0,1,1,4,-5,0,0,no
8471280,"Nick Johnson",19,CAN,CAN,74,200,R,2004,67,75,51,35,36,71,33,0,4,0,2,2,0,0,10,128,yes
11241,"Anthony Nigro",18,Canada,CAN,71,190,C,2008,155,76,67,24,24,48,65,1,10,2,3,5,7,-1,0,0,no
9316,"Ryan Flynn",18,USA,USA,75,209,R,2006,176,77,65,18,18,36,81,2,0,0,0,0,0,0,0,0,no
19077,"Julien Cayer",19,Canada,CAN,76,201,C,2008,151,77,42,24,32,56,56,0,0,0,0,0,0,0,0,0,no
8471339,"Ryan Callahan",19,USA,USA,70,187,R,2004,127,77,71,37,33,70,94,17,25,14,9,23,28,4,284,4859,yes
8471728,"Brodie Dupont",18,CAN,CAN,74,210,L,2005,66,77,70,14,11,25,111,-4,12,2,8,10,21,0,1,6,yes
8471483,"Kyle Wilson",20,CAN,CAN,73,200,C,2004,272,78,37,14,17,31,23,0,0,0,0,0,0,0,34,359,yes
8471753,"T.J. Hensick",20,USA,USA,70,190,C,2005,88,78,39,23,32,55,24,0,0,0,0,0,0,0,112,1342,yes
11250,"Aaron Snow",18,Canada,CAN,72,198,L,2006,90,79,68,30,38,68,107,11,11,4,4,8,22,-5,0,0,no
13606,"Josh Kidd",19,Canada,CAN,76,220,D,2007,184,79,64,9,18,27,96,-36,0,0,0,0,0,0,0,0,no
13615,"Bret Nasby",18,Canada,CAN,75,187,D,2004,152,79,56,0,7,7,41,-5,7,0,3,3,6,-1,0,0,no
9213,"Geoff Paukovich",18,USA,USA,76,209,L,2004,57,80,17,4,2,6,39,-2,0,0,0,0,0,0,0,0,no
12120,"Chris Doyle",18,Canada,CAN,72,194,C,2008,141,80,63,27,36,63,81,-18,4,1,5,6,6,-3,0,0,no
15044,"Andrew Thomas",20,USA,USA,74,220,D,2005,109,80,42,2,5,7,78,0,0,0,0,0,0,0,0,0,no
8473419,"Brad Marchand",18,CAN,CAN,69,181,L,2006,71,80,68,29,37,66,83,40,25,7,16,23,36,11,218,3418,yes
9323,"Mike Ratchuk",18,USA,USA,70,190,D,2006,42,81,61,12,21,33,60,4,0,0,0,0,0,0,0,0,no
18598,"Adam Comrie",18,USA,USA,76,220,D,2008,80,81,58,10,18,28,90,17,4,0,0,0,4,-7,0,0,no
8474013,"Ian Cole",18,USA,USA,73,219,D,2007,18,81,65,12,19,31,70,0,0,0,0,0,0,0,113,1831,yes
12191,"Sergei Kolosov",18,Belarus,EURO,76,203,D,2004,151,82,60,2,7,9,66,-3,9,1,2,3,10,0,0,0,no
12273,"Kyle Medvec",18,USA,USA,77,190,D,2006,102,82,31,13,22,35,44,-2,0,0,0,0,0,0,0,0,no
18033,"R.J. Anderson",18,USA,USA,72,194,D,2004,101,82,54,38,72,110,34,0,0,0,0,0,0,0,0,0,no
8474616,"Patrice Cormier",18,CAN,CAN,74,215,C,2008,54,82,51,18,23,41,84,11,9,4,5,9,10,2,50,366,yes
11655,"Cameron Cepek",18,USA,USA,74,181,D,2006,199,83,21,2,8,10,71,5,12,0,1,1,10,-8,0,0,no
12162,"Charles-Antoine Messier",19,Canada,CAN,71,165,C,2007,145,83,69,27,21,48,67,15,11,0,3,3,14,1,0,0,no
15055,"Philippe Paquet",18,Canada,CAN,75,214,D,2005,229,83,26,1,4,5,10,0,0,0,0,0,0,0,0,0,no
8471273,"Brandon Dubinsky",18,USA,USA,74,218,C,2004,60,83,71,30,48,78,137,-4,5,0,2,2,6,0,316,5507,yes
8471311,"Tyler Kennedy",18,CAN,CAN,71,185,C,2004,99,84,63,16,26,42,28,-4,0,0,0,0,0,0,266,3559,yes
8473571,"Jamie McBain",18,USA,USA,73,180,D,2006,63,84,61,11,30,41,41,0,0,0,0,0,0,0,206,4054,yes
9619,"Jaroslav Mrazek",18,"Czech Rep.",EURO,75,220,D,2004,179,85,55,3,7,10,52,5,1,0,0,0,0,0,0,0,no
10610,"Tomas Zaborsky",19,Slovakia,EURO,73,201,L,2006,137,85,51,39,23,62,22,-1,7,10,5,15,2,0,0,0,no
11524,"Mark Tobin",19,Canada,CAN,75,214,C,2004,65,85,69,22,16,38,112,6,9,4,1,5,12,-2,0,0,no
11616,"Bretton Stamler",18,Canada,CAN,73,207,D,2005,214,85,72,4,9,13,106,4,1,0,0,0,0,0,0,0,no
8474076,"John Negrin",18,CAN,CAN,74,195,D,2007,70,85,50,1,16,17,59,11,7,0,2,2,8,2,3,30,yes
8474154,"Andreas Thuresson",20,SWE,EURO,73,206,R,2007,144,85,58,12,7,19,28,0,0,0,0,0,0,0,25,250,yes
8474717,"Mark Barberio",18,CAN,CAN,73,207,D,2008,152,85,70,11,35,46,75,-3,0,0,0,0,0,0,103,1617,yes
3703,"Kim Johansson",18,Sweden,EURO,74,205,C,2006,141,86,71,6,15,21,73,-3,6,1,0,1,16,0,0,0,no
11650,"Mike Gauthier",18,Canada,CAN,75,185,D,2005,169,86,40,2,1,3,93,-10,13,0,0,0,18,-2,0,0,no
8471312,"JT Wyman",18,USA,USA,74,209,R,2004,100,86,51,39,32,71,4,0,0,0,0,0,0,0,3,13,yes
9211,"Nathan Davis",19,USA,USA,73,205,C,2005,113,87,38,14,11,25,30,0,0,0,0,0,0,0,0,0,no
19046,"Joel Champagne",18,Canada,CAN,76,218,C,2008,129,87,70,18,22,40,45,1,6,1,1,2,6,-2,0,0,no
20907,"Andrew Glass",18,USA,USA,71,185,L,2007,199,87,18,7,10,17,0,0,0,0,0,0,0,0,0,0,no
8471288,"Scott Lehman",18,CAN,CAN,73,194,D,2004,76,87,66,5,27,32,189,12,18,2,2,4,38,0,1,3,yes
17820,"Jordan Morrison",18,Canada,CAN,71,176,C,2004,222,88,66,15,30,45,52,-1,0,0,0,0,0,0,0,0,no
8471765,"Jonathan Sigalet",19,CAN,CAN,73,185,D,2005,100,88,35,3,13,16,36,0,0,0,0,0,0,0,1,15,yes
8473511,"David McIntyre",19,CAN,CAN,72,190,C,2006,138,88,46,42,50,92,143,0,11,4,8,12,42,0,7,76,yes
15066,"Paul Baier",19,USA,USA,75,212,D,2004,95,89,23,6,4,10,22,0,0,0,0,0,0,0,0,0,no
18599,"Daultan Leveille",18,Canada,CAN,72,185,C,2008,29,89,45,29,27,56,38,0,16,14,16,30,14,0,0,0,no
8474009,"Nick Bonino",19,USA,USA,73,196,C,2007,173,89,26,24,42,66,14,0,0,0,0,0,0,0,189,2684,yes
12537,"Ben Winnett",18,Canada,CAN,71,172,L,2007,104,90,39,27,30,57,58,0,0,0,0,0,0,0,0,0,no
12635,"Joe Barnes",19,Canada,CAN,75,212,C,2005,64,90,72,30,32,62,73,11,4,0,1,1,0,-2,0,0,no
8473600,"Benn Ferriero",19,USA,USA,71,195,R,2006,196,90,42,16,9,25,36,0,0,0,0,0,0,0,96,1158,yes
13480,"Mitch Carefoot",19,Canada,CAN,73,209,C,2004,237,92,31,6,1,7,14,0,0,0,0,0,0,0,0,0,no
14400,"John Lee",18,USA,USA,74,190,D,2007,131,92,53,8,40,48,118,0,9,0,3,3,4,3,0,0,no
19074,"Samuel Morneau",18,Canada,CAN,70,190,C,2008,195,92,68,23,19,42,54,16,5,0,1,1,8,0,0,0,no
8471778,"Jordan Lavallee-Smotherman",19,USA,USA,75,225,L,2005,116,92,64,40,26,66,108,28,13,5,2,7,26,0,4,36,yes
8397,"Niko Snellman",18,Finland,EURO,74,212,L,2006,105,93,32,7,12,19,126,-5,9,2,5,7,68,0,0,0,no
9221,"Tom Fritsche",19,USA,USA,71,185,L,2005,47,93,42,11,34,45,38,0,0,0,0,0,0,0,0,0,no
9481,"David Schulz",18,Canada,CAN,75,198,D,2004,254,93,76,3,14,17,83,14,5,0,0,0,2,-4,0,0,no
8473433,"Kevin Quick",18,USA,USA,72,181,D,2006,78,93,28,3,20,23,6,0,0,0,0,0,0,0,6,80,yes
8474025,"Eric Tangradi",18,USA,USA,76,221,L,2007,42,93,65,5,15,20,32,12,15,8,9,17,14,8,136,1284,yes
11492,"Jason Pitton",18,Canada,CAN,74,194,L,2004,244,94,67,9,11,20,37,-11,0,0,0,0,0,0,0,0,no
12527,"Brett Sonne",18,Canada,CAN,72,201,C,2007,85,94,71,21,9,30,65,3,18,5,1,6,22,-2,0,0,no
19054,"Ian Schultz",18,Canada,CAN,74,216,R,2008,87,94,67,15,15,30,128,10,16,2,7,9,19,5,0,0,no
8471752,"Marc-Andre Gragnani",18,CAN,CAN,75,205,D,2005,87,94,74,10,32,42,48,-16,0,0,0,0,0,0,73,1149,yes
9343,"Hugo Carpentier",18,Canada,CAN,74,201,C,2006,118,95,77,31,39,70,68,16,5,1,2,3,4,-3,0,0,no
14877,"Billy Ryan",19,USA,USA,73,174,C,2004,80,95,37,35,55,90,40,0,0,0,0,0,0,0,0,0,no
15058,"Joe Stejskal",19,USA,USA,75,207,D,2007,133,95,0,14,20,34,0,0,0,0,0,0,0,0,0,0,no
19045,"Mathieu Brodeur",18,Canada,CAN,78,216,D,2008,76,95,69,1,6,7,27,-1,11,0,0,0,6,-2,0,0,no
8471729,"Kris Russell",18,CAN,CAN,70,170,D,2005,67,95,72,26,35,61,37,29,10,2,1,3,4,0,331,5569,yes
8471811,"Cal O'Reilly",19,CAN,CAN,72,193,C,2005,150,96,68,24,50,74,16,9,11,4,5,9,4,-1,113,1624,yes
8473616,"Jonathan Rheault",20,USA,USA,70,202,R,2006,145,96,35,16,14,30,29,0,0,0,0,0,0,0,5,53,yes
8474098,"Colton Sceviour",18,CAN,CAN,72,195,C,2007,112,96,49,12,26,38,38,-17,0,0,0,0,0,0,28,397,yes
12535,"Travis Erstad",19,USA,USA,75,181,R,2007,100,97,28,22,0,0,4,-7,3,1,0,1,0,-3,0,0,no
19075,"Harry Young",19,Canada,CAN,76,216,D,2008,202,97,68,2,12,14,155,13,5,0,1,1,8,-4,0,0,no
8471338,"Torrey Mitchell",19,CAN,CAN,71,190,C,2004,126,97,25,25,37,62,42,0,0,0,0,0,0,0,204,2692,yes
9411,"Kyle Klubertanz",19,USA,USA,72,181,D,2004,74,98,57,6,21,27,124,10,0,0,0,0,0,0,0,0,no
11662,"Jordan Knackstedt",19,Canada,CAN,75,201,R,2007,189,98,72,23,33,56,98,19,0,0,0,0,0,0,0,0,no
12428,"Josh Beaulieu",18,Canada,CAN,73,181,L,2005,152,98,65,9,13,22,159,32,13,2,3,5,13,4,0,0,no
12176,"Blake Kessel",18,USA,USA,74,209,D,2007,166,99,59,11,27,38,38,12,9,1,5,6,8,0,0,0,no
19376,"Martin Nolet",20,Canada,CAN,75,205,D,2006,144,100,19,5,7,12,26,20,0,0,0,0,0,0,0,0,no
8471476,"Daniel Winnik",19,CAN,CAN,74,206,L,2004,265,100,38,4,10,14,12,0,0,0,0,0,0,0,282,4049,yes
8474008,"Paul Carey",19,USA,USA,73,198,C,2007,135,100,24,16,11,27,16,0,0,0,0,0,0,0,12,77,yes
11234,"Trevor Koverko",18,Canada,CAN,72,205,D,2005,147,101,66,1,12,13,83,17,8,0,2,2,2,1,0,0,no
8474030,"Aaron Palushaj",18,USA,USA,72,187,R,2007,44,101,56,22,45,67,62,5,8,6,5,11,6,1,68,615,yes
19060,"Justin Daniels",19,USA,USA,73,176,C,2008,62,102,25,17,37,54,10,0,0,0,0,0,0,0,0,0,no
8471324,"Liam Reddox",18,CAN,CAN,71,178,L,2004,112,102,75,37,34,71,30,-7,0,0,0,0,0,0,100,1259,yes
8474056,"P.K. Subban",18,CAN,CAN,72,210,D,2007,43,102,68,15,41,56,89,13,15,5,8,13,26,11,284,6716,yes
15049,"Max Campbell",19,Canada,CAN,72,187,C,2007,138,103,46,46,49,95,84,0,18,11,9,20,4,0,0,0,no
8471426,"Troy Brouwer",19,CAN,CAN,75,215,R,2004,214,103,72,23,26,49,111,15,10,3,0,3,12,0,238,3633,yes
8471719,"Matt Kassian",19,CAN,CAN,76,240,L,2005,57,103,69,3,3,6,172,-11,6,1,2,3,14,0,28,155,yes
8474660,"David Warsofsky",18,USA,USA,69,170,D,2008,95,103,63,9,38,47,42,10,0,0,0,0,0,0,10,168,yes
4223,"Miikka Tuomainen",18,Finland,EURO,75,225,L,2004,204,104,47,12,9,21,10,-2,0,0,0,0,0,0,0,0,no
14182,"Jim Mckenzie",20,USA,USA,73,209,R,2004,141,104,59,26,38,64,168,13,0,0,0,0,0,0,0,0,no
8471816,"Mark Fayne",18,USA,USA,75,212,D,2005,155,104,24,1,17,18,16,0,0,0,0,0,0,0,139,2672,yes
8474100,"Dwight King",18,CAN,CAN,76,229,L,2007,109,104,100,17,36,53,141,10,0,0,0,0,0,0,157,2222,yes
11467,"C.J. Severyn",18,USA,USA,73,185,L,2007,186,105,55,8,11,19,54,3,0,0,0,0,0,0,0,0,no
8471371,"Mike Brown",19,USA,USA,71,205,R,2004,159,106,42,8,5,13,51,0,0,0,0,0,0,0,192,1640,yes
8471810,"Derek Joslin",18,CAN,CAN,73,210,D,2005,149,106,68,6,24,30,44,26,21,0,3,3,24,-3,114,1454,yes
8474683,"Derek Grant",18,CAN,CAN,75,212,C,2008,119,106,57,24,39,63,44,0,12,5,5,10,15,0,25,234,yes
17817,"Ned Lukacevic",18,Canada,CAN,72,203,C,2004,110,107,72,19,14,33,65,-7,4,1,1,2,2,-2,0,0,no
8471408,"Petri Kontiola",20,FIN,EURO,72,204,C,2004,196,107,64,9,23,32,43,0,13,5,5,10,10,0,12,175,yes
8473994,"Jamie Benn",18,CAN,CAN,74,210,L,2007,129,107,53,42,23,65,78,0,11,5,4,9,12,0,344,6097,yes
19058,"Matt Tassone",19,Canada,CAN,74,209,C,2008,176,108,60,19,17,36,111,16,12,3,5,8,12,5,0,0,no
8471862,"Colin Greening",19,CAN,CAN,74,210,C,2005,204,108,35,24,22,46,24,0,0,0,0,0,0,0,106,1640,yes
8474048,"Keith Aulie",18,CAN,CAN,78,222,D,2007,116,108,66,1,8,9,82,3,11,0,2,2,14,0,136,1973,yes
14518,"Matt Christie",19,Canada,CAN,70,185,C,2004,236,109,41,21,14,35,22,4,0,0,0,0,0,0,0,0,no
15843,"Chris Auger",19,Canada,CAN,70,170,C,2006,169,109,47,41,51,92,46,0,12,8,14,22,2,0,0,0,no
18600,"Nick Larson",18,USA,USA,72,190,C,2007,185,109,10,34,32,66,6,3,0,0,0,0,0,0,0,0,no
13837,"Mickey Renaud",19,Canada,CAN,74,216,C,2007,143,110,68,22,32,54,76,-27,0,0,0,0,0,0,0,0,no
15065,"Doug Rogers",18,USA,USA,73,196,D,2006,119,110,2,0,1,1,2,0,0,0,0,0,0,0,0,0,no
12251,"Andrei Plekhanov",18,Russia,EURO,74,201,D,2004,96,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8470886,"Clayton Stoner",19,CAN,CAN,76,216,D,2004,79,111,71,7,24,31,109,21,11,1,1,2,8,0,65,1066,yes
11351,"Gino Pisellini",18,USA,USA,72,209,R,2004,149,112,68,15,15,30,214,4,9,0,3,3,23,-1,0,0,no
8473542,"Tom Sestito",19,USA,USA,77,228,L,2006,85,112,57,10,10,20,176,0,13,5,2,7,29,0,57,397,yes
3679,"Alexander Hellstrom",19,Sweden,EURO,75,214,D,2006,184,113,54,2,4,6,81,3,6,0,3,3,4,0,0,0,no
9335,"Stefan Chaput",18,Canada,CAN,72,192,C,2006,153,113,76,19,30,49,46,12,6,0,1,1,4,-2,0,0,no
19066,"Drew Daniels",19,USA,USA,74,192,D,2008,194,113,25,12,36,47,14,0,0,0,0,0,0,0,0,0,no
8471396,"Derek Peltier",19,USA,USA,71,190,D,2004,184,113,55,7,26,33,34,0,4,0,0,0,4,-4,14,173,yes
11671,"Kris Hogg",18,Canada,CAN,71,179,L,2004,121,114,72,24,14,38,79,23,5,0,1,1,6,0,0,0,no
15705,"Josh Brittain",18,Canada,CAN,77,227,L,2008,71,114,75,28,24,52,110,-13,0,0,0,0,0,0,0,0,no
8471829,"Justin Mercier",18,USA,USA,71,190,C,2005,168,114,48,5,11,16,93,0,0,0,0,0,0,0,9,65,yes
8474130,"Corey Tropp",18,USA,USA,72,185,R,2007,89,114,54,26,36,62,76,-3,8,4,9,13,0,3,87,816,yes
12283,"Cody Wild",19,USA,USA,73,183,D,2006,140,115,36,6,15,21,24,4,0,0,0,0,0,0,0,0,no
8474192,"Matt Frattin",19,CAN,CAN,72,205,R,2007,99,115,58,49,34,83,75,0,15,5,6,11,10,0,126,1610,yes
14382,"Ben Blood",18,USA,USA,76,227,D,2007,120,116,63,11,25,36,144,0,0,0,0,0,0,0,0,0,no
17501,"Robbie Czarnik",18,USA,USA,72,190,C,2008,63,116,64,22,25,47,52,12,0,0,0,0,0,0,0,0,no
12384,"Shea Guthrie",18,Canada,CAN,72,198,R,2005,76,117,20,26,24,50,0,0,0,0,0,0,0,0,0,0,no
13812,"Brett Leffler",18,Canada,CAN,72,198,R,2007,125,117,69,13,13,26,114,5,10,2,0,2,14,-5,0,0,no
15519,"Max Nicastro",18,USA,USA,74,190,D,2008,91,117,58,6,14,20,78,7,7,1,2,3,12,2,0,0,no
41104,"John Carter",18,USA,USA,76,192,C,2004,291,117,29,16,30,46,52,0,0,0,0,0,0,0,0,0,no
8473444,"Jon Matsumoto",20,CAN,CAN,72,185,C,2006,79,117,36,20,28,48,43,0,0,0,0,0,0,0,14,97,yes
14431,"Nathan Moon",18,Canada,CAN,71,194,R,2008,120,118,68,35,42,77,79,-25,0,0,0,0,0,0,0,0,no
18030,"Nick Fugere",19,Canada,CAN,74,229,L,2004,107,118,54,10,13,23,121,5,15,3,4,7,11,4,0,0,no
11600,"T.J. Fast",18,Canada,CAN,72,185,D,2005,60,119,58,8,28,36,40,0,0,0,0,0,0,0,0,0,no
15063,"Dave Macdonald",19,Canada,CAN,75,214,D,2004,225,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8474605,"Patrick Wiercioch",18,CAN,CAN,77,202,D,2008,42,119,40,3,18,21,24,12,14,2,9,11,22,1,159,2648,yes
11418,"Darin Olver",19,Germany,EURO,71,183,C,2004,36,120,41,13,21,34,26,-3,0,0,0,0,0,0,0,0,no
12529,"Louie Caporusso",18,Canada,CAN,69,185,C,2007,90,121,37,23,27,50,45,0,20,14,19,33,14,0,0,0,no
11465,"Vinny Saponari",18,USA,USA,72,196,R,2008,94,122,65,13,29,42,82,14,0,0,0,0,0,0,0,0,no
8474012,"John Albert",18,USA,USA,71,190,C,2007,175,122,63,13,27,40,16,0,0,0,0,0,0,0,9,46,yes
8471664,"Mason Raymond",20,CAN,CAN,73,179,L,2005,51,123,55,41,41,82,80,0,15,8,12,20,0,0,328,4981,yes
10459,"Sean Zimmerman",18,USA,USA,74,201,D,2005,170,124,71,2,14,16,36,4,0,0,0,0,0,0,0,0,no
11639,"Jared Walker",18,Canada,CAN,75,192,L,2004,223,124,67,11,8,19,34,-5,19,1,2,3,18,-6,0,0,no
12516,"Drew Schiestel",18,Canada,CAN,73,198,D,2007,59,124,66,6,15,21,40,13,5,0,6,6,2,3,0,0,no
19177,"Jean-Sebastien Berube",18,Canada,CAN,76,209,L,2008,205,124,64,12,12,24,118,18,17,1,3,4,16,0,0,0,no
8473432,"Derek Dorsett",20,CAN,CAN,72,192,R,2006,189,125,68,25,23,48,279,14,13,8,4,12,53,0,280,3535,yes
4130,"Pasi Salonen",19,Finland,EURO,71,194,L,2004,138,126,36,12,10,22,60,5,9,4,4,8,8,8,0,0,no
12389,"Andrew Kozek",19,Canada,CAN,71,194,L,2005,53,126,60,48,49,97,81,0,26,19,10,29,49,0,0,0,no
14876,"Matt Duffy",19,USA,USA,74,187,D,2005,104,127,54,19,26,45,147,0,0,0,0,0,0,0,0,0,no
15531,"Steve Quailer",19,USA,USA,76,209,R,2008,86,127,60,19,30,49,55,16,4,1,2,3,4,2,0,0,no
8471386,"Scott Parse",20,USA,USA,71,189,L,2004,174,127,39,16,19,35,52,0,0,0,0,0,0,0,64,689,yes
13482,"Kevin Schaeffer",20,USA,USA,73,201,D,2004,193,129,38,5,12,17,20,7,0,0,0,0,0,0,0,0,no
14862,"Zach Bearson",18,USA,USA,74,185,R,2005,224,129,51,18,18,36,56,4,5,0,1,1,2,-2,0,0,no
17843,"Randy Cameron",18,Canada,CAN,71,194,C,2007,148,129,70,17,22,39,44,-21,7,1,1,2,0,0,0,0,no
9344,"Logan Pyett",18,Canada,CAN,70,198,D,2006,212,130,78,11,38,49,99,-16,6,1,6,7,12,2,0,0,no
12562,"Taylor Matson",19,USA,USA,71,187,C,2007,176,130,23,1,2,39,6,-3,6,0,1,1,10,-3,0,0,no
15041,"Brian Gifford",19,USA,USA,74,187,C,2004,85,130,26,19,37,56,26,0,0,0,0,0,0,0,0,0,no
11327,"Nick Tuzzolino",19,USA,USA,78,225,D,2005,196,131,67,2,20,22,128,-30,0,0,0,0,0,0,0,0,no
9273,"Constantin Braun",18,Germany,EURO,75,196,D,2006,164,132,33,15,13,28,36,-3,1,1,0,1,6,0,0,0,no
12026,"Justin Keller",18,Canada,CAN,71,192,L,2004,245,132,72,25,21,46,44,16,17,4,5,9,18,5,0,0,no
15054,"Tyrell Mason",19,Canada,CAN,74,181,D,2005,180,132,51,6,36,42,78,0,0,0,0,0,0,0,0,0,no
15309,"Brian Day",18,USA,USA,72,194,R,2006,171,132,28,9,13,22,34,0,0,0,0,0,0,0,0,0,no
18120,"Scott Winkler",18,Norway,EURO,75,212,R,2008,89,132,75,42,57,99,40,6,0,0,0,0,0,0,0,0,no
8471411,"Chad Kolarik",18,USA,USA,71,178,C,2004,199,135,51,19,23,42,18,0,0,0,0,0,0,0,6,49,yes
4575,"Viktor Gibbs Sjodin",18,Sweden,EURO,72,225,R,2006,206,136,52,16,9,25,95,-1,0,0,0,0,0,0,0,0,no
9349,"Levi Nelson",18,Canada,CAN,71,185,C,2006,158,136,70,21,17,38,73,-16,4,0,0,0,4,-2,0,0,no
14874,"Craig Switzer",20,Canada,CAN,73,201,D,2004,275,136,57,14,40,54,117,0,14,0,12,12,16,0,0,0,no
8471746,"Phil Oreskovic",18,CAN,CAN,76,217,D,2005,82,136,61,1,6,7,147,12,6,0,0,0,4,-4,10,162,yes
9497,"Jean-Michel Rizk",18,Canada,CAN,73,194,R,2004,195,137,75,12,19,31,89,-20,0,0,0,0,0,0,0,0,no
8471821,"Matt Watkins",19,CAN,CAN,70,181,R,2005,160,137,60,36,38,74,53,0,0,0,0,0,0,0,1,7,yes
8474138,"Dustin Jeffrey",19,CAN,CAN,73,205,L,2007,171,137,68,34,58,92,40,7,13,6,12,18,11,1,124,1400,yes
10496,"Pavel Valentenko",19,Russia,EURO,74,234,D,2006,139,138,60,11,20,31,197,0,0,0,0,0,0,0,0,0,no
8471450,"Brandon Yip",19,CAN,CAN,73,198,R,2004,239,138,56,31,38,69,87,0,4,1,2,3,14,0,103,1444,yes
8471733,"Rich Clune",18,CAN,CAN,70,207,L,2005,71,138,74,23,15,38,115,1,0,0,0,0,0,0,14,102,yes
51401,"Justin Vienneau",18,Canada,CAN,76,216,D,2004,198,139,53,0,7,7,129,4,11,0,1,1,19,7,0,0,no
11413,"Nick Sucharski",19,Canada,CAN,73,176,L,2006,136,140,36,2,5,7,18,-2,0,0,0,0,0,0,0,0,no
11594,"J.D. Watt",18,Canada,CAN,74,214,R,2005,111,141,66,6,7,13,213,-16,6,0,1,1,12,-4,0,0,no
12512,"Josh Godfrey",19,Canada,CAN,74,205,D,2007,34,141,68,24,33,57,80,-2,13,9,5,14,18,-3,0,0,no
19063,"Mark Goggin",18,USA,USA,71,185,C,2008,197,142,26,16,22,38,12,-3,0,0,0,0,0,0,0,0,no
8471274,"Alex Goligoski",19,USA,USA,71,185,D,2004,61,143,36,25,33,58,22,-5,0,0,0,0,0,0,200,4189,yes
2034,"Anton Axelsson",18,Sweden,EURO,72,207,L,2004,192,144,35,7,11,18,32,0,10,2,3,5,2,0,0,0,no
12468,"Tony Romano",18,USA,USA,70,185,R,2006,178,144,40,50,52,102,38,0,0,0,0,0,0,0,0,0,no
14857,"Tim Crowder",19,Canada,CAN,74,194,R,2005,126,144,56,23,27,50,30,0,24,4,16,20,30,0,0,0,no
8474716,"Jared Spurgeon",19,CAN,CAN,69,164,D,2008,156,144,69,12,31,43,19,36,25,0,6,6,16,7,295,6159,yes
12522,"Jason Gregoire",18,Canada,CAN,71,190,L,2007,76,145,32,16,20,36,10,28,4,4,0,4,2,-4,0,0,no
14389,"Danny Hobbs",18,Canada,CAN,71,192,C,2007,198,147,60,10,11,21,36,-28,4,0,2,2,2,-2,0,0,no
11444,"Tyler Ruegsegger",18,USA,USA,71,192,C,2006,166,148,60,38,51,89,70,0,0,0,0,0,0,0,0,0,no
12556,"Simon Lacroix",18,Canada,CAN,73,172,D,2007,196,148,60,11,27,38,66,-11,4,0,2,2,6,0,0,0,no
14390,"Andrew Conboy",19,USA,USA,75,190,L,2007,142,149,56,25,25,50,105,17,0,0,0,0,0,0,0,0,no
8474679,"Gustav Nyquist",19,SWE,EURO,71,184,R,2008,121,149,24,11,20,31,20,0,7,5,5,10,6,0,179,2803,yes
11326,"Trevor Kell",18,Canada,CAN,72,183,R,2004,131,150,62,9,14,23,48,15,15,7,8,15,14,15,0,0,no
18006,"Pat Brosnihan",19,USA,USA,76,220,R,2005,212,150,38,27,20,47,44,0,0,0,0,0,0,0,0,0,no
8471436,"Matt Hunwick",19,USA,USA,71,200,D,2004,224,151,47,1,14,15,62,0,0,0,0,0,0,0,215,3753,yes
9427,"Matt Auffrey",18,USA,USA,74,203,R,2004,172,152,16,3,5,8,16,1,0,0,0,0,0,0,0,0,no
11674,"Kyle Bailey",19,Canada,CAN,74,192,C,2005,110,152,67,11,22,33,116,1,7,0,2,2,11,0,0,0,no
12274,"T.J. Miller",20,USA,USA,76,209,D,2006,107,152,60,16,32,48,73,0,0,0,0,0,0,0,0,0,no
11309,"Bobby Bolt",18,Canada,CAN,76,218,L,2005,127,153,67,11,14,25,92,-2,0,0,0,0,0,0,0,0,no
13667,"Michael Neal",18,Canada,CAN,74,187,L,2007,149,153,52,4,4,8,25,-6,15,0,1,1,6,-1,0,0,no
15034,"Michael Ward",18,Canada,CAN,74,181,D,2007,197,156,58,0,7,7,39,7,11,0,1,1,16,1,0,0,no
18004,"Myles Rumsey",19,Canada,CAN,74,203,D,2005,221,156,57,2,4,6,102,-14,0,0,0,0,0,0,0,0,no
8471390,"Mike Santorelli",19,CAN,CAN,72,189,C,2004,178,157,60,43,53,96,26,0,5,0,2,2,0,0,114,1728,yes
8471846,"Kris Fredheim",18,CAN,CAN,74,170,D,2005,185,157,50,2,15,17,28,0,0,0,0,0,0,0,3,36,yes
8471768,"Tom Pyatt",18,CAN,CAN,71,185,L,2005,107,159,63,20,33,53,16,-5,0,0,0,0,0,0,175,2186,yes
