@relation 'AHL_NHL_BN_norm-weka.filters.unsupervised.attribute.Remove-R2-10,12,17-20'

@attribute AHL_GP numeric
@attribute AHL_passes numeric
@attribute AHL_ze_controlled_entry numeric
@attribute AHL_ze_uncontrolled_entry numeric
@attribute AHL_ze_controlled_exit numeric
@attribute AHL_ze_uncontrolled_exit numeric
@attribute NHL_GP numeric
@attribute NHL_G numeric
@attribute NHL_A numeric
@attribute NHL_P numeric
@attribute NHL_PlusMinus numeric
@attribute NHL_PIM numeric
@attribute NHL_PointPerGame numeric
@attribute NHL_PPG numeric
@attribute NHL_PPP numeric
@attribute NHL_SHG numeric
@attribute NHL_SHP numeric
@attribute NHL_GWG numeric
@attribute NHL_OTG numeric
@attribute NHL_S numeric
@attribute NHL_ShootingPercentage numeric
@attribute NHL_TOIPerGame_sec numeric
@attribute NHL_ShiftsPerGame numeric
@attribute NHL_FaceoffWinPercentage numeric

@data
0.84375,0.520367,0.183486,0.740458,0.473988,0.817391,0.135802,0.028571,0.075,0.060606,0.596154,0.056034,0.33,0,0,0,0,0,0,0.034335,0.125,0.49444,0.450512,0
0.28125,0.208758,0.238532,0.061069,0.156069,0.06087,0.024691,0.028571,0,0.015152,0.596154,0,0.33,0,0,0,0,0,0,0.004292,1,0.195894,0.191126,0.429
0.6875,0.252546,0.311927,0.450382,0.213873,0.478261,0.012346,0,0,0,0.576923,0,0,0,0,0,0,0,0,0,0,0.605646,0.522184,0
0.40625,0.306517,0.412844,0.229008,0.196532,0.086957,0.234568,0,0.075,0.045455,0.634615,0.017241,0.15,0,0,0,0,0,0,0.094421,0,0.482464,0.501706,0.51
0.40625,0.306517,0.412844,0.229008,0.196532,0.086957,0.320988,0.085714,0.1,0.106061,0.615385,0.017241,0.26,0,0,0,0,0.111111,0,0.103004,0.125,0.414885,0.395904,0.48
0.40625,0.306517,0.412844,0.229008,0.196532,0.086957,0.234568,0,0.075,0.045455,0.634615,0.017241,0.15,0,0,0,0,0,0,0.094421,0,0.482464,0.501706,0.51
0.40625,0.306517,0.412844,0.229008,0.196532,0.086957,0.320988,0.085714,0.1,0.106061,0.615385,0.017241,0.26,0,0,0,0,0.111111,0,0.103004,0.125,0.414885,0.395904,0.48
0.71875,0.485743,0.59633,0.572519,0.526012,0.26087,0.061728,0.028571,0,0.015152,0.596154,0.008621,0.17,0,0,0,0,0,0,0.038627,0.111,0.315654,0.249147,0
0.5,0.417515,0.073394,0.290076,0.398844,0.286957,0.074074,0,0.1,0.060606,0.596154,0.034483,0.57,0,0.076923,0,0,0,0,0.021459,0,0.612489,0.627986,0
0.71875,0.485743,0.59633,0.572519,0.526012,0.26087,0.074074,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.042918,0,0.261762,0.21843,0
0.5,0.417515,0.073394,0.290076,0.398844,0.286957,0.123457,0,0,0,0.519231,0.017241,0,0,0,0,0,0,0,0.042918,0,0.498717,0.511945,0
0.71875,0.485743,0.59633,0.572519,0.526012,0.26087,0.074074,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.042918,0,0.261762,0.21843,0
0.5,0.417515,0.073394,0.290076,0.398844,0.286957,0.123457,0,0,0,0.519231,0.017241,0,0,0,0,0,0,0,0.042918,0,0.498717,0.511945,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0.074074,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.034335,0,0.579983,0.474403,0
0.78125,0.576375,0.183486,0.824427,0.612717,0.730435,0.111111,0,0.075,0.045455,0.519231,0,0.3,0,0,0,0,0,0,0.012876,0,0.478186,0.443686,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0.246914,0,0.025,0.015152,0.519231,0.008621,0.05,0,0.038462,0,0,0,0,0.150215,0,0.769033,0.627986,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0.037037,0,0.025,0.015152,0.634615,0,0.25,0,0,0,0,0,0,0.017167,0,0.491018,0.40273,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0,0,0,0,0.576923,0.008621,0,0,0,0,0,0,0,0.004292,0,0.647562,0.624573,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0.061728,0,0,0,0.519231,0.017241,0,0,0,0,0,0,0,0.04721,0,0.575706,0.546075,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0.407407,0.057143,0.2,0.151515,0.75,0.034483,0.29,0,0.115385,0,0,0,0,0.193133,0.044,0.74166,0.648464,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0.061728,0,0,0,0.519231,0.017241,0,0,0,0,0,0,0,0.04721,0,0.575706,0.546075,0
0.5,0.5,0.174312,0.435115,0.606936,0.504348,0.407407,0.057143,0.2,0.151515,0.75,0.034483,0.29,0,0.115385,0,0,0,0,0.193133,0.044,0.74166,0.648464,0
0.90625,0.586558,0.633028,0.236641,0.364162,0.147826,0.098765,0,0,0,0.519231,0.008621,0,0,0,0,0,0,0,0.008584,0,0.254919,0.204778,0.545
0.90625,0.586558,0.633028,0.236641,0.364162,0.147826,0.037037,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.012876,0,0.3071,0.232082,0.48
0.90625,0.586558,0.633028,0.236641,0.364162,0.147826,0.037037,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.012876,0,0.3071,0.232082,0.48
0.4375,0.289206,0.385321,0.167939,0.265896,0.182609,0.024691,0,0.05,0.030303,0.615385,0,0.67,0,0,0,0,0,0,0.012876,0,0.400342,0.361775,0
0.4375,0.289206,0.385321,0.167939,0.265896,0.182609,0.024691,0,0.05,0.030303,0.596154,0.008621,0.67,0,0,0,0,0,0,0.012876,0,0.463644,0.385666,0
0.4375,0.289206,0.385321,0.167939,0.265896,0.182609,0.024691,0,0.05,0.030303,0.596154,0.008621,0.67,0,0,0,0,0,0,0.012876,0,0.463644,0.385666,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.123457,0.028571,0.05,0.045455,0.519231,0.017241,0.27,0,0,0,0,0,0,0.077253,0.056,0.428571,0.392491,1
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0,0,0.071856,0.078498,0
1,1,0.587156,0.603053,0.601156,0.321739,0.037037,0,0,0,0.576923,0.008621,0,0,0,0,0,0,0,0.017167,0,0.29769,0.242321,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.259259,0.085714,0.05,0.075758,0.576923,0.025862,0.23,0,0,0,0,0,0,0.11588,0.111,0.467066,0.351536,1
1,1,0.587156,0.603053,0.601156,0.321739,0.08642,0.028571,0,0.015152,0.576923,0,0.13,0,0,0,0,0,0,0.04721,0.091,0.353293,0.249147,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.45679,0.085714,0.25,0.19697,0.480769,0.043103,0.34,0,0.038462,0,0,0.111111,0,0.145923,0.088,0.412318,0.320819,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.061728,0.028571,0.025,0.030303,0.557692,0,0.33,0,0,0,0,0,0,0.030043,0.143,0.391788,0.375427,0.333
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0,0,0.419162,0.249147,0
1,1,0.587156,0.603053,0.601156,0.321739,0.246914,0,0.075,0.045455,0.461538,0.043103,0.14,0,0.076923,0,0,0,0,0.090129,0,0.343028,0.249147,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.08642,0.057143,0.025,0.045455,0.557692,0,0.38,0,0,0,0,0.111111,0,0.04721,0.182,0.343884,0.25256,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.074074,0.028571,0,0.015152,0.596154,0,0.14,0,0,0,0,0,0,0.038627,0.111,0.486741,0.419795,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.728395,0.2,0.225,0.242424,0.673077,0.043103,0.27,0,0,0,0,0.333333,0,0.390558,0.077,0.458512,0.351536,0.25
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.54321,0.085714,0.1,0.106061,0.5,0.068966,0.16,0,0,0,0,0.111111,0,0.236052,0.055,0.384944,0.375427,0.545
0.8125,0.421589,0.165138,0.435115,0.34104,0.469565,0.012346,0,0,0,0.519231,0.017241,0,0,0,0,0,0,0,0,0,0.56373,0.488055,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.08642,0.028571,0.05,0.045455,0.615385,0,0.38,0,0,0,0,0,0,0.042918,0.1,0.393499,0.34471,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.567901,0.114286,0.075,0.106061,0.557692,0.047414,0.15,0,0,0,0,0.111111,0,0.261803,0.066,0.384944,0.382253,0.421
0.8125,0.421589,0.165138,0.435115,0.34104,0.469565,0.246914,0,0.075,0.045455,0.5,0.047414,0.14,0,0,0,0,0,0,0.042918,0,0.491018,0.440273,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.061728,0.028571,0,0.015152,0.576923,0,0.17,0,0,0,0,0,0,0.030043,0.143,0.32592,0.317406,0.435
1,1,0.587156,0.603053,0.601156,0.321739,0.209877,0.028571,0.075,0.060606,0.461538,0.025862,0.22,0,0.115385,0,0,0.111111,0,0.103004,0.042,0.471343,0.395904,0
0.65625,0.249491,0.458716,0.610687,0.369942,0.408696,0.049383,0,0,0,0.576923,0.008621,0,0,0,0,0,0,0,0.025751,0,0.243798,0.153584,0
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.135802,0.028571,0.025,0.030303,0.634615,0.008621,0.17,0,0,0,0,0,0,0.064378,0.067,0.435415,0.375427,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.345679,0.057143,0.15,0.121212,0.673077,0,0.28,0,0,0,0,0.222222,0,0.197425,0.043,0.449102,0.477816,0.431
0.8125,0.421589,0.165138,0.435115,0.34104,0.469565,0.061728,0,0,0,0.519231,0.038793,0,0,0,0,0,0,0,0.021459,0,0.501283,0.477816,0
0.46875,0.372709,0.293578,0.244275,0.208092,0.13913,0.024691,0.028571,0,0.015152,0.576923,0,0.33,0,0,0,0,0.111111,0,0.004292,1,0.344739,0.283276,1
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.061728,0.028571,0.05,0.045455,0.615385,0,0.5,0,0,0,0,0,0,0.064378,0.067,0.479042,0.494881,0.333
0.28125,0.164969,0.009174,0.21374,0.144509,0.165217,0.098765,0,0.05,0.030303,0.596154,0.021552,0.22,0,0,0,0,0,0,0.017167,0,0.333618,0.365188,0
0.65625,0.249491,0.458716,0.610687,0.369942,0.408696,0.135802,0.028571,0.025,0.030303,0.576923,0.073276,0.17,0,0,0,0,0,0,0.034335,0.125,0.29769,0.266212,0.375
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.222222,0.114286,0.025,0.075758,0.519231,0.008621,0.26,0,0,0,0,0,0,0.072961,0.235,0.455945,0.361775,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.259259,0,0.025,0.015152,0.519231,0,0.05,0,0,0,0,0,0,0.103004,0,0.384089,0.375427,0.3
0.8125,0.421589,0.165138,0.435115,0.34104,0.469565,0.209877,0.057143,0.025,0.045455,0.576923,0.064655,0.17,0,0,0,0,0,0,0.072961,0.118,0.617622,0.604096,0
0.46875,0.372709,0.293578,0.244275,0.208092,0.13913,0.111111,0,0.05,0.030303,0.5,0,0.2,0,0.076923,0,0,0,0,0.055794,0,0.471343,0.395904,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.024691,0,0.025,0.015152,0.596154,0,0.33,0,0,0,0,0,0,0.008584,0,0.271172,0.341297,0
0.65625,0.249491,0.458716,0.610687,0.369942,0.408696,0.049383,0.028571,0,0.015152,0.596154,0.008621,0.2,0,0,0,0,0,0,0.017167,0.25,0.183062,0.167235,0.333
0.875,0.290224,0.513761,0.374046,0.248555,0.130435,0.012346,0,0,0,0.596154,0.017241,0,0,0,0,0,0,0,0.012876,0,0.304534,0.266212,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.283951,0.028571,0.025,0.030303,0.519231,0.025862,0.08,0,0,0,0,0.111111,0,0.103004,0.042,0.342173,0.34471,0.444
0.8125,0.421589,0.165138,0.435115,0.34104,0.469565,0.234568,0,0.075,0.045455,0.346154,0.034483,0.15,0,0,0,0,0,0,0.064378,0,0.582549,0.522184,0
0.46875,0.372709,0.293578,0.244275,0.208092,0.13913,0.691358,0.314286,0.225,0.30303,0.5,0.060345,0.35,0.25,0.153846,0,0,0,0,0.304721,0.155,0.504705,0.457338,0.545
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.061728,0.028571,0,0.015152,0.576923,0,0.17,0,0,0,0,0,0,0.017167,0.25,0.37639,0.430034,0
0.65625,0.249491,0.458716,0.610687,0.369942,0.408696,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.004292,0,0.246364,0.215017,0
0.6875,0.256619,0.330275,0.450382,0.294798,0.373913,0.740741,0.114286,0.075,0.106061,0.461538,0.025862,0.11,0,0,0,0,0,0,0.193133,0.089,0.34645,0.320819,0
0.8125,0.421589,0.165138,0.435115,0.34104,0.469565,0.024691,0,0,0,0.538462,0.017241,0,0,0,0,0,0,0,0.021459,0,0.641574,0.703072,0
0.46875,0.372709,0.293578,0.244275,0.208092,0.13913,0.82716,0.228571,0.075,0.166667,0.346154,0.068966,0.16,0,0,0,0,0,0,0.334764,0.103,0.430282,0.385666,0.111
0.46875,0.372709,0.293578,0.244275,0.208092,0.13913,0.160494,0.057143,0.05,0.060606,0.557692,0.017241,0.29,0,0,0,0,0,0,0.064378,0.133,0.359281,0.358362,0.5
0.46875,0.372709,0.293578,0.244275,0.208092,0.13913,0.160494,0.057143,0.05,0.060606,0.557692,0.017241,0.29,0,0,0,0,0,0,0.064378,0.133,0.359281,0.358362,0.5
0.90625,0.341141,0.504587,0.458015,0.277457,0.269565,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.008584,0,0.507271,0.419795,0
0.90625,0.341141,0.504587,0.458015,0.277457,0.269565,0.012346,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.004292,0,0.220701,0.180887,0
0.90625,0.341141,0.504587,0.458015,0.277457,0.269565,0.209877,0.028571,0,0.015152,0.538462,0.030172,0.06,0,0,0,0,0,0,0.111588,0.038,0.318221,0.290102,0
0.90625,0.341141,0.504587,0.458015,0.277457,0.269565,0.061728,0,0.05,0.030303,0.596154,0.008621,0.33,0,0,0,0,0,0,0.038627,0,0.310522,0.317406,0
0.53125,0.167006,0.302752,0.274809,0.104046,0.156522,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.008584,0,0.375535,0.351536,0.2
0.625,0.58554,0.174312,0.496183,0.647399,0.617391,0.024691,0,0,0,0.596154,0,0,0,0,0,0,0,0,0.004292,0,0.497006,0.430034,0
0.625,0.58554,0.174312,0.496183,0.647399,0.617391,0.185185,0,0.025,0.015152,0.557692,0.073276,0.06,0,0,0,0,0,0,0.064378,0,0.630453,0.542662,0
0.625,0.58554,0.174312,0.496183,0.647399,0.617391,0.185185,0,0.05,0.030303,0.5,0.025862,0.13,0,0,0,0.166667,0,0,0.064378,0,0.804962,0.774744,0
0.625,0.58554,0.174312,0.496183,0.647399,0.617391,0.135802,0,0.025,0.015152,0.615385,0.008621,0.08,0,0,0,0,0,0,0.034335,0,0.566296,0.484642,0
0.71875,0.504073,0.568807,0.450382,0.248555,0.234783,0.012346,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.021459,0,0.499572,0.351536,0
0.71875,0.504073,0.568807,0.450382,0.248555,0.234783,0.037037,0,0.025,0.015152,0.615385,0,0.25,0,0,0,0,0,0,0.025751,0,0.218135,0.225256,0
0.71875,0.504073,0.568807,0.450382,0.248555,0.234783,0.037037,0,0.025,0.015152,0.615385,0,0.25,0,0,0,0,0,0,0.025751,0,0.218135,0.225256,0
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.012346,0.028571,0,0.015152,0.596154,0,0.5,0,0,0,0,0,0,0.012876,0.333,0.195038,0.197952,0
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,0.283951,0.171429,0.175,0.19697,0.615385,0.043103,0.54,0,0,0,0,0.222222,0,0.244635,0.105,0.626176,0.508532,0.458
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,0.074074,0,0.025,0.015152,0.596154,0,0.14,0,0,0,0,0,0,0.051502,0,0.569718,0.501706,1
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,1,0.485714,0.5,0.560606,0.5,0.198276,0.45,0.333333,0.307692,0,0,0,0,0.7897,0.092,0.651839,0.569966,0.419
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.049383,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.025751,0,0.28657,0.194539,0
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,0.111111,0.085714,0.025,0.060606,0.557692,0.008621,0.4,0,0,0,0,0.111111,0.5,0.090129,0.143,0.669803,0.662116,0.615
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.061728,0.057143,0.025,0.045455,0.615385,0.008621,0.5,0,0,0,0,0,0,0.060086,0.143,0.465355,0.494881,0.222
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,0.567901,0.228571,0.275,0.287879,0.673077,0.047414,0.4,0.166667,0.153846,0,0,0.222222,0,0.343348,0.1,0.607357,0.546075,0.468
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.54321,0.2,0.25,0.257576,0.557692,0.137931,0.38,0.083333,0.038462,0,0,0,0,0.351931,0.085,0.435415,0.385666,0.5
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,0.925926,0.171429,0.275,0.257576,0.288462,0.176724,0.22,0.166667,0.115385,0,0,0.111111,0,0.463519,0.056,0.556886,0.539249,0.373
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.851852,0.228571,0.25,0.272727,0.153846,0.146552,0.26,0,0,0,0,0,0,0.412017,0.083,0.487596,0.416382,0.467
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.012346,0,0,0,0.596154,0.008621,0,0,0,0,0,0,0,0.004292,0,0.45509,0.556314,0
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,0.308642,0.028571,0,0.015152,0.480769,0.125,0.04,0,0,0,0,0,0,0.167382,0.026,0.35586,0.320819,0.667
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.209877,0.057143,0.15,0.121212,0.519231,0,0.44,0,0,0,0,0,0,0.124464,0.069,0.390932,0.392491,0.5
0.71875,0.406314,0.59633,0.343511,0.323699,0.156522,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.004292,0,0.165098,0.146758,0.4
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.024691,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.017167,0,0.306245,0.273038,1
0.75,0.257637,0.348624,0.480916,0.300578,0.269565,0.37037,0.2,0.2,0.227273,0.538462,0.056034,0.48,0.083333,0.076923,0,0,0,0,0.248927,0.121,0.57485,0.474403,0.619
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.049383,0.028571,0,0.015152,0.576923,0.030172,0.2,0,0,0,0,0,0,0.017167,0.25,0.269461,0.249147,0
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.024691,0.028571,0,0.015152,0.596154,0,0.33,0,0,0,0,0,0,0.021459,0.2,0.314799,0.259386,0
0.875,0.395112,0.559633,0.549618,0.248555,0.208696,0.024691,0.028571,0,0.015152,0.596154,0,0.33,0,0,0,0,0,0,0.021459,0.2,0.314799,0.259386,0
0.78125,0.203666,0.33945,0.381679,0.277457,0.182609,0.037037,0,0,0,0.596154,0.008621,0,0,0,0,0,0,0,0.008584,0,0.459367,0.395904,0.615
0.78125,0.203666,0.33945,0.381679,0.277457,0.182609,0.037037,0,0,0,0.596154,0.008621,0,0,0,0,0,0,0,0.008584,0,0.459367,0.395904,0.615
0.75,0.221996,0.321101,0.526718,0.277457,0.26087,0.074074,0.028571,0,0.015152,0.557692,0,0.14,0,0,0,0,0,0,0.017167,0.25,0.259196,0.296928,0.471
0.75,0.221996,0.321101,0.526718,0.277457,0.26087,0.012346,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.008584,0,0.180496,0.180887,0.818
0.75,0.221996,0.321101,0.526718,0.277457,0.26087,0.234568,0.057143,0.125,0.106061,0.634615,0.017241,0.35,0,0,0,0,0,0,0.04721,0.182,0.345595,0.290102,0.509
0.625,0.477597,0.477064,0.358779,0.358382,0.165217,0.08642,0.085714,0,0.045455,0.538462,0.133621,0.38,0.083333,0.038462,0,0,0.111111,0,0.038627,0.333,0.465355,0.467577,0.286
0.625,0.477597,0.477064,0.358779,0.358382,0.165217,0.567901,0.314286,0.45,0.439394,0.634615,0.086207,0.62,0.083333,0.153846,0,0,0.333333,0,0.287554,0.164,0.568862,0.481229,0.267
0.625,0.477597,0.477064,0.358779,0.358382,0.165217,0.962963,0.2,0.475,0.393939,0.596154,0.215517,0.33,0.083333,0.038462,0,0,0.222222,0.5,0.429185,0.07,0.515825,0.453925,0.643
0.625,0.477597,0.477064,0.358779,0.358382,0.165217,0.17284,0.028571,0.05,0.045455,0.519231,0.060345,0.2,0,0,0,0,0,0,0.098712,0.043,0.543199,0.433447,0.333
0.625,0.477597,0.477064,0.358779,0.358382,0.165217,0.123457,0.028571,0.075,0.060606,0.576923,0.017241,0.36,0.083333,0.038462,0,0,0,0,0.06867,0.063,0.444825,0.440273,0.5
0.625,0.477597,0.477064,0.358779,0.358382,0.165217,0.123457,0.028571,0.075,0.060606,0.576923,0.017241,0.36,0.083333,0.038462,0,0,0,0,0.06867,0.063,0.444825,0.440273,0.5
0.65625,0.369654,0.605505,0.320611,0.381503,0.234783,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0,0,0.454234,0.419795,0.3
0.65625,0.369654,0.605505,0.320611,0.381503,0.234783,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0,0,0.454234,0.419795,0.3
0.21875,0.102851,0.174312,0.114504,0.121387,0.034783,0.061728,0,0,0,0.576923,0.008621,0,0,0,0,0,0,0,0.038627,0,0.562874,0.573379,1
0.21875,0.102851,0.174312,0.114504,0.121387,0.034783,0.814815,0.171429,0.225,0.227273,0.596154,0.060345,0.22,0,0,0,0,0,0,0.39485,0.065,0.513259,0.464164,0.473
0.21875,0.102851,0.174312,0.114504,0.121387,0.034783,0.925926,0.171429,0.35,0.30303,0.557692,0.077586,0.26,0.083333,0.076923,0.25,0.666667,0,0,0.334764,0.077,0.562874,0.505119,0.438
0.21875,0.102851,0.174312,0.114504,0.121387,0.034783,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0,0,0.224979,0.215017,0.5
0.21875,0.102851,0.174312,0.114504,0.121387,0.034783,0.444444,0.028571,0.075,0.060606,0.423077,0.017241,0.11,0,0,0,0,0,0,0.111588,0.038,0.320787,0.307167,0.394
0.21875,0.102851,0.174312,0.114504,0.121387,0.034783,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0,0,0.224979,0.215017,0.5
0.21875,0.102851,0.174312,0.114504,0.121387,0.034783,0.444444,0.028571,0.075,0.060606,0.423077,0.017241,0.11,0,0,0,0,0,0,0.111588,0.038,0.320787,0.307167,0.394
0,0.016293,0,0,0,0,0.271605,0.171429,0.075,0.136364,0.576923,0.034483,0.39,0.083333,0.038462,0,0,0.111111,0,0.167382,0.154,0.471343,0.457338,0
0.71875,0.241344,0.449541,0.396947,0.260116,0.382609,0.123457,0,0,0,0.538462,0,0,0,0,0,0,0,0,0.030043,0,0.300257,0.242321,1
0,0.016293,0,0,0,0,0.395062,0.057143,0.175,0.136364,0.653846,0.025862,0.27,0,0,0,0,0.111111,0,0.188841,0.045,0.378101,0.368601,0.667
0,0.016293,0,0,0,0,0.395062,0.057143,0.175,0.136364,0.653846,0.025862,0.27,0,0,0,0,0.111111,0,0.188841,0.045,0.378101,0.368601,0.667
0.6875,0.363544,0.504587,0.335878,0.323699,0.208696,0.08642,0,0,0,0.519231,0.008621,0,0,0,0,0,0,0,0.030043,0,0.531223,0.389078,0
0.6875,0.363544,0.504587,0.335878,0.323699,0.208696,0.08642,0,0,0,0.519231,0.008621,0,0,0,0,0,0,0,0.030043,0,0.531223,0.389078,0
0.8125,0.275967,0.513761,0.625954,0.271676,0.347826,0.185185,0.028571,0.05,0.045455,0.596154,0,0.19,0,0,0,0,0,0,0.04721,0.091,0.251497,0.262799,0
0.59375,0.354379,0.091743,0.328244,0.236994,0.304348,0.148148,0.028571,0.1,0.075758,0.557692,0.056034,0.38,0,0,0,0,0,0,0.055794,0.077,0.597947,0.47099,0
0.8125,0.189409,0.302752,0.40458,0.16763,0.286957,0.049383,0,0.025,0.015152,0.596154,0.021552,0.2,0,0,0,0,0,0,0.012876,0,0.272027,0.296928,0
0.65625,0.599796,0.440367,0.473282,0.751445,0.53913,0.061728,0.028571,0.025,0.030303,0.596154,0,0.33,0,0,0,0,0,0,0.042918,0.1,0.681779,0.511945,0
0.65625,0.599796,0.440367,0.473282,0.751445,0.53913,0.037037,0,0.025,0.015152,0.596154,0,0.25,0,0,0,0,0,0,0.030043,0,0.763045,0.624573,0
0.65625,0.599796,0.440367,0.473282,0.751445,0.53913,0.259259,0.028571,0.025,0.030303,0.403846,0.008621,0.09,0.083333,0.076923,0,0,0,0,0.171674,0.025,0.730539,0.631399,0
0.65625,0.599796,0.440367,0.473282,0.751445,0.53913,0.074074,0,0.025,0.015152,0.519231,0.025862,0.14,0,0,0,0,0,0,0.060086,0,0.659538,0.610922,0
0.65625,0.599796,0.440367,0.473282,0.751445,0.53913,0.074074,0,0.025,0.015152,0.519231,0.025862,0.14,0,0,0,0,0,0,0.060086,0,0.659538,0.610922,0
0.09375,0.069246,0.137615,0.045802,0.063584,0.034783,0.567901,0.171429,0.1,0.151515,0.480769,0.034483,0.21,0.166667,0.076923,0,0,0.111111,0.5,0.287554,0.09,0.428571,0.361775,0.364
0.09375,0.069246,0.137615,0.045802,0.063584,0.034783,0.567901,0.171429,0.1,0.151515,0.480769,0.034483,0.21,0.166667,0.076923,0,0,0.111111,0.5,0.287554,0.09,0.428571,0.361775,0.364
0.46875,0.423625,0.247706,0.40458,0.456647,0.33913,0.407407,0.057143,0.125,0.106061,0.365385,0.017241,0.21,0.083333,0.153846,0,0,0.222222,0,0.240343,0.036,0.751925,0.604096,0
0.46875,0.423625,0.247706,0.40458,0.456647,0.33913,0.012346,0,0,0,0.596154,0.008621,0,0,0,0,0,0,0,0.021459,0,0.605646,0.675768,0
0.46875,0.423625,0.247706,0.40458,0.456647,0.33913,0.259259,0,0.175,0.106061,0.653846,0.008621,0.32,0,0,0,0,0,0,0.107296,0,0.644996,0.56314,0
0.46875,0.423625,0.247706,0.40458,0.456647,0.33913,0.123457,0,0,0,0.5,0.017241,0,0,0,0,0,0,0,0.04721,0,0.615911,0.552901,0
0.46875,0.423625,0.247706,0.40458,0.456647,0.33913,0.123457,0,0,0,0.5,0.017241,0,0,0,0,0,0,0,0.04721,0,0.615911,0.552901,0
0.75,0.470468,0.522936,0.427481,0.33526,0.252174,0.024691,0,0.025,0.015152,0.576923,0,0.33,0,0,0,0,0,0,0.008584,0,0.163388,0.156997,0
0.75,0.470468,0.522936,0.427481,0.33526,0.252174,0.012346,0,0.025,0.015152,0.557692,0,0.5,0,0,0,0,0,0,0.008584,0,0.520958,0.539249,0
0.75,0.470468,0.522936,0.427481,0.33526,0.252174,0.012346,0,0.025,0.015152,0.557692,0,0.5,0,0,0,0,0,0,0.008584,0,0.520958,0.539249,0
0.09375,0.056008,0.018349,0.083969,0.028902,0.034783,0.012346,0,0,0,0.557692,0.030172,0,0,0,0,0,0,0,0,0,0.212147,0.249147,0
