@relation 'AHL_NHL_BN_norm-weka.filters.unsupervised.attribute.Remove-R2-10,12,17-20'

@attribute AHL_GP numeric
@attribute AHL_passes numeric
@attribute AHL_ze_controlled_entry numeric
@attribute AHL_ze_uncontrolled_entry numeric
@attribute AHL_ze_controlled_exit numeric
@attribute AHL_ze_uncontrolled_exit numeric
@attribute NHL_GP numeric
@attribute NHL_G numeric
@attribute NHL_A numeric
@attribute NHL_P numeric
@attribute NHL_PlusMinus numeric
@attribute NHL_PIM numeric
@attribute NHL_PointPerGame numeric
@attribute NHL_PPG numeric
@attribute NHL_PPP numeric
@attribute NHL_SHG numeric
@attribute NHL_SHP numeric
@attribute NHL_GWG numeric
@attribute NHL_OTG numeric
@attribute NHL_S numeric
@attribute NHL_ShootingPercentage numeric
@attribute NHL_TOIPerGame_sec numeric
@attribute NHL_ShiftsPerGame numeric
@attribute NHL_FaceoffWinPercentage numeric

@data
0.0625,0.058045,0,0.061069,0.034682,0.069565,0.012346,0,0,0,0.557692,0.030172,0,0,0,0,0,0,0,0,0,0.212147,0.249147,0
0.09375,0.056008,0.018349,0.083969,0.028902,0.034783,0,0,0,0,0.576923,0.038793,0,0,0,0,0,0,0,0,0,0.264328,0.385666,0
0.0625,0.058045,0,0.061069,0.034682,0.069565,0,0,0,0,0.576923,0.038793,0,0,0,0,0,0,0,0,0,0.264328,0.385666,0
0.09375,0.056008,0.018349,0.083969,0.028902,0.034783,0,0,0,0,0.596154,0,0,0,0,0,0,0,0,0.004292,0,0.319932,0.419795,0
0.0625,0.058045,0,0.061069,0.034682,0.069565,0,0,0,0,0.596154,0,0,0,0,0,0,0,0,0.004292,0,0.319932,0.419795,0
0.09375,0.056008,0.018349,0.083969,0.028902,0.034783,0.407407,0.057143,0.05,0.060606,0.711538,0.275862,0.12,0,0,0,0,0,0,0.120172,0.071,0.576561,0.542662,0
0.0625,0.058045,0,0.061069,0.034682,0.069565,0.407407,0.057143,0.05,0.060606,0.711538,0.275862,0.12,0,0,0,0,0,0,0.120172,0.071,0.576561,0.542662,0
0.09375,0.056008,0.018349,0.083969,0.028902,0.034783,0.061728,0.028571,0,0.015152,0.538462,0.060345,0.17,0,0,0,0,0,0,0.012876,0.333,0.340462,0.273038,0
0.0625,0.058045,0,0.061069,0.034682,0.069565,0.061728,0.028571,0,0.015152,0.538462,0.060345,0.17,0,0,0,0,0,0,0.012876,0.333,0.340462,0.273038,0
0.09375,0.056008,0.018349,0.083969,0.028902,0.034783,0.061728,0.028571,0,0.015152,0.538462,0.060345,0.17,0,0,0,0,0,0,0.012876,0.333,0.340462,0.273038,0
0.0625,0.058045,0,0.061069,0.034682,0.069565,0.061728,0.028571,0,0.015152,0.538462,0.060345,0.17,0,0,0,0,0,0,0.012876,0.333,0.340462,0.273038,0
0,0,0,0.007634,0,0.008696,0.419753,0.028571,0.05,0.045455,0.557692,0.405172,0.09,0,0,0,0,0,0,0.085837,0.05,0.143713,0.129693,0
0,0,0,0.007634,0,0.008696,0.419753,0.057143,0.075,0.075758,0.557692,0.556034,0.14,0,0,0,0,0.111111,0,0.090129,0.095,0.166809,0.156997,0
0,0,0,0.007634,0,0.008696,0.703704,0.028571,0.125,0.090909,0.596154,0.767241,0.1,0,0,0,0,0,0,0.141631,0.03,0.18905,0.156997,0.333
0,0,0,0.007634,0,0.008696,0.530864,0.028571,0.05,0.045455,0.538462,0.474138,0.07,0,0,0,0,0,0,0.085837,0.05,0.101796,0.105802,0
0,0,0,0.007634,0,0.008696,0.617284,0.114286,0.125,0.136364,0.5,0.375,0.18,0,0,0,0,0,0,0.120172,0.143,0.103507,0.116041,0.5
0,0,0,0.007634,0,0.008696,0.037037,0,0,0,0.557692,0.103448,0,0,0,0,0,0,0,0.004292,0,0.111206,0.095563,0
0,0,0,0.007634,0,0.008696,0.54321,0.085714,0.1,0.106061,0.615385,0.211207,0.16,0,0,0,0,0,0,0.180258,0.071,0.173653,0.167235,0.5
0,0,0,0.007634,0,0.008696,0.901235,0.114286,0.125,0.136364,0.384615,0.547414,0.12,0,0,0,0,0,0,0.274678,0.063,0.233533,0.201365,0.25
0,0,0,0.007634,0,0.008696,0.925926,0.085714,0.25,0.19697,0.519231,0.758621,0.17,0,0,0,0,0,0,0.304721,0.042,0.238666,0.204778,0.25
0,0,0,0.007634,0,0.008696,0.753086,0.057143,0.15,0.121212,0.557692,0.487069,0.13,0.083333,0.038462,0,0,0,0,0.167382,0.051,0.202737,0.167235,0.5
0,0,0,0.007634,0,0.008696,0.839506,0.171429,0.1,0.151515,0.596154,0.375,0.14,0,0,0,0,0.111111,0,0.218884,0.118,0.311377,0.307167,0
0,0,0,0.007634,0,0.008696,0.617284,0,0,0,0.346154,0.49569,0,0,0,0,0,0,0,0.107296,0,0.189906,0.180887,0.333
0,0,0,0.007634,0,0.008696,0.17284,0,0,0,0.5,0.155172,0,0,0,0,0,0,0,0.021459,0,0.142857,0.143345,0
0,0,0,0.007634,0,0.008696,0.271605,0.057143,0.05,0.060606,0.576923,0.37931,0.17,0,0,0,0,0,0,0.090129,0.095,0.180496,0.215017,0
0,0,0,0.007634,0,0.008696,0.111111,0.057143,0,0.030303,0.557692,0.12931,0.2,0,0,0,0,0,0,0.038627,0.222,0.220701,0.242321,0
0,0,0,0.007634,0,0.008696,0.061728,0,0,0,0.519231,0.008621,0,0,0,0,0,0,0,0.012876,0,0.338751,0.341297,0
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.308642,0.171429,0.125,0.166667,0.557692,0.051724,0.42,0.083333,0.038462,0,0.166667,0.222222,0,0.206009,0.125,0.666382,0.549488,0.5
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.074074,0.028571,0,0.015152,0.576923,0,0.14,0,0,0,0,0,0,0.042918,0.1,0.450813,0.457338,0
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.987654,0.228571,0.425,0.378788,0.788462,0.12931,0.31,0,0,0.5,0.666667,0.111111,0,0.600858,0.057,0.578272,0.542662,0.407
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.111111,0.028571,0.15,0.106061,0.557692,0.008621,0.7,0.083333,0.076923,0,0.166667,0,0,0.060086,0.071,0.550043,0.56314,0.25
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.580247,0.114286,0.2,0.181818,0.634615,0.146552,0.25,0,0,0,0,0,0,0.313305,0.055,0.527802,0.467577,0.381
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.925926,0.171429,0.25,0.242424,0.576923,0.12931,0.21,0,0,0.25,0.333333,0,0,0.364807,0.07,0.449102,0.447099,0.067
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.061728,0.028571,0,0.015152,0.596154,0,0.17,0,0,0,0,0,0,0.060086,0.071,0.751069,0.726962,1
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.82716,0.257143,0.35,0.348485,0.826923,0.12931,0.34,0,0,0.25,0.333333,0.111111,0,0.454936,0.085,0.59367,0.525597,0.222
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.024691,0,0,0,0.557692,0,0,0,0,0,0,0,0,0,0,0.110351,0.102389,0
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.654321,0.171429,0.125,0.166667,0.5,0.146552,0.2,0,0,0,0,0,0,0.248927,0.103,0.401198,0.348123,0.333
0.6875,0.430754,0.183486,0.51145,0.566474,0.486957,0.012346,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.008584,0,0.42515,0.419795,0
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.148148,0,0,0,0.5,0.017241,0,0,0,0,0,0,0,0.034335,0,0.34645,0.296928,1
0.6875,0.430754,0.183486,0.51145,0.566474,0.486957,0.012346,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.008584,0,0.42515,0.419795,0
0.5625,0.406314,0.53211,0.282443,0.358382,0.226087,0.148148,0,0,0,0.5,0.017241,0,0,0,0,0,0,0,0.034335,0,0.34645,0.296928,1
0.71875,0.468432,0.642202,0.580153,0.560694,0.356522,0.012346,0.028571,0.025,0.030303,0.615385,0,1,0,0,0,0,0,0,0.034335,0.125,0.45509,0.385666,0
0.53125,0.372709,0.091743,0.442748,0.416185,0.521739,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.004292,0,0.628743,0.624573,0
0.71875,0.468432,0.642202,0.580153,0.560694,0.356522,0.358025,0.114286,0.05,0.090909,0.442308,0.017241,0.2,0.083333,0.038462,0,0,0,0,0.218884,0.078,0.51497,0.416382,0.416
0.53125,0.372709,0.091743,0.442748,0.416185,0.521739,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.004292,0,0.628743,0.624573,0
0.71875,0.468432,0.642202,0.580153,0.560694,0.356522,0.358025,0.114286,0.05,0.090909,0.442308,0.017241,0.2,0.083333,0.038462,0,0,0,0,0.218884,0.078,0.51497,0.416382,0.416
0.0625,0.089613,0.009174,0.053435,0.080925,0.043478,0.037037,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.008584,0,0.483319,0.532423,0
0.0625,0.089613,0.009174,0.053435,0.080925,0.043478,0.024691,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.017167,0,0.847733,0.703072,0
0.0625,0.089613,0.009174,0.053435,0.080925,0.043478,0.17284,0.028571,0,0.015152,0.538462,0.017241,0.07,0,0,0,0,0,0,0.085837,0.05,0.496151,0.419795,0
0.0625,0.089613,0.009174,0.053435,0.080925,0.043478,0.111111,0.028571,0,0.015152,0.442308,0,0.1,0,0,0,0,0,0,0.034335,0.125,0.656116,0.600683,0
0.0625,0.089613,0.009174,0.053435,0.080925,0.043478,0.469136,0.028571,0.125,0.090909,0.346154,0.112069,0.15,0,0.038462,0,0,0,0,0.197425,0.022,0.59367,0.569966,0
0.03125,0.031568,0.027523,0.022901,0.028902,0.017391,0.469136,0.228571,0.075,0.166667,0.519231,0.060345,0.28,0,0,0,0,0.111111,0.5,0.424893,0.081,0.461078,0.416382,0
0.03125,0.031568,0.027523,0.022901,0.028902,0.017391,0.061728,0.028571,0,0.015152,0.557692,0.017241,0.17,0,0,0,0,0,0,0.030043,0.143,0.433704,0.412969,0
0.0625,0.089613,0.009174,0.053435,0.080925,0.043478,0.037037,0,0,0,0.557692,0.034483,0,0,0,0,0,0,0,0.012876,0,0.404619,0.412969,0
0.03125,0.031568,0.027523,0.022901,0.028902,0.017391,0.530864,0.285714,0.2,0.272727,0.519231,0.060345,0.41,0.333333,0.192308,0,0,0.111111,0,0.497854,0.086,0.543199,0.474403,0.286
0.03125,0.031568,0.027523,0.022901,0.028902,0.017391,0.061728,0.028571,0,0.015152,0.557692,0.017241,0.17,0,0,0,0,0,0,0.030043,0.143,0.433704,0.412969,0
0.0625,0.089613,0.009174,0.053435,0.080925,0.043478,0.037037,0,0,0,0.557692,0.034483,0,0,0,0,0,0,0,0.012876,0,0.404619,0.412969,0
0.03125,0.031568,0.027523,0.022901,0.028902,0.017391,0.530864,0.285714,0.2,0.272727,0.519231,0.060345,0.41,0.333333,0.192308,0,0,0.111111,0,0.497854,0.086,0.543199,0.474403,0.286
0.3125,0.108961,0.165138,0.091603,0.121387,0.095652,0.074074,0,0.025,0.015152,0.480769,0,0.14,0,0,0,0.166667,0,0,0.012876,0,0.562019,0.532423,0.473
0.3125,0.108961,0.165138,0.091603,0.121387,0.095652,0.246914,0.057143,0.025,0.045455,0.615385,0.099138,0.14,0,0,0,0,0,0,0.064378,0.133,0.349016,0.406143,0.511
0.3125,0.108961,0.165138,0.091603,0.121387,0.095652,0.246914,0.057143,0.025,0.045455,0.615385,0.099138,0.14,0,0,0,0,0,0,0.064378,0.133,0.349016,0.406143,0.511
0.09375,0.083503,0.027523,0.038168,0.098266,0.069565,0.185185,0,0.05,0.030303,0.461538,0.008621,0.13,0,0,0,0,0,0,0.064378,0,0.841745,0.617747,0
0.09375,0.083503,0.027523,0.038168,0.098266,0.069565,0.160494,0,0.075,0.045455,0.634615,0.017241,0.21,0,0,0,0,0,0,0.030043,0,0.612489,0.617747,0
0.09375,0.083503,0.027523,0.038168,0.098266,0.069565,0.395062,0.085714,0.2,0.166667,0.673077,0.017241,0.33,0,0,0,0.166667,0,0,0.107296,0.12,0.526091,0.474403,0
0.09375,0.083503,0.027523,0.038168,0.098266,0.069565,0.160494,0,0.075,0.045455,0.634615,0.017241,0.21,0,0,0,0,0,0,0.030043,0,0.612489,0.617747,0
0.09375,0.083503,0.027523,0.038168,0.098266,0.069565,0.395062,0.085714,0.2,0.166667,0.673077,0.017241,0.33,0,0,0,0.166667,0,0,0.107296,0.12,0.526091,0.474403,0
0.34375,0.151731,0.348624,0.251908,0.179191,0.252174,0.024691,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.004292,0,0.290847,0.238908,0.167
0.34375,0.151731,0.348624,0.251908,0.179191,0.252174,0.024691,0,0,0,0.576923,0.051724,0,0,0,0,0,0,0,0.012876,0,0.177074,0.191126,0.6
0.34375,0.151731,0.348624,0.251908,0.179191,0.252174,0.111111,0.028571,0.05,0.045455,0.596154,0.056034,0.3,0,0,0,0,0,0,0.085837,0.05,0.348161,0.372014,0.63
0.34375,0.151731,0.348624,0.251908,0.179191,0.252174,0.012346,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.004292,0,0.202737,0.180887,0.375
0.34375,0.151731,0.348624,0.251908,0.179191,0.252174,0.024691,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.017167,0,0.319932,0.283276,0.846
0.34375,0.151731,0.348624,0.251908,0.179191,0.252174,0.469136,0.057143,0.05,0.060606,0.596154,0.125,0.1,0,0,0,0,0,0,0.145923,0.059,0.348161,0.341297,0.55
0.34375,0.151731,0.348624,0.251908,0.179191,0.252174,0.469136,0.057143,0.05,0.060606,0.596154,0.125,0.1,0,0,0,0,0,0,0.145923,0.059,0.348161,0.341297,0.55
0.84375,0.273931,0.366972,0.557252,0.242775,0.269565,0.024691,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.017167,0,0.382378,0.395904,0
0.84375,0.273931,0.366972,0.557252,0.242775,0.269565,0.012346,0,0,0,0.538462,0,0,0,0,0,0,0,0,0.021459,0,0.305389,0.266212,0
0.84375,0.273931,0.366972,0.557252,0.242775,0.269565,0.061728,0,0.025,0.015152,0.557692,0.017241,0.17,0,0,0,0,0,0,0.017167,0,0.308811,0.334471,0
0.84375,0.273931,0.366972,0.557252,0.242775,0.269565,0.345679,0,0,0,0.519231,0.103448,0,0,0,0,0,0,0,0.120172,0,0.332763,0.276451,0
0.90625,0.271894,0.33945,0.458015,0.260116,0.269565,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0,0,0.303678,0.283276,0
0.90625,0.271894,0.33945,0.458015,0.260116,0.269565,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0,0,0.303678,0.283276,0
0.0625,0.03666,0.100917,0.053435,0.046243,0.026087,0,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.004292,0,0.042772,0.044369,0.167
0.0625,0.03666,0.100917,0.053435,0.046243,0.026087,0.024691,0,0,0,0.576923,0,0,0,0,0,0,0,0,0.004292,0,0.323353,0.327645,0.515
0.0625,0.03666,0.100917,0.053435,0.046243,0.026087,0,0,0,0,0.576923,0.008621,0,0,0,0,0,0,0,0.004292,0,0.161677,0.146758,0.333
0.0625,0.03666,0.100917,0.053435,0.046243,0.026087,0.17284,0.057143,0,0.030303,0.596154,0.008621,0.13,0,0,0,0,0,0,0.060086,0.143,0.275449,0.259386,0.45
0.0625,0.03666,0.100917,0.053435,0.046243,0.026087,0.555556,0.085714,0.1,0.106061,0.519231,0.094828,0.15,0,0,0,0,0,0,0.154506,0.083,0.360137,0.334471,0.5
0.0625,0.03666,0.100917,0.053435,0.046243,0.026087,0.555556,0.085714,0.1,0.106061,0.519231,0.094828,0.15,0,0,0,0,0,0,0.154506,0.083,0.360137,0.334471,0.5
0.1875,0.062118,0.082569,0.137405,0.069364,0.121739,0.074074,0.028571,0.025,0.030303,0.615385,0.017241,0.29,0,0,0,0,0,0,0.038627,0.111,0.443114,0.385666,0
0.1875,0.062118,0.082569,0.137405,0.069364,0.121739,0.111111,0,0.025,0.015152,0.557692,0.008621,0.1,0,0,0,0,0,0,0.025751,0,0.3858,0.334471,0
0.1875,0.062118,0.082569,0.137405,0.069364,0.121739,0.111111,0,0.025,0.015152,0.557692,0.008621,0.1,0,0,0,0,0,0,0.025751,0,0.3858,0.334471,0
0.71875,0.4389,0.073394,0.473282,0.364162,0.417391,0.024691,0,0.025,0.015152,0.576923,0,0.33,0,0,0,0,0,0,0,0,0.532079,0.430034,0
0.71875,0.4389,0.073394,0.473282,0.364162,0.417391,0.024691,0,0.025,0.015152,0.576923,0,0.33,0,0,0,0,0,0,0,0,0.532079,0.430034,0
0.59375,0.186354,0.513761,0.274809,0.271676,0.182609,0.666667,0.2,0.15,0.19697,0.442308,0.193966,0.24,0.083333,0.038462,0,0,0.111111,0,0.403433,0.074,0.444825,0.419795,0.4
0.625,0.57332,0.963303,0.40458,0.433526,0.217391,0.296296,0.371429,0.2,0.318182,0.596154,0.043103,0.84,0.083333,0.115385,0.25,0.166667,0.555556,0.5,0.223176,0.25,0.749358,0.675768,0
0.6875,0.486762,0.055046,0.480916,0.416185,0.556522,0.419753,0,0.275,0.166667,0.769231,0.150862,0.31,0,0,0,0,0,0,0.214592,0,0.797263,0.631399,0
0.625,0.57332,0.963303,0.40458,0.433526,0.217391,0.481481,0.457143,0.425,0.5,0.711538,0.043103,0.83,0.083333,0.115385,0,0,0,0,0.347639,0.198,0.667237,0.539249,0.471
0.59375,0.186354,0.513761,0.274809,0.271676,0.182609,0.111111,0,0.025,0.015152,0.596154,0.008621,0.1,0,0,0,0,0,0,0.055794,0,0.372113,0.375427,1
0.625,0.57332,0.963303,0.40458,0.433526,0.217391,0.296296,0.371429,0.2,0.318182,0.596154,0.043103,0.84,0.083333,0.115385,0.25,0.166667,0.555556,0.5,0.223176,0.25,0.749358,0.675768,0
0.6875,0.486762,0.055046,0.480916,0.416185,0.556522,0.419753,0,0.275,0.166667,0.769231,0.150862,0.31,0,0,0,0,0,0,0.214592,0,0.797263,0.631399,0
0.625,0.57332,0.963303,0.40458,0.433526,0.217391,0.481481,0.457143,0.425,0.5,0.711538,0.043103,0.83,0.083333,0.115385,0,0,0,0,0.347639,0.198,0.667237,0.539249,0.471
0.59375,0.186354,0.513761,0.274809,0.271676,0.182609,0.111111,0,0.025,0.015152,0.596154,0.008621,0.1,0,0,0,0,0,0,0.055794,0,0.372113,0.375427,1
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.024691,0,0,0,0.538462,0,0,0,0,0,0,0,0,0.004292,0,0.407186,0.341297,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.580247,0.057143,0.05,0.060606,0.461538,0.155172,0.08,0,0,0,0,0,0,0.266094,0.032,0.550043,0.447099,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.666667,0.028571,0.3,0.19697,0.711538,0.107759,0.24,0,0.038462,0,0,0,0,0.296137,0.014,0.573139,0.47099,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.160494,0.028571,0.1,0.075758,0.653846,0.043103,0.36,0.083333,0.076923,0,0,0.111111,0,0.103004,0.042,0.761334,0.696246,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.493827,0.114286,0.225,0.19697,0.865385,0.12069,0.32,0.083333,0.115385,0,0,0.222222,0,0.32618,0.053,0.804106,0.648464,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.037037,0,0,0,0.538462,0.008621,0,0,0,0,0,0,0,0.034335,0,0.737382,0.675768,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.802469,0.057143,0.425,0.287879,0.5,0.103448,0.29,0,0.269231,0,0,0,0,0.399142,0.022,0.735672,0.641638,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.012876,0,0.704876,0.726962,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.419753,0.142857,0.2,0.19697,0.615385,0.094828,0.37,0.166667,0.269231,0,0,0,0,0.23176,0.093,0.668092,0.631399,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0,0,0.493584,0.488055,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.530864,0.057143,0.15,0.121212,0.826923,0.077586,0.18,0,0.038462,0,0,0.111111,0.5,0.270386,0.032,0.641574,0.566553,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.469136,0,0.1,0.060606,0.365385,0.12069,0.1,0,0,0,0,0,0,0.175966,0,0.605646,0.494881,0
0.65625,0.484725,0.431193,0.152672,0.208092,0.130435,0.246914,0.085714,0.075,0.090909,0.615385,0.008621,0.29,0.25,0.153846,0,0,0.222222,0,0.137339,0.094,0.421728,0.313993,0
0.21875,0.261711,0.073394,0.114504,0.289017,0.121739,0.469136,0,0.1,0.060606,0.365385,0.12069,0.1,0,0,0,0,0,0,0.175966,0,0.605646,0.494881,0
0.65625,0.484725,0.431193,0.152672,0.208092,0.130435,0.246914,0.085714,0.075,0.090909,0.615385,0.008621,0.29,0.25,0.153846,0,0,0.222222,0,0.137339,0.094,0.421728,0.313993,0
0,0,0,0,0.00578,0,0,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.004292,0,0.126604,0.112628,0
0.21875,0.14053,0.256881,0.145038,0.109827,0.147826,0.839506,0.257143,0.225,0.272727,0.461538,0.137931,0.26,0.083333,0.115385,0,0,0.111111,0,0.454936,0.085,0.49444,0.457338,0.347
0.21875,0.14053,0.256881,0.145038,0.109827,0.147826,0.345679,0.028571,0.15,0.106061,0.557692,0.017241,0.24,0,0.038462,0,0,0,0,0.188841,0.023,0.449102,0.385666,0.39
0.21875,0.14053,0.256881,0.145038,0.109827,0.147826,0.345679,0.028571,0.15,0.106061,0.557692,0.017241,0.24,0,0.038462,0,0,0,0,0.188841,0.023,0.449102,0.385666,0.39
0.5625,0.429735,0.449541,0.236641,0.300578,0.182609,0,0.028571,0,0.015152,0.615385,0,1,0,0,0,0,0,0,0.008584,0.5,0.487596,0.453925,0
0.5625,0.429735,0.449541,0.236641,0.300578,0.182609,0.074074,0.057143,0.025,0.045455,0.538462,0.017241,0.43,0.083333,0.038462,0,0,0,0,0.04721,0.182,0.518392,0.440273,0
0.5625,0.429735,0.449541,0.236641,0.300578,0.182609,0,0,0.025,0.015152,0.596154,0,1,0,0,0,0,0,0,0.008584,0,0.538067,0.522184,0
0.5625,0.429735,0.449541,0.236641,0.300578,0.182609,0.148148,0,0,0,0.557692,0.034483,0,0,0,0,0,0,0,0.038627,0,0.265184,0.225256,0.5
0.125,0.062118,0.045872,0.045802,0.040462,0.043478,0.012346,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.004292,0,0.322498,0.317406,0
0.125,0.062118,0.045872,0.045802,0.040462,0.043478,0.432099,0.142857,0.1,0.136364,0.596154,0.025862,0.25,0,0,0,0,0.222222,0,0.154506,0.139,0.390077,0.320819,0.2
0.125,0.062118,0.045872,0.045802,0.040462,0.043478,0.135802,0,0.025,0.015152,0.538462,0.060345,0.08,0,0,0,0,0,0,0.055794,0,0.418306,0.399317,0
0.125,0.062118,0.045872,0.045802,0.040462,0.043478,0.061728,0.028571,0.025,0.030303,0.557692,0.008621,0.33,0,0,0,0,0,0,0.038627,0.111,0.479897,0.447099,1
0.125,0.062118,0.045872,0.045802,0.040462,0.043478,0.703704,0.114286,0.1,0.121212,0.5,0.025862,0.14,0,0.038462,0,0,0,0,0.309013,0.056,0.490163,0.43686,0.125
0.125,0.062118,0.045872,0.045802,0.040462,0.043478,0.703704,0.114286,0.1,0.121212,0.5,0.025862,0.14,0,0.038462,0,0,0,0,0.309013,0.056,0.490163,0.43686,0.125
0.71875,0.278004,0.376147,0.320611,0.208092,0.182609,0.098765,0.057143,0.025,0.045455,0.615385,0.038793,0.33,0,0.038462,0,0,0,0,0.055794,0.154,0.472198,0.481229,0
0.71875,0.278004,0.376147,0.320611,0.208092,0.182609,0.024691,0,0,0,0.557692,0,0,0,0,0,0,0,0,0.008584,0,0.306245,0.283276,0
0.71875,0.278004,0.376147,0.320611,0.208092,0.182609,0.024691,0.028571,0.025,0.030303,0.596154,0,0.67,0,0,0,0,0,0,0.030043,0.143,0.520103,0.443686,0
0.71875,0.278004,0.376147,0.320611,0.208092,0.182609,0.012346,0,0,0,0.557692,0.008621,0,0,0,0,0,0,0,0.012876,0,0.181352,0.180887,0
0.71875,0.278004,0.376147,0.320611,0.208092,0.182609,0.283951,0.142857,0.15,0.166667,0.673077,0.137931,0.46,0,0,0,0,0,0,0.197425,0.109,0.321642,0.334471,0.667
0.71875,0.278004,0.376147,0.320611,0.208092,0.182609,0.518519,0.057143,0.1,0.090909,0.596154,0.12069,0.14,0,0,0,0,0,0,0.313305,0.027,0.374679,0.341297,0.4
0.75,0.707739,0.073394,0.618321,0.67052,0.713043,0.111111,0,0.15,0.090909,0.576923,0,0.6,0,0,0,0,0,0,0.042918,0,0.67237,0.576792,0
0.59375,0.331976,0.651376,0.305344,0.33526,0.269565,0.061728,0,0.025,0.015152,0.596154,0,0.17,0,0,0,0,0,0,0.004292,0,0.320787,0.242321,1
0.75,0.707739,0.073394,0.618321,0.67052,0.713043,0.074074,0,0,0,0.519231,0.017241,0,0,0,0,0,0,0,0.021459,0,0.372968,0.351536,0
0.59375,0.331976,0.651376,0.305344,0.33526,0.269565,0.209877,0,0.075,0.045455,0.615385,0.017241,0.17,0,0,0,0,0,0,0.051502,0,0.412318,0.372014,0.667
0.75,0.707739,0.073394,0.618321,0.67052,0.713043,0.074074,0,0,0,0.519231,0.017241,0,0,0,0,0,0,0,0.021459,0,0.372968,0.351536,0
0.59375,0.331976,0.651376,0.305344,0.33526,0.269565,0.209877,0,0.075,0.045455,0.615385,0.017241,0.17,0,0,0,0,0,0,0.051502,0,0.412318,0.372014,0.667
0.4375,0.189409,0.055046,0.152672,0.16763,0.234783,0.024691,0,0.025,0.015152,0.538462,0.008621,0.33,0,0,0,0,0,0,0.012876,0,0.364414,0.395904,0
0.78125,0.53666,0.568807,0.450382,0.300578,0.191304,0.135802,0.028571,0.075,0.060606,0.596154,0.008621,0.33,0.083333,0.076923,0,0,0,0,0.090129,0.048,0.55432,0.477816,0
0.78125,0.53666,0.568807,0.450382,0.300578,0.191304,0.135802,0.028571,0.075,0.060606,0.596154,0.008621,0.33,0.083333,0.076923,0,0,0,0,0.090129,0.048,0.55432,0.477816,0
0.5625,0.216904,0.06422,0.305344,0.208092,0.313043,0,0,0,0,0.557692,0.008621,0,0,0,0,0,0,0,0,0,0.651839,0.692833,0
0.84375,0.398167,0.46789,0.366412,0.225434,0.243478,0.308642,0.085714,0,0.045455,0.461538,0.081897,0.12,0,0,0,0,0.111111,0,0.107296,0.12,0.295124,0.286689,0.333
0.84375,0.398167,0.46789,0.366412,0.225434,0.243478,0.098765,0.028571,0,0.015152,0.538462,0.008621,0.11,0,0,0,0,0,0,0.034335,0.125,0.543199,0.484642,0
0.8125,0.664969,0.807339,0.290076,0.427746,0.182609,0.160494,0,0,0,0.596154,0.008621,0,0,0,0,0,0,0,0.017167,0,0.331908,0.273038,0.485
0.8125,0.664969,0.807339,0.290076,0.427746,0.182609,0.271605,0.228571,0.1,0.181818,0.673077,0.043103,0.52,0.083333,0.038462,0,0,0.111111,0,0.2103,0.163,0.585971,0.511945,0.5
