@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,4,9,24-26-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute DraftAge numeric
@attribute country_group {USA,CAN,EURO}
@attribute Height numeric
@attribute Weight numeric
@attribute Position {D,L,C,R}
@attribute CSS_rank numeric
@attribute rs_GP numeric
@attribute rs_G numeric
@attribute rs_A numeric
@attribute rs_P numeric
@attribute rs_PIM numeric
@attribute rs_PlusMinus numeric
@attribute po_GP numeric
@attribute po_G numeric
@attribute po_A numeric
@attribute po_P numeric
@attribute po_PIM numeric
@attribute po_PlusMinus numeric
@attribute sum_7yr_GP numeric

@data
0.111111,USA,0.375,0.058824,L,0.649194,0.644737,0.384615,0.268519,0.313514,0.380952,0.59633,0.428571,0.272727,0.458333,0.369565,0.321429,0.423077,112
0.222222,USA,0.375,0.235294,C,0.310484,0.447368,0.294872,0.277778,0.281081,0.081633,0.357798,?,?,?,?,?,?,112
0.111111,CAN,0.5,0.270588,C,0.383065,0.828947,0.307692,0.444444,0.383784,0.054422,0.440367,0.357143,0.181818,0.208333,0.195652,0.071429,0.192308,113
0,CAN,0.5625,0.470588,D,0.423387,0.828947,0.076923,0.203704,0.145946,0.14966,0.59633,0.714286,0,0.125,0.065217,0.428571,0.115385,114
0,CAN,0.6875,0.470588,D,0.060484,0.934211,0.064103,0.092593,0.075676,0.204082,0.266055,0.214286,0.045455,0.083333,0.065217,0,0.230769,127
0.111111,CAN,0.4375,0.117647,D,?,0.881579,0.051282,0.314815,0.2,0.159864,0.394495,0.928571,0,0.583333,0.304348,0.25,0.230769,132
0,USA,0.5625,0.541176,R,0.040323,0.565789,0.205128,0.212963,0.205405,0.217687,0.357798,?,?,?,?,?,?,138
0,USA,0.6875,0.494118,D,0.415323,0.25,0.012821,0.138889,0.081081,0.054422,0.357798,?,?,?,?,?,?,139
0,USA,0,0.070588,C,0.641129,0.513158,0.217949,0.166667,0.183784,0.295918,0.357798,?,?,?,?,?,?,146
0.111111,CAN,0.75,0.494118,D,0.116935,0.802632,0.038462,0.12963,0.086486,0.333333,0.642202,0.25,0,0.083333,0.043478,0.178571,0.269231,158
0,EURO,0.375,0.282353,R,0.016129,0.539474,0.24359,0.12963,0.172973,0.091837,0.357798,0.142857,0,0.125,0.065217,0.071429,0.230769,173
0,CAN,0.4375,0.176471,L,0.637097,0.763158,0.25641,0.287037,0.27027,0.054422,0.311927,?,?,?,?,?,?,175
0,USA,0.6875,0.352941,D,0.056452,0.421053,0.153846,0.25,0.205405,0.013605,0.357798,0.107143,0.090909,0.125,0.108696,0.035714,0.230769,187
0,CAN,0.8125,0.635294,D,0.241935,0.776316,0.025641,0.083333,0.054054,0.14966,0.266055,0.107143,0,0.041667,0.021739,0,0.230769,198
0,USA,0.625,0.564706,L,0.096774,0.723684,0.346154,0.212963,0.264865,0.292517,0.541284,0.357143,0,0.166667,0.086957,0.142857,0.346154,209
0,EURO,0.5625,0.352941,C,?,0,0.012821,0,0,0.013605,0.357798,?,?,?,?,?,?,211
0.111111,USA,0.5625,0.305882,D,0.225806,0.723684,0.076923,0.185185,0.135135,0.306122,0.688073,0.428571,0.045455,0.25,0.152174,0.178571,0.538462,223
0.111111,CAN,0.5,0.329412,R,0.254032,0.710526,0.307692,0.185185,0.232432,0.098639,0.357798,0.107143,0,0.083333,0.043478,0.142857,0.153846,238
0,CAN,0.5,0.305882,C,?,0.881579,0.128205,0.111111,0.113514,0.091837,0.412844,0.428571,0.090909,0.25,0.173913,0.178571,0.230769,248
0.111111,CAN,0.6875,0.4,L,0.004032,0.815789,0.371795,0.333333,0.345946,0.346939,0.422018,0.392857,0.272727,0.333333,0.304348,0.357143,0.346154,257
0,EURO,0.6875,0.317647,D,?,0.565789,0.051282,0.101852,0.075676,0.309524,0.357798,?,?,?,?,?,?,260
0.111111,USA,0.5,0.223529,R,0.169355,0.486842,0.512821,0.574074,0.545946,0.095238,0.33945,?,?,?,?,?,?,262
0,EURO,0.4375,0.223529,R,?,0.368421,0.192308,0.092593,0.12973,0.129252,0.357798,?,?,?,?,?,?,263
0.111111,EURO,0.4375,0.235294,D,?,0.592105,0.128205,0.083333,0.097297,0.136054,0.357798,?,?,?,?,?,?,265
0,CAN,0.4375,0.247059,R,0.290323,0.736842,0.269231,0.462963,0.378378,0.608844,0.366972,0.357143,0.181818,0.208333,0.195652,0.875,0.038462,272
0,EURO,0.375,0.317647,L,0.100806,0.710526,0.205128,0.185185,0.189189,0.482993,0.357798,0.214286,0.045455,0.208333,0.130435,0,0.230769,272
0,CAN,0.4375,0.2,C,0.016129,0.855263,0.5,0.425926,0.454054,0.57483,0.394495,0.178571,0.045455,0.125,0.086957,0.142857,0.230769,296
0,EURO,0.5,0.305882,L,?,0.460526,0.051282,0.074074,0.059459,0.081633,0.357798,0.107143,0.090909,0,0.043478,0.214286,0.230769,307
0,CAN,0.625,0.705882,L,0.205645,0.868421,0.397436,0.462963,0.432432,0.272109,0.422018,0.178571,0.272727,0.166667,0.217391,0.125,0.230769,314
0,CAN,0.625,0.6,L,0.072581,0.894737,0.24359,0.231481,0.232432,0.129252,0.311927,0.107143,0.045455,0.041667,0.043478,0.107143,0.230769,314
0.222222,CAN,0.5625,0.105882,L,0.491935,0.657895,0.525641,0.361111,0.427027,0.272109,0.357798,0.5,0.363636,0.5,0.434783,0,0.230769,328
0,CAN,0.375,0,D,0.379032,0.881579,0.333333,0.305556,0.313514,0.12585,0.623853,0.321429,0.090909,0.041667,0.065217,0.071429,0.230769,331
0,USA,0.625,0.4,R,0.008065,0.75,0.474359,0.462963,0.464865,0.173469,0.633028,0.25,0.090909,0.291667,0.195652,0.142857,0.307692,332
0,CAN,0.5,0.411765,R,0.03629,0.921053,0.474359,0.287037,0.362162,0.136054,0.541284,0.107143,0,0.041667,0.021739,0,0.230769,336
0.111111,USA,0.6875,0.458824,R,0.75,0.710526,0.294872,0.203704,0.237838,1,0.357798,0.107143,0.045455,0.125,0.086957,0.446429,0.038462,345
0,CAN,0.5,0.364706,D,0.173387,0.934211,0.192308,0.175926,0.178378,0.336735,0.211009,?,?,?,?,?,?,350
0,EURO,0.875,0.658824,C,0.004032,0.710526,0.346154,0.231481,0.275676,0.312925,0.357798,0.25,0.045455,0.083333,0.065217,0.142857,0.230769,352
0,USA,0.5625,0.658824,D,0.012097,0.513158,0.153846,0.175926,0.162162,0.605442,0.357798,?,?,?,?,?,?,364
0.111111,USA,0.5625,0.305882,D,0.217742,0.381579,0.179487,0.351852,0.275676,0.176871,0.357798,?,?,?,?,?,?,365
0,CAN,0.75,0.458824,D,0.032258,0.789474,0.076923,0.166667,0.124324,0.180272,0.559633,0.392857,0,0.166667,0.086957,0.267857,0.192308,367
0.111111,USA,0.5625,0.352941,D,0.120968,0.315789,0.346154,0.333333,0.335135,0.115646,0.357798,?,?,?,?,?,?,370
0,CAN,0.375,0.164706,L,0.25,0.578947,0.461538,0.592593,0.535135,0.112245,0.357798,0.857143,1,1,1,0.357143,0.230769,410
0.222222,CAN,0.5,0.376471,C,0.294355,0.486842,0.217949,0.240741,0.227027,0.102041,0.357798,?,?,?,?,?,?,427
0,CAN,0.4375,0.352941,C,0,0.894737,1,1,1,0.319728,0.357798,0.607143,0.909091,0.916667,0.913043,0.392857,0.230769,434
0,CAN,0.5625,0.411765,D,0.278226,0.855263,0.064103,0.212963,0.145946,0.112245,0.715596,0.428571,0.090909,0.291667,0.195652,0.035714,0.230769,471
0,EURO,0.6875,0.635294,C,0,0.618421,0.589744,0.268519,0.4,0.163265,0.357798,0.428571,0.045455,0.041667,0.043478,0.035714,0.230769,475
0.111111,USA,0.75,0.470588,D,0.100806,0.447368,0.192308,0.222222,0.205405,0.146259,0.385321,0.285714,0,0.041667,0.021739,0.107143,0.230769,1
0,USA,0.5625,0.294118,D,0.887097,0.710526,0.128205,0.092593,0.102703,0.272109,0.40367,0.357143,0.090909,0,0.043478,0.214286,0.576923,1
0,CAN,0.625,0.247059,D,0.217742,0.802632,0.012821,0.12037,0.07027,0.289116,0.550459,0.5,0.045455,0.083333,0.065217,0.428571,0.615385,2
0.111111,CAN,0.5,0.388235,D,0.205645,0.815789,0.230769,0.453704,0.356757,0.414966,0.541284,0.571429,0.045455,0.583333,0.326087,0.517857,0.230769,3
0.222222,EURO,0.5625,0.435294,C,?,0.657895,0.179487,0.027778,0.086486,0.102041,0.357798,0.428571,0.045455,0,0.021739,0.214286,0.230769,3
0.111111,EURO,0.75,0.576471,L,0.21371,0.828947,0.217949,0.222222,0.216216,0.292517,0.357798,?,?,?,?,?,?,3
0.111111,EURO,0.625,0.352941,D,0.141129,0.421053,0.282051,0.194444,0.227027,0.156463,0.357798,?,?,?,?,?,?,4
0.222222,USA,0.375,0.376471,R,0.383065,0.394737,0.205128,0.111111,0.145946,0.098639,0.357798,?,?,?,?,?,?,5
0,CAN,0.4375,0.294118,D,0.28629,0.828947,0.076923,0.138889,0.108108,0.462585,0.458716,0.357143,0,0.083333,0.043478,0.392857,0.076923,5
0,EURO,0.5,0.270588,D,0.125,0.644737,0.166667,0.305556,0.243243,0.193878,0.366972,0.142857,0.090909,0.041667,0.065217,0.035714,0.192308,5
0,USA,0.5,0.129412,D,0.370968,0.302632,0.038462,0.166667,0.108108,0.020408,0.357798,?,?,?,?,?,?,6
0.111111,EURO,0.5,0.4,C,0.016129,0,0.051282,0.009259,0.021622,0.054422,0.357798,0.178571,0,0.041667,0.021739,0.035714,0.230769,6
0.111111,CAN,0.5,0.235294,C,0.350806,0.539474,0.538462,0.444444,0.481081,0.486395,0.357798,0.357143,0.181818,0.333333,0.26087,0.75,0.230769,7
0,USA,0.375,0.141176,R,0.221774,0.789474,0.371795,0.222222,0.281081,0.234694,0.357798,?,?,?,?,?,?,7
0.222222,EURO,0.375,0.294118,L,0.294355,0.447368,0.089744,0.046296,0.059459,0.088435,0.357798,0.107143,0,0,0,0,0.230769,8
0.222222,CAN,0.5,0.176471,C,0.467742,0.407895,0.25641,0.240741,0.243243,0.146259,0.357798,?,?,?,?,?,?,14
0,EURO,0.625,0.529412,D,?,0.513158,0.064103,0.092593,0.075676,0,0.357798,?,?,?,?,?,?,15
0,EURO,0.5625,0.470588,L,0.024194,0.342105,0.371795,0.037037,0.172973,0.054422,0.357798,?,?,?,?,?,?,18
0.222222,CAN,0.625,0.470588,D,0.907258,0.842105,0.179487,0.231481,0.205405,0.329932,0.449541,0.142857,0,0.041667,0.021739,0.107143,0.153846,18
0,EURO,0.6875,0.529412,D,?,0.565789,0.051282,0.018519,0.027027,0.340136,0.357798,?,?,?,?,?,?,24
0,CAN,0.75,0.647059,D,0.080645,0.947368,0.064103,0.277778,0.183784,0.278912,0.46789,0.142857,0,0,0,0.071429,0.115385,26
0,USA,0.625,0.435294,D,0.185484,0.789474,0.089744,0.083333,0.081081,0.414966,0.357798,?,?,?,?,?,?,29
0,USA,0.5625,0.423529,D,0.084677,0.736842,0.025641,0.092593,0.059459,0.258503,0.357798,?,?,?,?,?,?,31
0,CAN,0.75,0.647059,D,0.262097,0.671053,0.038462,0.092593,0.064865,0.697279,0.477064,0.071429,0.045455,0.041667,0.043478,0.482143,0.038462,33
0,CAN,0.5,0.411765,D,0.137097,0.828947,0.076923,0.203704,0.145946,0.680272,0.357798,0.107143,0.045455,0.041667,0.043478,0.142857,0.230769,34
0.111111,EURO,0.4375,0.470588,C,0.133065,0.710526,0.102564,0.092593,0.091892,0.57483,0.357798,0.535714,0.136364,0.166667,0.152174,0.571429,0.230769,42
0,USA,0.6875,0.211765,D,0.044355,0.828947,0.179487,0.453704,0.335135,0.14966,0.357798,0.357143,0.227273,0.416667,0.326087,0.071429,0.230769,45
0,EURO,0.4375,0.235294,L,0.084677,0.5,0.192308,0.12037,0.145946,0.108844,0.357798,0.142857,0,0.083333,0.043478,0.035714,0.230769,46
0,CAN,0.5625,0.294118,C,0.173387,0.934211,0.384615,0.324074,0.345946,0.210884,0.513761,0.178571,0.136364,0.208333,0.173913,0,0.269231,47
0.222222,USA,0.5625,0.294118,C,?,0.368421,0.025641,0,0.005405,0.040816,0.357798,?,?,?,?,?,?,51
0,USA,0.5625,0.235294,C,0.129032,0.723684,0.24359,0.231481,0.232432,0.258503,0.357798,?,?,?,?,?,?,55
0.111111,USA,0.8125,0.682353,L,0.447581,0.684211,0.128205,0.074074,0.091892,0.598639,0.357798,0.428571,0.227273,0.083333,0.152174,0.517857,0.230769,57
0.111111,EURO,0.75,0.505882,L,0.068548,0.605263,0.051282,0.055556,0.048649,0.193878,0.357798,0.464286,0,0.083333,0.043478,0.214286,0.230769,67
0,EURO,0.5625,0.411765,R,0.040323,0.618421,0.217949,0.194444,0.2,0.306122,0.357798,0,0,0,0,0,0.230769,82
0,CAN,0.5,0.352941,C,0.104839,0.881579,0.25641,0.287037,0.27027,0.411565,0.449541,0.428571,0.136364,0.166667,0.152174,0.321429,0,89
0,EURO,0.5,0.505882,L,?,0.526316,0.102564,0.138889,0.118919,0.108844,0.357798,?,?,?,?,?,?,91
0.111111,USA,0.4375,0.294118,R,0.358871,0.486842,0.205128,0.064815,0.118919,0.122449,0.357798,?,?,?,?,?,?,96
0,CAN,0.5,0.247059,C,0.03629,0.894737,0.346154,0.583333,0.481081,0.115646,0.697248,0.178571,0.090909,0,0.043478,0.107143,0.076923,121
0.222222,USA,0.4375,0.211765,R,?,0.407895,0.076923,0.240741,0.167568,0.108844,0.357798,?,?,?,?,?,?,155
0.111111,USA,0.6875,0.4,D,0.141129,1,0.102564,0.305556,0.216216,0.312925,0.412844,0.357143,0.090909,0.208333,0.152174,0.142857,0.538462,156
0,CAN,0.375,0.211765,C,0.810484,0.75,0.230769,0.296296,0.264865,0.142857,0.541284,0.571429,0.454545,0.458333,0.456522,0.142857,0.346154,159
0.111111,CAN,0.625,0.894118,D,0.258065,0.815789,0.076923,0.064815,0.064865,0.802721,0.256881,0.357143,0.045455,0.25,0.152174,0.571429,0.115385,160
0.111111,USA,0.625,0.552941,D,0.133065,0.828947,0.064103,0.175926,0.124324,0.615646,0.513761,0.214286,0,0,0,0.214286,0.115385,174
0.111111,EURO,0.5625,0.305882,R,0.237903,0.697368,0.371795,0.259259,0.302703,0.054422,0.477064,0.464286,0.272727,0.375,0.326087,0.107143,0.307692,183
0.111111,USA,0.5625,0.364706,C,0.116935,0.671053,0.448718,0.351852,0.389189,0.234694,0.587156,0.357143,0.136364,0.541667,0.347826,0.285714,0.576923,203
0,USA,0.5625,0.117647,D,0.334677,0.736842,0.141026,0.259259,0.205405,0.139456,0.357798,?,?,?,?,?,?,206
0,CAN,0.5,0.388235,L,0.181452,0.828947,0.25641,0.175926,0.205405,0.530612,0.357798,0.178571,0.045455,0.083333,0.065217,0.178571,0.346154,209
0,CAN,0.3125,0.129412,L,0.318548,0.828947,0.371795,0.324074,0.340541,0.282313,0.724771,0.857143,0.318182,0.666667,0.5,0.642857,0.653846,218
0.111111,EURO,0.5625,0.176471,R,0.056452,0.815789,0.461538,0.111111,0.254054,0.095238,0.357798,?,?,?,?,?,?,219
0.222222,CAN,0.5625,0.4,D,0.939516,0.828947,0.076923,0.351852,0.232432,0.210884,0.559633,0.892857,0.090909,0.5,0.304348,0.214286,0.576923,232
0.222222,EURO,0.6875,0.458824,L,?,0.473684,0.346154,0.222222,0.27027,0.302721,0.357798,0.214286,0.272727,0.208333,0.23913,0.107143,0.230769,243
0,CAN,0.75,0.717647,L,0.245968,0.907895,0.179487,0.175926,0.172973,0.14966,0.275229,0.178571,0.136364,0,0.065217,0.035714,0.192308,253
0,CAN,0.5625,0.529412,C,0.032258,0.802632,0.384615,0.481481,0.437838,0.265306,0.385321,0.285714,0.090909,0.208333,0.152174,0.214286,0.269231,256
0,CAN,0.5625,0.411765,L,0.165323,0.881579,0.358974,0.277778,0.308108,0.418367,0.256881,0.178571,0.090909,0.083333,0.086957,0.071429,0.115385,268
0,EURO,0.5,0.411765,L,0.008065,0.592105,0.141026,0.027778,0.07027,0.180272,0.357798,0.178571,0.318182,0.25,0.282609,0.107143,0.230769,276
0,EURO,0.75,0.329412,C,0.020161,0.355263,0.192308,0.092593,0.12973,0.095238,0.357798,?,?,?,?,?,?,279
0.222222,CAN,0.5,0.258824,R,0.5,0.828947,0.320513,0.194444,0.243243,0.94898,0.486239,0.428571,0.363636,0.166667,0.26087,0.946429,0.230769,280
0,USA,0.625,0.4,C,0.020161,0.618421,0.333333,0.277778,0.297297,0.14966,0.394495,0.5,0.318182,0.25,0.282609,0.178571,0.384615,297
0,USA,0.5,0.564706,R,0.040323,0.592105,0.346154,0.268519,0.297297,0.190476,0.614679,0.357143,0.227273,0.458333,0.347826,0.142857,0.692308,319
0.111111,CAN,0.625,0.811765,R,0.028226,0.75,0.474359,0.444444,0.454054,0.401361,0.53211,0.178571,0.090909,0,0.043478,0.232143,0.038462,319
0.111111,CAN,0.5625,0.4,C,0.012097,0.697368,0.564103,0.648148,0.610811,0.312925,0.53211,0.214286,0.227273,0.166667,0.195652,0.178571,0.192308,322
0,USA,0.75,0.647059,D,0,0.631579,0.25641,0.342593,0.302703,0.391156,0.357798,?,?,?,?,?,?,329
0,CAN,0.4375,0.176471,C,0.149194,0.842105,0.5,0.574074,0.540541,0.217687,0.633028,0.571429,0.227273,0.625,0.434783,0.428571,0.115385,333
0.111111,CAN,0.4375,0.564706,R,0.092742,0.802632,0.448718,0.287037,0.351351,0.472789,0.201835,?,?,?,?,?,?,346
0,EURO,0.5625,0.282353,R,0.004032,0.605263,0.038462,0.064815,0.048649,0.108844,0.357798,0.178571,0.136364,0.375,0.26087,0.107143,0.230769,349
0.222222,EURO,0.5625,0.647059,L,0.096774,0.342105,0.064103,0.046296,0.048649,0.027211,0.357798,0.357143,0.090909,0.166667,0.130435,0.107143,0.230769,351
0,EURO,0.75,0.623529,C,0.028226,0.565789,0.25641,0.101852,0.162162,0.142857,0.357798,?,?,?,?,?,?,358
0.111111,USA,0.5,0.411765,L,0.072581,0.789474,0.307692,0.407407,0.362162,0.496599,0.53211,0.321429,0.045455,0.125,0.086957,0.5,0.230769,396
0.111111,CAN,0.5,0.247059,C,0.024194,0.776316,0.538462,0.601852,0.572973,0.336735,0.59633,0.464286,0.363636,0.625,0.5,0.339286,0.5,404
0,CAN,0.6875,0.776471,L,0.229839,0.75,0.115385,0.074074,0.086486,0.506803,0.394495,0.785714,0.136364,0.166667,0.152174,1,0.5,405
0,CAN,0.625,0.364706,C,0.008065,0.486842,0.282051,0.138889,0.194595,0.07483,0.357798,?,?,?,?,?,?,408
0.111111,EURO,0.5625,0.505882,C,0,0.592105,0.128205,0.12963,0.124324,0.102041,0.357798,0,0,0,0,0.035714,0.230769,413
0,CAN,0.75,0.588235,C,0.004032,0.828947,0.358974,0.351852,0.351351,0.234694,0.504587,0.785714,0.454545,0.291667,0.369565,0.392857,0.5,479
0.111111,USA,0.5,0.376471,R,0.016129,0.539474,0.24359,0.296296,0.27027,0.102041,0.357798,?,?,?,?,?,?,504
