@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,4,9,24-26-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute DraftAge numeric
@attribute country_group {CAN,EURO,USA}
@attribute Height numeric
@attribute Weight numeric
@attribute Position {D,R,C,L}
@attribute CSS_rank numeric
@attribute rs_GP numeric
@attribute rs_G numeric
@attribute rs_A numeric
@attribute rs_P numeric
@attribute rs_PIM numeric
@attribute rs_PlusMinus numeric
@attribute po_GP numeric
@attribute po_G numeric
@attribute po_A numeric
@attribute po_P numeric
@attribute po_PIM numeric
@attribute po_PlusMinus numeric
@attribute sum_7yr_GP numeric

@data
0.071429,EURO,0.5,0.411765,C,0.216346,0.3,0,0.022222,0.012739,0.016701,0.220588,0.310345,0,0.115385,0.065217,0.016667,0,92
0,CAN,0.666667,0.482353,C,0.028846,0.816667,0.356164,0.511111,0.458599,0.219207,0.220588,0.310345,0.047619,0.384615,0.23913,0.083333,0,109
0.071429,EURO,0.5,0.282353,L,0.307692,0.45,0.041096,0.044444,0.044586,0.050104,0.220588,0.103448,0,0,0,0.066667,0,111
0.285714,EURO,0.416667,0.364706,R,?,0.45,0.287671,0.144444,0.216561,0.066806,0.220588,?,?,?,?,?,?,113
0,EURO,0.916667,0.882353,D,0.355769,0.4,0,0.033333,0.019108,0.100209,0.220588,0.034483,0,0,0,0.033333,0,119
0.071429,CAN,0.333333,0.176471,R,0.120192,0.716667,0.69863,0.711111,0.732484,0.292276,0.220588,0.310345,0.238095,0.192308,0.217391,0.258333,0,125
0.071429,EURO,0.75,0.764706,D,0.038462,0.783333,0.068493,0.2,0.146497,0.221294,0.220588,0.724138,0,0.192308,0.108696,0.308333,0,138
0.071429,USA,0.666667,0.529412,D,0.048077,0.35,0.068493,0.2,0.146497,0.160752,0.220588,?,?,?,?,?,?,140
0,EURO,0.416667,0.564706,L,0.038462,0.666667,0.178082,0.1,0.140127,0.129436,0.220588,0,0,0,0,0.016667,0,144
0.142857,CAN,0.75,0.670588,D,0.110577,0.266667,0.068493,0.077778,0.076433,0.321503,0.220588,?,?,?,?,?,?,147
0.142857,USA,0.333333,0.270588,R,0.745192,0.2,0.109589,0.2,0.165605,0.068894,0.220588,?,?,?,?,?,?,153
0.142857,CAN,0.416667,0.317647,R,0.644231,0.716667,0.369863,0.655556,0.547771,0.237996,0.220588,0.827586,0.904762,0.615385,0.76087,0.266667,0,155
0.142857,USA,0.75,0.635294,L,0.293269,0.466667,0.191781,0.233333,0.22293,0.169102,0.220588,0.37931,0.095238,0.153846,0.130435,0.191667,0,158
0,CAN,0.5,0.529412,D,0.389423,0.633333,0.068493,0.022222,0.044586,0.189979,0.220588,?,?,?,?,?,?,161
0,CAN,0.416667,0.388235,D,0.067308,0.833333,0.123288,0.4,0.286624,0.54071,0.220588,?,?,?,?,?,?,161
0,CAN,0.416667,0.317647,C,0.009615,0.783333,0.547945,0.555556,0.573248,0.25261,0.220588,0.344828,0.238095,0.153846,0.195652,0.2,0,164
0.071429,EURO,0.416667,0.294118,R,0.086538,0.35,0.273973,0.244444,0.267516,0.066806,0.220588,0.137931,0.190476,0.115385,0.152174,0.033333,0,170
0.071429,EURO,0.333333,0.294118,R,0.427885,0.65,0.575342,0.455556,0.528662,0.083507,0.220588,0.344828,0.428571,0.230769,0.326087,0.05,0,176
0,CAN,0.5,0.470588,D,0.057692,0.616667,0.260274,0.366667,0.33121,0.164927,0.220588,0.172414,0,0.192308,0.108696,0.066667,0,201
0.357143,EURO,0.416667,0.411765,D,?,0.483333,0.164384,0.133333,0.152866,0.104384,0.220588,0.068966,0,0.076923,0.043478,0,0,210
0.071429,USA,0.5,0.423529,D,0.072115,0.366667,0.09589,0.177778,0.146497,0.041754,0.220588,?,?,?,?,?,?,214
0.071429,EURO,0.416667,0.317647,L,0.192308,0.233333,0.205479,0.133333,0.171975,0.004175,0.220588,0.103448,0.095238,0.038462,0.065217,0.016667,0,217
0.071429,USA,0.583333,0.494118,R,0.211538,0.316667,0.219178,0.077778,0.146497,0.158664,0.220588,?,?,?,?,?,?,234
0.071429,EURO,0.416667,0.447059,R,0.322115,0.75,0.273973,0.411111,0.363057,0.127349,0.220588,0.689655,0.333333,0.653846,0.521739,0.15,0,238
0,EURO,0.5,0.235294,L,0.043269,0.716667,0.643836,0.5,0.585987,0.223382,0.220588,0.344828,0.238095,0.423077,0.347826,0.3,0,254
0,EURO,0.416667,0.305882,R,0.105769,0.383333,0.287671,0.266667,0.286624,0.029228,0.220588,?,?,?,?,?,?,263
0.642857,EURO,0.416667,0.235294,L,?,0.65,0.273973,0.244444,0.267516,0.227557,0.220588,0.310345,0.047619,0.230769,0.152174,0.216667,0,264
0,EURO,0.5,0.282353,R,0.225962,0.516667,0.30137,0.411111,0.375796,0.033403,0.220588,0.758621,0.285714,0.5,0.413043,0.05,0,269
0,EURO,0.583333,0.470588,R,0.009615,0.633333,0.438356,0.322222,0.388535,0.025052,0.220588,0.241379,0,0,0,0,0,298
0.142857,CAN,0.5,0.564706,D,?,0.55,0.164384,0.588889,0.414013,0.181628,1,0.448276,0.095238,0.576923,0.369565,0.183333,0,299
0,CAN,0.75,0.705882,L,0.033654,0.75,0.506849,0.411111,0.471338,0.19833,0.220588,0.103448,0,0.153846,0.086957,0.05,0,308
0.142857,EURO,0.25,0.411765,L,0.225962,0.483333,0.123288,0.177778,0.159236,0.127349,0.220588,0.103448,0.047619,0,0.021739,0,0,317
0.071429,CAN,0.25,0.176471,C,0.158654,0.316667,0.260274,0.266667,0.273885,0.079332,0.220588,?,?,?,?,?,?,321
0.642857,EURO,0.583333,0.411765,D,?,0.466667,0.027397,0.077778,0.057325,0.045929,0.220588,0.724138,0.047619,0.192308,0.130435,0.325,0,348
0.071429,USA,0.5,0.494118,D,0.125,0.3,0.136986,0.133333,0.140127,0.100209,0.220588,?,?,?,?,?,?,371
0.571429,EURO,0.416667,0.235294,D,?,0.566667,0.246575,0.222222,0.242038,0.008351,0.220588,0.413793,0.095238,0.192308,0.152174,0.066667,0,386
0,USA,0.5,0.235294,C,0.014423,0.483333,0.479452,0.366667,0.433121,0.121086,0.220588,?,?,?,?,?,?,388
0.571429,EURO,0.416667,0.352941,D,?,0.45,0.136986,0.122222,0.133758,0.087683,0.220588,0.241379,0,0.153846,0.086957,0.083333,0,392
0.071429,EURO,0.5,0.235294,L,0,0.7,0.356164,0.288889,0.33121,0.050104,0.220588,0.413793,0.190476,0.307692,0.26087,0.116667,0,397
0.071429,EURO,0.583333,0.152941,C,0.004808,0.666667,0.205479,0.3,0.267516,0.096033,0.220588,0.413793,0.095238,0.307692,0.217391,0.05,0,400
0.071429,EURO,0.583333,0.411765,C,0,0.166667,0.150685,0.255556,0.216561,0.05428,0.220588,?,?,?,?,?,?,414
0,CAN,0.75,0.635294,R,0.870192,0.65,0,0.011111,0.006369,0.296451,0.220588,0.103448,0,0,0,0.1,0,1
0.142857,EURO,0.583333,0.258824,L,0.259615,0.483333,0.178082,0.166667,0.178344,0.102296,0.220588,0.103448,0.142857,0.153846,0.152174,0,0,1
0.071429,CAN,0.583333,0.047059,D,0.504808,0.383333,0.041096,0.211111,0.140127,0.317328,0.220588,?,?,?,?,?,?,2
0,EURO,0.833333,0.352941,L,0.086538,0.5,0.328767,0.177778,0.254777,0.020877,0.220588,?,?,?,?,?,?,2
0.142857,USA,0.416667,0.294118,D,1,0.266667,0.027397,0.044444,0.038217,0.058455,0.220588,?,?,?,?,?,?,3
0.142857,USA,0.416667,0.411765,C,0.576923,0.566667,0.328767,0.366667,0.363057,0.039666,0.220588,0.413793,0.238095,0.192308,0.217391,0.033333,0,3
0,EURO,0.666667,0.376471,C,?,0.383333,0.232877,0.322222,0.292994,0.066806,0.220588,0.172414,0.142857,0.192308,0.173913,0.016667,0,3
0.071429,CAN,0.5,0.247059,R,0.1875,0.616667,0.315068,0.366667,0.356688,0.14405,0.220588,0.206897,0.142857,0.153846,0.152174,0.1,0,4
0,CAN,0.583333,0.423529,C,0.057692,0.783333,0.287671,0.3,0.305732,0.150313,0.220588,0.37931,0.047619,0.230769,0.152174,0.033333,0,4
0.071429,USA,0.5,0.352941,R,0.221154,0.25,0.205479,0.122222,0.165605,0.025052,0.220588,?,?,?,?,?,?,5
0.071429,USA,0.666667,0.776471,L,0.360577,0.633333,0.109589,0.122222,0.121019,0.169102,0.220588,0.103448,0,0,0,0.033333,0,5
0.285714,EURO,0.333333,0.070588,C,?,0.616667,0.123288,0.088889,0.10828,0.050104,0.220588,0.275862,0.047619,0.192308,0.130435,0.133333,0,5
0,USA,0.5,0.611765,D,0.605769,0.75,0.027397,0.111111,0.076433,0.185804,0.220588,1,0,0.230769,0.130435,0.4,0,6
0,EURO,0.5,0.329412,D,0.048077,0.366667,0.219178,0.233333,0.235669,0.11691,0.220588,0.034483,0,0,0,0,0,8
0,CAN,0.583333,0.541176,D,0.8125,0.65,0,0.144444,0.082803,0.075157,0.220588,0.103448,0,0.038462,0.021739,0.033333,0,8
0.071429,EURO,0.666667,0.517647,D,0.139423,0.8,0.027397,0.122222,0.082803,0.237996,0.220588,0.37931,0,0.076923,0.043478,0.2,0,8
0.071429,EURO,0.916667,0.8,L,0.346154,0.4,0,0.055556,0.031847,0.258873,0.220588,?,?,?,?,?,?,9
0.071429,CAN,0.5,0.411765,L,?,0.75,0.315068,0.488889,0.426752,0.110647,0.220588,?,?,?,?,?,?,9
0,CAN,0.5,0.352941,C,0.163462,0.733333,0.424658,0.666667,0.579618,0.029228,0.220588,0.172414,0.047619,0.076923,0.065217,0.016667,0,10
0.142857,EURO,0.25,0.176471,C,?,0.283333,0.068493,0.066667,0.070064,0.050104,0.220588,?,?,?,?,?,?,10
0,EURO,0.666667,0.764706,C,?,0.366667,0.150685,0.111111,0.133758,0.045929,0.220588,0.068966,0,0,0,0,0,13
0.642857,EURO,0.416667,0.176471,L,?,0.633333,0.356164,0.277778,0.324841,0.05428,0.220588,0.068966,0,0.038462,0.021739,0.05,0,13
0.071429,CAN,0.166667,0.117647,C,0.355769,0.866667,0.69863,0.966667,0.878981,0.029228,0.220588,0.517241,0.47619,0.538462,0.521739,0.033333,0,13
0,EURO,0.583333,0.317647,L,0.038462,0.133333,0.205479,0.133333,0.171975,0.058455,0.220588,0.034483,0.047619,0,0.021739,0.016667,0,14
0.142857,EURO,0.666667,0.470588,D,0.350962,0.45,0.09589,0.022222,0.057325,0.06263,0.220588,0.068966,0,0,0,0.016667,0,16
0,USA,0.666667,0.435294,C,0.096154,0.683333,0.219178,0.233333,0.235669,0.131524,0.220588,0.62069,0.142857,0.230769,0.195652,0.2,0,17
0.071429,EURO,0.333333,0.235294,L,0.072115,0.683333,0.493151,0.3,0.401274,0.077244,0.220588,0.551724,0.333333,0.230769,0.282609,0.05,0,17
0,EURO,0.416667,0.388235,D,0.153846,0.4,0.09589,0.344444,0.242038,0.146138,0.220588,0.206897,0.047619,0.153846,0.108696,0.041667,0,17
0,CAN,0.416667,0.258824,C,0.182692,0.566667,0.232877,0.411111,0.343949,0.146138,0.220588,0.103448,0,0.038462,0.021739,0.05,0,17
0,EURO,0.416667,0.352941,R,?,0.25,0.315068,0.1,0.203822,0,0.220588,?,?,?,?,?,?,18
0,EURO,0.416667,0.294118,R,0.158654,0.8,0.30137,0.3,0.312102,0.077244,0.220588,?,?,?,?,?,?,18
0.428571,EURO,0.25,0.105882,L,?,0.483333,0.273973,0.3,0.299363,0.150313,0.220588,0.137931,0.095238,0,0.043478,0.083333,0,19
0.142857,CAN,0.25,0.188235,D,?,0.8,0.356164,0.677778,0.55414,0.325678,0.220588,0.344828,0.095238,0.153846,0.130435,0.141667,0,21
0.714286,EURO,0.5,0.435294,D,?,0.483333,0.068493,0.022222,0.044586,0.079332,0.220588,?,?,?,?,?,?,23
0.357143,EURO,0.666667,0.588235,D,?,0.466667,0.013699,0.055556,0.038217,0.175365,0.220588,0.068966,0.047619,0.076923,0.065217,0.016667,0,24
0,EURO,0.666667,0.470588,R,?,0.85,0.150685,0.155556,0.159236,0.133612,0.220588,0.137931,0,0,0,0,0,27
0.071429,CAN,0.5,0.317647,R,0.427885,0.7,0.328767,0.322222,0.33758,0.346555,0.220588,?,?,?,?,?,?,28
0.142857,EURO,0.5,0.341176,L,?,0.716667,0.09589,0.044444,0.070064,0.091858,0.220588,?,?,?,?,?,?,28
0.571429,EURO,0.166667,0.117647,R,?,0.333333,0.30137,0.266667,0.292994,0.121086,0.220588,0.241379,0.095238,0.192308,0.152174,0.05,0,30
0,EURO,0.5,0.282353,C,0.168269,0.2,0.164384,0.177778,0.178344,0.016701,0.220588,0.172414,0.095238,0.115385,0.108696,0.016667,0,36
0.071429,CAN,0.25,0.188235,L,?,0.816667,0.876712,0.866667,0.904459,0.154489,0.220588,?,?,?,?,?,?,37
0.071429,CAN,0.5,0.352941,L,0.908654,0.8,0.452055,0.433333,0.458599,0.25261,0.220588,0.344828,0.190476,0,0.086957,0.208333,0,38
0.571429,EURO,0.25,0.235294,R,?,0.65,0.273973,0.333333,0.318471,0.183716,0.220588,0.241379,0.190476,0.076923,0.130435,0.1,0,38
0.642857,EURO,0.583333,0.352941,R,?,0.55,0.205479,0.288889,0.261146,0.087683,0.220588,0.241379,0.142857,0.115385,0.130435,0.033333,0,38
0,EURO,0.5,0.188235,L,0.307692,0.133333,0.232877,0.166667,0.203822,0,0.220588,?,?,?,?,?,?,43
0.071429,CAN,0.666667,0.458824,C,0.048077,0.783333,0.315068,0.344444,0.343949,0.129436,0.220588,0.206897,0.047619,0.230769,0.152174,0.05,0,45
0.071429,EURO,0.583333,0.352941,L,0.264423,0.433333,0.726027,0.555556,0.656051,0.150313,0.220588,?,?,?,?,?,?,49
0,EURO,0.666667,0.529412,L,0.009615,0.516667,0.150685,0.122222,0.140127,0.154489,0.220588,?,?,?,?,?,?,52
0,EURO,0.666667,0.376471,C,0.004808,0.216667,0.219178,0.277778,0.261146,0.037578,0.220588,?,?,?,?,?,?,53
0,EURO,0.416667,0.282353,R,0,0.583333,0.328767,0.233333,0.286624,0.075157,0.220588,0.310345,0.095238,0.076923,0.086957,0,0,57
0.785714,EURO,0.583333,0.470588,C,?,0,0.136986,0.177778,0.165605,0.104384,0.220588,0.241379,0.095238,0.153846,0.130435,0.083333,0,63
0.142857,CAN,0.583333,0.470588,L,?,0.816667,0.917808,1,1,0.436326,0.794118,0.448276,0.761905,0.653846,0.717391,0.216667,0,68
0.142857,CAN,0.333333,0.364706,D,0.956731,0.316667,0.041096,0.277778,0.178344,0.11691,0.220588,?,?,?,?,?,?,70
0.428571,EURO,0.083333,0,R,?,0.3,0.219178,0.244444,0.242038,0.058455,0.220588,0.551724,0.380952,0.153846,0.26087,0.083333,0,71
0.142857,CAN,0.333333,0.176471,L,0.274038,0.35,0.232877,0.244444,0.248408,0.06263,0.220588,?,?,?,?,?,?,78
0.071429,USA,0.833333,0.705882,L,0.168269,0.283333,0.123288,0.088889,0.10828,0.112735,0.220588,?,?,?,?,?,?,78
0.142857,CAN,0.333333,0.117647,C,?,0.616667,0.547945,0.388889,0.477707,0.108559,0.485294,0.517241,0.190476,0.461538,0.347826,0.133333,0,81
0.142857,CAN,0.166667,0.247059,C,?,0.666667,0.479452,0.588889,0.56051,0.450939,0.220588,1,0.380952,0.653846,0.543478,1,0,87
0,EURO,0.5,0.235294,C,0.024038,0.7,0.219178,0.155556,0.191083,0.033403,0.220588,0.068966,0,0,0,0,0,99
0.071429,USA,0.666667,0.435294,L,0.043269,0.383333,0.150685,0.144444,0.152866,0.050104,0.220588,?,?,?,?,?,?,100
0.642857,EURO,0.583333,0.329412,D,?,0.466667,0.109589,0.1,0.10828,0.17119,0.220588,0.344828,0,0,0,0.066667,0,102
0.714286,EURO,0.25,0.211765,D,?,0.433333,0.232877,0.288889,0.273885,0.041754,0.220588,0.137931,0,0.115385,0.065217,0,0,112
0.071429,CAN,0.583333,0.294118,C,0.125,0.316667,0.219178,0.166667,0.197452,0.100209,0.220588,?,?,?,?,?,?,115
0.071429,EURO,0.416667,0.282353,D,0.120192,0.35,0.082192,0.044444,0.063694,0.05428,0.220588,0.241379,0,0,0,0.066667,0,115
0.071429,CAN,0.833333,0.647059,D,0.120192,0.75,0.082192,0.188889,0.146497,0.242171,0.220588,0.137931,0.047619,0.076923,0.065217,0.033333,0,120
0,CAN,0.5,0.270588,R,0.331731,0.816667,0.493151,0.577778,0.56051,0.079332,0.220588,0.448276,0.190476,0.192308,0.195652,0.116667,0,123
0,USA,0.833333,0.670588,C,?,0.55,0.082192,0.077778,0.082803,0.229645,0.220588,?,?,?,?,?,?,133
0.142857,CAN,0.416667,0.258824,C,0.225962,0.116667,0.164384,0.255556,0.171975,0.033403,0.220588,?,?,?,?,?,?,156
0.071429,USA,0.5,0.611765,D,0.115385,0.516667,0.082192,0.188889,0.146497,0.390397,0.220588,0.137931,0,0.076923,0.043478,0.05,0,157
0.071429,EURO,0.916667,0.670588,R,0.028846,0.683333,0.328767,0.311111,0.33121,0.087683,0.220588,0.413793,0.190476,0.115385,0.152174,0.05,0,159
0,CAN,0.416667,0.341176,R,0.019231,0.8,0.493151,0.533333,0.535032,0.087683,0.220588,0.413793,0.285714,0.307692,0.304348,0.083333,0,164
0.071429,USA,0.25,0.211765,L,0.134615,0.316667,0.246575,0.166667,0.210191,0.08142,0.220588,?,?,?,?,?,?,166
0.071429,USA,0.666667,0.470588,D,0.038462,0.233333,0.054795,0.088889,0.076433,0.050104,0.220588,?,?,?,?,?,?,167
0.142857,EURO,0.416667,0.235294,R,?,0.9,0.410959,0.6,0.535032,0.079332,0.220588,0.275862,0.095238,0.230769,0.173913,0.016667,0,169
0.071429,EURO,0.666667,0.588235,L,0.091346,0.733333,0.328767,0.322222,0.33758,0.137787,0.220588,?,?,?,?,?,?,187
0.142857,USA,0.833333,0.764706,L,?,0.583333,0.438356,0.222222,0.33121,0.279749,0.279412,0.413793,0.238095,0.192308,0.217391,0.183333,0,199
0,CAN,0.416667,0.270588,C,0.052885,0.716667,0.315068,0.422222,0.388535,0.273486,0.220588,0.37931,0.142857,0.192308,0.173913,0.175,0,200
0,CAN,0.583333,0.529412,L,0.538462,0.716667,0.123288,0.055556,0.089172,0.200418,0.220588,0.137931,0.047619,0.038462,0.043478,0.016667,0,203
1,EURO,0.416667,0.152941,D,?,0.6,0.123288,0.3,0.229299,0.087683,0.220588,0.103448,0,0.076923,0.043478,0.016667,0,213
0,CAN,0.5,0.329412,C,0.067308,0.8,0.410959,0.444444,0.44586,0.181628,0.220588,0.172414,0,0.038462,0.021739,0.05,0,216
0.142857,USA,0.666667,0.576471,D,0.014423,0.366667,0.027397,0.1,0.070064,0.22547,0.220588,?,?,?,?,?,?,219
0,EURO,0.5,0.588235,D,0.043269,0.316667,0.041096,0.1,0.076433,0.108559,0.220588,?,?,?,?,?,?,229
0.142857,USA,0.25,0.176471,D,0.490385,0.283333,0.109589,0.211111,0.171975,0.05428,0.220588,?,?,?,?,?,?,232
0.071429,USA,0.5,0.352941,D,0.081731,0.016667,0.205479,0.377778,0.312102,0.05428,0.220588,?,?,?,?,?,?,232
0.071429,USA,0.75,0.611765,D,0.201923,0.8,0.041096,0.122222,0.089172,0.100209,0.220588,0.482759,0.095238,0.038462,0.065217,0.066667,0,234
0,CAN,0.583333,0.447059,C,0.033654,0.4,0.246575,0.177778,0.216561,0.212944,0.220588,0.103448,0.047619,0.038462,0.043478,0.1,0,254
0.142857,CAN,0.5,0.529412,L,?,0.666667,0.082192,0.077778,0.082803,0.561587,0.220588,0.344828,0.190476,0.076923,0.130435,0.358333,0,257
0.071429,CAN,0.416667,0.529412,L,0.024038,0.75,0.589041,0.522222,0.573248,0.083507,0.220588,0.172414,0.238095,0.076923,0.152174,0.191667,0,275
0.142857,CAN,0.5,0.411765,L,0.110577,0.5,0.273973,0.122222,0.197452,0.196242,0.220588,0.344828,0.095238,0.230769,0.173913,0.25,0,278
0,EURO,0.583333,0.470588,L,0.028846,0.483333,0.520548,0.233333,0.375796,0.108559,0.220588,?,?,?,?,?,?,307
0.5,EURO,0.666667,0.588235,D,?,0.433333,0.109589,0.111111,0.11465,0.183716,0.220588,0.172414,0,0,0,0.066667,0,319
0,EURO,0.666667,0.529412,D,0.004808,0.733333,0.219178,0.311111,0.280255,0.363257,0.220588,0.172414,0.047619,0.038462,0.043478,0.175,0,328
0.5,EURO,0.666667,0.588235,D,?,0.5,0.109589,0.1,0.10828,0.173278,0.220588,0.344828,0.095238,0.038462,0.065217,0.116667,0,340
0.071429,EURO,0.666667,0.494118,L,0,0.433333,0.438356,0.344444,0.401274,0.075157,0.220588,?,?,?,?,?,?,354
0,CAN,0.5,0.388235,D,0.322115,0.866667,0.150685,0.366667,0.280255,0.079332,0.220588,0.172414,0,0.115385,0.065217,0.016667,0,367
0,EURO,0.5,0.411765,R,0.014423,0.666667,0.465753,0.255556,0.363057,0.096033,0.220588,0.137931,0.047619,0.076923,0.065217,0.016667,0,408
0.428571,EURO,0.25,0.258824,D,?,0.633333,0.287671,0.322222,0.318471,0.083507,0.220588,0.241379,0.238095,0.115385,0.173913,0.133333,0,417
0.071429,CAN,0.5,0.211765,R,0.086538,0.75,0.506849,0.5,0.522293,0.096033,0.220588,0.758621,0.666667,0.615385,0.652174,0.083333,0,422
0,CAN,0.583333,0.529412,L,0.009615,0.65,0.369863,0.6,0.515924,0.258873,0.220588,0.172414,0.142857,0.076923,0.108696,0.05,0,436
