@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,8-9,24-25'

@attribute DraftAge_norm numeric
@attribute country_group {EURO,CAN,USA}
@attribute Height_norm numeric
@attribute Weight_norm numeric
@attribute Position {D,C,L,R}
@attribute CSS_rank_norm numeric
@attribute rs_GP_norm numeric
@attribute rs_G_norm numeric
@attribute rs_A_norm numeric
@attribute rs_P_norm numeric
@attribute rs_PIM_norm numeric
@attribute rs_PlusMinus_norm numeric
@attribute po_GP_norm numeric
@attribute po_G_norm numeric
@attribute po_A_norm numeric
@attribute po_P_norm numeric
@attribute po_PIM_norm numeric
@attribute po_PlusMinus_norm numeric
@attribute sum_7yr_GP numeric

@data
0.111111,CAN,0.625,0.524752,R,0.129032,0.58,0.269231,0.318182,0.297872,0.343537,0.357798,1,0.318182,0.633333,0.565217,0.441176,0.310345,11
0.111111,CAN,0.625,0.613861,C,0.129032,0.68,0.179487,0.327273,0.265957,0.265306,0.449541,0.172414,0.090909,0.166667,0.152174,0.117647,0.310345,99
0,USA,0.5625,0.356436,C,0.129032,0.6,0.24359,0.245455,0.244681,0.258503,0.357798,0,0,0,0,0,0.310345,55
0,EURO,0.625,0.356436,C,0.133065,0.44,0.192308,0.154545,0.170213,0.054422,0.440367,0,0,0,0,0,0.310345,141
0.111111,EURO,0.625,0.524752,L,0.133065,0.67,0.410256,0.254545,0.319149,0.197279,0.357798,0,0,0,0,0,0.310345,7
0.111111,USA,0.625,0.623762,D,0.133065,0.68,0.064103,0.190909,0.138298,0.615646,0.513761,0.241379,0,0,0,0.176471,0.206897,174
0.111111,EURO,0.4375,0.554455,C,0.133065,0.59,0.102564,0.109091,0.106383,0.57483,0.357798,0.551724,0.136364,0.133333,0.152174,0.470588,0.310345,42
0,CAN,0.5,0.50495,C,0.137097,0.7,0.141026,0.154545,0.148936,0.363946,0.40367,0.172414,0.045455,0.033333,0.043478,0.117647,0.310345,48
0,CAN,0.5,0.50495,D,0.137097,0.68,0.076923,0.218182,0.159574,0.680272,0.357798,0.137931,0.045455,0.033333,0.043478,0.117647,0.310345,34
0.111111,EURO,0.625,0.534653,R,0.141129,0.33,0.102564,0.018182,0.053191,0.040816,0.357798,0,0,0,0,0,0.310345,7
0.111111,USA,0.6875,0.49505,D,0.141129,0.81,0.102564,0.318182,0.228723,0.312925,0.412844,0.37931,0.090909,0.166667,0.152174,0.117647,0.586207,156
0.111111,EURO,0.625,0.455446,D,0.141129,0.37,0.282051,0.209091,0.239362,0.156463,0.357798,0,0,0,0,0,0.310345,4
0,CAN,0.4375,0.306931,C,0.149194,0.69,0.5,0.581818,0.547872,0.217687,0.633028,0.586207,0.227273,0.5,0.434783,0.352941,0.206897,333
0,CAN,0.75,0.445545,D,0.153226,0.78,0.038462,0.236364,0.154255,0.29932,0.275229,0.172414,0,0.033333,0.021739,0.088235,0.310345,9
0,EURO,0.5,0.435644,D,0.153226,0.47,0.064103,0.109091,0.090426,0.136054,0.357798,0.068966,0,0.033333,0.021739,0.058824,0.310345,233
0.111111,EURO,0.5625,0.435644,C,0.157258,0.47,0.269231,0.181818,0.218085,0.156463,0.357798,0,0,0,0,0,0.310345,3
0,EURO,0.375,0.435644,R,0.16129,0.65,0.474359,0.263636,0.351064,0.333333,0.357798,0.689655,0.363636,0.3,0.369565,0.205882,0.310345,24
0,EURO,0.5625,0.39604,R,0.16129,0.44,0.192308,0.109091,0.143617,0.312925,0.376147,0,0,0,0,0,0.310345,189
0,CAN,0.75,0.752475,R,0.16129,0.31,0.012821,0.045455,0.031915,0.251701,0.321101,0,0,0,0,0,0.310345,5
0,CAN,0.5625,0.50495,L,0.165323,0.72,0.358974,0.290909,0.319149,0.418367,0.256881,0.206897,0.090909,0.066667,0.086957,0.058824,0.206897,268
0.111111,USA,0.5,0.346535,R,0.169355,0.42,0.512821,0.581818,0.553191,0.095238,0.33945,0,0,0,0,0,0.310345,262
0,CAN,0.5,0.465347,D,0.173387,0.76,0.192308,0.190909,0.191489,0.336735,0.211009,0,0,0,0,0,0.310345,350
0,CAN,0.5625,0.405941,C,0.173387,0.76,0.384615,0.336364,0.356383,0.210884,0.513761,0.206897,0.136364,0.166667,0.173913,0,0.344828,47
0,CAN,0.5625,0.39604,R,0.177419,0.7,0.269231,0.2,0.228723,0.173469,0.422018,0.37931,0.045455,0.1,0.086957,0.088235,0.310345,11
0,CAN,0.5,0.366337,D,0.177419,0.56,0.064103,0.272727,0.18617,0.204082,0.357798,0,0,0,0,0,0.310345,61
0,EURO,0.75,0.623762,D,0.181452,0.34,0.038462,0.072727,0.058511,0.07483,0.357798,0,0,0,0,0,0.310345,41
0.111111,CAN,0.625,0.445545,C,0.181452,0.63,0.358974,0.390909,0.37766,0.187075,0.394495,0.172414,0.090909,0.033333,0.065217,0.029412,0.241379,4
0,CAN,0.5,0.485149,L,0.181452,0.68,0.25641,0.190909,0.218085,0.530612,0.357798,0.206897,0.045455,0.066667,0.065217,0.147059,0.413793,209
0,EURO,0.625,0.29703,D,0.185484,0.62,0.064103,0.172727,0.12766,0.187075,0.357798,0.413793,0.045455,0.033333,0.043478,0.235294,0.310345,66
0,USA,0.625,0.524752,D,0.185484,0.65,0.089744,0.1,0.095745,0.414966,0.357798,0,0,0,0,0,0.310345,29
0,EURO,0.625,0.80198,D,0.193548,0.59,0.051282,0.072727,0.06383,0.190476,0.357798,0,0,0,0,0,0.310345,227
0,CAN,0.5,0.475248,C,0.193548,0.19,0.051282,0.036364,0.042553,0.027211,0.366972,0,0,0,0,0,0.310345,1
0.111111,CAN,0.75,0.653465,D,0.197581,0.58,0,0.072727,0.042553,0.326531,0.385321,0.517241,0,0.1,0.065217,0.382353,0.206897,98
0.111111,USA,0.625,0.50495,D,0.205645,0.31,0,0.072727,0.042553,0.061224,0.357798,0,0,0,0,0,0.310345,16
0,CAN,0.625,0.752475,L,0.205645,0.71,0.397436,0.472727,0.441489,0.272109,0.422018,0.206897,0.272727,0.133333,0.217391,0.102941,0.310345,314
0.111111,CAN,0.5,0.485149,D,0.205645,0.67,0.230769,0.463636,0.367021,0.414966,0.541284,0.586207,0.045455,0.466667,0.326087,0.426471,0.310345,3
0.222222,USA,0.625,0.356436,D,0.21371,0.44,0.038462,0.145455,0.101064,0.115646,0.357798,0,0,0,0,0,0.310345,224
0.111111,EURO,0.75,0.643564,L,0.21371,0.68,0.217949,0.236364,0.228723,0.292517,0.357798,0,0,0,0,0,0.310345,3
0.111111,USA,0.5625,0.415842,D,0.217742,0.34,0.179487,0.363636,0.287234,0.176871,0.357798,0,0,0,0,0,0.310345,365
0,CAN,0.625,0.366337,D,0.217742,0.66,0.012821,0.136364,0.085106,0.289116,0.550459,0.517241,0.045455,0.066667,0.065217,0.352941,0.655172,2
0,USA,0.375,0.277228,R,0.221774,0.65,0.371795,0.236364,0.292553,0.234694,0.357798,0,0,0,0,0,0.310345,7
0,CAN,0.5625,0.366337,D,0.225806,0.6,0,0.072727,0.042553,0.214286,0.192661,0,0,0,0,0,0.310345,17
0.111111,USA,0.5625,0.415842,D,0.225806,0.6,0.076923,0.2,0.148936,0.306122,0.688073,0.448276,0.045455,0.2,0.152174,0.147059,0.586207,223
0.111111,EURO,0.75,0.752475,D,0.229839,0.34,0.012821,0.018182,0.015957,0.108844,0.357798,0.068966,0,0,0,0,0.310345,281
0,CAN,0.6875,0.811881,L,0.229839,0.62,0.115385,0.090909,0.101064,0.506803,0.394495,0.793103,0.136364,0.133333,0.152174,0.823529,0.551724,405
0.111111,USA,0.5625,0.405941,L,0.233871,0.42,0.179487,0.118182,0.143617,0.156463,0.357798,0,0,0,0,0,0.310345,47
0,USA,0.625,0.356436,C,0.233871,0.37,0.461538,0.327273,0.382979,0.095238,0.366972,0.137931,0,0.066667,0.043478,0,0.275862,17
0.111111,EURO,0.5625,0.415842,R,0.237903,0.58,0.371795,0.272727,0.31383,0.054422,0.477064,0.482759,0.272727,0.3,0.326087,0.088235,0.37931,183
0,CAN,0.8125,0.693069,D,0.241935,0.64,0.025641,0.1,0.069149,0.14966,0.266055,0.137931,0,0.033333,0.021739,0,0.310345,198
0.111111,USA,0.5,0.455446,C,0.245968,0.43,0.076923,0.136364,0.111702,0.170068,0.357798,0,0,0,0,0,0.310345,102
0,CAN,0.75,0.762376,L,0.245968,0.74,0.179487,0.190909,0.18617,0.14966,0.275229,0.206897,0.136364,0,0.065217,0.029412,0.275862,253
0,CAN,0.375,0.29703,L,0.25,0.49,0.461538,0.6,0.542553,0.112245,0.357798,0.862069,1,0.8,1,0.294118,0.310345,410
0.111111,CAN,0.5,0.435644,R,0.254032,0.59,0.307692,0.2,0.244681,0.098639,0.357798,0.137931,0,0.066667,0.043478,0.117647,0.241379,238
0,CAN,0.5625,0.475248,L,0.258065,0.75,0.128205,0.209091,0.175532,0.438776,0.477064,0.724138,0.181818,0.066667,0.130435,0.426471,0.310345,245
0.111111,CAN,0.625,0.910891,D,0.258065,0.67,0.076923,0.081818,0.079787,0.802721,0.256881,0.37931,0.045455,0.2,0.152174,0.470588,0.206897,160
0,CAN,0.75,0.70297,D,0.262097,0.56,0.038462,0.109091,0.079787,0.697279,0.477064,0.103448,0.045455,0.033333,0.043478,0.397059,0.137931,33
0.111111,EURO,0.625,0.653465,L,0.266129,0.58,0.205128,0.181818,0.191489,0.312925,0.357798,0.068966,0,0,0,0.176471,0.310345,32
0,CAN,0.5,0.326733,C,0.270161,0.72,0.230769,0.181818,0.202128,0.136054,0.311927,0.344828,0.090909,0.066667,0.086957,0.117647,0.310345,220
0,CAN,0.5625,0.455446,D,0.274194,0.71,0.102564,0.318182,0.228723,0.207483,0.522936,0.413793,0,0.133333,0.086957,0.088235,0.310345,22
0,CAN,0.5625,0.50495,D,0.278226,0.7,0.064103,0.227273,0.159574,0.112245,0.715596,0.448276,0.090909,0.233333,0.195652,0.029412,0.310345,471
0.111111,USA,0.625,0.405941,D,0.282258,0.69,0.153846,0.318182,0.25,0.061224,0.220183,0.068966,0,0,0,0,0.310345,8
0.222222,CAN,0.5,0.50495,D,0.28629,0.62,0.294872,0.418182,0.367021,0.112245,1,0.758621,0.272727,0.633333,0.543478,0.088235,0.965517,59
0,CAN,0.6875,0.60396,R,0.28629,0.58,0.141026,0.236364,0.196809,0.112245,0.385321,0,0,0,0,0,0.310345,66
0,CAN,0.4375,0.405941,D,0.28629,0.68,0.076923,0.154545,0.12234,0.462585,0.458716,0.37931,0,0.066667,0.043478,0.323529,0.172414,5
0,CAN,0.4375,0.366337,R,0.290323,0.61,0.269231,0.472727,0.388298,0.608844,0.366972,0.37931,0.181818,0.166667,0.195652,0.720588,0.137931,272
0,USA,0.25,0.19802,L,0.294355,0.31,0.474359,0.481818,0.478723,0.326531,0.357798,0,0,0,0,0,0.310345,33
0.222222,CAN,0.5,0.475248,C,0.294355,0.42,0.217949,0.254545,0.239362,0.102041,0.357798,0,0,0,0,0,0.310345,427
0.222222,EURO,0.375,0.405941,L,0.294355,0.39,0.089744,0.063636,0.074468,0.088435,0.357798,0.137931,0,0,0,0,0.310345,8
0.111111,CAN,0.625,0.455446,R,0.298387,0.51,0.448718,0.327273,0.37766,0.112245,0.357798,0.137931,0,0.066667,0.043478,0,0.310345,10
0.111111,USA,0.375,0.326733,R,0.306452,0.71,0.474359,0.3,0.37234,0.319728,0.513761,0.862069,0.636364,0.3,0.5,0.411765,0.448276,284
0,CAN,0.625,0.554455,L,0.306452,0.7,0.179487,0.1,0.132979,0.377551,0.321101,0.413793,0.090909,0.266667,0.217391,0.308824,0.310345,1
0.222222,CAN,0.5625,0.455446,C,0.310484,0.37,0.179487,0.154545,0.164894,0.078231,0.357798,0,0,0,0,0,0.310345,34
0.222222,USA,0.375,0.356436,C,0.310484,0.39,0.294872,0.290909,0.292553,0.081633,0.357798,0,0,0,0,0,0.310345,112
0,CAN,0.3125,0.267327,L,0.318548,0.68,0.371795,0.336364,0.351064,0.282313,0.724771,0.862069,0.318182,0.533333,0.5,0.529412,0.689655,218
0,USA,0.625,0.633663,C,0.330645,0.71,0.384615,0.436364,0.414894,0.465986,0.321101,0.172414,0,0.066667,0.043478,0.088235,0.310345,316
0,CAN,0.4375,0.306931,C,0.334677,0.63,0.205128,0.236364,0.223404,0.095238,0.321101,0,0,0,0,0,0.310345,266
0,USA,0.5625,0.257426,D,0.334677,0.61,0.141026,0.272727,0.218085,0.139456,0.357798,0,0,0,0,0,0.310345,206
0,USA,0.625,0.544554,R,0.342742,0.51,0.5,0.290909,0.37766,0.013605,0.357798,0,0,0,0,0,0.310345,3
0,CAN,0.5625,0.39604,D,0.346774,0.66,0.064103,0.245455,0.170213,0.642857,0.46789,0.62069,0.090909,0.066667,0.086957,0.558824,0.310345,1
0.111111,CAN,0.5625,0.306931,D,0.350806,0.35,0.038462,0.118182,0.085106,0.122449,0.357798,0,0,0,0,0,0.310345,1
0.111111,CAN,0.5,0.356436,C,0.350806,0.46,0.538462,0.454545,0.489362,0.486395,0.357798,0.37931,0.181818,0.266667,0.26087,0.617647,0.310345,7
0.111111,USA,0.4375,0.405941,R,0.358871,0.42,0.205128,0.081818,0.132979,0.122449,0.357798,0,0,0,0,0,0.310345,96
0.111111,USA,0.6875,0.70297,L,0.366935,0.64,0.512821,0.236364,0.351064,0.367347,0.614679,0.448276,0.227273,0.066667,0.152174,0.382353,0.310345,4
0,USA,0.5,0.267327,D,0.370968,0.28,0.038462,0.181818,0.12234,0.020408,0.357798,0,0,0,0,0,0.310345,6
0,CAN,0.6875,0.50495,D,0.375,0.74,0.128205,0.290909,0.223404,0.163265,0.211009,0,0,0,0,0,0.310345,73
0,CAN,0.375,0.158416,D,0.379032,0.72,0.333333,0.318182,0.324468,0.12585,0.623853,0.344828,0.090909,0.033333,0.065217,0.058824,0.310345,331
0.111111,CAN,0.5,0.386139,C,0.383065,0.68,0.307692,0.454545,0.393617,0.054422,0.440367,0.37931,0.181818,0.166667,0.195652,0.058824,0.275862,113
0.222222,USA,0.375,0.475248,R,0.383065,0.35,0.205128,0.127273,0.159574,0.098639,0.357798,0,0,0,0,0,0.310345,5
0.111111,CAN,0.4375,0.356436,C,0.387097,0.25,0.320513,0.336364,0.329787,0.142857,0.357798,0,0,0,0,0,0.310345,204
0.111111,CAN,0.625,0.514851,L,0.399194,0.38,0.051282,0.090909,0.074468,0.040816,0.357798,0,0,0,0,0,0.310345,282
0,CAN,0.4375,0.237624,L,0.407258,0.75,0.474359,0.309091,0.37766,0.102041,0.293578,0,0,0,0,0,0.310345,100
0.111111,CAN,0.6875,0.60396,R,0.41129,0.72,0.294872,0.236364,0.260638,0.377551,0.495413,0.344828,0.136364,0,0.065217,0.176471,0.310345,238
0.111111,CAN,0.75,0.851485,L,0.41129,0.69,0.038462,0.027273,0.031915,0.585034,0.256881,0.206897,0.045455,0.066667,0.065217,0.205882,0.310345,28
0,USA,0.6875,0.574257,D,0.415323,0.24,0.012821,0.154545,0.095745,0.054422,0.357798,0,0,0,0,0,0.310345,139
0.111111,USA,0.4375,0.50495,R,0.423387,0.42,0.102564,0.045455,0.069149,0.173469,0.357798,0,0,0,0,0,0.310345,192
0,CAN,0.5625,0.554455,D,0.423387,0.68,0.076923,0.218182,0.159574,0.14966,0.59633,0.724138,0,0.1,0.065217,0.352941,0.206897,114
0.222222,EURO,0.5,0.49505,C,0.427419,0.64,0.115385,0.209091,0.170213,0.146259,0.357798,0.448276,0.227273,0.166667,0.217391,0.147059,0.310345,12
0.111111,CAN,0.625,0.554455,C,0.431452,0.35,0.307692,0.2,0.244681,0.081633,0.357798,0,0,0,0,0,0.310345,106
0.111111,CAN,0.75,0.613861,D,0.443548,0.71,0.089744,0.218182,0.164894,0.370748,0.550459,0.37931,0.045455,0.033333,0.043478,0.117647,0.310345,65
0.111111,USA,0.8125,0.732673,L,0.447581,0.57,0.128205,0.090909,0.106383,0.598639,0.357798,0.448276,0.227273,0.066667,0.152174,0.426471,0.310345,57
0.111111,USA,0.4375,0.356436,D,0.451613,0.55,0.089744,0.236364,0.175532,0.115646,0.357798,0.137931,0,0,0,0.058824,0.172414,14
0,USA,0.4375,0.356436,C,0.455645,0.48,0.064103,0.1,0.085106,0.316327,0.357798,0,0,0,0,0,0.310345,9
0.222222,CAN,0.5,0.306931,C,0.467742,0.36,0.25641,0.254545,0.255319,0.146259,0.357798,0,0,0,0,0,0.310345,14
0.222222,CAN,0.5625,0.247525,L,0.491935,0.55,0.525641,0.372727,0.43617,0.272109,0.357798,0.517241,0.363636,0.4,0.434783,0,0.310345,328
0.222222,CAN,0.5,0.376238,R,0.5,0.68,0.320513,0.209091,0.255319,0.94898,0.486239,0.448276,0.363636,0.133333,0.26087,0.779412,0.310345,280
0.222222,USA,0.4375,0.346535,L,0.508065,0.39,0.205128,0.172727,0.18617,0.176871,0.357798,0,0,0,0,0,0.310345,64
0,USA,0.4375,0.237624,C,0.540323,0.51,0.24359,0.209091,0.223404,0.061224,0.357798,0,0,0,0,0,0.310345,6
0,CAN,0.75,0.623762,D,0.544355,0.61,0.012821,0.054545,0.037234,0.5,0.46789,0.206897,0,0,0,0.058824,0.172414,10
0.111111,CAN,0.375,0.267327,R,0.548387,0.6,0.461538,0.345455,0.393617,0.180272,0.357798,0,0,0,0,0,0.310345,1
0.111111,CAN,0.5625,0.435644,R,0.552419,0.56,0.397436,0.345455,0.367021,0.295918,0.357798,0.137931,0.045455,0.066667,0.065217,0.205882,0.310345,103
0,CAN,0.375,0.524752,L,0.552419,0.74,0.294872,0.136364,0.202128,0.391156,0.366972,0,0,0,0,0,0.310345,14
0.111111,USA,0.4375,0.306931,D,0.572581,0.36,0.320513,0.3,0.308511,0.07483,0.311927,0,0,0,0,0,0.310345,200
0.111111,USA,0.4375,0.455446,D,0.604839,0.47,0.012821,0.127273,0.079787,0.210884,0.357798,0,0,0,0,0,0.310345,215
0.111111,CAN,0.5,0.346535,C,0.629032,0.6,0.551282,0.481818,0.510638,0.088435,0.357798,0.172414,0,0.066667,0.043478,0,0.310345,114
0,CAN,0.625,0.158416,D,0.629032,0.5,0.025641,0.136364,0.090426,0.095238,0.357798,0,0,0,0,0,0.310345,3
0,CAN,0.4375,0.306931,L,0.637097,0.63,0.25641,0.3,0.281915,0.054422,0.311927,0,0,0,0,0,0.310345,175
0,USA,0,0.217822,C,0.641129,0.44,0.217949,0.181818,0.196809,0.295918,0.357798,0,0,0,0,0,0.310345,146
0,USA,0.5625,0.435644,R,0.645161,0.67,0.179487,0.127273,0.148936,0.421769,0.302752,0,0,0,0,0,0.310345,204
0.111111,USA,0.375,0.207921,L,0.649194,0.54,0.384615,0.281818,0.324468,0.380952,0.59633,0.448276,0.272727,0.366667,0.369565,0.264706,0.482759,112
0,USA,0.4375,0.366337,C,0.689516,0.55,0.102564,0.263636,0.196809,0.102041,0.357798,0,0,0,0,0,0.310345,128
0,USA,0.4375,0.435644,C,0.725806,0.63,0.410256,0.363636,0.382979,0.108844,0.266055,0,0,0,0,0,0.310345,9
0.111111,USA,0.6875,0.544554,R,0.75,0.59,0.294872,0.218182,0.25,1,0.357798,0.137931,0.045455,0.1,0.086957,0.367647,0.137931,345
0.111111,CAN,0.5,0.39604,R,0.778226,0.55,0.25641,0.4,0.340426,0.040816,0.357798,0,0,0,0,0,0.310345,12
0.111111,CAN,0.5625,0.70297,D,0.798387,0.58,0.089744,0.272727,0.196809,0.343537,0.357798,0.448276,0.090909,0.266667,0.217391,0.5,0.310345,7
0,CAN,0.375,0.336634,C,0.810484,0.62,0.230769,0.309091,0.276596,0.142857,0.541284,0.586207,0.454545,0.366667,0.456522,0.117647,0.413793,159
0,USA,0.5625,0.405941,D,0.887097,0.59,0.128205,0.109091,0.117021,0.272109,0.40367,0.37931,0.090909,0,0.043478,0.176471,0.62069,1
0.222222,CAN,0.5625,0.356436,C,0.907258,0.36,0.230769,0.145455,0.180851,0.061224,0.357798,0,0,0,0,0,0.310345,24
0.222222,CAN,0.625,0.554455,D,0.907258,0.69,0.179487,0.245455,0.218085,0.329932,0.449541,0.172414,0,0.033333,0.021739,0.088235,0.241379,18
0,CAN,0.5625,0.70297,R,0.915323,0.64,0.089744,0.081818,0.085106,0.268707,0.311927,0.793103,0.090909,0.133333,0.130435,0.632353,0.310345,88
0.222222,CAN,0.5625,0.49505,D,0.939516,0.68,0.076923,0.363636,0.244681,0.210884,0.559633,0.896552,0.090909,0.4,0.304348,0.176471,0.62069,232
0,CAN,0.375,0.237624,L,0.955645,0.66,0.410256,0.190909,0.281915,0.061224,0.605505,0.551724,0.272727,0.233333,0.282609,0.176471,0.310345,41
0,CAN,0.5,0.455446,L,1,0.7,0.102564,0.1,0.101064,0.238095,0.357798,0.551724,0.045455,0.066667,0.065217,0.235294,0.310345,34
