Overall,Round,Player,Nat.,Pos,Draft Year
1,1,Erik Johnson,US,D,2006
2,1,Drew Doughty,CA,D,2008
2,1,Ryan Murray,CA,D,2012
2,1,Victor Hedman,SCN,D,2009
3,1,Brad Stuart,CA,D,1998
3,1,Jay Bouwmeester,CA,D,2002
3,1,Cam Barker,CA,D,2004
3,1,Erik Gudbranson,CA,D,2010
3,1,Jack Johnson,US,D,2005
3,1,Zach Bogosian,US,D,2008
4,1,Bryan Allen,CA,D,1998
4,1,Thomas Hickey,CA,D,2007
4,1,Alex Pietrangelo,CA,D,2008
4,1,Griffin Reinhart,CA,D,2012
4,1,Rostislav Klesla,EU,D,2000
4,1,Joni Pitkanen,SCN,D,2002
4,1,Adam Larsson,SCN,D,2011
4,1,Seth Jones,US,D,2013
5,1,Karl Alzner,CA,D,2007
5,1,Luke Schenn,CA,D,2008
5,1,Morgan Rielly,CA,D,2012
5,1,Vitaly Vishnevski,RU,D,1998
5,1,Ryan Whitney,US,D,2002
6,1,Oliver Ekman-Larsson,SCN,D,2009
6,1,Hampus Lindholm,SCN,D,2012
7,1,Mathew Dumba,CA,D,2012
7,1,Darnell Nurse,CA,D,2013
7,1,Lars Jonsson,SCN,D,2000
7,1,Mike Komisarek,US,D,2001
7,1,Ryan Suter,US,D,2003
8,1,Braydon Coburn,CA,D,2003
8,1,Derrick Pouliot,CA,D,2012
8,1,Rasmus Ristolainen,SCN,D,2013
9,1,Dion Phaneuf,CA,D,2003
9,1,Jared Cowen,CA,D,2009
9,1,Dougie Hamilton,CA,D,2011
9,1,Ladislav Smid,EU,D,2004
9,1,Brian Lee,US,D,2005
9,1,Jacob Trouba,US,D,2012
10,1,Luc Bourdon,CA,D,2005
10,1,Keaton Ellerby,CA,D,2007
10,1,Dylan McIlrath,CA,D,2010
10,1,Slater Koekkoek,CA,D,2012
10,1,Branislav Mezei,EU,D,1999
10,1,Boris Valabik,EU,D,2004
10,1,Jonas Brodin,SCN,D,2011
11,1,Ryan Ellis,CA,D,2009
11,1,Duncan Siemens,CA,D,2011
11,1,Samuel Morin,CA,D,2013
11,1,Keith Ballard,US,D,2002
12,1,Dan Hamhuis,CA,D,2001
12,1,Steve Eminger,CA,D,2002
12,1,Marc Staal,CA,D,2005
12,1,Calvin de Haan,CA,D,2009
12,1,Cam Fowler,CA,D,2010
12,1,Ryan Murphy,CA,D,2011
12,1,A.J. Thelen,US,D,2004
12,1,Ryan McDonagh,US,D,2007
12,1,Tyler Myers,US,D,2008
13,1,Colten Teubert,CA,D,2008
13,1,Brandon Gormley,CA,D,2010
13,1,Josh Morrissey,CA,D,2013
13,1,Ron Hainsey,US,D,2000
14,1,Brent Seabrook,CA,D,2003
14,1,Sasha Pokulok,CA,D,2005
14,1,Jamie Oleksiak,CA,D,2011
14,1,Dmitry Kulikov,RU,D,2009
14,1,Jeff Jillson,US,D,1999
14,1,Kevin Shattenkirk,US,D,2007
15,1,Alex Plante,CA,D,2007
15,1,Cody Ceci,CA,D,2012
15,1,Ryan Pulock,CA,D,2013
15,1,Igor Knyazev,RU,D,2001
15,1,Erik Karlsson,SCN,C,2008
15,1,Derek Forbort,US,D,2010
16,1,Ty Wishart,CA,D,2006
16,1,Nikita Zadorov,RU,D,2013
16,1,David Tanabe,US,D,1999
16,1,Nick Leddy,US,D,2009
17,1,Barret Jackman,CA,D,1999
17,1,Carlo Colaiacovo,CA,D,2001
17,1,Nathan Beaulieu,CA,D,2011
17,1,Martin Skoula,EU,D,1998
17,1,David Rundblad,SCN,D,2009
17,1,Jake Gardiner,US,D,2008
18,1,Ryan Parent,CA,D,2005
18,1,Mirco Mueller,EU,D,2013
18,1,Dmitri Kalinin,RU,D,1998
18,1,Denis Grebeshkov,RU,D,2002
18,1,Brooks Orpik,US,D,2000
18,1,Ian Cole,US,D,2007
19,1,Robyn Regehr,CA,D,1998
19,1,Shaone Morrisonn,CA,D,2001
19,1,Jakub Kindl,EU,D,2005
19,1,Luca Sbisa,EU,D,2008
19,1,Kirill Safronov,RU,D,1999
19,1,Oscar Klefbom,SCN,D,2011
19,1,Mark Mitera,US,D,2006
20,1,Michael Del Zotto,CA,D,2008
20,1,David Fischer,US,D,2006
20,1,Connor Murphy,US,D,2011
21,1,Mathieu Biron,CA,D,1998
21,1,Nick Boynton,CA,D,1999
21,1,Anton Volchenkov,RU,D,2000
21,1,Anton Babchuk,RU,D,2002
21,1,Mark Stuart,US,D,2003
21,1,Bobby Sanguinetti,US,D,2006
21,1,John Moore,US,D,2009
22,1,Olli Maatta,SCN,D,2012
22,1,David Hale,US,D,2000
22,1,Matt Lashoff,US,D,2005
22,1,Jarred Tinordi,US,D,2010
23,1,Steve McCarthy,CA,D,1999
23,1,Tyler Cuma,CA,D,2008
23,1,Mark Pysyk,CA,D,2010
23,1,Joseph Morrow,CA,D,2011
23,1,Michael Matheson,CA,D,2012
23,1,Andrej Meszaros,EU,D,2004
23,1,Tim Gleason,US,D,2001
23,1,Jonathon Blum,US,D,2007
23,1,Tim Erixon,US,D,2009
24,1,Lukas Krajicek,EU,D,2001
24,1,Christian Backman,SCN,D,1998
24,1,Dennis Persson,SCN,D,2006
25,1,Stuart Percy,CA,D,2011
25,1,Jiri Fischer,EU,D,1998
25,1,Jordan Schmaltz,US,D,2012
26,1,Mike Van Ryn,CA,D,1998
26,1,Shea Theodore,CA,D,2013
26,1,Martin Vagner,EU,D,2002
27,1,Jeff Woywitka,CA,D,2001
27,1,Jeff Schultz,CA,D,2004
27,1,Brendan Smith,CA,D,2007
27,1,Ivan Vishnevskiy,RU,D,2006
27,1,Joe Finley,US,D,2005
27,1,John Carlson,US,D,2008
28,1,Mark Fistric,CA,D,2004
28,1,Kristian Kudroc,EU,D,1999
28,1,Matt Niskanen,US,D,2005
28,1,Nicholas Petrecki,US,D,2007
28,1,Dylan Olsen,US,D,2009
28,1,Brady Skjei,US,D,2012
29,1,Mike Green,CA,D,2004
29,1,Niklas Kronwall,SCN,D,2000
29,1,Chris Summers,US,D,2006
30,2,Kyle Rossiter,CA,D,1998
30,2,Luke Sellars,CA,D,1999
30,1,Shawn Belle,CA,D,2003
30,1,Andy Rogers,CA,D,2004
30,1,Matthew Corrente,CA,D,2006
30,1,Nick Ross,CA,D,2007
30,1,Simon Despres,CA,D,2009
30,1,Vladimir Mihalik,EU,D,2005
31,2,Matthew Spiller,CA,D,2001
31,2,Brendan Mikkelson,CA,D,2005
31,2,David Musil,CA,D,2011
31,2,Ilja Nikulin,RU,D,2000
31,2,Danny Richmond,US,D,2003
31,2,T.J. Brennan,US,D,2007
31,2,Ian McCoshen,US,D,2013
32,2,Chris Bigras,CA,D,2013
32,2,Slava Voynov,RU,D,2008
32,2,Carl Sneep,US,D,2006
33,2,Nick Schultz,CA,D,2000
33,2,Taylor Ellington,CA,D,2007
34,2,Ross Lupaschuk,CA,D,1999
34,2,Josh Godfrey,CA,D,2007
34,2,Mike Egener,EU,D,2003
34,2,Johan Fransson,SCN,D,2004
34,2,Ville Pokka,SCN,D,2012
34,2,Scott Mayfield,US,D,2011
35,2,Mark Popovic,CA,D,2001
35,2,Logan Stephenson,CA,D,2004
35,2,Marc-Edouard Vlasic,CA,D,2005
35,2,Matt Finn,CA,D,2012
35,2,Petr Svoboda,EU,D,1998
35,2,Ondrej Nemec,EU,D,2002
35,2,Tommy Cross,US,D,2007
36,2,Taylor Chorney,CA,D,2005
36,2,Alex Petrovic,CA,D,2010
36,2,Alexei Semenov,RU,D,1999
36,2,Adam Clendening,US,D,2011
37,2,Nolan Yonkman,CA,D,1999
37,2,Kevin Klein,CA,D,2003
37,2,Scott Jackson,CA,D,2005
37,2,Cody Goloubef,CA,D,2008
37,2,Yury Alexandrov,RU,D,2006
37,2,Mat Clark,US,D,2009
37,2,Justin Faulk,US,D,2010
38,2,Roman Josi,EU,D,2008
38,2,Jon Merrill,US,D,2010
39,2,John Erskine,CA,D,1998
39,2,Tim Ramholt,CA,D,2003
39,2,Jordan Smith,CA,D,2004
39,2,Karel Pilar,EU,D,2001
40,2,Kurtis Foster,CA,D,2000
40,2,Fedor Tyutin,RU,D,2001
40,2,Grant Lewis,US,D,2004
40,2,Michael Sauer,US,D,2005
40,2,Aaron Ness,US,D,2008
40,2,Dylan Blujus,US,D,2012
41,2,Kevin Marshall,CA,D,2007
41,2,Yann Sauve,CA,D,2008
41,2,Maxim Linnik,RU,D,1998
41,2,Tero Maatta,SCN,D,2000
41,2,Patrik Nemeth,SCN,D,2010
41,2,Robert Hagg,SCN,D,2013
41,2,Matt Smaby,US,D,2003
42,2,Jason Beckett,CA,D,1998
42,2,Mike Commodore,CA,D,1999
42,2,Patrick Wiercioch,CA,D,2008
42,2,Charles-Olivier Roussel,CA,D,2009
42,2,Libor Ustrnul,EU,D,2000
42,2,Tomas Slovak,EU,D,2001
42,2,Mike Ratchuk,US,D,2006
42,2,Patrick Sieloff,US,D,2012
42,2,Steven Santini,US,D,2013
43,2,Doug Lynch,CA,D,2001
43,2,Trevor Daley,CA,D,2002
43,2,Michael Funk,CA,D,2004
43,2,P.K. Subban,CA,D,2007
43,2,Justin Schultz,CA,D,2008
43,2,Ossi Vaananen,SCN,D,1998
43,2,Ludwig Bystrom,SCN,D,2012
43,2,William Wrenn,US,D,2009
44,2,Roman Tesliuk,RU,D,2004
44,2,Jordan Leopold,US,D,1999
44,2,Matt Greene,US,D,2002
44,2,Jake McCabe,US,D,2012
45,2,Martin Grenier,CA,D,1999
45,2,Tomas Linhart,EU,D,2002
45,2,Jeff Petry,US,D,2006
45,2,Colby Cohen,US,D,2007
46,2,Dustin Kohn,CA,D,2005
46,2,Colby Robak,CA,D,2008
46,2,Joel Edmundson,CA,D,2011
46,2,Martin Marincin,EU,D,2010
46,2,Gustav Olofsson,SCN,D,2013
46,2,Theo Ruth,US,D,2007
47,2,Matt Carle,US,D,2003
47,2,Thomas Vannelli,US,D,2013
48,2,Jonathan Girard,CA,D,1998
48,2,Brett Ponich,CA,D,2009
48,2,Dillon Fournier,CA,D,2012
48,2,Gerard Dicaire,CA,D,2000
48,2,Xavier Ouellet,EU,D,2011
48,2,Joe Ryan,US,D,2006
49,2,Shea Weber,CA,D,2003
49,2,Chad Denny,CA,D,2005
49,2,Stefan Elliott,CA,D,2009
49,2,Kirill Koltsov,RU,D,2002
50,2,Cameron Gaunce,CA,D,2008
50,2,Dillon Heatherington,CA,D,2013
50,2,Ivan Baranka,EU,D,2003
51,2,Ian Forbes,CA,D,1998
51,2,Dalton Thrower,CA,D,2012
51,2,Anton Kadeykin,RU,D,2002
51,2,Carl Dahlstrom,SCN,D,2013
51,2,Nigel Williams,US,D,2006
51,2,Brian Dumoulin,US,D,2009
52,2,Keith Seabrook,CA,D,2006
52,2,Brandon Burlon,CA,D,2008
52,2,Bobby Allen,US,D,1998
52,2,Dan Spang,US,D,2002
53,2,Mathieu Carle,CA,D,2006
53,2,Travis Hamonic,CA,D,2008
53,2,Madison Bowey,CA,D,2013
53,2,Will Weber,US,D,2007
53,2,Mark Alt,US,D,2010
54,2,Duncan Keith,CA,D,2002
54,2,Eric Gelinas,CA,D,2009
54,2,Scott Harrington,CA,D,2011
54,2,Andreas Lilja,SCN,D,2000
54,2,Andrew Hutchinson,US,D,1999
54,2,Noah Welch,US,D,2001
54,2,Justin Holl,US,D,2010
55,2,Adam McQuaid,CA,D,2005
55,2,Marco Scandella,CA,D,2008
55,2,Ryan Sproul,CA,D,2011
55,2,Denis Grot,RU,D,2002
55,2,Denis Bodrov,RU,D,2006
55,2,Dmitry Orlov,RU,D,2009
55,2,Doug Janik,US,D,1999
56,2,Nicklas Grossmann,SCN,D,2004
57,2,Jeremy Van Hoof,CA,D,1999
57,2,Eric Mestery,CA,D,2008
57,2,Taylor Doherty,CA,D,2009
57,2,Tyler Wotherspoon,CA,D,2011
57,2,Matt DeMarchi,US,D,2000
57,2,John Doherty,US,D,2003
57,2,Mike Weber,US,D,2006
58,2,Matt Carkner,CA,D,1999
58,2,Nathan Paetsch,CA,D,2001
58,2,Jesse Blacker,CA,D,2009
58,2,Vladimir Sapozhnikov,RU,D,2000
58,2,Kirill Lyamin,RU,D,2004
58,2,Nate Hagemo,US,D,2005
59,2,Kyle Wharton,CA,D,2004
59,2,Drew Schiestel,CA,D,2007
59,2,Michal Barinka,EU,D,2003
59,2,Rasmus Bengtsson,SCN,D,2011
60,2,Peter Reynolds,CA,D,1999
60,2,T.J. Fast,CA,D,2005
60,2,Damon Severson,CA,D,2012
60,2,Victor Uchevatov,RU,D,2001
60,2,Linus Arnesson,SCN,D,2013
60,2,Stephen Johns,US,D,2010
61,3,Joe DiPenta,CA,D,1998
61,2,Johnny Boychuk,CA,D,2002
61,2,Simon Danis-Pepin,CA,D,2006
61,2,Jakub Cutta,EU,D,2000
61,2,Andreas Holmqvist,SCN,D,2001
61,2,Philip Samuelsson,SCN,D,2009
61,2,Ed Hill,US,D,1999
61,2,Alex Goligoski,US,D,2004
62,3,Paul Manning,CA,D,1998
62,3,Kris Letang,CA,D,2005
62,3,Mark Katic,CA,D,2007
62,2,Paul Martin,US,D,2000
63,3,Lance Ward,CA,D,1998
63,2,David Liffiton,CA,D,2003
63,3,Andrey Pedan,RU,D,2011
63,2,Stepan Mokhov,RU,D,1999
63,2,Agris Saviels,RU,D,2000
63,2,Jamie McBain,US,D,2006
63,3,Brock Beukeboom,US,D,2010
64,3,Tyson Barrie,CA,D,2009
64,3,Jonathan Diaby,CA,D,2013
64,2,Filip Novak,EU,D,2000
64,3,Tomas Malec,EU,D,2001
64,3,Jonas Junland,SCN,D,2006
65,3,Brendan Bell,CA,D,2001
65,3,Adam Pelech,CA,D,2012
65,3,Ole-Kristian Tollefsen,SCN,D,2002
65,3,Brian Strait,US,D,2006
66,2,Dan Jancevski,CA,D,1999
66,3,Brayden McNabb,CA,D,2009
66,3,Radko Gudas,EU,D,2010
66,3,Tuukka Makela,SCN,D,2000
66,3,Sami Lepisto,SCN,D,2004
66,3,Brett Pesce,US,D,2013
67,3,Alex Henry,CA,D,1998
67,3,Kris Russell,CA,D,2005
67,3,Marc-Andre Bourdon,CA,D,2008
67,3,Danny Biega,CA,D,2010
67,3,Keegan Kanzig,CA,D,2013
67,3,Kirill Tulupov,RU,D,2006
68,3,Grant McNeill,CA,D,2001
68,3,Brett Skinner,CA,D,2002
68,3,Eric Gryba,CA,D,2006
68,3,Shawn Lalonde,CA,D,2008
68,3,Jerome Gauthier-Leduc,CA,D,2010
68,3,Niklas Hansson,SCN,D,2013
68,3,John Draeger,US,D,2012
69,3,Gord Baldwin,CA,D,2005
69,3,Michael Stone,CA,D,2008
69,3,Rene Vydareny,EU,D,1999
69,3,Casey Borer,US,D,2004
70,3,John Negrin,CA,D,2007
70,3,Vitali Anikeyenko,RU,D,2005
70,3,Kevin Holdridge,US,D,1998
70,3,Joe Callahan,US,D,2002
70,3,Michael Paliotta,US,D,2011
71,3,Andrej Sekera,EU,D,2004
71,3,Dmitry Kosmachev,RU,D,2003
71,3,Troy Hesketh,US,D,2009
72,3,Brett Angel,CA,D,1999
72,3,Adam Janosik,EU,D,2010
72,3,Mattias Nilsson,SCN,D,2000
72,3,Jyri Niemi,SCN,D,2008
73,3,Joey Leach,CA,D,2010
73,3,Yannick Weber,EU,D,2007
73,3,Alexander Urbom,SCN,D,2009
73,3,Keegan Lowe,US,D,2011
74,3,Chris Heid,CA,D,2001
74,3,Andrew Campbell,CA,D,2008
74,3,Julien Vauclair,EU,D,1998
74,3,Esa Lindell,SCN,D,2012
74,3,Jason Crain,US,D,1999
74,3,Kyle Klubertanz,US,D,2004
75,3,Francois Beauchemin,CA,D,1998
75,3,Brett Scheffelmaier,CA,D,1999
75,3,Theo Peckham,CA,D,2006
76,3,Scott Lehman,CA,D,2004
76,3,Mathieu Brodeur,CA,D,2008
76,3,Frantisek Kaberle,EU,D,1999
76,3,Richard Stehlik,EU,D,2003
77,3,Patrick Wellar,CA,D,2002
77,3,Dalyn Flatt,CA,D,2005
78,3,Geoff Waugh,CA,D,2002
78,3,Robert Bortuzzo,CA,D,2007
78,3,Brennan Serville,CA,D,2011
78,3,Beat Forster,EU,D,2001
78,3,Teemu Laakso,SCN,D,2005
78,3,Kevin Quick,US,D,2006
78,3,Taylor Aronson,US,D,2010
78,3,Shayne Gostisbehere,US,D,2012
79,3,Tyler Hanchuck,CA,D,2000
79,3,Ryan O'Byrne,CA,D,2003
79,3,Clayton Stoner,CA,D,2004
79,3,Cody Franson,CA,D,2005
79,3,Klas Dahlbeck,SCN,D,2011
79,3,Mac Bennett,US,D,2009
80,3,Adam Comrie,CA,D,2008
80,3,Matt Jones,US,D,2002
81,3,Danny Syvret,CA,D,2005
81,3,Neil Komadoski,US,D,2001
81,3,Corey Fienhage,US,D,2008
82,3,Jay Harrison,CA,D,2001
82,3,Phil Oreskovic,CA,D,2005
82,3,Daniel Rahimi,SCN,D,2006
82,3,John Adams,US,D,2002
83,3,Matt Walker,CA,D,1998
83,3,John de Gray,CA,D,2006
83,3,Kevin Connauton,CA,D,2009
83,3,Matt MacKenzie,CA,D,2010
83,3,Alexander Liubimov,RU,D,2000
83,3,Niclas Havelid,SCN,D,1999
83,3,Andy Welinski,US,D,2011
84,3,Brad Fast,CA,D,1999
84,3,Mark Fraser,CA,D,2005
84,3,Nicolas Deslauriers,CA,D,2009
84,3,Harrison Ruopp,CA,D,2011
84,3,Marek Chvatal,EU,D,2002
84,3,Alexei Emelin,RU,D,2004
84,3,Kenny Smith,US,D,2001
85,3,Aaron Johnson,CA,D,2001
85,3,Peter Smrek,EU,D,1999
85,3,Austin Levi,US,D,2010
85,3,Matthew Grzelcyk,US,D,2012
86,3,Drew Fata,CA,D,2001
86,3,Ryan Button,CA,D,2009
86,3,Colton Parayko,CA,D,2012
87,3,Marc-Andre Gragnani,CA,D,2005
87,3,Julian Melchiori,CA,D,2010
87,3,Jonathan Racine,CA,D,2011
87,3,Simon Bertilsson,SCN,D,2009
87,3,Corbin McPherson,US,D,2007
87,3,Keaton Thompson,US,D,2013
88,3,Dominic D'Amour,CA,D,2002
88,3,James Melindy,CA,D,2012
88,3,Clayton Barthel,EU,D,2004
88,4,Kent Sauer,US,D,1998
88,3,Kurt Sauer,US,D,2000
88,3,Zack Fitzgerald,US,D,2003
89,3,Justin Sefton,CA,D,2011
90,4,Regan Darby,CA,D,1998
90,3,Gleason Fournier,CA,D,2009
90,3,Tomas Kundratek,EU,D,2008
90,3,Juha Alen,SCN,D,2003
90,3,Patrick Aufiero,US,D,1999
91,4,Jeremie Blain,CA,D,2010
91,3,Oskars Bartulis,RU,D,2005
91,3,Alexander Edler,SCN,D,2004
91,3,Jesse Lane,US,D,2002
91,3,Max Nicastro,US,D,2008
92,4,Samuel Groulx,CA,D,2008
92,4,Dillon Simpson,CA,D,2011
92,3,Alexander Sulzer,EU,D,2003
93,4,Ben Gallacher,CA,D,2010
93,4,Mason Geertsen,CA,D,2013
93,4,Erik Gustafsson,SCN,D,2012
93,3,Tim Branham,US,D,2000
93,4,Steven Kampfer,US,D,2007
94,4,David Savard,CA,D,2009
94,4,Jakub Vojta,EU,D,2005
94,3,Eric Lundberg,US,D,2002
94,4,Brandon Archibald,US,D,2010
95,4,Ben Shutron,CA,D,2006
95,4,Stephen Silas,CA,D,2010
95,3,Andre Lakos,EU,D,1999
95,3,Paul Baier,US,D,2004
95,4,Alec Martinez,US,D,2007
95,4,David Warsofsky,US,D,2008
95,4,Robbie Russo,US,D,2011
96,3,Antoine Bergeron,CA,D,2000
96,3,Alexandre Rouleau,CA,D,2001
96,4,Geoffrey Schemitsch,CA,D,2010
96,3,Andrey Plekhanov,RU,D,2004
96,4,Mikko Jokela,SCN,D,1998
96,4,Chris Butler,US,D,2005
96,4,Cade Fairchild,US,D,2007
96,4,Matt Donovan,US,D,2008
97,4,Niclas Wallin,SCN,D,2000
97,4,Chris Dyment,US,D,1999
97,4,Josiah Didier,US,D,2011
97,4,Michael Downing,US,D,2013
98,4,Rob Davison,CA,D,1998
98,4,James Delory,CA,D,2006
98,4,Mike Reilly,US,D,2011
99,3,Matt Nickerson,US,D,2003
99,4,Kyle Bigos,US,D,2009
100,4,Ryan Vanbuskirk,CA,D,1998
100,4,Jonathan Sigalet,CA,D,2005
100,3,Philippe Seydoux,EU,D,2003
100,4,Teemu Kesa,SCN,D,1999
100,4,Tom Nilsson,SCN,D,2011
100,4,Brian Sipotz,US,D,2001
100,4,Chris Wideman,US,D,2009
101,4,Arto Tukio,SCN,D,2000
101,4,Daniel Fernholm,SCN,D,2002
101,4,Joonas Lehtivuori,SCN,D,2006
101,4,R.J. Anderson,US,D,2004
102,4,Rhett Holland,CA,D,2012
102,4,Johan Halvardsson,SCN,D,1999
102,4,Mattias Ekholm,SCN,D,2009
102,4,Aaron Dawson,US,D,2003
102,4,Mike Lundin,US,D,2004
102,4,Kyle Medvec,US,D,2006
103,4,Michael Caruso,CA,D,2006
103,4,John Ramage,CA,D,2010
103,4,Loic Leduc,CA,D,2012
103,4,Johan Motin,SCN,D,2008
104,4,Brent MacLellan,CA,D,2001
104,4,Aaron Rome,CA,D,2002
104,4,Jordon Southorn,CA,D,2008
104,4,Jani Hakanpaa,SCN,D,2010
104,4,Matt Duffy,US,D,2005
105,4,Rosario Ruggeri,CA,D,2002
105,4,Evan Schafer,CA,D,2004
105,4,Justin Weller,CA,D,2009
105,4,Brett Kulak,CA,D,2012
105,4,Martin Lojek,EU,D,2003
105,4,Michal Jordan,EU,D,2008
105,4,Vladimir Korsunov,RU,D,2001
105,4,Keith Yandle,US,D,2005
106,4,Scott Balan,CA,D,2000
106,4,Christian Ehrhoff,EU,D,2001
106,4,Jan Hejda,EU,D,2003
106,4,Roman Rozakov,RU,D,1999
106,4,Ivan Koltsov,RU,D,2002
106,4,Sami Vatanen,SCN,D,2009
106,4,Timothy Boyle,US,D,2012
107,4,Steven Delisle,CA,D,2008
107,4,Dylan Labbe,CA,D,2013
107,4,Mikko Kalteva,SCN,D,2002
107,4,Tyler Miller,US,D,2006
108,4,Andrew O'Brien,CA,D,2012
108,4,Ben Harpur,CA,D,2013
108,4,Niklas Hjalmarsson,SCN,D,2005
109,4,Jean-Philippe Morin,CA,D,1998
109,4,Rod Sarich,CA,D,1999
109,4,Brett Carson,CA,D,2004
109,4,Alex Theriau,CA,D,2010
109,4,Martti Jarventie,SCN,D,2001
109,4,Andrew Thomas,US,D,2005
110,4,Jon Zion,CA,D,1999
110,4,Justin Falk,CA,D,2007
110,4,Ryan Graves,CA,D,2013
110,4,Jared Newman,US,D,2000
110,4,Jim Sharrow,US,D,2003
110,4,Kevin Montgomery,US,D,2006
111,4,Korbinian Holzer,EU,D,2006
111,4,Fredric Larsson,SCN,D,2012
111,4,Robin Norell,SCN,D,2013
112,4,Matt Delahey,CA,D,2008
112,4,Premysl Duben,EU,D,2000
112,4,Viktor Wallin,SCN,D,1998
112,4,Sanny Lindstrom,SCN,D,1999
112,4,Garrett Noonan,US,D,2011
113,4,Ben Wright,CA,D,2006
113,4,Jeremy Price,CA,D,2009
113,4,Magnus Nygren,SCN,D,2011
113,4,Bryce Lampman,US,D,2001
113,4,Ryan Hegarty,US,D,2008
114,4,Chad Starling,CA,D,1999
114,4,T.J. Brodie,CA,D,2008
114,4,Jan Kostalek,EU,D,2013
114,4,Denis Ezhov,RU,D,2003
114,4,Niclas Andersen,SCN,D,2006
114,4,Seth Helgeson,US,D,2009
114,4,Joe Faust,US,D,2010
115,4,Chris Eade,CA,D,2000
115,4,Wes O'Neill,CA,D,2004
115,4,Sean Lorenz,CA,D,2008
115,4,Trevor Carrick,CA,D,2012
115,4,Jordan Subban,CA,D,2013
115,4,Vladimir Gusev,RU,D,2001
115,5,Jay Leach,US,D,1998
115,4,Patrick Wey,US,D,2009
115,4,Patrick McNally,US,D,2010
116,4,Richard Petiot,CA,D,2001
116,4,Keith Aulie,CA,D,2007
116,4,Nicholas Walters,CA,D,2012
116,4,Petter Granberg,SCN,D,2010
116,4,Derrick Lapoint,US,D,2006
116,4,Colin Suellentrop,US,D,2011
117,4,Morgan Ellis,CA,D,2010
117,5,Jaroslav Spacek,EU,D,1998
117,4,Olli Malmivaara,SCN,D,2000
118,4,Patrick McNeill,CA,D,2005
118,4,Alex Grant,CA,D,2007
118,4,Lubomir Visnovsky,EU,D,2000
118,4,Jaakko Harikkala,SCN,D,1999
118,4,Mikko Vainonen,SCN,D,2012
118,4,Brandon Rogers,US,D,2001
118,4,Frank Rediker,US,D,2003
119,4,Jeff Feniak,CA,D,1999
119,4,Nathan Saunders,CA,D,2003
119,4,Zachary Yuen,CA,D,2011
119,4,Jekabs Redlihs,RU,D,2002
119,4,Calle Andersson,SCN,D,2012
119,4,Brian Fahey,US,D,2000
119,4,Ryan Segalla,US,D,2013
120,4,Mitch Maunu,CA,D,2004
120,4,Ben Chiarot,CA,D,2009
120,4,Robin Jonsson,SCN,D,2002
120,4,Ben Blood,US,D,2007
120,4,Jaccob Slavin,US,D,2012
121,5,Curtis Rich,CA,D,1998
121,4,Pierre-Luc Lessard,CA,D,2006
122,4,David Turon,EU,D,2002
122,5,Martin Gernat,EU,D,2011
122,5,Anton Klementyev,RU,D,2009
122,4,Derrick Byfuglien,US,D,2000
122,4,Corey Potter,US,D,2003
123,5,Alex Velischek,CA,D,2009
123,5,Joey Laleggia,CA,D,2012
123,4,Vadim Khomitski,RU,D,2000
123,5,Maxim Goncharov,RU,D,2007
123,5,Will Butcher,US,D,2013
124,4,Lane Manson,CA,D,2002
124,5,Austin Madaisky,CA,D,2010
124,5,Ryan Culkin,CA,D,2012
124,4,James Pemberton,US,D,2003
124,4,Ray Macias,US,D,2005
125,4,Phil Cole,CA,D,2000
125,5,Cody Sol,CA,D,2009
125,4,Johan Bjork,SCN,D,2002
125,4,Tommi Leinonen,SCN,D,2005
125,5,Kristofer Berglund,SCN,D,2008
125,5,Tony Dehart,US,D,2010
125,5,Doyle Somerby,US,D,2012
126,5,Fredrik Claesson,SCN,D,2011
126,5,Shane Sims,US,D,2006
126,5,Joe Lavin,US,D,2007
126,5,David Kolomatis,US,D,2009
127,5,Brenden Kichton,CA,D,2011
127,4,Christoph Schubert,EU,D,2001
127,5,Kaspars Astashenko,RU,D,1999
127,4,Nate Guenin,US,D,2002
127,5,Brian Cooper,US,D,2012
127,5,Tucker Poolman,US,D,2013
128,5,Paul Elliott,CA,D,1998
128,5,Andrew Bodnarchuk,CA,D,2006
128,4,Alexander Seluyanov,RU,D,2000
128,5,Daniel Gunnarsson,SCN,D,2012
128,5,Greg Pateryn,US,D,2008
128,5,Eric Knodel,US,D,2009
129,5,Robert Schnabel,EU,D,1998
129,4,Miroslav Blatak,EU,D,2001
129,4,Tom Gilbert,US,D,2002
129,5,Anthony Aiello,US,D,2005
130,5,Gavin McLeod,CA,D,1998
130,5,Michal Sersen,EU,D,2004
130,5,Denis Reul,EU,D,2007
131,5,Tomas Kloucek,EU,D,1998
131,4,Johan Berggren,SCN,D,2002
131,5,John Klingberg,SCN,D,2010
131,5,John Lee,US,D,2007
131,5,Nick Seeler,US,D,2011
132,4,Kyle Quincey,CA,D,2003
132,5,Teigan Zahn,CA,D,2008
132,5,Terrance Amorosa,CA,D,2013
132,5,Oscar Hedman,SCN,D,2004
132,5,Tim Heed,SCN,D,2010
133,5,Joe Rullier,CA,D,1998
133,5,Petteri Nummelin,SCN,D,2000
133,5,Joe Stejskal,US,D,2007
133,5,Connor Clifton,US,D,2013
134,5,Michael Jacobsen,CA,D,1999
134,5,Brennan Turner,CA,D,2005
134,5,Peter Podhradsky,EU,D,2000
134,5,Topi Jaakola,SCN,D,2002
134,5,Rob Scuderi,US,D,1998
134,5,Mark Adams,US,D,2009
