name,CareerGP,NumSeasons,AvgGP,CareerTOI,AvgTOI,CareerPts,Overall,Round,Age,D1_Pos,D2_Pos,Great_160,Great_120,Draft Year
A.J. Jenks,0,0,0,0,0,0,100,,25,0,0,0,0,2008
A.J. Thelen,0,0,0,0,0,0,12,1,29,0,1,0,0,2004
Aaron Boogaard,0,0,0,0,0,0,175,6,29,0,0,0,0,2004
Aaron Dawson,0,0,0,0,0,0,102,4,30,0,1,0,0,2003
Aaron Gagnon,38,4,9.5,319,8.394736842,5,240,8,29,1,0,0,0,2004
Aaron Gionet,0,0,0,0,0,0,191,6,33,0,1,0,0,2000
Aaron Goldade,0,0,0,0,0,0,137,5,35,1,0,0,0,1998
Aaron Harstad,0,0,0,0,0,0,187,7,23,0,1,0,0,2011
Aaron Johnson,291,8,36.375,4249,14.60137457,62,85,3,32,0,1,1,1,2001
Aaron Lobb,0,0,0,0,0,0,123,4,32,0,0,0,0,2001
Aaron Marvin,0,0,0,0,0,0,89,3,27,0,0,0,0,2006
Aaron Ness,29,2,14.5,448,15.44827586,3,40,2,25,0,1,0,0,2008
Aaron Palushaj,68,4,17,616,9.058823529,14,44,2,26,0,0,0,0,2007
Aaron Rome,226,8,28.25,3563,15.76548673,28,104,4,32,0,1,1,1,2002
Aaron Snow,0,0,0,0,0,0,90,3,27,0,0,0,0,2006
Aaron Van Leusen,0,0,0,0,0,0,130,4,33,1,0,0,0,2000
Aaron Voros,162,4,40.5,1428,8.814814815,37,229,8,34,1,0,1,1,2001
Adam Almqvist,2,1,2,34,17,1,210,7,24,0,1,0,0,2009
Adam Berti,2,1,2,20,10,0,68,3,29,0,0,0,0,2004
Adam Burish,378,9,42,4362,11.53968254,60,282,9,32,0,0,1,1,2002
Adam Clendening,21,1,21,349,16.61904762,4,36,2,22,0,1,0,0,2011
Adam Comrie,0,0,0,0,0,0,80,3,25,0,1,0,0,2008
Adam Courchaine,0,0,0,0,0,0,219,7,31,1,0,0,0,2003
Adam Cracknell,82,5,16.4,725,8.841463415,17,279,9,30,0,0,0,0,2004
Adam DeLeeuw,0,0,0,0,0,0,151,6,35,0,0,0,0,1998
Adam Hall,682,11,62,9009,13.20967742,156,52,2,35,0,0,1,1,1999
Adam Henrich,0,0,0,0,0,0,60,2,31,0,0,0,0,2002
Adam Henrique,269,5,53.8,4847,18.01858736,153,82,3,25,1,0,1,1,2008
Adam Hobson,0,0,0,0,0,0,203,7,28,1,0,0,0,2005
Adam Janosik,0,0,0,0,0,0,72,3,22,0,1,0,0,2010
Adam Johnson,0,0,0,0,0,0,140,5,35,0,1,0,0,1999
Adam Larsson,192,4,48,3814,19.86458333,51,4,1,22,0,1,1,1,2011
Adam Lowry,80,1,80,1100,13.75,23,67,3,22,0,0,0,0,2011
Adam McQuaid,283,6,47.16666667,4376,15.46289753,43,55,2,29,0,1,1,1,2005
Adam Pardy,315,7,45,4810,15.26984127,48,173,6,31,0,1,1,1,2004
Adam Pineault,3,1,3,33,11,0,46,2,29,0,0,0,0,2004
Adam Polasek,0,0,0,0,0,0,145,5,24,0,1,0,0,2010
Adam Taylor,0,0,0,0,0,0,224,7,31,1,0,0,0,2002
Adrian Foster,0,0,0,0,0,0,28,1,33,1,0,0,0,2001
Adrian Wichser,0,0,0,0,0,0,231,,35,1,0,0,0,1998
Agris Saviels,0,0,0,0,0,0,63,2,33,0,1,0,0,2000
Ahren Nittel,0,0,0,0,0,0,85,3,31,0,0,0,0,2002
Aki Seitsonen,0,0,0,0,0,0,118,4,29,1,0,0,0,2004
Akim Aliu,7,2,3.5,76,10.85714286,3,56,2,26,0,0,0,0,2007
Alain Goulet,0,0,0,0,0,0,159,6,26,0,1,0,0,2007
Alan Quine,0,0,0,0,0,0,85,6,22,1,0,0,0,2011
Albert Vishnyakov,0,0,0,0,0,0,273,9,31,0,0,0,0,2003
Alec Martinez,259,6,43.16666667,4236,16.35521236,77,95,4,28,0,1,1,1,2007
Ales Hemsky,748,12,62.33333333,12216,16.3315508,526,13,1,32,0,0,1,1,2001
Ales Kotalik,542,9,60.22222222,8076,14.900369,284,164,6,36,0,0,1,1,1998
Ales Pisa,53,2,26.5,693,13.0754717,4,272,9,38,0,1,0,0,2001
Alex Berry,0,0,0,0,0,0,153,5,29,0,0,0,0,2005
Alex Biega,7,1,7,111,15.85714286,1,147,5,27,0,1,0,0,2006
Alex Bourret,0,0,0,0,0,0,16,1,28,0,0,0,0,2005
Alex Broadhurst,0,0,0,0,0,0,199,7,22,1,0,0,0,2011
Alex Chiasson,162,3,54,2310,14.25925926,68,38,2,25,0,0,1,1,2009
Alex Dulac-Lemelin,0,0,0,0,0,0,278,9,29,0,1,0,0,2004
Alex Fallstrom,0,0,0,0,0,0,116,4,24,0,0,0,0,2009
Alex Friesen,0,0,0,0,0,0,172,6,24,1,0,0,0,2010
Alex Frolov,579,8,72.375,10411,17.98100173,397,20,1,33,0,0,1,1,2000
Alex Goligoski,480,8,60,10757,22.41041667,240,61,2,30,0,1,1,1,2004
Alex Grant,2,1,2,24,12,2,118,4,26,0,1,0,0,2007
Alex Henry,177,4,44.25,1950,11.01694915,11,67,3,36,0,1,1,1,1998
Alex Hutchings,0,0,0,0,0,0,93,4,24,0,0,0,0,2009
Alex Killorn,191,3,63.66666667,3217,16.84293194,98,77,3,26,1,0,1,1,2007
Alex Lepkowski,0,0,0,0,0,0,137,5,22,0,1,0,0,2011
Alex Ovechkin,760,10,76,16268,21.40526316,895,1,1,30,0,0,1,1,2004
Alex Petrovic,46,3,15.33333333,736,16,4,36,2,23,0,1,0,0,2010
Alex Pietrangelo,386,7,55.14285714,9314,24.12953368,218,4,1,25,0,1,1,1,2008
Alex Plante,10,3,3.333333333,131,13.1,2,15,1,26,0,1,0,0,2007
Alex Steen,679,10,67.9,12262,18.05891016,429,24,1,31,1,0,1,1,2002
Alex Tanguay,1018,15,67.86666667,18211,17.88899804,828,12,1,35,0,0,1,1,1998
Alex Theriau,0,0,0,0,0,0,109,4,23,0,1,0,0,2010
Alex Velischek,0,0,0,0,0,0,123,5,24,0,1,0,0,2009
Alexander Avtsin,0,0,0,0,0,0,109,4,24,0,0,0,0,2009
Alexander Barkunov,0,0,0,0,0,0,151,5,34,0,1,0,0,2000
Alexander Bumagin,0,0,0,0,0,0,170,6,28,0,0,0,0,2006
Alexander Burmistrov,194,3,64.66666667,2932,15.11340206,58,8,1,23,1,0,1,1,2010
Alexander Buturlin,0,0,0,0,0,0,39,2,33,0,0,0,0,1999
Alexander Deilert,0,0,0,0,0,0,198,7,26,0,1,0,0,2008
Alexander Drozdetsky,0,0,0,0,0,0,94,3,33,0,0,0,0,2000
Alexander Edler,568,9,63.11111111,12773,22.48767606,259,91,3,29,0,1,1,1,2004
Alexander Golovin,0,0,0,0,0,0,174,,32,0,0,0,0,2001
Alexander Guptill,0,0,0,0,0,0,77,3,23,0,0,0,0,2010
Alexander Guskov,0,0,0,0,0,0,200,7,38,0,1,0,0,2003
Alexander Hellstrom,0,0,0,0,0,0,184,7,28,0,1,0,0,2006
Alexander Hult,0,0,0,0,0,0,236,8,30,1,0,0,0,2003
Alexander Kharitonov,71,2,35.5,790,11.12676056,22,81,3,39,0,0,0,0,2000
Alexander Khavanov,348,5,69.6,6744,19.37931034,102,232,8,43,0,1,1,1,1999
Alexander Khokhlachev,4,2,2,40,10,0,40,2,22,1,0,0,0,2011
Alexander Kojevnikov,0,0,0,0,0,0,93,,31,0,0,0,0,2002
Alexander Liubimov,0,0,0,0,0,0,83,,35,0,1,0,0,2000
Alexander Mikhailishin,0,0,0,0,0,0,155,5,29,0,1,0,0,2004
Alexander Naurov,0,0,0,0,0,0,134,4,30,0,0,0,0,2003
Alexander Nikulin,3,2,1.5,16,5.333333333,0,122,4,30,1,0,0,0,2004
Alexander Perezhogin,128,2,64,1402,10.953125,34,25,1,32,0,0,0,1,2001
Alexander Polushin,0,0,0,0,0,0,47,2,32,1,0,0,0,2001
Alexander Radulov,154,3,51.33333333,2247,14.59090909,102,15,1,29,0,0,0,1,2004
Alexander Ruuttu,0,0,0,0,0,0,51,2,22,1,0,0,0,2011
Alexander Ryazantsev,0,0,0,0,0,0,167,6,35,0,1,0,0,1998
Alexander Seluyanov,0,0,0,0,0,0,128,4,33,0,1,0,0,2000
Alexander Semin,635,10,63.5,11318,17.82362205,513,13,1,31,0,0,1,1,2002
Alexander Shinkar,0,0,0,0,0,0,254,8,34,0,0,0,0,2000
Alexander Suglobov,18,3,6,148,8.222222222,1,56,2,33,0,0,0,0,2000
Alexander Sulzer,131,6,21.83333333,2198,16.77862595,22,92,3,31,0,1,0,1,2003
Alexander Sundstrom,0,0,0,0,0,0,218,7,28,1,0,0,0,2005
Alexander Svitov,179,3,59.66666667,2073,11.58100559,37,3,1,32,1,0,1,1,2001
Alexander Tatarinov,0,0,0,0,0,0,53,2,33,0,0,0,0,2000
Alexander Urbom,34,4,8.5,475,13.97058824,4,73,3,24,0,1,0,0,2009
Alexander Vasyunov,18,1,18,207,11.5,5,58,2,27,0,0,0,0,2006
Alexander Zevakhin,0,0,0,0,0,0,54,2,35,0,0,0,0,1998
Alexandr Chagodayev,0,0,0,0,0,0,105,4,34,1,0,0,0,1999
Alexandre Bolduc,65,6,10.83333333,532,8.184615385,5,127,4,30,1,0,0,0,2003
Alexandre Couture,0,0,0,0,0,0,238,9,34,0,0,0,0,1998
Alexandre Giroux,48,6,8,543,11.3125,12,213,7,34,0,0,0,0,1999
Alexandre Grenier,0,0,0,0,0,0,90,3,23,0,0,0,0,2011
Alexandre Krevsun,0,0,0,0,0,0,124,,35,0,0,0,0,1999
Alexandre Picard,264,7,37.71428571,4601,17.4280303,69,8,1,30,0,1,1,1,2003
Alexandre Rouleau,0,0,0,0,0,0,96,3,32,0,1,0,0,2001
Alexei Bulatov,0,0,0,0,0,0,254,9,37,0,0,0,0,1999
Alexei Cherepanov,0,0,0,0,0,0,17,1,26,0,0,0,0,2007
Alexei Emelin,232,4,58,4390,18.92241379,50,84,3,29,0,1,1,1,2004
Alexei Glukhov,0,0,0,0,0,0,286,9,31,0,0,0,0,2002
Alexei Ivanov,0,0,0,0,0,0,156,5,30,1,0,0,0,2003
Alexei Kaigorodov,6,1,6,29,4.833333333,1,47,2,32,1,0,0,0,2002
Alexei Litvinenko,0,0,0,0,0,0,262,9,35,0,1,0,0,1999
Alexei Mikhnov,2,1,2,14,7,0,17,1,33,0,0,0,0,2000
Alexei Ponikarovsky,678,12,56.5,9741,14.36725664,323,87,4,35,0,0,1,1,1998
Alexei Semenov,211,6,35.16666667,3253,15.41706161,33,36,2,34,0,1,1,1,1999
Alexei Shkotov,0,0,0,0,0,0,48,2,31,0,0,0,0,2002
Alexei Smirnov,52,2,26,447,8.596153846,6,12,1,33,0,0,0,0,2000
Alexei Stonkus,0,0,0,0,0,0,189,6,31,0,1,0,0,2002
Alexei Tereschenko,0,0,0,0,0,0,91,3,34,1,0,0,0,2000
Alexei Zotkin,0,0,0,0,0,0,119,,33,0,0,0,0,2001
Alexey Marchenko,14,2,7,214,15.28571429,2,205,7,23,0,1,0,0,2011
Allan Rourke,55,4,13.75,674,12.25454545,5,154,6,35,0,1,0,0,1998
Anders Lee,100,3,33.33333333,1456,14.56,57,152,6,25,1,0,0,0,2009
Anders Lovdahl,0,0,0,0,0,0,158,6,34,1,0,0,0,1999
Andre Deveaux,31,3,10.33333333,206,6.64516129,2,182,6,31,1,0,0,0,2002
Andre Lakos,0,0,0,0,0,0,95,3,36,0,1,0,0,1999
Andre Petersson,1,1,1,5,5,0,109,4,25,0,0,0,0,2008
Andreas Dahlstrom,0,0,0,0,0,0,161,6,24,1,0,0,0,2010
Andreas Holmqvist,0,0,0,0,0,0,61,2,34,0,1,0,0,2001
Andreas Jamtin,0,0,0,0,0,0,157,5,32,0,0,0,0,2001
Andreas Lilja,580,12,48.33333333,10067,17.35689655,87,54,2,40,0,1,1,1,2000
Andreas Lindstrom,0,0,0,0,0,0,279,9,33,0,0,0,0,2000
Andreas Nodl,183,5,36.6,2173,11.87431694,36,39,2,28,0,0,1,1,2006
Andreas Salomonsson,71,2,35.5,809,11.3943662,14,163,5,41,0,0,0,0,2001
Andreas Sundin,0,0,0,0,0,0,170,6,31,0,0,0,0,2003
Andreas Thuresson,25,2,12.5,250,10,3,144,5,27,1,0,0,0,2007
Andreas Valdix,0,0,0,0,0,0,109,4,30,0,0,0,0,2003
Andrei Bashkirov,30,3,10,290,9.666666667,3,132,5,45,0,0,0,0,1998
Andrei Kostitsyn,398,7,56.85714286,6078,15.27135678,222,10,1,30,0,0,1,1,2003
Andrei Kruchinin,0,0,0,0,0,0,189,7,37,0,1,0,0,1998
Andrei Loktionov,155,5,31,2063,13.30967742,48,123,5,25,1,0,0,1,2008
Andrei Markov,846,14,60.42857143,19469,23.01300236,492,162,6,36,0,1,1,1,1998
Andrei Maximenko,0,0,0,0,0,0,149,5,34,0,0,0,0,1999
Andrei Mikhnov,0,0,0,0,0,0,62,2,31,1,0,0,0,2002
Andrei Mukhachev,0,0,0,0,0,0,210,7,35,0,1,0,0,2003
Andrei Pervyshin,0,0,0,0,0,0,253,8,30,0,1,0,0,2003
Andrei Popov,0,0,0,0,0,0,205,7,27,0,0,0,0,2006
Andrei Posnov,0,0,0,0,0,0,128,4,33,0,0,0,0,2001
Andrei Razin,0,0,0,0,0,0,177,6,41,1,0,0,0,2001
Andrei Shefer,0,0,0,0,0,0,43,2,34,0,0,0,0,1999
Andrei Taratukhin,0,0,0,0,0,0,41,2,32,1,0,0,0,2001
Andrei Troschinsky,0,0,0,0,0,0,170,6,37,1,0,0,0,1998
Andrei Yershov,0,0,0,0,0,0,240,9,39,0,1,0,0,1998
Andrei Zubarev,4,1,4,80,20,1,187,6,28,0,1,0,0,2005
Andrej Meszaros,645,10,64.5,13080,20.27906977,238,23,1,30,0,1,1,1,2004
Andrej Nedorost,28,3,9.333333333,319,11.39285714,5,286,9,35,0,0,0,0,2000
Andrej Nestrasil,54,1,54,721,13.35185185,20,75,3,24,0,0,0,0,2009
Andrej Sekera,486,9,54,10122,20.82716049,159,71,3,29,0,1,1,1,2004
Andrew Alberts,459,9,51,7274,15.84749455,55,179,6,34,0,1,1,1,2001
Andrew Archer,0,0,0,0,0,0,203,7,32,0,1,0,0,2001
Andrew Bodnarchuk,5,1,5,37,7.4,0,128,5,27,0,1,0,0,2006
Andrew Campbell,36,2,18,617,17.13888889,1,74,3,27,0,1,0,0,2008
Andrew Carver,0,0,0,0,0,0,223,8,34,0,1,0,0,1999
Andrew Cogliano,622,8,77.75,9281,14.92122186,266,25,1,28,1,0,1,1,2005
Andrew Conboy,0,0,0,0,0,0,142,5,27,0,0,0,0,2007
Andrew Fritsch,0,0,0,0,0,0,155,6,22,0,0,0,0,2011
Andrew Glass,0,0,0,0,0,0,199,7,26,0,0,0,0,2007
Andrew Gordon,55,5,11,551,10.01818182,7,197,7,29,0,0,0,0,2004
Andrew Hutchinson,140,5,28,1826,13.04285714,39,54,2,35,0,1,0,1,1999
Andrew Ianiero,0,0,0,0,0,0,154,5,34,0,0,0,0,1999
Andrew Joudrey,1,1,1,9,9,0,249,8,31,1,0,0,0,2003
Andrew Kozek,0,0,0,0,0,0,53,2,29,0,0,0,0,2005
Andrew Ladd,691,10,69.1,11499,16.64109986,420,4,1,29,0,0,1,1,2004
Andrew MacDonald,372,7,53.14285714,8423,22.64247312,105,160,6,29,0,1,1,1,2006
Andrew MacWilliam,12,1,12,185,15.41666667,2,188,7,25,0,1,0,0,2008
Andrew McPherson,0,0,0,0,0,0,261,9,36,0,0,0,0,1999
Andrew Murray,221,6,36.83333333,2327,10.52941176,40,242,8,33,1,0,1,1,2001
Andrew Orpik,0,0,0,0,0,0,227,7,29,0,0,0,0,2005
Andrew Peters,229,6,38.16666667,887,3.873362445,7,34,2,35,0,0,1,1,1998
Andrew Sarauer,0,0,0,0,0,0,125,4,30,0,0,0,0,2004
Andrew Sertich,0,0,0,0,0,0,136,5,32,0,0,0,0,2002
Andrew Shaw,244,4,61,3721,15.25,103,139,5,24,1,0,1,1,2011
Andrew Thomas,0,0,0,0,0,0,109,4,29,0,1,0,0,2005
Andrew Yogan,0,0,0,0,0,0,100,4,23,1,0,0,0,2010
Andrey Pedan,0,0,0,0,0,0,63,3,22,0,1,0,0,2011
Andrey Plekhanov,0,0,0,0,0,0,96,3,29,0,1,0,0,2004
Andy Andreoff,18,1,18,154,8.555555556,3,80,3,24,0,0,0,0,2011
Andy Bathgate,0,0,0,0,0,0,151,5,24,1,0,0,0,2009
Andy Burnham,0,0,0,0,0,0,95,4,35,0,0,0,0,1998
Andy Hilbert,307,8,38.375,4000,13.02931596,104,37,2,34,0,0,1,1,2000
Andy Rogers,0,0,0,0,0,0,30,1,29,0,1,0,0,2004
Andy Sackrison,0,0,0,0,0,0,124,5,27,1,0,0,0,2006
Andy Schneider,0,0,0,0,0,0,156,5,34,0,1,0,0,2001
Andy Welinski,0,0,0,0,0,0,83,3,22,0,1,0,0,2011
Angelo Esposito,0,0,0,0,0,0,20,1,26,1,0,0,0,2007
Anthony Aiello,0,0,0,0,0,0,129,5,29,0,1,0,0,2005
Anthony Aquino,0,0,0,0,0,0,92,3,33,0,0,0,0,2001
Anthony Bitetto,7,1,7,82,11.71428571,0,168,6,25,0,1,0,0,2010
Anthony Camara,0,0,0,0,0,0,81,3,21,0,0,0,0,2011
Anthony Hamburg,0,0,0,0,0,0,193,7,24,1,0,0,0,2009
Anthony Nigro,0,0,0,0,0,0,155,6,25,1,0,0,0,2008
Anthony Peluso,107,3,35.66666667,619,5.785046729,9,160,6,26,0,0,0,0,2007
Anthony Stewart,262,6,43.66666667,2576,9.832061069,71,25,1,30,0,0,1,1,2003
Antoine Bergeron,0,0,0,0,0,0,96,3,33,0,1,0,0,2000
Antoine Vermette,834,11,75.81818182,14319,17.16906475,433,55,2,33,1,0,1,1,2000
Anton Axelsson,0,0,0,0,0,0,192,6,29,0,0,0,0,2004
Anton Babchuk,289,7,41.28571429,4735,16.38408304,107,21,1,31,0,1,1,1,2002
Anton Blomqvist,0,0,0,0,0,0,167,6,25,0,1,0,0,2009
Anton Borodkin,0,0,0,0,0,0,238,8,34,0,0,0,0,1999
Anton But,0,0,0,0,0,0,119,5,35,0,0,0,0,1998
Anton Gustafsson,0,0,0,0,0,0,21,1,25,1,0,0,0,2008
Anton Hedman,0,0,0,0,0,0,255,8,29,1,0,0,0,2004
Anton Kadeykin,0,0,0,0,0,0,51,2,31,0,1,0,0,2002
Anton Klementyev,1,1,1,6,6,0,122,5,25,0,1,0,0,2009
Anton Krysanov,0,0,0,0,0,0,148,5,28,1,0,0,0,2005
Anton Lander,132,4,33,1653,12.52272727,28,40,2,24,1,0,0,1,2009
Anton Lavrentiev,0,0,0,0,0,0,178,6,32,0,1,0,0,2001
Anton Rodin,0,0,0,0,0,0,53,2,24,0,0,0,0,2009
Anton Stralman,476,8,59.5,8878,18.6512605,151,216,7,29,0,1,1,1,2005
Anton Volchenkov,696,12,58,12680,18.2183908,133,21,1,33,0,1,1,1,2000
Antti Miettinen,539,9,59.88888889,8112,15.05009276,230,224,7,35,0,0,1,1,2000
Anze Kopitar,683,9,75.88888889,14215,20.81259151,610,11,1,28,1,0,1,1,2005
Armands Berzins,0,0,0,0,0,0,155,5,31,1,0,0,0,2002
Arne Ramholt,0,0,0,0,0,0,291,9,39,0,1,0,0,2000
Arseny Bondarev,0,0,0,0,0,0,292,9,30,0,0,0,0,2003
Arsi Piispanen,0,0,0,0,0,0,138,5,30,0,0,0,0,2003
Art Femenella,0,0,0,0,0,0,188,6,33,0,1,0,0,2001
Artem Anisimov,412,7,58.85714286,6383,15.49271845,192,54,2,27,1,0,1,1,2006
Artem Chernov,0,0,0,0,0,0,162,5,33,1,0,0,0,2000
Artem Chubarov,228,5,45.6,3037,13.32017544,58,31,2,35,1,0,1,1,1998
Artem Kryukov,0,0,0,0,0,0,15,1,33,1,0,0,0,2000
Artem Ternavsky,0,0,0,0,0,0,160,5,32,0,1,0,0,2001
Artem Vostrikov,0,0,0,0,0,0,187,6,32,1,0,0,0,2001
Arto Laatikainen,0,0,0,0,0,0,197,7,35,0,1,0,0,1999
Arto Tukio,0,0,0,0,0,0,101,4,34,0,1,0,0,2000
Arttu Luttinen,0,0,0,0,0,0,75,3,31,1,0,0,0,2002
Arturs Kulda ,15,3,5,168,11.2,2,200,7,27,0,1,0,0,2006
Ashton Bernard,0,0,0,0,0,0,174,6,25,0,0,0,0,2009
Ashton Rome,0,0,0,0,0,0,108,5,29,0,0,0,0,2004
Austen Brassard,0,0,0,0,0,0,149,5,22,0,0,0,0,2011
Austin Levi,0,0,0,0,0,0,85,3,23,0,1,0,0,2010
Austin Madaisky,0,0,0,0,0,0,124,5,23,0,1,0,0,2010
Austin Smith,0,0,0,0,0,0,128,5,26,0,0,0,0,2007
Austin Watson,6,1,6,76,12.66666667,1,18,1,23,0,0,0,0,2010
B.J. Crombeen,445,8,55.625,4989,11.21123596,80,54,2,30,0,0,1,1,2003
B.J. Ketcheson,0,0,0,0,0,0,176,7,35,0,1,0,0,1998
Barret Jackman,803,13,61.76923077,16363,20.37733499,181,17,1,34,0,1,1,1,1999
Barrett Heisten,10,1,10,76,7.6,0,20,1,35,0,0,0,0,1999
Barron Smith,0,0,0,0,0,0,188,7,24,0,1,0,0,2009
Barry Tallackson,20,4,5,156,7.8,2,53,2,32,0,0,0,0,2002
Beat Forster,0,0,0,0,0,0,78,3,32,0,1,0,0,2001
Beau Bennett,96,3,32,1223,12.73958333,33,20,1,23,0,0,0,0,2010
Ben Blais,0,0,0,0,0,0,237,9,37,0,1,0,0,1998
Ben Blood,0,0,0,0,0,0,120,4,26,0,1,0,0,2007
Ben Chiarot,41,2,20.5,692,16.87804878,8,120,4,24,0,1,0,0,2009
Ben Eager,407,9,45.22222222,3476,8.540540541,85,23,1,31,0,0,1,1,2002
Ben Eaves,0,0,0,0,0,0,131,4,33,1,0,0,0,2001
Ben Gallacher,0,0,0,0,0,0,93,,22,0,1,0,0,2010
Ben Hanowski,16,2,8,146,9.125,3,63,3,25,0,0,0,0,2009
Ben Knopp,0,0,0,0,0,0,69,3,33,0,0,0,0,2000
Ben Marshall,0,0,0,0,0,0,201,7,23,0,1,0,0,2010
Ben Maxwell,47,4,11.75,428,9.106382979,8,49,2,27,1,0,0,0,2006
Ben Ryan,0,0,0,0,0,0,114,4,26,1,0,0,0,2007
Ben Sexton,0,0,0,0,0,0,206,7,24,1,0,0,0,2009
Ben Shutron,0,0,0,0,0,0,95,4,27,0,1,0,0,2006
Ben Smith,175,5,35,2228,12.73142857,44,169,6,27,0,0,1,1,2008
Ben Walter,24,5,4.8,201,8.375,1,160,5,31,1,0,0,0,2004
Ben Winnett,0,0,0,0,0,0,104,4,26,0,0,0,0,2007
Ben Wright,0,0,0,0,0,0,113,4,27,0,1,0,0,2006
Benjamin Breault,0,0,0,0,0,0,207,7,27,1,0,0,0,2006
Benjamin Casavant,0,0,0,0,0,0,205,7,24,0,0,0,0,2009
Benn Ferriero,98,5,19.6,1168,11.91836735,23,196,7,28,1,0,0,0,2006
Benoit Mondou,0,0,0,0,0,0,247,8,30,1,0,0,0,2003
Benoit Pouliot,429,9,47.66666667,5680,13.24009324,194,4,1,29,0,0,1,1,2005
Bill Arnold,1,1,1,14,14,0,108,4,23,1,0,0,0,2010
Bill Cass,0,0,0,0,0,0,153,5,34,0,1,0,0,2000
Bill Kinkel,0,0,0,0,0,0,281,9,31,0,0,0,0,2002
Bill Sweatt,3,2,1.5,23,7.666666667,0,38,2,27,0,0,0,0,2007
Billy Ryan,0,0,0,0,0,0,80,3,29,1,0,0,0,2004
Bjorn Melin,3,1,3,22,7.333333333,1,163,6,34,0,0,0,0,1999
Bjorn Nord,0,0,0,0,0,0,289,9,43,0,1,0,0,2000
Blair Betts,477,9,53,5734,12.02096436,78,33,2,35,1,0,1,1,1998
Blair Jones,132,8,16.5,1283,9.71969697,17,102,4,29,1,0,0,1,2005
Blair Stayzer,0,0,0,0,0,0,190,7,34,0,0,0,0,1999
Blake Coleman,0,0,0,0,0,0,75,3,23,1,0,0,0,2011
Blake Comeau,483,9,53.66666667,7187,14.87991718,195,47,2,29,0,0,1,1,2004
Blake Evans,0,0,0,0,0,0,251,9,35,1,0,0,0,1998
Blake Geoffrion,55,2,27.5,551,10.01818182,13,56,2,27,1,0,0,0,2006
Blake Kessel,0,0,0,0,0,0,166,6,26,0,1,0,0,2007
Blake Pietila,0,0,0,0,0,0,129,5,22,0,0,0,0,2011
Blake Robson,0,0,0,0,0,0,108,4,33,1,0,0,0,2000
Blake Wheeler,533,7,76.14285714,9233,17.32270169,362,5,1,29,0,0,1,1,2004
Bobby Allen,51,3,17,595,11.66666667,3,52,2,36,0,1,0,0,1998
Bobby Bolt,0,0,0,0,0,0,127,5,28,0,0,0,0,2005
Bobby Hughes,0,0,0,0,0,0,123,4,27,1,0,0,0,2006
Bobby Ryan,526,8,65.75,9212,17.51330798,391,2,1,28,0,0,1,1,2005
Bobby Sanguinetti,45,3,15,640,14.22222222,6,21,1,27,0,1,0,0,2006
Boone Jenner,103,2,51.5,1580,15.33980583,46,37,2,22,1,0,0,0,2011
Boris Valabik,80,3,26.66666667,1183,14.7875,7,10,1,29,0,1,0,0,2004
Boyd Gordon,628,11,57.09090909,8927,14.21496815,156,17,1,31,1,0,1,1,2002
Boyd Kane,31,5,6.2,227,7.322580645,3,114,4,37,0,0,0,0,1998
Brad Boyes,762,11,69.27272727,12741,16.72047244,481,24,1,33,0,0,1,1,2000
Brad Fast,1,1,1,21,21,1,84,3,35,0,1,0,0,1999
Brad Malone,119,4,29.75,1081,9.084033613,24,105,4,26,0,0,0,0,2007
Brad Marchand,377,6,62.83333333,6027,15.9867374,228,71,3,27,0,0,1,1,2006
Brad Moran,8,3,2.666666667,81,10.125,3,191,7,36,1,0,0,0,1998
Brad Navin,0,0,0,0,0,0,197,7,23,1,0,0,0,2011
Brad Peltz,0,0,0,0,0,0,190,7,25,0,0,0,0,2009
Brad Ralph,1,1,1,5,5,0,53,2,35,0,0,0,0,1999
Brad Richards,1058,14,75.57142857,21428,20.25330813,904,64,3,35,1,0,1,1,1998
Brad Richardson,509,10,50.9,6546,12.86051081,149,163,5,30,1,0,1,1,2003
Brad Ross,0,0,0,0,0,0,43,2,23,0,0,0,0,2010
Brad Schell,0,0,0,0,0,0,167,6,31,1,0,0,0,2002
Brad Self,0,0,0,0,0,0,235,8,34,1,0,0,0,1999
Brad Stuart,1050,15,70,22517,21.4447619,335,3,1,35,0,1,1,1,1998
Brad Twordik,0,0,0,0,0,0,197,7,35,1,0,0,0,1998
Brad Voth,0,0,0,0,0,0,157,6,35,0,1,0,0,1998
Brad Winchester,390,7,55.71428571,3580,9.179487179,68,35,2,34,0,0,1,1,2000
Brad Woods,0,0,0,0,0,0,169,6,34,0,1,0,0,1999
Braden Birch,0,0,0,0,0,0,179,6,25,0,1,0,0,2008
Brady Calla,0,0,0,0,0,0,73,3,27,0,0,0,0,2006
Brady Greco,0,0,0,0,0,0,256,8,32,0,1,0,0,2003
Brady Murray,4,1,4,45,11.25,1,152,5,31,1,0,0,0,2003
Brandon Archibald,0,0,0,0,0,0,94,4,23,0,1,0,0,2010
Brandon Bochenski,156,5,31.2,1885,12.08333333,68,223,7,33,0,0,0,1,2001
Brandon Burlon,0,0,0,0,0,0,52,2,25,0,1,0,0,2008
Brandon Coalter,0,0,0,0,0,0,127,5,37,0,0,0,0,1998
Brandon Davidson,12,1,12,182,15.16666667,1,162,6,24,0,1,0,0,2010
Brandon Dubinsky,545,9,60.55555556,9571,17.56146789,319,60,2,29,1,0,1,1,2004
