rank,age,nationality,name,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
696,33,CA,Jay Harrison,D,18,3,2,5,17,-6,0,0,,0.167,0.111,0.278
697,22,RU,Anton Zlobin,F,12,3,2,5,2,-1,2,0,,0.25,0.167,0.417
698,23,CA,Kevin Sundher,F,10,3,2,5,8,-2,0,0,,0.3,0.2,0.5
699,22,CA,Guillaume Gelinas,D,25,2,3,5,6,0,2,0,,0.08,0.12,0.2
700,21,CA,Ryan Penny,F,24,2,3,5,8,-3,0,1,,0.083,0.125,0.208
701,32,CA,Tanner Glass,F,17,2,3,5,23,-11,1,0,,0.118,0.176,0.294
702,21,US,Andrew Poturalski,F,16,2,3,5,0,-2,0,0,,0.125,0.188,0.313
703,20,US,Tyler Motte,F,5,2,3,5,2,4,1,0,,0.4,0.6,1
704,20,SE,Axel Blomqvist,F,33,1,4,5,8,-3,0,0,,0.03,0.121,0.152
705,21,CA,Braden Christoffer,F,33,1,4,5,57,-12,0,0,,0.03,0.121,0.152
706,20,DE,Markus Eisenschmid,F,28,1,4,5,0,-1,0,1,,0.036,0.143,0.179
707,29,CA,Kyle Cumiskey,D,17,1,4,5,6,-3,1,0,,0.059,0.235,0.294
708,25,RU,Kirill Petrov,F,13,1,4,5,10,1,0,0,,0.077,0.308,0.385
709,25,US,Sean Escobedo,D,13,1,4,5,9,-2,0,0,,0.077,0.308,0.385
710,23,CA,Riley Brace,F,12,1,4,5,4,0,1,0,,0.083,0.333,0.417
711,27,FI,Joonas Kemppainen,F,11,1,4,5,2,1,0,0,,0.091,0.364,0.455
712,29,CA,Patrick Bordeleau,F,55,0,5,5,72,-15,0,0,,0,0.091,0.091
713,23,US,Josiah Didier,D,53,0,5,5,58,0,0,0,,0,0.094,0.094
714,21,SE,Linus Arnesson,D,48,0,5,5,8,0,0,0,,0,0.104,0.104
715,31,US,Joe Piskula,D,43,0,5,5,30,1,0,0,,0,0.116,0.116
716,21,CA,Zach Leslie,D,30,0,5,5,28,-2,0,0,,0,0.167,0.167
717,23,DE,Konrad Abeltshauser,D,20,0,5,5,14,2,0,0,,0,0.25,0.25
718,24,CA,James Martin,D,17,0,5,5,13,1,0,0,,0,0.294,0.294
719,22,CA,Jack Nevins,F,59,4,0,4,101,-16,0,0,,0.068,0,0.068
720,29,US,Brandon Marino,F,30,4,0,4,16,-12,0,0,,0.133,0,0.133
721,24,CA,Spencer Asuchak,F,30,3,1,4,29,-2,0,0,,0.1,0.033,0.133
722,21,CA,Angelo Miceli,F,29,3,1,4,14,-4,0,0,,0.103,0.034,0.138
723,24,US,Daniel O'Donoghue,F,18,3,1,4,6,-2,0,0,,0.167,0.056,0.222
724,23,US,Mathew Berry,F,15,3,1,4,4,0,0,0,,0.2,0.067,0.267
725,28,CZ,Jakub Kindl,D,10,3,1,4,12,-2,2,0,,0.3,0.1,0.4
726,26,CA,Zac Dalpe,F,8,3,1,4,24,1,0,0,,0.375,0.125,0.5
727,25,US,Eric Robinson,F,5,3,1,4,0,3,0,0,,0.6,0.2,0.8
728,33,CA,John Scott,D,27,2,2,4,85,-3,1,0,,0.074,0.074,0.148
729,23,CA,Cody Beach,F,25,2,2,4,105,-3,0,0,,0.08,0.08,0.16
730,27,SE,Greger Hanson,F,24,2,2,4,21,3,0,0,,0.083,0.083,0.167
731,23,CA,Matt Carey,F,21,2,2,4,14,-6,0,0,,0.095,0.095,0.19
732,27,US,Jack Combs,F,18,2,2,4,2,7,0,0,,0.111,0.111,0.222
733,26,US,Drayson Bowman,F,16,2,2,4,10,0,0,0,,0.125,0.125,0.25
734,30,CA,Danny Syvret,D,10,2,2,4,4,-1,1,0,,0.2,0.2,0.4
735,25,SE,David Rundblad,D,10,2,2,4,0,4,0,0,,0.2,0.2,0.4
736,22,US,Mario Lucia,F,9,2,2,4,2,1,1,0,,0.222,0.222,0.444
737,22,CA,Ryan Strome,F,8,2,2,4,10,3,0,0,,0.25,0.25,0.5
738,22,FI,Kalle Kossila,F,6,2,2,4,0,-3,2,0,,0.333,0.333,0.667
739,22,CA,Kevin Raine,D,59,1,3,4,16,-4,0,0,,0.017,0.051,0.068
740,24,BY,Oleg Yevenko,D,54,1,3,4,152,-5,0,0,,0.019,0.056,0.074
741,21,CA,Ross Johnston,F,39,1,3,4,79,-2,0,0,,0.026,0.077,0.103
742,27,CA,Victor Bartley,D,24,1,3,4,16,-11,1,0,,0.042,0.125,0.167
743,26,US,David Kolomatis,D,23,1,3,4,8,12,0,0,,0.043,0.13,0.174
744,24,US,Adam Krause,F,15,1,3,4,10,0,0,1,,0.067,0.2,0.267
745,22,RU,Nikita Nesterov,D,10,1,3,4,4,1,1,0,,0.1,0.3,0.4
746,25,CA,Joel Chouinard,D,10,1,3,4,2,1,0,0,,0.1,0.3,0.4
747,21,CA,Eric Roy,D,10,1,3,4,0,6,1,0,,0.1,0.3,0.4
748,23,CA,Alex Petan,F,10,1,3,4,0,-3,1,0,,0.1,0.3,0.4
749,23,CA,Brandon Denham,F,9,1,3,4,2,3,1,0,,0.111,0.333,0.444
750,19,CA,Ben Thomas,D,8,1,3,4,0,-2,0,0,,0.125,0.375,0.5
751,25,US,Anthony Bitetto,D,6,1,3,4,27,-1,0,0,,0.167,0.5,0.667
752,18,CA,Brendan Guhle,D,6,1,3,4,0,0,0,0,,0.167,0.5,0.667
753,19,CZ,David Pastrnak,F,3,1,3,4,2,1,0,0,,0.333,1,1.333
754,32,US,Mike McKenna,G,57,0,4,4,4,,0,0,0,0,0.07,0.07
755,23,US,Aaron Harstad,D,26,0,4,4,28,-1,0,0,,0,0.154,0.154
756,26,US,Daniel New,D,18,0,4,4,4,-3,0,0,,0,0.222,0.222
757,36,UA,Ruslan Fedotenko,F,16,0,4,4,8,-11,0,0,,0,0.25,0.25
758,25,US,Matt Leitner,F,16,0,4,4,0,1,0,0,,0,0.25,0.25
759,30,US,Zach Miskovic,D,7,0,4,4,2,-2,0,0,,0,0.571,0.571
760,22,CA,Adam Lowry,F,4,0,4,4,2,-2,0,0,,0,1,1
761,23,CA,Jeremie Blain,D,16,3,0,3,10,-5,1,0,,0.188,0,0.188
762,24,US,Steven Swavely,F,15,3,0,3,4,1,0,1,,0.2,0,0.2
763,23,RU,Stanislav Galiev,F,5,3,0,3,2,2,0,0,,0.6,0,0.6
764,25,CZ,Michal Jordan,D,4,3,0,3,0,1,1,1,,0.75,0,0.75
765,24,CA,Byron Froese,F,4,3,0,3,0,-1,1,0,,0.75,0,0.75
766,30,CA,Paul Bissonnette,D,35,2,1,3,51,-2,0,0,,0.057,0.029,0.086
767,26,US,Dane Walters,F,30,2,1,3,14,-1,0,0,,0.067,0.033,0.1
768,26,CA,Zack Torquato,F,22,2,1,3,17,-4,0,0,,0.091,0.045,0.136
769,20,CA,Alexandre Ranger,F,17,2,1,3,6,-5,0,0,,0.118,0.059,0.176
770,24,CA,Matt MacKenzie,D,16,2,1,3,4,10,0,0,,0.125,0.063,0.188
771,26,CA,Kellan Lain,F,16,2,1,3,17,-6,0,0,,0.125,0.063,0.188
772,23,CA,Mike Borkowski,F,12,2,1,3,2,-2,0,0,,0.167,0.083,0.25
773,19,CA,Chase Lang,F,11,2,1,3,4,-4,0,0,,0.182,0.091,0.273
774,24,CA,Zack Kassian,F,7,2,1,3,16,0,0,0,,0.286,0.143,0.429
775,21,CA,Shane Conacher,F,7,2,1,3,0,2,0,0,,0.286,0.143,0.429
776,18,US,Christian Fischer,F,6,2,1,3,0,-6,2,0,,0.333,0.167,0.5
777,19,CA,Nicolas Aube-Kubel,F,6,2,1,3,6,3,0,0,,0.333,0.167,0.5
778,25,US,A.J. Jenks,F,5,2,1,3,5,1,0,0,,0.4,0.2,0.6
779,19,CA,Brendan Lemieux,F,5,2,1,3,6,1,2,0,,0.4,0.2,0.6
780,24,US,Joe Rehkamp,F,41,1,2,3,16,-7,0,0,,0.024,0.049,0.073
781,24,CA,Daniel Maggio,D,36,1,2,3,116,-10,0,0,,0.028,0.056,0.083
782,24,US,Mac Bennett,D,35,1,2,3,30,-11,0,0,,0.029,0.057,0.086
783,24,US,Patrick McNally,D,35,1,2,3,17,9,0,0,,0.029,0.057,0.086
784,29,US,Patrick Kaleta,F,26,1,2,3,33,-3,0,0,,0.038,0.077,0.115
785,21,SE,Jesper Pettersson,D,24,1,2,3,12,-4,0,0,,0.042,0.083,0.125
786,30,CA,Jay Rosehill,D,23,1,2,3,33,1,0,0,,0.043,0.087,0.13
787,23,US,Frankie Simonelli,D,21,1,2,3,16,0,0,0,,0.048,0.095,0.143
788,24,US,Daniel Doremus,F,20,1,2,3,8,-3,0,0,,0.05,0.1,0.15
789,22,CA,Scott Harrington,D,17,1,2,3,14,4,0,0,,0.059,0.118,0.176
790,22,US,Ben Walker,F,16,1,2,3,8,-5,0,0,,0.063,0.125,0.188
791,21,CA,Alexis Loiseau,F,12,1,2,3,2,1,0,0,,0.083,0.167,0.25
792,26,CA,Luke Gazdic,F,11,1,2,3,6,1,0,0,,0.091,0.182,0.273
793,23,CA,Josh Nicholls,F,11,1,2,3,4,0,0,0,,0.091,0.182,0.273
794,25,US,Darik Angeli,F,11,1,2,3,2,-2,0,0,,0.091,0.182,0.273
795,23,US,Justin Crandall,F,9,1,2,3,2,-3,0,0,,0.111,0.222,0.333
796,26,CA,Paul Postma,D,7,1,2,3,2,-5,1,0,,0.143,0.286,0.429
797,18,CA,Jansen Harkins,F,6,1,2,3,2,1,0,0,,0.167,0.333,0.5
798,21,CA,Reece Wilcox,D,6,1,2,3,8,2,0,0,,0.167,0.333,0.5
799,24,FI,Iiro Pakarinen,F,4,1,2,3,4,0,1,0,,0.25,0.5,0.75
800,19,CA,Travis Sanheim,D,4,1,2,3,0,0,0,0,,0.25,0.5,0.75
801,18,CZ,Pavel Zacha,F,3,1,2,3,2,3,0,0,,0.333,0.667,1
802,21,US,Brett Pesce,D,3,1,2,3,0,-3,0,0,,0.333,0.667,1
803,21,CA,Chris Tierney,F,2,1,2,3,0,3,0,0,,0.5,1,1.5
804,20,CA,Zachary Fucale,G,42,0,3,3,2,,0,0,0,0,0.071,0.071
805,23,SE,Johan Alm,D,37,0,3,3,16,-5,0,0,,0,0.081,0.081
806,33,CA,Brennan Evans,D,36,0,3,3,46,1,0,0,,0,0.083,0.083
807,22,SK,Martin Gernat,D,27,0,3,3,16,2,0,0,,0,0.111,0.111
808,22,US,Garret Sparks,G,21,0,3,3,0,,0,0,0,0,0.143,0.143
809,27,CA,Nick Pageau,D,21,0,3,3,4,-6,0,0,,0,0.143,0.143
810,26,CA,Kodie Curran,D,18,0,3,3,18,3,0,0,,0,0.167,0.167
811,21,CA,Ryan Lomberg,F,15,0,3,3,42,-6,0,0,,0,0.2,0.2
812,24,CA,Taylor Doherty,D,12,0,3,3,20,7,0,0,,0,0.25,0.25
813,22,SE,Emil Molin,F,11,0,3,3,4,-1,0,0,,0,0.273,0.273
814,27,DE,Korbinian Holzer,D,9,0,3,3,0,2,0,0,,0,0.333,0.333
815,22,US,Cory Ward,F,8,0,3,3,0,-4,0,0,,0,0.375,0.375
816,26,CA,Luke Pither,F,7,0,3,3,6,0,0,0,,0,0.429,0.429
817,22,CA,Frank Corrado,D,7,0,3,3,2,3,0,0,,0,0.429,0.429
818,22,US,Kevin Rooney,F,7,0,3,3,0,2,0,0,,0,0.429,0.429
819,23,US,Adam Clendening,D,6,0,3,3,0,4,0,0,,0,0.5,0.5
820,23,CA,Joey Leach,D,6,0,3,3,7,5,0,0,,0,0.5,0.5
821,33,DE,Christian Ehrhoff,D,5,0,3,3,8,0,0,0,,0,0.6,0.6
822,23,CA,Mike McMurtry,F,5,0,3,3,4,4,0,0,,0,0.6,0.6
823,23,CA,Dalton Smith,F,28,2,0,2,49,-3,0,0,,0.071,0,0.071
824,22,US,Brian Hart,F,25,2,0,2,14,-8,0,0,,0.08,0,0.08
825,25,CA,Jarrett Burton,F,23,2,0,2,10,-5,0,0,,0.087,0,0.087
826,22,US,Tony Cameranesi,F,6,2,0,2,0,2,0,0,,0.333,0,0.333
827,25,US,Tyler Barnes,F,2,2,0,2,2,-1,0,0,,1,0,1
828,26,CA,Michael Liambas,F,44,1,1,2,188,-4,0,1,,0.023,0.023,0.045
829,27,CA,Shawn O'Donnell,F,29,1,1,2,54,0,0,0,,0.034,0.034,0.069
830,22,CA,Ryan Culkin,D,27,1,1,2,10,-4,0,0,,0.037,0.037,0.074
831,24,CA,Matt Prapavessis,D,25,1,1,2,12,-1,0,0,,0.04,0.04,0.08
832,34,US,Tim Jackman,F,22,1,1,2,33,-3,0,1,,0.045,0.045,0.091
833,24,US,Mike Pereira,F,17,1,1,2,6,-6,0,0,,0.059,0.059,0.118
834,25,US,Derek Arnold,F,14,1,1,2,4,-1,0,0,,0.071,0.071,0.143
835,22,US,Tyler Biggs,F,11,1,1,2,11,1,0,0,,0.091,0.091,0.182
836,25,NO,Andreas Martinsen,F,10,1,1,2,8,0,0,0,,0.1,0.1,0.2
837,23,CZ,Petr Zamorsky,D,10,1,1,2,6,-5,1,0,,0.1,0.1,0.2
838,25,CA,Spiro Goulakos,D,10,1,1,2,4,2,0,0,,0.1,0.1,0.2
839,24,CA,Jake Baker,D,9,1,1,2,29,-2,1,0,,0.111,0.111,0.222
840,23,CA,Paul Geiger,D,9,1,1,2,2,3,0,0,,0.111,0.111,0.222
841,28,CA,Steve Downie,F,8,1,1,2,24,-2,0,0,,0.125,0.125,0.25
842,23,US,Nick Saracino,F,7,1,1,2,0,1,1,0,,0.143,0.143,0.286
843,22,US,Justin Selman,F,7,1,1,2,2,0,0,0,,0.143,0.143,0.286
844,22,CA,Phillip Danault,F,6,1,1,2,4,-2,0,0,,0.167,0.167,0.333
845,20,DE,Leon Draisaitl,F,6,1,1,2,4,-5,0,0,,0.167,0.167,0.333
846,25,CA,Daultan Leveille,F,5,1,1,2,2,1,0,0,,0.2,0.2,0.4
847,24,CA,Simon Despres,D,4,1,1,2,6,-4,1,0,,0.25,0.25,0.5
848,22,FI,Miikka Salomäki,F,4,1,1,2,4,-3,0,0,,0.25,0.25,0.5
849,27,US,Jamie McBain,D,3,1,1,2,0,3,0,0,,0.333,0.333,0.667
850,22,CZ,Dmitri Jaskin,F,3,1,1,2,4,-1,1,0,,0.333,0.333,0.667
851,25,CA,Jordan Hickmott,F,3,1,1,2,0,1,0,0,,0.333,0.333,0.667
852,19,CA,Matt Schmalz,F,3,1,1,2,2,2,0,0,,0.333,0.333,0.667
853,27,US,Tyler Currier,F,2,1,1,2,2,1,0,0,,0.5,0.5,1
854,24,CA,Tyler Morley,F,2,1,1,2,0,1,0,0,,0.5,0.5,1
855,24,CA,Jared Coreau,G,47,0,2,2,6,,0,0,0,0,0.043,0.043
856,26,US,Jeremy Smith,G,43,0,2,2,0,,0,0,0,0,0.047,0.047
857,21,CA,Chris Driedger,G,39,0,2,2,0,,0,0,0,0,0.051,0.051
858,28,US,Patrick Cullity,D,31,0,2,2,39,7,0,0,,0,0.065,0.065
859,21,CA,Matt Murray,G,31,0,2,2,2,,0,0,0,0,0.065,0.065
860,25,CA,Kevin Poulin,G,29,0,2,2,0,,0,0,0,0,0.069,0.069
861,24,US,Caleb Herbert,F,26,0,2,2,12,-1,0,0,,0,0.077,0.077
862,20,CA,Tyler Ganly,D,26,0,2,2,23,-2,0,0,,0,0.077,0.077
863,25,CA,Matt Hackett,G,22,0,2,2,4,,0,0,0,0,0.091,0.091
864,20,CA,Spencer Martin,G,18,0,2,2,2,,0,0,0,0,0.111,0.111
865,29,US,Matt Lashoff,D,17,0,2,2,28,-4,0,0,,0,0.118,0.118
866,29,US,Barry Goers,D,16,0,2,2,4,-2,0,0,,0,0.125,0.125
867,22,CZ,Richard Nedomlel,D,14,0,2,2,24,-3,0,0,,0,0.143,0.143
868,21,CA,Ben Betker,D,14,0,2,2,9,-2,0,0,,0,0.143,0.143
869,24,US,Collin Bowman,D,12,0,2,2,8,0,0,0,,0,0.167,0.167
870,24,US,Chris Crane,F,9,0,2,2,4,-1,0,0,,0,0.222,0.222
871,20,CA,Darnell Nurse,D,9,0,2,2,7,2,0,0,,0,0.222,0.222
872,23,CA,Jamie Oleksiak,D,8,0,2,2,2,4,0,0,,0,0.25,0.25
873,20,SE,Robin Norell,D,8,0,2,2,2,4,0,0,,0,0.25,0.25
874,23,US,Jarred Tinordi,F,6,0,2,2,6,3,0,0,,0,0.333,0.333
875,22,CA,Raphael Bussieres,F,5,0,2,2,4,0,0,0,,0,0.4,0.4
876,19,CA,Andrew Nielsen,D,5,0,2,2,0,-2,0,0,,0,0.4,0.4
877,25,SE,Melker Karlsson,F,4,0,2,2,0,0,0,0,,0,0.5,0.5
878,24,US,Zach Budish,F,4,0,2,2,2,2,0,0,,0,0.5,0.5
879,24,US,Willie Corrin,D,4,0,2,2,6,4,0,0,,0,0.5,0.5
880,20,CA,Chase Witala,F,3,0,2,2,0,2,0,0,,0,0.667,0.667
881,21,US,Kyle Schempp,F,2,0,2,2,2,1,0,0,,0,1,1
882,20,CA,Danton Heinen,F,2,0,2,2,2,1,0,0,,0,1,1
883,29,US,Nick Tuzzolino,D,27,1,0,1,14,-6,0,0,,0.037,0,0.037
884,23,CA,Alex Gallant,F,27,1,0,1,122,0,0,0,,0.037,0,0.037
885,24,CA,Allan McPherson,F,16,1,0,1,10,-6,0,0,,0.063,0,0.063
886,21,CZ,Richard Nejezchleb,F,13,1,0,1,8,-6,0,0,,0.077,0,0.077
887,28,CA,Shane Bakker,F,11,1,0,1,46,-3,0,0,,0.091,0,0.091
888,25,CA,Daniel Ciampini,F,10,1,0,1,2,-1,0,0,,0.1,0,0.1
889,26,CA,Keith Aulie,D,7,1,0,1,11,-6,0,0,,0.143,0,0.143
890,18,US,Zachary Werenski,D,7,1,0,1,0,2,0,0,,0.143,0,0.143
891,23,US,Mark Naclerio,F,7,1,0,1,2,2,0,0,,0.143,0,0.143
892,18,CA,Giorgio Estephan,F,6,1,0,1,0,-1,1,0,,0.167,0,0.167
893,25,CA,Rylan Schwartz,F,5,1,0,1,0,-1,0,0,,0.2,0,0.2
894,18,CA,Mitchell Stephens,F,5,1,0,1,0,-3,0,0,,0.2,0,0.2
895,22,US,Rob O'Gara,D,5,1,0,1,4,2,0,0,,0.2,0,0.2
896,23,US,Sam Herr,F,5,1,0,1,0,0,0,0,,0.2,0,0.2
897,24,CA,Darian Dziurzynski,F,3,1,0,1,0,2,0,0,,0.333,0,0.333
898,25,US,Greg Wolfe,F,3,1,0,1,0,0,0,0,,0.333,0,0.333
899,21,CA,Travis Brown,D,3,1,0,1,2,0,0,0,,0.333,0,0.333
900,24,US,Stu Wilson,F,3,1,0,1,0,-1,0,0,,0.333,0,0.333
901,19,CA,Brett Pollock,F,3,1,0,1,2,-1,0,0,,0.333,0,0.333
902,32,US,Eric Nystrom,F,2,1,0,1,0,-1,0,0,,0.5,0,0.5
903,23,SE,Joakim Nordström,F,2,1,0,1,0,-2,1,0,,0.5,0,0.5
904,23,CZ,Jiri Sekac,F,1,1,0,1,0,1,0,0,,1,0,1
905,24,SE,Magnus Hellberg,G,53,0,1,1,0,,0,0,0,0,0.019,0.019
906,27,CA,Brett Gallant,F,48,0,1,1,151,-9,0,0,,0,0.021,0.021
907,21,US,Anthony Stolarz,G,47,0,1,1,4,,0,0,0,0,0.021,0.021
908,35,CA,Dan Ellis,G,43,0,1,1,2,,0,0,0,0,0.023,0.023
909,23,FI,Christopher Gibson,G,42,0,1,1,2,,0,0,0,0,0.024,0.024
910,23,SE,Anton Forsberg,G,41,0,1,1,2,,0,0,0,0,0.024,0.024
911,23,LV,Kristers Gudlevskis,G,41,0,1,1,0,,0,0,0,0,0.024,0.024
912,25,US,Joe Cannata,G,40,0,1,1,4,,0,0,0,0,0.025,0.025
913,24,CZ,Marek Mazanec,G,39,0,1,1,0,,0,0,0,0,0.026,0.026
914,24,DE,Niklas Treutle,G,39,0,1,1,2,,0,0,0,0,0.026,0.026
915,20,FI,Juuse Saros,G,38,0,1,1,0,,0,0,0,0,0.026,0.026
916,29,CA,Justin Peters,G,37,0,1,1,2,,0,0,0,0,0.027,0.027
917,22,CA,Maxime Lagace,G,36,0,1,1,4,,0,0,0,0,0.028,0.028
918,26,US,Tony Turgeon,F,35,0,1,1,73,-4,0,0,,0,0.029,0.029
919,20,CA,Tristan Jarry,G,33,0,1,1,0,,0,0,0,0,0.03,0.03
920,21,CA,Justin Kea,F,32,0,1,1,53,-5,0,0,,0,0.031,0.031
921,26,US,Thomas McCollum,G,30,0,1,1,4,,0,0,0,0,0.033,0.033
922,24,CA,Nathan Lieuwen,G,28,0,1,1,2,,0,0,0,0,0.036,0.036
923,22,CA,Malcolm Subban,G,27,0,1,1,10,,0,0,0,0,0.037,0.037
924,22,CH,Christian Marti,D,27,0,1,1,10,-11,0,0,,0,0.037,0.037
925,23,US,Adam Wilcox,G,27,0,1,1,0,,0,0,0,0,0.037,0.037
926,35,CA,Jason LaBarbera,G,23,0,1,1,0,,0,0,0,0,0.043,0.043
927,23,CA,Calvin Pickard,G,21,0,1,1,0,,0,0,0,0,0.048,0.048
928,21,CA,Loic Leduc,D,20,0,1,1,40,-11,0,0,,0,0.05,0.05
929,22,US,Patrick McGrath,F,19,0,1,1,66,-3,0,0,,0,0.053,0.053
930,23,CA,Brandon Alderson,F,18,0,1,1,8,-6,0,0,,0,0.056,0.056
931,34,CA,Steve McCarthy,D,17,0,1,1,6,-3,0,0,,0,0.059,0.059
932,24,US,Garrett Noonan,D,17,0,1,1,8,-2,0,0,,0,0.059,0.059
933,28,CH,Reto Berra,G,16,0,1,1,2,,0,0,0,0,0.063,0.063
934,25,CA,Matt Garbowsky,F,16,0,1,1,0,-2,0,0,,0,0.063,0.063
935,27,CA,Kelly Zajac,F,14,0,1,1,2,-2,0,0,,0,0.071,0.071
936,26,CA,Jeff Malcolm,G,14,0,1,1,0,,0,0,0,0,0.071,0.071
937,22,CA,Harrison Ruopp,D,12,0,1,1,11,-5,0,0,,0,0.083,0.083
938,26,CA,Brant Harris,F,11,0,1,1,0,-3,0,0,,0,0.091,0.091
939,22,CA,Carter Sandlak,F,10,0,1,1,4,2,0,0,,0,0.1,0.1
940,21,CA,Josh Brown,D,10,0,1,1,7,-2,0,0,,0,0.1,0.1
941,23,SE,Patrik Nemeth,D,8,0,1,1,2,3,0,0,,0,0.125,0.125
942,34,US,Justin Johnson,F,8,0,1,1,36,0,0,0,,0,0.125,0.125
943,23,SK,Milos Bubela,F,8,0,1,1,2,-4,0,0,,0,0.125,0.125
944,25,US,Matt Lindblad,F,8,0,1,1,0,-3,0,0,,0,0.125,0.125
945,25,US,Justin Agosta,D,8,0,1,1,4,-5,0,0,,0,0.125,0.125
946,23,US,Christopher Joyaux,D,8,0,1,1,6,-3,0,0,,0,0.125,0.125
947,25,CA,Yann Sauve,D,7,0,1,1,2,-6,0,0,,0,0.143,0.143
948,26,US,Jesse Root,F,7,0,1,1,4,-1,0,0,,0,0.143,0.143
949,26,US,Josh Holmstrom,F,7,0,1,1,2,0,0,0,,0,0.143,0.143
950,22,CA,Mike Aviani,F,7,0,1,1,0,0,0,0,,0,0.143,0.143
951,20,US,Tommy Vannelli,D,7,0,1,1,8,4,0,0,,0,0.143,0.143
952,19,US,Brandon Carlo,D,7,0,1,1,0,3,0,0,,0,0.143,0.143
953,21,CA,Jack Rodewald,F,7,0,1,1,4,1,0,0,,0,0.143,0.143
954,23,US,Zac Lynch,F,7,0,1,1,2,1,0,0,,0,0.143,0.143
955,23,SE,Petter Granberg,D,6,0,1,1,4,1,0,0,,0,0.167,0.167
956,20,SE,Niklas Hansson,D,6,0,1,1,0,-1,0,0,,0,0.167,0.167
957,24,CA,Austin Fyten,F,6,0,1,1,2,-4,0,0,,0,0.167,0.167
958,18,CH,Jonas Siegenthaler,D,6,0,1,1,8,-4,0,0,,0,0.167,0.167
959,19,CA,Eric Cornel,F,6,0,1,1,2,-2,0,0,,0,0.167,0.167
960,18,CA,Parker Wotherspoon,D,6,0,1,1,15,-3,0,0,,0,0.167,0.167
961,21,CA,Dan Renouf,D,6,0,1,1,5,0,0,0,,0,0.167,0.167
962,27,US,Alden Hirschfeld,F,5,0,1,1,2,1,0,0,,0,0.2,0.2
963,25,CA,Josh Brittain,F,5,0,1,1,13,0,0,0,,0,0.2,0.2
964,22,US,Tom Parisi,D,5,0,1,1,4,0,0,0,,0,0.2,0.2
965,22,US,Brian Cooper,D,5,0,1,1,4,-1,0,0,,0,0.2,0.2
966,23,US,Ethan Prow,D,5,0,1,1,6,1,0,0,,0,0.2,0.2
967,19,CA,Dysin Mayo,D,5,0,1,1,2,-4,0,0,,0,0.2,0.2
968,28,US,Mark Fayne,D,4,0,1,1,4,0,0,0,,0,0.25,0.25
969,24,CA,Cam Reid,F,4,0,1,1,2,-1,0,0,,0,0.25,0.25
970,25,US,Steve Weinstein,D,4,0,1,1,0,0,0,0,,0,0.25,0.25
971,20,CA,Ty Stanton,D,4,0,1,1,0,1,0,0,,0,0.25,0.25
972,23,US,Joey Benik,F,4,0,1,1,2,-1,0,0,,0,0.25,0.25
973,19,CA,Jeremiah Addison,F,4,0,1,1,2,1,0,0,,0,0.25,0.25
974,23,CA,Mark Pysyk,D,3,0,1,1,2,0,0,0,,0,0.333,0.333
975,21,CA,Damon Severson,D,3,0,1,1,9,3,0,0,,0,0.333,0.333
976,25,US,Bobby Shea,D,3,0,1,1,2,2,0,0,,0,0.333,0.333
977,18,FI,Jonne Tammela,F,3,0,1,1,0,2,0,0,,0,0.333,0.333
978,25,US,Alex Krushelnyski,F,3,0,1,1,0,-1,0,0,,0,0.333,0.333
979,19,US,Jack Dougherty,D,3,0,1,1,2,0,0,0,,0,0.333,0.333
980,20,CA,Adam Helewka,F,3,0,1,1,0,1,0,0,,0,0.333,0.333
981,23,US,Michael Parks,F,3,0,1,1,0,-1,0,0,,0,0.333,0.333
982,18,CA,Simon Bourque,D,3,0,1,1,0,2,0,0,,0,0.333,0.333
983,23,US,Gunnar Hughes,F,3,0,1,1,0,0,0,0,,0,0.333,0.333
984,22,US,Steven Fogarty,F,3,0,1,1,0,0,0,0,,0,0.333,0.333
985,20,US,Hunter Warner,D,3,0,1,1,2,1,0,0,,0,0.333,0.333
986,19,CA,Tyler Wong,F,3,0,1,1,0,0,0,0,,0,0.333,0.333
987,29,CA,David Bolland,F,2,0,1,1,0,-1,0,0,,0,0.5,0.5
988,27,US,Eric Baier,D,2,0,1,1,0,-1,0,0,,0,0.5,0.5
989,28,US,Gary Steffes,F,2,0,1,1,2,-1,0,0,,0,0.5,0.5
990,22,CA,Dane Fox,F,2,0,1,1,0,1,0,0,,0,0.5,0.5
991,26,US,Jordan Sims,F,2,0,1,1,2,1,0,0,,0,0.5,0.5
992,20,LV,Rihards Bukarts,F,1,0,1,1,0,1,0,0,,0,1,1
993,20,CA,Colton Waltz,D,1,0,1,1,2,1,0,0,,0,1,1
994,33,SK,Peter Budaj,G,60,0,0,0,4,,0,0,0,0,0,0
995,34,CA,Yann Danis,G,47,0,0,0,0,,0,0,0,0,0,0
996,34,CA,Mike Leighton,G,46,0,0,0,0,,0,0,0,0,0,0
997,20,CA,Eric Comrie,G,46,0,0,0,0,,0,0,0,0,0,0
998,27,CA,Leland Irving,G,41,0,0,0,0,,0,0,0,0,0,0
999,22,CA,Jordan Binnington,G,41,0,0,0,4,,0,0,0,0,0,0
1000,26,CA,Aaron Dell,G,40,0,0,0,2,,0,0,0,0,0,0
