rank,age,nationality,name,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
93,25,CA,Nick Holden,D,73,9,30,39,58,24,4,1,3,0.123,0.411,0.534
94,22,SE,David Rundblad,D,50,9,30,39,26,8,6,0,2,0.18,0.6,0.78
95,24,CA,Logan Pyett,D,74,7,32,39,35,9,2,0,4,0.095,0.432,0.527
96,26,US,Brian Connelly,D,54,5,34,39,14,7,3,0,1,0.093,0.63,0.722
97,23,US,Cam Atkinson,F,33,17,21,38,14,7,6,1,5,0.515,0.636,1.152
98,23,CA,Alex Killorn,F,44,16,22,38,32,6,7,0,2,0.364,0.5,0.864
99,20,CA,Mark Stone,F,54,15,23,38,14,21,2,0,1,0.278,0.426,0.704
100,26,US,James Wyman,F,76,13,25,38,34,10,2,2,1,0.171,0.329,0.5
101,23,FR,Stephane Da Costa,F,57,13,25,38,26,14,3,0,2,0.228,0.439,0.667
102,21,CA,Michael Latta,F,76,10,28,38,198,6,3,0,2,0.132,0.368,0.5
103,26,US,Christopher Bourque,F,39,10,28,38,34,4,4,0,2,0.256,0.718,0.974
104,20,US,Austin Watson,F,72,20,17,37,22,4,5,0,4,0.278,0.236,0.514
105,34,CA,Boyd Kane,F,74,15,22,37,66,11,6,0,0,0.203,0.297,0.5
106,25,CA,Ben Street,F,69,15,22,37,22,-8,7,1,1,0.217,0.319,0.536
107,22,CA,Luke Adam,F,67,15,22,37,57,-10,6,0,1,0.224,0.328,0.552
108,22,FI,Teemu Hartikainen,F,47,14,23,37,23,6,5,0,1,0.298,0.489,0.787
109,23,CA,Riley Nash,F,51,13,24,37,20,14,6,0,2,0.255,0.471,0.725
110,26,US,Tim Kennedy,F,37,13,24,37,14,8,5,0,1,0.351,0.649,1
111,23,US,Chad Billins,D,76,10,27,37,40,4,7,0,2,0.132,0.355,0.487
112,34,US,Keith Aucoin,F,34,10,27,37,40,7,5,0,1,0.294,0.794,1.088
113,26,US,Chris Mueller,F,55,18,18,36,35,-3,3,2,3,0.327,0.327,0.655
114,21,CA,Riley Sheahan,F,72,16,20,36,33,5,6,2,4,0.222,0.278,0.5
115,24,US,Bill Sweatt,F,66,15,21,36,12,-1,6,1,4,0.227,0.318,0.545
116,21,CA,Brayden McNabb,D,62,5,31,36,50,-1,4,0,1,0.081,0.5,0.581
117,20,CA,Christian Thomas,F,73,19,16,35,15,5,5,0,3,0.26,0.219,0.479
118,20,US,Shane Prince,F,65,18,17,35,24,12,7,0,1,0.277,0.262,0.538
119,29,CA,David Van der Gulik,F,60,18,17,35,58,-1,5,2,3,0.3,0.283,0.583
120,22,US,Cole Schneider,F,60,17,18,35,37,19,4,1,2,0.283,0.3,0.583
121,23,CA,Corey Cowick,F,72,16,19,35,85,8,0,3,4,0.222,0.264,0.486
122,21,CA,Reilly Smith,F,45,14,21,35,20,13,3,1,2,0.311,0.467,0.778
123,23,US,T.J. Brennan,D,36,14,21,35,57,-4,7,2,1,0.389,0.583,0.972
124,28,CA,Mike Hedden,F,61,13,22,35,38,8,3,0,4,0.213,0.361,0.574
125,22,CA,Alex Chiasson,F,57,13,22,35,43,3,3,0,3,0.228,0.386,0.614
126,22,CA,Phil Varone,F,62,11,24,35,42,-3,4,1,2,0.177,0.387,0.565
127,26,CA,Mike Vernace,D,69,8,27,35,51,12,3,0,1,0.116,0.391,0.507
128,31,CA,Michael Zigomanis,F,65,7,28,35,42,2,2,0,0,0.108,0.431,0.538
129,21,CA,Taylor Hall,F,26,14,20,34,33,0,9,0,3,0.538,0.769,1.308
130,27,CA,Mike Kostka,D,34,6,28,34,38,7,3,0,1,0.176,0.824,1
131,25,CA,Karl Stollery,D,72,5,29,34,62,11,3,0,1,0.069,0.403,0.472
132,27,CA,Adam Cracknell,F,49,17,16,33,26,6,2,1,1,0.347,0.327,0.673
133,20,CA,Ryan Johansen,F,40,17,16,33,20,11,3,0,3,0.425,0.4,0.825
134,24,US,Jack Combs,F,40,17,16,33,16,2,3,0,0,0.425,0.4,0.825
135,24,CA,Jared Gomes,F,73,16,17,33,26,-5,1,1,1,0.219,0.233,0.452
136,25,CA,David McIntyre,F,68,15,18,33,45,19,0,0,3,0.221,0.265,0.485
137,26,CA,Jon Matsumoto,F,65,15,18,33,30,-18,4,0,4,0.231,0.277,0.508
138,20,CA,Jordan Weal,F,63,15,18,33,38,8,6,0,3,0.238,0.286,0.524
139,22,CA,Philippe Cornet,F,46,15,18,33,18,8,4,0,2,0.326,0.391,0.717
140,24,CA,Spencer Abbott,F,55,13,20,33,10,9,5,0,1,0.236,0.364,0.6
141,21,CA,Brayden Schenn,F,33,13,20,33,15,-14,5,1,3,0.394,0.606,1
142,21,CA,Brendan Shinnimin,F,74,12,21,33,77,-18,5,1,0,0.162,0.284,0.446
143,22,US,Jordan Schroeder,F,42,12,21,33,14,0,1,0,2,0.286,0.5,0.786
144,31,AT,Thomas Pöck,D,62,11,22,33,61,3,4,0,0,0.177,0.355,0.532
145,21,CA,Jordan Szwarz,F,60,11,22,33,31,7,2,3,2,0.183,0.367,0.55
146,29,CA,Jon Landry,D,72,8,25,33,57,-5,5,0,1,0.111,0.347,0.458
147,20,CA,Jamie Oleksiak,D,59,6,27,33,29,19,2,0,2,0.102,0.458,0.559
148,24,CA,Brad Hunt,D,65,4,29,33,22,2,2,0,1,0.062,0.446,0.508
149,27,CA,Andrew Gordon,F,54,19,13,32,49,-1,6,2,1,0.352,0.241,0.593
150,24,US,Brian Flynn,F,45,16,16,32,18,-3,6,0,2,0.356,0.356,0.711
151,28,US,Mark Van Guilder,F,73,14,18,32,9,15,0,1,4,0.192,0.247,0.438
152,20,CA,Devante Smith-Pelly,F,65,14,18,32,65,-20,5,0,0,0.215,0.277,0.492
153,20,CA,Michael Chaput,F,73,13,19,32,57,-2,3,0,1,0.178,0.26,0.438
154,32,CA,Jonathan Cheechoo,F,35,13,19,32,16,6,6,0,4,0.371,0.543,0.914
155,35,CA,Jon Sim,F,56,12,20,32,36,-7,4,0,1,0.214,0.357,0.571
156,20,SE,Johan Sundström,F,59,11,21,32,30,7,3,0,1,0.186,0.356,0.542
157,29,CA,Andrew Ebbett,F,37,11,21,32,10,10,5,0,0,0.297,0.568,0.865
158,22,SE,Mattias Ekholm,D,59,10,22,32,30,15,7,0,3,0.169,0.373,0.542
159,21,SE,Patrick Cehlin,F,70,9,23,32,28,-1,2,0,2,0.129,0.329,0.457
160,23,CA,Blake Parlett,D,76,8,24,32,93,9,3,0,2,0.105,0.316,0.421
161,22,CA,Gabriel Dumont,F,55,16,15,31,83,-2,3,2,2,0.291,0.273,0.564
162,23,CZ,Tomas Kundratek,D,49,16,15,31,26,-10,7,0,3,0.327,0.306,0.633
163,24,FI,Juuso Puustinen,F,73,15,16,31,14,-7,5,0,4,0.205,0.219,0.425
164,24,FI,Harri Pesonen,F,64,14,17,31,24,7,3,0,3,0.219,0.266,0.484
165,31,CA,Andrew Murray,F,51,14,17,31,18,-4,2,1,4,0.275,0.333,0.608
166,26,US,Evan Rankin,F,48,14,17,31,20,-10,5,0,1,0.292,0.354,0.646
167,24,CA,Greg Scott,F,69,13,18,31,43,13,0,2,3,0.188,0.261,0.449
168,24,CA,Sean Collins,F,64,11,20,31,24,15,1,0,0,0.172,0.313,0.484
169,21,SE,Adam Almquist,D,68,10,21,31,34,13,4,0,3,0.147,0.309,0.456
170,22,US,Jake Gardiner,D,43,10,21,31,12,1,6,0,2,0.233,0.488,0.721
171,22,CA,Kevin Connauton,D,69,9,22,31,73,-10,2,0,2,0.13,0.319,0.449
172,20,CA,Nathan Beaulieu,D,67,7,24,31,63,-8,1,1,2,0.104,0.358,0.463
173,22,CA,David Savard,D,60,5,26,31,40,12,2,1,0,0.083,0.433,0.517
174,29,CA,Nathan Paetsch,D,70,4,27,31,32,13,1,1,1,0.057,0.386,0.443
175,21,CZ,Roman Horak,F,59,16,14,30,24,-8,6,1,0,0.271,0.237,0.508
176,22,CA,Justin Dowling,F,38,16,14,30,4,16,5,0,4,0.421,0.368,0.789
177,21,CA,Garrett Mitchell,F,75,15,15,30,94,6,0,2,3,0.2,0.2,0.4
178,23,US,Nick Palmieri,F,70,13,17,30,54,12,3,0,2,0.186,0.243,0.429
179,20,CA,Quinton Howden,F,57,13,17,30,24,0,0,2,1,0.228,0.298,0.526
180,24,CA,Peter LeBlanc,F,67,12,18,30,19,-7,2,1,0,0.179,0.269,0.448
181,26,CA,Matt Watkins,F,68,11,19,30,43,-3,1,0,1,0.162,0.279,0.441
182,20,CA,Michael Bournival,F,69,10,20,30,26,-3,2,2,1,0.145,0.29,0.435
183,21,US,Drew Shore,F,41,10,20,30,18,4,3,0,2,0.244,0.488,0.732
184,24,US,Brian Gibbons,F,70,8,22,30,34,-11,1,2,1,0.114,0.314,0.429
185,25,US,Benn Ferriero,F,57,8,22,30,31,-7,2,1,2,0.14,0.386,0.526
186,20,SK,Martin Marincin,D,69,7,23,30,40,20,2,0,1,0.101,0.333,0.435
187,24,US,Paul Thompson,F,58,20,9,29,84,1,6,0,6,0.345,0.155,0.5
188,21,US,Jerry D'Amigo,F,70,17,12,29,40,7,2,1,2,0.243,0.171,0.414
189,26,CA,Kevin Henderson,F,67,17,12,29,24,13,0,1,2,0.254,0.179,0.433
190,20,SE,John Persson,F,65,17,12,29,25,5,4,0,3,0.262,0.185,0.446
191,27,CA,Raymond Sawada,F,65,13,16,29,88,-24,3,0,2,0.2,0.246,0.446
192,22,SE,Jakob Silfverberg,F,34,13,16,29,2,4,5,1,3,0.382,0.471,0.853
193,26,US,Christian Hanson,F,67,12,17,29,53,9,2,1,1,0.179,0.254,0.433
194,28,US,Hugh Jessiman,F,68,10,19,29,155,0,1,0,2,0.147,0.279,0.426
195,20,CA,Jean-Gabriel Pageau,F,69,7,22,29,33,8,1,2,1,0.101,0.319,0.42
196,21,CA,Tyson Barrie,D,38,7,22,29,7,2,2,0,0,0.184,0.579,0.763
197,20,CA,Brandon Gormley,D,68,5,24,29,44,-7,5,0,0,0.074,0.353,0.426
198,21,SE,Tim Erixon,D,40,5,24,29,38,9,2,0,2,0.125,0.6,0.725
199,30,US,Brett Lebda,D,59,3,26,29,41,-9,0,0,0,0.051,0.441,0.492
200,22,CA,Derek Grant,F,63,19,9,28,37,11,0,5,5,0.302,0.143,0.444
201,20,SK,Tomas Jurco,F,74,14,14,28,22,6,2,0,3,0.189,0.189,0.378
202,21,RU,Daniil Tarasov,F,43,14,14,28,20,0,4,0,3,0.326,0.326,0.651
203,25,US,Kyle MacKinnon,F,70,13,15,28,10,2,1,0,3,0.186,0.214,0.4
204,23,CA,Mike Hoffman,F,41,13,15,28,38,9,6,0,4,0.317,0.366,0.683
205,23,CA,Cory Conacher,F,36,12,16,28,56,3,2,0,1,0.333,0.444,0.778
206,20,CA,Patrick Holland,F,69,10,18,28,8,-12,1,0,3,0.145,0.261,0.406
207,22,US,J.T. Brown,F,51,10,18,28,27,-3,2,0,2,0.196,0.353,0.549
208,20,CA,Sean Couturier,F,31,10,18,28,16,-8,4,1,3,0.323,0.581,0.903
209,20,FI,Mikael Granlund,F,29,10,18,28,8,-1,4,0,2,0.345,0.621,0.966
210,25,US,Dan Sexton,F,43,9,19,28,14,-5,2,0,1,0.209,0.442,0.651
211,23,US,David Kolomatis,D,46,8,20,28,18,-1,4,0,3,0.174,0.435,0.609
212,29,CA,Maxime Fortunus,D,67,7,21,28,16,-1,4,0,1,0.104,0.313,0.418
213,22,CA,Mark Cundari,D,58,7,21,28,93,4,3,0,1,0.121,0.362,0.483
214,21,US,Beau Bennett,F,39,7,21,28,18,-6,3,0,3,0.179,0.538,0.718
215,22,CA,Michael Stone,D,36,6,22,28,20,8,5,0,3,0.167,0.611,0.778
216,25,CA,Marc-Andre Gragnani,D,42,3,25,28,29,-10,3,0,2,0.071,0.595,0.667
217,25,US,Chad Rau,F,60,16,11,27,6,7,6,1,1,0.267,0.183,0.45
218,25,US,Bobby Butler,F,37,16,11,27,8,11,5,1,4,0.432,0.297,0.73
219,22,US,Justin Florek,F,71,11,16,27,37,12,0,1,0,0.155,0.225,0.38
220,23,SE,Joakim Andersson,F,36,10,17,27,55,1,3,0,5,0.278,0.472,0.75
221,21,CA,Marcus Foligno,F,33,10,17,27,38,7,3,0,3,0.303,0.515,0.818
222,31,US,Brad Winchester,F,37,9,18,27,66,0,0,0,2,0.243,0.486,0.73
223,20,CA,Zack Phillips,F,71,8,19,27,10,-11,3,0,1,0.113,0.268,0.38
224,24,CA,Taylor Fedun,D,70,8,19,27,30,2,3,0,2,0.114,0.271,0.386
225,28,US,Colin McDonald,F,35,6,21,27,32,-9,3,0,1,0.171,0.6,0.771
226,22,US,Matt Tennyson,D,60,5,22,27,44,-6,3,0,0,0.083,0.367,0.45
227,22,US,Aaron Ness,D,76,3,24,27,30,-10,1,0,0,0.039,0.316,0.355
228,28,CA,Nick Tarnasky,F,74,16,10,26,138,-21,5,0,2,0.216,0.135,0.351
229,22,CA,Kyle Beach,F,66,16,10,26,204,1,2,0,1,0.242,0.152,0.394
230,24,CA,Jeremy Welsh,F,69,14,12,26,16,-9,5,0,0,0.203,0.174,0.377
231,22,CA,Tye McGinn,F,46,14,12,26,54,-9,5,0,3,0.304,0.261,0.565
232,20,CA,Freddie Hamilton,F,76,13,13,26,16,-9,1,2,4,0.171,0.171,0.342
233,21,CA,Andy Andreoff,F,69,13,13,26,111,1,3,0,3,0.188,0.188,0.377
234,24,US,Mike Sislo,F,61,13,13,26,46,1,2,2,1,0.213,0.213,0.426
235,24,US,Garrett Roe,F,57,12,14,26,41,-6,3,0,2,0.211,0.246,0.456
236,22,RU,Evgeny Grachev,F,76,11,15,26,40,-19,1,0,3,0.145,0.197,0.342
237,22,CA,Max Sauve,F,60,11,15,26,28,5,4,0,0,0.183,0.25,0.433
238,20,CH,Sven Bärtschi,F,32,10,16,26,16,-1,3,0,0,0.313,0.5,0.813
239,23,SE,David Ullström,F,33,9,17,26,14,14,3,0,2,0.273,0.515,0.788
240,23,US,Luke Glendening,F,51,8,18,26,50,12,0,1,1,0.157,0.353,0.51
241,22,CA,Nazem Kadri,F,27,8,18,26,26,5,2,0,2,0.296,0.667,0.963
242,22,CA,Philip-Michael Devos,F,70,7,19,26,24,15,2,0,1,0.1,0.271,0.371
243,24,CA,Victor Bartley,D,54,7,19,26,35,4,3,0,1,0.13,0.352,0.481
244,21,SK,Marek Hrivik,F,40,7,19,26,10,-2,1,0,0,0.175,0.475,0.65
245,26,US,Michael Davies,F,57,15,10,25,34,4,3,0,3,0.263,0.175,0.439
246,20,US,Charlie Coyle,F,47,14,11,25,22,-8,5,0,3,0.298,0.234,0.532
247,21,US,Kyle Palmieri,F,33,13,12,25,54,-13,7,0,0,0.394,0.364,0.758
248,24,US,Rob Bordson,F,76,12,13,25,35,-8,0,2,2,0.158,0.171,0.329
249,22,US,Luke Walker,F,47,12,13,25,51,6,1,1,3,0.255,0.277,0.532
250,24,CA,Brandon DeFazio,F,69,11,14,25,139,-3,3,2,0,0.159,0.203,0.362
251,21,CA,Ethan Werek,F,67,11,14,25,43,-7,2,0,1,0.164,0.209,0.373
252,26,US,Pat Cannone,F,74,10,15,25,41,21,0,0,4,0.135,0.203,0.338
253,21,SE,Jacob Josefson,F,38,10,15,25,29,11,2,2,0,0.263,0.395,0.658
254,26,US,John McCarthy,F,65,9,16,25,12,-12,2,0,1,0.138,0.246,0.385
255,28,CA,Andre Benoit,D,34,9,16,25,28,3,4,1,2,0.265,0.471,0.735
256,28,US,Dylan Reese,D,66,8,17,25,34,3,7,0,0,0.121,0.258,0.379
257,28,CA,Paul Ranger,D,51,8,17,25,54,16,4,1,0,0.157,0.333,0.49
258,29,CA,Joey Tenute,F,40,8,17,25,51,-3,0,0,1,0.2,0.425,0.625
259,24,CA,Alex Biega,D,72,5,20,25,59,-4,0,1,1,0.069,0.278,0.347
260,26,CA,Chay Genoway,D,65,5,20,25,49,14,2,0,0,0.077,0.308,0.385
261,23,CA,Ryan Stanton,D,73,3,22,25,126,16,0,0,1,0.041,0.301,0.342
262,24,CA,Brandon Mashinter,F,65,12,12,24,96,-13,3,0,3,0.185,0.185,0.369
263,21,CA,Cody Eakin,F,35,12,12,24,14,8,4,2,1,0.343,0.343,0.686
264,27,CA,Mike Angelidis,F,71,11,13,24,158,3,0,2,2,0.155,0.183,0.338
265,22,CA,Kelsey Tessier,F,71,11,13,24,30,6,0,3,1,0.155,0.183,0.338
266,23,CA,Scott Timmins,F,65,11,13,24,58,-3,0,0,4,0.169,0.2,0.369
267,26,CA,Aaron Gagnon,F,43,11,13,24,18,-2,3,2,3,0.256,0.302,0.558
268,23,CA,Brad Malone,F,63,10,14,24,99,-13,2,0,1,0.159,0.222,0.381
269,28,US,Matthew Ford,F,53,9,15,24,30,-3,2,0,0,0.17,0.283,0.453
270,35,CA,Josh Green,F,49,9,15,24,25,-14,2,0,0,0.184,0.306,0.49
271,34,US,Toby Petersen,F,74,8,16,24,6,-18,1,0,2,0.108,0.216,0.324
272,24,CA,Ty Wishart,D,62,7,17,24,32,0,2,0,0,0.113,0.274,0.387
273,21,US,Brian Dumoulin,D,73,6,18,24,18,-11,4,0,2,0.082,0.247,0.329
274,20,US,Justin Faulk,D,31,5,19,24,16,2,1,0,0,0.161,0.613,0.774
275,25,US,Taylor Chorney,D,73,4,20,24,37,-19,2,0,1,0.055,0.274,0.329
276,30,US,Nate Guenin,D,66,4,20,24,38,6,2,0,1,0.061,0.303,0.364
277,26,US,Matt Taormina,D,55,4,20,24,21,10,2,1,0,0.073,0.364,0.436
278,24,US,Matt Bartkowski,D,56,3,21,24,56,2,0,0,0,0.054,0.375,0.429
279,22,CZ,Tomas Kubalik,F,64,14,9,23,60,13,3,0,0,0.219,0.141,0.359
280,20,DE,Marcel Noebels,F,43,13,10,23,6,0,6,0,1,0.302,0.233,0.535
281,21,US,Chris Kreider,F,48,12,11,23,73,-11,6,1,2,0.25,0.229,0.479
282,21,SE,Carl Klingberg,F,66,11,12,23,40,-6,4,0,2,0.167,0.182,0.348
283,23,CA,Dustin Sylvester,F,62,11,12,23,10,-2,4,0,0,0.177,0.194,0.371
284,26,CA,Micheal Haley,F,69,10,13,23,170,10,2,0,1,0.145,0.188,0.333
285,22,CA,Nicolas Deschamps,F,66,10,13,23,28,-4,1,0,1,0.152,0.197,0.348
286,22,US,Kyle Jean,F,73,9,14,23,47,-2,2,1,1,0.123,0.192,0.315
287,23,CA,Mike Connolly,F,65,9,14,23,21,-3,1,1,1,0.138,0.215,0.354
288,26,CA,Evan Brophey,F,61,8,15,23,41,-2,0,0,0,0.131,0.246,0.377
289,20,CA,Greg McKegg,F,61,8,15,23,22,4,2,0,1,0.131,0.246,0.377
290,19,US,J.T. Miller,F,42,8,15,23,29,-12,0,0,2,0.19,0.357,0.548
291,24,CA,James Sheppard,F,34,8,15,23,52,0,2,0,0,0.235,0.441,0.676
