player_id,jersey_no,first_name,last_name,team_id,games_played,total_ice_time,ev_icetime,goals,primary_assists,secondary_assists,ev_goals,ev_primary_assists,ev_secondary_assists,shots,ev_shots,passes,ev_passes,ze_controlled_entry,ze_uncontrolled_entry,ze_controlled_exit,ze_uncontrolled_exit,penalties_taken,penalties_drawn,team_ev_shots_for,team_ev_shots_against
78,44,Rob,OGara,PRO,19,5:52:11,4:42:43,2,0,3,0,0,3,41,33,290,251,7,49,52,39,3,3,227,290
128,29,Connor,Jones,BRI,26,5:51:02,4:26:34,4,3,3,0,2,1,50,37,204,156,37,50,48,21,14,24,206,230
123,26,Josh,HoSang,BRI,23,5:50:34,3:59:24,4,7,2,0,5,1,38,33,443,302,98,32,100,11,6,10,254,212
20,9,JeanSébastien,Dea,WIL,27,5:50:34,4:28:08,6,0,2,0,0,2,72,56,278,225,29,48,41,19,5,3,364,231
339,21,Stefan,Matteau,STJ,23,5:50:25,4:24:00,5,5,1,0,3,0,60,47,281,202,41,66,44,35,14,12,214,285
234,96,Robin,Kovacs,HAR,28,5:50:08,5:11:41,0,5,2,0,4,2,34,27,263,227,45,69,61,42,3,3,261,275
332,19,Bobby,Farnham,STJ,25,5:49:33,4:36:25,2,0,2,0,0,1,65,55,179,145,41,70,43,30,11,9,186,355
279,32,Brandon,Gormley,ALB,18,5:49:24,3:50:58,0,3,2,0,3,2,52,31,456,288,6,37,59,48,7,3,201,218
415,28,Kasperi,Kapanen,TOR,18,5:47:32,3:35:55,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177
224,9,Chris,Brown,HAR,22,5:46:26,4:29:15,9,0,0,0,0,0,61,56,249,197,50,80,64,47,10,6,244,242
319,5,Tom,Parisi,STJ,22,5:44:34,5:07:01,0,0,2,0,0,2,64,56,372,324,14,59,93,56,2,1,225,303
473,34,Casey,Nelson,RCH,17,5:44:22,4:08:25,4,0,2,0,0,0,75,51,414,291,8,38,69,33,6,3,226,236
91,7,Sean,Kuraly,PRO,24,5:43:59,4:32:34,8,3,2,0,3,1,72,60,239,179,52,67,56,29,5,12,225,268
139,4,Madison,Bowey,HER,18,5:42:50,3:55:53,1,2,3,0,1,1,83,58,399,280,15,32,70,33,11,4,202,201
140,7,Darren,Dietz,HER,20,5:42:10,4:15:50,3,2,2,0,2,1,49,41,352,254,10,43,41,35,5,6,199,213
435,6,Andreas,Englund,BNG,21,5:41:19,4:39:10,2,1,1,0,1,0,35,27,322,248,7,29,42,43,10,6,217,298
165,13,Jakub,Vrána,HER,22,5:39:44,4:00:44,10,2,5,0,1,5,85,65,480,316,47,20,36,15,4,3,258,147
335,37,Jérémy,Grégoire,STJ,27,5:39:20,4:41:03,5,1,0,0,1,0,56,50,143,118,20,66,36,43,10,12,210,307
12,51,Derrick,Pouliot,WIL,16,5:38:49,3:54:06,1,4,3,0,4,3,86,75,420,330,27,53,79,39,2,4,311,245
94,24,Chris,Porter,PRO,23,5:35:38,4:20:45,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268
291,11,Blake,Coleman,ALB,23,5:35:35,4:00:48,8,4,4,0,4,4,67,50,220,165,49,36,60,21,6,6,213,204
357,37,Andrey,Pedan,UTI,17,5:35:19,4:07:19,0,0,0,0,0,0,67,40,279,171,9,46,38,34,14,7,183,219
289,9,Joseph,Blandisi,ALB,20,5:29:18,3:52:42,6,8,5,0,5,4,72,63,363,258,65,32,55,8,10,11,270,167
269,61,Jeremy,Morin,SYR,24,5:28:58,4:03:44,6,5,2,0,3,2,87,64,277,200,41,42,36,21,5,11,253,175
442,19,Jason,Akeson,BNG,19,5:28:17,4:11:42,2,8,5,0,6,4,88,69,426,342,49,31,52,21,4,4,295,258
338,16,Mark,MacMillan,STJ,28,5:27:47,4:18:18,2,5,0,0,4,0,44,39,190,156,35,56,36,30,3,9,189,308
87,20,Colton,Hargrove,PRO,24,5:27:35,4:37:35,2,4,1,0,4,1,69,58,194,163,55,51,41,23,11,3,277,251
306,26,Ben,Thomson,ALB,29,5:25:44,4:36:13,3,1,0,0,1,0,84,58,220,152,30,63,43,27,12,14,214,187
367,19,Cole,Cassels,UTI,24,5:24:31,3:51:47,2,0,0,0,0,0,47,44,201,154,31,54,27,37,5,6,209,234
113,10,Scott,Mayfield,BRI,15,5:23:38,3:40:57,3,3,0,0,2,0,65,51,200,150,17,61,36,61,9,8,193,270
298,12,Max,Novak,ALB,22,5:21:17,3:22:24,4,2,1,0,2,0,49,36,207,130,36,48,40,25,3,7,169,191
231,15,Marek,Hrivík,HAR,17,5:18:33,3:41:40,5,4,3,0,3,2,49,38,393,279,54,38,57,20,3,2,255,185
255,78,Michaël,Bournival,SYR,19,5:17:22,3:41:16,4,2,4,0,1,2,53,36,292,219,49,27,49,20,5,2,237,194
313,8,Mark,Barberio,STJ,12,5:16:30,3:35:45,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218
115,6,Ryan,Pulock,BRI,14,5:16:22,3:29:59,4,4,3,0,2,0,92,64,385,279,33,38,64,28,1,0,231,224
60,21,Andy,Miele,LV,20,5:14:22,3:39:07,3,8,7,0,6,5,61,45,417,294,65,41,48,10,7,8,295,194
340,25,Michael,McCarron,STJ,17,5:12:45,3:40:44,5,6,0,0,5,0,46,33,194,131,31,30,21,27,10,6,231,201
419,37,Tobias,Lindberg,TOR,22,5:11:59,4:07:46,3,3,2,0,1,2,57,33,267,200,37,32,53,8,10,5,265,135
226,10,Matt,Carey,HAR,25,5:06:15,4:21:31,7,4,2,0,1,2,54,47,195,160,43,54,47,40,5,6,218,244
470,3,Paul,Geiger,RCH,20,5:00:38,4:10:09,0,2,1,0,2,1,43,33,220,168,8,46,41,48,2,2,168,224
457,12,Jack,Rodewald,BNG,20,5:00:33,3:53:31,8,0,5,0,0,3,44,37,254,169,44,44,31,13,3,8,257,224
344,22,Chris,Terry,STJ,16,4:59:09,3:37:20,7,7,6,0,3,5,82,65,370,265,32,32,36,16,3,9,213,190
211,70,Mackenzie,Skapski,HAR,5,4:58:32,3:30:53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,175,223
439,28,Guillaume,Lépine,BNG,21,4:54:58,4:01:34,1,1,0,0,1,0,60,52,245,211,12,31,55,34,4,1,218,270
380,71,Borna,Rendulic,UTI,25,4:54:31,4:17:58,1,1,0,0,1,0,37,29,219,150,44,39,42,14,7,3,222,190
317,7,Ryan,Johnston,STJ,16,4:53:57,3:52:08,1,3,0,0,1,0,46,30,429,282,8,20,58,25,2,2,193,178
56,49,Scott,Laughton,LV,19,4:53:35,3:53:03,2,3,2,0,3,2,65,48,236,185,48,33,35,21,6,3,206,223
48,16,Nicolas,AubéKubel,LV,27,4:52:46,4:33:01,4,2,3,0,1,2,41,33,163,127,31,52,39,22,4,11,210,205
228,19,Steven,Fogarty,HAR,21,4:51:03,3:53:37,3,2,3,0,2,3,33,28,147,113,28,47,31,31,5,3,165,247
426,41,Dmytro,Timashov,TOR,22,4:50:27,3:58:23,3,0,0,0,0,0,59,49,299,221,46,48,54,16,8,8,210,158
253,82,Luke,Witkowski,SYR,14,4:49:57,3:38:52,0,3,2,0,1,2,44,39,321,283,19,44,59,22,13,11,217,174
133,24,Travis St,Denis,BRI,21,4:47:16,3:37:57,6,2,4,0,0,2,71,48,205,146,37,32,31,6,12,11,184,192
482,20,Eric,Cornel,RCH,25,4:46:59,3:54:28,3,2,1,0,2,1,37,28,223,184,26,51,33,26,5,4,193,184
101,33,Christopher,Gibson,BRI,5,4:45:48,3:37:52,0,0,0,0,0,0,1,0,23,17,0,0,2,0,0,0,217,239
455,19,Francis,Perron,BNG,22,4:45:31,3:43:04,2,4,1,0,3,1,60,45,263,200,35,39,44,10,4,2,230,210
13,6,Ethan,Prow,WIL,19,4:45:29,4:10:01,0,1,3,0,1,2,46,34,304,231,13,48,55,45,3,5,210,198
320,29,Jonathan,Racine,STJ,19,4:44:42,3:52:53,0,1,1,0,1,1,25,16,217,179,7,40,36,36,13,5,160,308
52,19,Radel,Fazleyev,LV,26,4:38:00,3:30:49,3,2,3,0,1,2,34,27,165,123,31,34,26,24,7,1,140,170
161,23,Zach,Sanford,HER,17,4:37:45,3:13:14,7,1,2,0,1,0,63,34,263,159,41,33,53,19,6,6,137,146
107,39,Patrick,Cullity,BRI,18,4:35:12,3:13:40,0,1,1,0,0,1,41,34,203,147,4,43,24,24,11,2,150,225
95,11,Tyler,Randell,PRO,25,4:33:26,4:01:38,0,2,2,0,2,2,32,24,118,103,28,47,38,22,5,4,157,271
326,34,David,Broll,STJ,27,4:33:02,4:08:37,2,1,1,0,1,0,39,35,190,161,33,53,29,33,16,11,209,222
184,26,Tim,Bozon,SPR,22,4:32:57,3:40:59,4,3,1,0,2,1,59,47,229,170,41,41,42,21,7,4,183,166
258,19,Cameron,Darcy,SYR,23,4:32:50,3:31:01,1,2,1,0,1,1,46,40,188,155,23,46,33,26,1,6,210,182
456,10,Buddy,Robinson,BNG,18,4:31:08,3:46:29,3,2,1,0,2,0,53,41,221,155,31,42,34,12,7,4,211,187
11,10,Stuart,Percy,WIL,17,4:30:56,3:44:17,0,4,0,0,4,0,43,35,311,252,12,39,43,34,4,0,253,175
384,18,Jake,Virtanen,UTI,20,4:24:42,3:25:30,2,1,0,0,1,0,93,66,187,141,56,36,47,21,5,6,246,183
31,17,Carter,Rowney,WIL,14,4:23:15,2:49:10,4,2,2,0,1,1,44,38,305,248,45,30,34,10,5,6,252,150
152,14,Ryan,Bourque,HER,21,4:18:18,3:14:49,0,4,1,0,2,0,38,25,215,130,28,44,46,23,4,0,130,157
65,34,Anton,Khudobin,PRO,5,4:17:15,3:29:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,163
462,1,John,Muse,RCH,5,4:13:44,3:15:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,182
336,10,Charles,Hudon,STJ,15,4:12:41,3:14:05,6,3,2,0,3,0,63,47,288,199,42,22,46,21,6,3,202,149
315,3,Josiah,Didier,STJ,16,4:12:05,3:15:12,0,0,1,0,0,1,36,23,191,145,8,46,33,39,4,3,133,214
68,30,Daniel,Vladar,PRO,5,4:11:34,3:11:12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,162,178
193,41,Juho,Lammikko,SPR,21,4:07:30,2:59:56,1,1,1,0,1,1,34,25,136,111,20,22,23,24,4,4,152,196
81,21,Anton,Blidh,PRO,16,4:07:07,3:11:37,3,1,1,0,1,1,45,40,135,109,36,61,38,33,3,6,164,161
469,4,Taylor,Fedun,RCH,12,4:06:17,3:09:34,3,5,4,0,4,4,56,48,375,294,8,42,76,37,4,3,191,168
373,20,Cody,Kunyk,UTI,18,4:06:10,3:11:12,3,3,4,0,3,4,32,29,168,134,33,36,18,18,5,2,194,159
496,46,Justin,Vaive,RCH,21,4:03:43,3:10:01,0,0,1,0,0,0,27,19,95,80,12,40,21,20,11,7,106,193
281,8,Josh,Jacobs,ALB,15,4:02:29,3:11:35,0,1,1,0,1,1,29,26,267,200,13,31,33,26,9,0,140,178
245,25,Mathieu,Brodeur,SYR,15,3:57:01,3:01:19,2,1,0,0,1,0,36,34,195,156,4,59,35,53,6,4,152,151
127,28,Kellen,Jones,BRI,17,3:56:43,2:49:49,2,3,1,0,1,1,27,20,171,136,28,41,39,15,8,6,135,140
28,7,Danny,Kristo,WIL,17,3:55:12,3:08:41,4,2,2,0,2,1,57,46,246,187,33,39,48,16,1,3,235,142
175,44,Matt,MacKenzie,SPR,12,3:54:57,2:46:20,2,2,1,0,1,0,54,40,319,228,5,21,49,26,1,3,155,155
155,22,Stanislav,Galiev,HER,17,3:53:14,2:56:40,7,2,2,0,1,1,50,35,243,154,29,23,32,9,4,4,164,88
366,18,Michael,Carcone,UTI,21,3:52:41,3:16:34,1,3,1,0,2,1,54,38,160,113,37,32,35,13,6,4,165,150
355,8,John,Negrin,UTI,15,3:50:45,2:45:38,0,3,0,0,1,0,41,30,190,141,6,20,29,27,4,3,148,171
385,14,Mike,Zalewski,UTI,16,3:50:31,2:53:28,1,3,3,0,3,2,40,22,186,113,23,31,22,21,5,3,122,136
324,27,Sven,Andrighetto,STJ,12,3:50:26,2:57:26,5,4,3,0,3,3,79,62,285,224,69,21,42,23,1,1,185,157
96,36,Zac,Rinaldo,PRO,19,3:50:11,3:17:42,5,2,0,0,2,0,32,36,138,128,25,55,33,26,7,3,160,192
263,39,Brian,Hart,SYR,20,3:45:14,3:02:23,3,1,1,0,0,1,44,34,105,88,21,44,27,12,4,3,181,119
25,39,Ryan,Haggerty,WIL,20,3:43:32,2:41:08,3,0,2,0,0,2,57,48,136,106,38,41,33,24,6,5,157,176
248,65,Slater,Koekkoek,SYR,10,3:43:29,2:37:19,0,1,1,0,1,1,58,40,180,122,18,29,31,24,2,3,130,146
246,44,Adam,Comrie,SYR,19,3:43:19,2:47:44,4,4,1,0,3,0,69,58,269,195,9,31,30,16,2,5,169,103
206,15,Paul,Thompson,SPR,12,3:38:51,2:36:36,2,5,1,0,5,0,48,41,141,108,20,24,28,9,9,4,162,149
126,32,Ross,Johnston,BRI,22,3:38:49,3:28:13,4,2,0,0,2,0,19,18,144,126,32,38,27,25,7,6,143,191
205,19,Brody,Sutter,SPR,13,3:36:08,2:29:36,2,2,2,0,0,1,36,24,125,78,16,24,12,7,3,3,130,128
179,27,Thomas,Schemitsch,SPR,13,3:35:25,2:46:10,0,0,1,0,0,0,26,18,298,242,7,20,49,23,1,2,154,133
259,40,Gabriel,Dumont,SYR,12,3:33:09,2:37:32,5,1,2,0,1,2,43,37,153,124,38,33,31,29,7,13,190,136
200,42,Kyle,Rau,SPR,12,3:29:21,2:16:37,5,2,1,0,1,1,53,36,151,88,19,39,22,14,3,1,137,104
345,28,Yannick,Veilleux,STJ,16,3:25:48,2:56:35,2,3,1,0,3,1,31,27,156,138,25,49,40,20,9,5,149,147
305,33,Petr,Straka,ALB,14,3:24:43,2:26:44,1,3,1,0,3,1,34,26,183,127,27,25,17,7,4,3,150,100
5,32,Lukas,Bengtsson,WIL,11,3:24:31,2:32:52,0,0,3,0,0,3,45,32,230,167,8,26,42,20,2,3,180,144
69,28,Linus,Arnesson,PRO,12,3:21:31,2:36:20,0,0,1,0,0,1,32,27,127,102,4,25,28,25,2,1,142,142
297,15,Jan,Mandát,ALB,16,3:21:14,2:40:23,2,2,0,0,1,0,33,21,169,101,22,23,33,18,2,2,108,126
71,8,Chris,Breen,PRO,10,3:19:25,2:39:45,0,0,1,0,0,1,20,17,166,127,1,28,25,19,1,1,116,197
374,16,Joseph,LaBate,UTI,14,3:18:26,2:15:10,1,2,1,0,2,0,32,25,94,65,14,25,9,9,8,5,139,113
479,22,Kyle,Bonis,RCH,18,3:17:09,2:52:25,3,1,0,0,0,0,31,30,88,65,17,38,20,26,4,2,117,193
43,20,Maxim,Lamarche,LV,10,3:13:49,2:19:56,1,1,2,0,0,2,16,11,204,139,5,27,29,32,4,1,107,132
378,23,Pascal,Pelletier,UTI,14,3:12:19,2:19:32,4,1,4,0,1,4,44,34,170,125,26,24,29,11,2,3,170,142
201,18,Eric,Robinson,SPR,19,3:10:23,2:46:15,1,2,1,0,1,0,32,24,139,96,25,36,28,7,4,4,133,114
266,34,PierreLuc,LétourneauLeblond,SYR,23,3:08:39,2:41:14,1,1,2,0,1,1,16,13,82,64,11,31,19,17,14,8,119,119
189,8,Jayce,Hawryluk,SPR,12,3:08:20,2:22:31,4,4,1,0,1,0,47,34,187,131,27,23,30,12,3,3,131,82
285,6,Steven,Santini,ALB,11,3:07:37,2:22:45,0,0,0,0,0,0,30,20,195,127,5,15,22,20,4,2,92,155
79,10,Noel,Acciari,PRO,11,2:57:38,2:26:33,0,3,1,0,2,1,29,27,122,109,20,32,28,11,2,2,138,147
391,35,Karri,Rämö,TOR,3,2:56:17,2:20:15,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,136,108
264,57,Henri,Ikonen,SYR,22,2:56:07,2:40:05,1,3,3,0,2,1,23,19,127,99,23,30,20,14,4,8,133,122
217,5,Tommy,Hughes,HAR,14,2:55:52,2:28:17,0,0,1,0,0,1,27,22,152,134,7,26,35,32,5,1,142,147
174,4,Jakub,Kindl,SPR,8,2:55:12,1:45:59,1,1,4,0,1,3,47,34,261,192,8,15,50,14,1,1,124,140
18,23,Teodors,Blugers,WIL,14,2:53:48,2:14:56,2,3,1,0,2,0,29,26,131,97,25,23,26,18,1,4,131,131
202,16,Michael,Sgarbossa,SPR,8,2:52:10,1:58:06,3,1,2,0,0,2,27,28,209,169,34,17,39,15,4,2,137,136
490,8,Daniel Muzito,Bagenda,RCH,17,2:51:07,2:26:22,4,0,1,0,0,1,27,30,114,102,24,29,21,10,8,4,106,145
404,7,William,Wrenn,TOR,12,2:49:56,2:36:05,0,0,1,0,0,1,26,20,186,134,5,18,28,18,3,0,126,102
143,33,Joey,Leach,HER,12,2:49:11,2:10:32,0,0,0,0,0,0,17,10,168,110,1,33,28,30,7,1,72,100
183,21,Graham,Black,SPR,11,2:47:53,2:04:41,2,0,1,0,0,1,22,18,100,80,21,18,19,8,2,3,103,122
135,27,Joshua,Winquist,BRI,13,2:45:38,1:59:20,6,2,2,0,1,2,47,37,174,144,25,24,25,10,1,3,148,122
308,28,Miles,Wood,ALB,10,2:45:15,1:53:16,3,2,0,0,2,0,43,33,102,74,29,19,29,11,8,8,103,132
290,19,Carter,Camper,ALB,10,2:44:16,1:58:24,2,4,3,0,3,3,30,26,209,146,26,8,27,7,0,2,134,82
196,40,Stephen,MacAulay,SPR,17,2:44:08,2:16:17,2,1,0,0,1,0,23,13,107,78,6,16,15,14,1,3,95,138
134,20,Carter,Verhaeghe,BRI,12,2:42:31,2:01:39,2,1,1,0,0,1,39,35,169,138,39,20,31,14,2,0,136,149
422,46,Trevor,Moore,TOR,15,2:42:28,2:19:10,3,3,1,0,2,1,27,26,126,88,26,29,30,8,4,2,118,101
359,6,Ashton,Sautner,UTI,10,2:41:22,2:17:26,0,0,2,0,0,2,31,22,140,113,4,20,26,23,5,2,118,108
411,33,Frédérik,Gauthier,TOR,11,2:38:14,1:58:04,1,1,1,0,1,0,21,19,111,87,18,12,21,11,4,2,121,102
235,11,Allan,McPherson,HAR,17,2:37:30,2:27:03,1,0,1,0,0,1,22,14,126,112,18,16,20,8,5,0,128,126
407,17,Rich,Clune,TOR,14,2:37:14,1:54:17,0,2,2,0,0,2,13,10,78,67,11,28,17,14,6,4,103,102
488,11,Tim,Kennedy,RCH,9,2:33:14,1:46:32,1,4,0,0,3,0,15,15,130,103,22,12,18,9,1,1,103,120
23,21,Sahir,Gill,WIL,14,2:26:22,1:58:20,0,3,1,0,2,1,17,8,125,86,19,22,27,6,2,4,87,95
89,12,Justin,Hickman,PRO,14,2:26:08,2:04:33,2,1,0,0,1,0,30,24,102,85,12,26,20,6,4,4,118,114
233,88,Michael,Joly,HAR,12,2:26:05,2:06:12,1,2,0,0,1,0,11,12,107,99,31,26,29,6,2,2,137,110
32,25,Tom,Sestito,WIL,13,2:25:08,2:02:27,5,3,2,0,3,1,19,20,132,88,16,18,8,20,7,4,122,104
239,21,Malte,Strömwall,HAR,11,2:23:29,2:03:30,1,1,0,0,0,0,24,23,85,68,25,25,20,19,3,3,111,121
416,23,Brooks,Laich,TOR,10,2:22:41,1:46:24,0,0,1,0,0,1,23,19,100,78,14,16,15,15,2,3,106,95
8,41,Barry,Goers,WIL,8,2:20:26,1:44:40,0,0,0,0,0,0,18,16,115,100,4,16,22,18,2,2,104,117
450,27,Curtis,Lazar,BNG,8,2:19:20,1:40:35,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93
294,22,Ryan,Kujawinski,ALB,12,2:18:19,1:57:35,2,3,1,0,2,0,27,21,102,68,19,17,16,9,3,1,100,88
198,17,Jared,McCann,SPR,8,2:17:54,1:37:00,2,1,0,0,1,0,48,39,142,108,28,19,19,17,2,2,106,83
22,46,Reid,Gardiner,WIL,14,2:15:44,2:01:30,1,1,1,0,0,1,28,23,86,69,25,28,25,14,3,2,116,86
244,6,Dylan,Blujus,SYR,8,2:09:24,1:36:13,1,1,3,0,1,2,33,22,166,113,3,13,30,15,3,1,102,69
77,13,Ben,Marshall,PRO,7,2:07:53,1:42:49,2,0,1,0,0,1,30,28,135,116,7,24,36,15,1,2,128,83
114,4,Adam,Pelech,BRI,6,2:07:47,1:28:28,1,1,1,0,1,0,21,15,108,81,6,18,13,18,3,1,88,116
9,3,Reid,McNeill,WIL,7,2:07:24,1:34:13,0,0,1,0,0,1,20,11,100,83,2,17,15,11,5,4,77,85
278,34,Yohann,Auvitu,ALB,6,2:05:29,1:38:12,0,0,2,0,0,1,42,25,199,137,6,12,33,13,0,1,103,81
406,22,MarcAndré,Cliche,TOR,11,2:03:57,1:30:20,1,0,1,0,0,1,16,14,63,52,8,6,6,16,2,3,75,82
74,26,Taylor,Doherty,PRO,7,2:03:24,1:44:33,0,1,0,0,1,0,17,16,97,78,6,21,14,20,1,0,84,117
356,43,Tom,Nilsson,UTI,7,2:03:21,1:29:38,0,0,0,0,0,0,12,11,60,42,1,17,11,21,4,0,61,93
372,24,Derek,Hulak,UTI,10,2:01:55,1:38:30,3,0,0,0,0,0,13,11,68,35,7,16,8,5,1,0,74,66
449,9,Alex,Krushelnyski,BNG,18,2:00:29,1:53:43,2,0,1,0,0,1,19,20,82,68,19,22,15,5,4,1,96,103
203,22,Logan,Shaw,SPR,7,2:00:22,1:09:44,2,0,1,0,0,1,28,20,105,79,13,15,10,9,1,2,83,94
181,6,Ed,Wittchow,SPR,10,2:00:10,1:41:47,0,0,1,0,0,1,18,13,124,99,5,20,22,11,3,3,75,64
458,20,Ryan,Rupert,BNG,11,1:58:16,1:37:05,1,2,0,0,2,0,18,15,72,53,13,16,9,6,2,1,77,98
381,11,Marco,Roy,UTI,10,1:57:45,1:36:39,1,1,0,0,0,0,23,22,77,61,16,19,10,2,2,0,123,85
429,30,Andrew,Hammond,BNG,2,1:57:06,1:38:56,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,92,102
112,15,Loïc,Leduc,BRI,8,1:56:14,1:39:10,0,0,0,0,0,0,23,16,90,73,6,34,24,18,1,0,75,103
421,18,Milan,Michálek,TOR,9,1:54:44,1:31:25,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103
109,2,Jesse,Graham,BRI,6,1:53:54,1:27:56,1,1,4,0,0,3,29,26,145,126,4,12,25,8,0,0,87,78
483,39,Jean,Dupuy,RCH,8,1:52:11,1:29:41,1,2,0,0,2,0,13,10,46,37,7,26,15,13,2,5,63,105
468,44,Justin,Falk,RCH,6,1:51:18,1:28:50,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123
484,24,Hudson,Fasching,RCH,7,1:50:50,1:25:08,3,0,1,0,0,0,16,13,65,54,9,18,12,14,1,0,74,99
368,26,Michael,Chaput,UTI,6,1:50:03,1:12:42,1,2,4,0,2,3,22,10,104,46,5,8,6,4,2,7,57,47
40,2,Mark,Alt,LV,6,1:48:39,1:32:17,0,2,0,0,1,0,14,11,99,80,0,21,19,20,1,1,83,92
150,19,Riley,Barber,HER,7,1:47:41,1:21:27,1,2,0,0,2,0,31,24,110,80,15,17,16,11,1,2,87,49
19,20,Jarrett,Burton,WIL,10,1:47:07,1:25:20,1,0,0,0,0,0,5,5,46,35,5,10,8,6,4,3,73,86
495,25,Brady,Vail,RCH,9,1:46:58,1:38:24,1,0,1,0,0,1,9,7,65,46,7,21,12,5,5,1,38,79
349,35,Michael,Garteig,UTI,2,1:44:38,1:17:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,76
295,25,Nick,Lappin,ALB,7,1:43:31,1:14:09,1,4,0,0,3,0,26,12,98,60,16,8,9,5,1,2,59,44
282,38,Jacob,MacDonald,ALB,5,1:37:46,1:09:37,2,0,1,0,0,1,18,14,137,99,5,13,24,6,0,0,88,56
238,71,Ahti,Oksanen,HAR,10,1:37:42,1:36:52,2,2,0,0,2,0,23,22,72,60,10,23,18,11,1,1,92,90
409,16,Brett,Findlay,TOR,8,1:33:16,1:16:44,3,0,0,0,0,0,17,14,99,66,15,11,12,4,2,0,89,54
361,2,Troy,Stecher,UTI,4,1:31:31,0:53:35,0,1,0,0,1,0,30,11,139,65,5,12,17,12,2,1,42,40
405,45,Tony,Cameranesi,TOR,7,1:30:52,1:09:16,3,0,0,0,0,0,24,18,62,43,17,14,9,8,0,0,62,52
459,45,Zack,Stortini,BNG,13,1:30:11,1:21:04,1,0,1,0,0,1,13,9,38,34,8,17,8,8,4,2,57,60
61,11,Steven,Swavely,LV,8,1:29:32,1:08:12,0,0,0,0,0,0,12,7,36,24,4,16,6,14,0,0,40,47
433,3,Fredrik,Claesson,BNG,4,1:28:33,1:13:52,0,0,0,0,0,0,15,9,86,67,3,5,17,8,0,1,43,81
21,38,Thomas Di,Pauli,WIL,7,1:26:41,1:14:04,0,0,0,0,0,0,15,13,58,51,19,11,7,9,2,0,68,53
130,25,Colin,Markison,BRI,10,1:26:34,1:16:30,1,0,1,0,0,1,14,8,39,29,4,10,8,3,0,1,48,49
292,20,Luke,Gazdic,ALB,10,1:22:48,1:17:17,0,1,0,0,1,0,17,13,57,43,9,16,7,5,4,3,64,64
377,23,Jayson,Megna,UTI,5,1:21:27,0:49:33,1,2,0,0,2,0,11,5,65,28,5,6,7,5,0,1,36,30
447,18,Gabriel,Gagné,BNG,15,1:21:02,1:08:13,0,0,0,0,0,0,22,19,42,38,17,29,16,10,0,0,69,64
2,30,Doug,Carr,WIL,2,1:20:00,1:08:05,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,85,66
100,14,AJ,White,PRO,9,1:17:51,1:14:48,0,0,2,0,0,2,11,8,57,43,10,10,12,6,0,0,52,64
476,12,Mike,Aviani,RCH,9,1:17:23,1:04:29,2,0,1,0,0,1,10,11,41,35,5,17,8,7,2,2,55,59
159,26,Domenic,Monardo,HER,8,1:17:15,1:13:48,0,2,1,0,2,1,9,4,58,38,5,11,7,5,0,3,26,29
194,17,Matt,Leitner,SPR,5,1:17:09,0:51:51,0,2,0,0,2,0,18,9,52,34,6,5,8,2,2,2,63,41
480,28,William,Carrier,RCH,5,1:16:19,0:53:07,0,1,1,0,1,1,10,6,51,36,11,5,7,2,0,2,58,63
227,23,Adam,Chapie,HAR,7,1:15:56,1:10:34,0,1,1,0,1,0,7,7,50,44,14,13,14,9,0,0,51,80
10,28,Steve,Oleksy,WIL,4,1:15:51,0:55:46,0,0,1,0,0,0,21,20,63,56,2,12,9,17,3,0,59,66
486,18,Vaclav,Karabacek,RCH,8,1:12:37,1:09:41,0,2,1,0,2,1,10,8,72,63,9,19,21,7,0,1,62,62
177,4,Dylan,McIlrath,SPR,4,1:09:04,0:50:51,1,0,1,0,0,0,9,4,59,34,2,11,5,4,2,1,28,32
122,13,Stephen,Gionta,BRI,5,1:08:30,0:51:55,1,0,0,0,0,0,12,10,41,34,5,13,11,4,2,1,54,43
425,26,Nikita,Soshnikov,TOR,4,1:07:27,0:42:28,1,1,0,0,0,0,8,7,58,39,10,6,12,3,2,1,35,37
197,43,Denis,Malgin,SPR,4,1:07:05,0:49:50,1,1,1,0,1,0,14,8,72,53,15,6,11,4,3,2,49,30
220,49,Garrett,Noonan,HAR,6,1:03:58,1:01:55,0,1,1,0,0,0,13,9,66,48,5,11,12,13,4,1,42,41
395,27,Frank,Corrado,TOR,3,1:03:44,0:48:38,0,2,1,0,2,0,12,9,92,69,1,7,14,5,2,1,42,50
185,10,Rihards,Bukarts,SPR,6,1:02:37,0:48:51,0,1,1,0,1,1,11,9,71,57,11,4,10,3,1,0,53,31
