rank,age,nationality,name,NHL/NextYear,NHL/Ever,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
431,19,CA,Austin Kozluk,0,0,F,25,1,0,1,8,0,0,0,0,0.04,0,0.04
432,17,CA,Marc-Antoine Masse,0,0,F,20,1,0,1,2,-4,1,0,0,0.05,0,0.05
433,20,CA,Alexandre Coulombe,0,0,D,17,1,0,1,8,-5,0,1,0,0.059,0,0.059
434,18,SE,Christian Blomqvist,0,0,F,8,1,0,1,2,-7,1,0,0,0.125,0,0.125
435,16,CA,Keegan Gauthier,0,0,F,6,1,0,1,0,2,0,0,0,0.167,0,0.167
436,17,CA,Jean-Simon Belanger,0,0,F,6,1,0,1,0,0,0,0,0,0.167,0,0.167
437,19,CA,Martin-Olivier Cardinal,0,0,F,5,1,0,1,2,-2,0,0,0,0.2,0,0.2
438,17,CA,Nicolas Desgroseilliers,0,0,F,5,1,0,1,2,-3,0,0,0,0.2,0,0.2
439,16,CA,Vincent Martineau,0,0,D,5,1,0,1,0,0,0,0,0,0.2,0,0.2
440,19,CA,Antoine Pouliot,0,0,D,4,1,0,1,2,-9,0,0,0,0.25,0,0.25
441,16,CA,Remy Anglehart,0,0,F,4,1,0,1,0,-1,1,0,0,0.25,0,0.25
442,17,FR,Jean Gleizes,0,0,F,2,1,0,1,0,1,0,0,0,0.5,0,0.5
443,16,CA,Ben Higgins,0,0,F,2,1,0,1,0,-1,0,0,0,0.5,0,0.5
444,17,CA,Nicolas Patry-Gingras,0,0,D,60,0,1,1,14,-21,0,0,0,0,0.017,0.017
445,17,CA,Reilly Pickard,0,0,G,58,0,1,1,0,,0,0,0,0,0.017,0.017
446,18,CA,Antoine Samuel,0,0,G,43,0,1,1,7,,0,0,0,0,0.023,0.023
447,18,CA,Olivier Tremblay,0,0,G,42,0,1,1,10,,0,0,0,0,0.024,0.024
448,17,CA,Andrew Smith,0,0,D,42,0,1,1,21,-10,0,0,0,0,0.024,0.024
449,19,CA,Keven Bouchard,0,0,G,41,0,1,1,8,,0,0,0,0,0.024,0.024
450,20,CA,Chase Marchand,0,0,G,38,0,1,1,2,,0,0,0,0,0.026,0.026
451,17,CA,Mark Grametbauer,0,0,G,33,0,1,1,2,,0,0,0,0,0.03,0.03
452,17,RU,Igor Kabanov,0,0,F,33,0,1,1,4,-9,0,0,0,0,0.03,0.03
453,18,CA,Joachim Vachon,0,0,F,28,0,1,1,16,-17,0,0,0,0,0.036,0.036
454,18,CA,Bo Taylor,0,0,G,28,0,1,1,2,,0,0,0,0,0.036,0.036
455,18,CA,Xavier Potvin,0,0,G,27,0,1,1,0,,0,0,0,0,0.037,0.037
456,16,CA,Nicolas Beaudin,0,0,D,26,0,1,1,4,-7,0,0,0,0,0.038,0.038
457,20,CA,Philippe Cadorette,0,0,G,25,0,1,1,2,,0,0,0,0,0.04,0.04
458,17,CA,Julien Tessier,0,0,F,23,0,1,1,16,-2,0,0,0,0,0.043,0.043
459,20,CA,Nicolas Lachance,0,0,G,20,0,1,1,0,,0,0,0,0,0.05,0.05
460,18,CA,Frederic Foulem,0,0,G,20,0,1,1,0,,0,0,0,0,0.05,0.05
461,18,CA,Sebastien Dupre,0,0,G,19,0,1,1,0,,0,0,0,0,0.053,0.053
462,17,CA,Charles-Antoine Poirier-Turcot,0,0,G,18,0,1,1,0,,0,0,0,0,0.056,0.056
463,16,CA,Dereck Baribeau,0,0,G,16,0,1,1,0,,0,0,0,0,0.063,0.063
464,18,CA,Julian Galloway,0,0,G,14,0,1,1,0,,0,0,0,0,0.071,0.071
465,16,CA,Ian Smallwood,0,0,D,11,0,1,1,4,2,0,0,0,0,0.091,0.091
466,18,CA,Tommy Lemay,0,0,F,11,0,1,1,9,2,0,0,0,0,0.091,0.091
467,18,CA,Jacob Drobczyk,0,0,F,9,0,1,1,0,-4,0,0,0,0,0.111,0.111
468,17,CA,Francis Leclerc,0,0,G,8,0,1,1,7,,0,0,0,0,0.125,0.125
469,18,CA,William Leclerc,0,0,F,6,0,1,1,0,0,0,0,0,0,0.167,0.167
470,18,CA,Michael Silveri,0,0,F,6,0,1,1,2,-1,0,0,0,0,0.167,0.167
471,16,CA,Samuel Naud,0,0,F,6,0,1,1,2,-1,0,0,0,0,0.167,0.167
472,18,CA,Shayne Dominie,0,0,D,5,0,1,1,2,-6,0,0,0,0,0.2,0.2
473,16,CA,Cedric Pare,0,0,F,5,0,1,1,2,0,0,0,0,0,0.2,0.2
474,16,CA,Jeremy Cote,0,0,F,4,0,1,1,0,0,0,0,0,0,0.25,0.25
475,17,CA,Pierre-Luc Lurette,0,0,D,4,0,1,1,2,1,0,0,0,0,0.25,0.25
476,19,CA,Justin Samson,0,0,F,3,0,1,1,0,1,0,0,0,0,0.333,0.333
477,16,CA,Samuel Cardinal,0,0,G,3,0,1,1,0,,0,0,0,0,0.333,0.333
478,18,CA,Raphael Sawyer,0,0,F,2,0,1,1,0,0,0,0,0,0,0.5,0.5
479,17,CA,Austin Taylor,0,0,F,2,0,1,1,2,1,0,0,0,0,0.5,0.5
480,17,CA,Jeremy Dumoulin,0,0,F,2,0,1,1,0,0,0,0,0,0,0.5,0.5
481,17,CA,Emile Bourque,0,0,D,1,0,1,1,2,-1,0,0,0,0,1,1
482,17,CA,Mathieu Bellemare,0,0,G,43,0,0,0,2,,0,0,0,0,0,0
483,19,CA,Julien Proulx,0,0,F,42,0,0,0,62,-3,0,0,0,0,0,0
484,17,CA,Samuel Harvey,0,0,G,35,0,0,0,2,,0,0,0,0,0,0
485,18,RU,Evgeny Kiselev,0,0,G,35,0,0,0,0,,0,0,0,0,0,0
486,18,CA,James Povall,0,0,G,33,0,0,0,0,,0,0,0,0,0,0
487,17,CA,Matt Sartoris,0,0,D,33,0,0,0,8,-4,0,0,0,0,0,0
488,17,CA,Dakotah Woods,0,0,D,31,0,0,0,8,-6,0,0,0,0,0,0
489,18,CA,Blade Mann-Dixon,0,0,G,29,0,0,0,2,,0,0,0,0,0,0
490,16,CA,Simon Messier,0,0,D,28,0,0,0,6,1,0,0,0,0,0,0
491,17,CA,Scottie Greene,0,0,D,24,0,0,0,8,1,0,0,0,0,0,0
492,17,CA,Xavier Vinetti,0,0,D,23,0,0,0,33,-1,0,0,0,0,0,0
493,18,CA,Alexandre Lagace,0,0,G,22,0,0,0,0,,0,0,0,0,0,0
494,18,CA,Austin Clapham,0,0,D,21,0,0,0,8,-4,0,0,0,0,0,0
495,17,CA,Yan Plourde,0,0,F,19,0,0,0,0,-5,0,0,0,0,0,0
496,18,CA,Trevor Stacey,0,0,F,18,0,0,0,55,-1,0,0,0,0,0,0
497,19,CA,Daryl MacCallum,0,0,G,16,0,0,0,0,,0,0,0,0,0,0
498,18,CA,Tristan Liggett,0,0,D,15,0,0,0,9,-5,0,0,0,0,0,0
499,20,CA,Zachary Fortin,0,0,G,14,0,0,0,2,,0,0,0,0,0,0
500,17,CA,Domenico Argento,0,0,D,14,0,0,0,14,-1,0,0,0,0,0,0
501,19,CA,Sacha Guay,0,0,D,13,0,0,0,4,-3,0,0,0,0,0,0
502,16,CA,Kyle Jessiman,0,0,G,13,0,0,0,0,,0,0,0,0,0,0
503,19,CA,Marc Audet,0,0,G,10,0,0,0,2,,0,0,0,0,0,0
504,17,CA,Bryce O'Brien,0,0,D,9,0,0,0,10,-5,0,0,0,0,0,0
505,18,CA,Patrice Demuy,0,0,F,8,0,0,0,6,-2,0,0,0,0,0,0
506,16,CA,Vincent Tremblay-Lapalme,0,0,F,8,0,0,0,0,-5,0,0,0,0,0,0
507,17,CA,Simon Leclerc,0,0,D,7,0,0,0,11,1,0,0,0,0,0,0
508,18,CA,Christopher Izzo,0,0,D,6,0,0,0,0,0,0,0,0,0,0,0
509,16,CA,Jerome Gravel,0,0,D,5,0,0,0,0,-1,0,0,0,0,0,0
510,17,CA,Etienne Verrette,0,0,D,5,0,0,0,0,-3,0,0,0,0,0,0
511,17,CA,Raphael Boucher,0,0,F,5,0,0,0,2,1,0,0,0,0,0,0
512,16,CA,Antoine Lessard,0,0,F,5,0,0,0,7,-3,0,0,0,0,0,0
513,19,CA,Daniel Vautour,0,0,G,4,0,0,0,0,,0,0,0,0,0,0
514,19,CA,Scott Carrier,0,0,D,4,0,0,0,2,0,0,0,0,0,0,0
515,20,CA,Anthony Beaulieu,0,0,D,4,0,0,0,10,-2,0,0,0,0,0,0
516,17,CA,Tanner Somers,0,0,G,4,0,0,0,0,,0,0,0,0,0,0
517,18,CA,Brady Labrecque,0,0,G,4,0,0,0,0,,0,0,0,0,0,0
518,16,CA,Zach St. Surin,0,0,D,4,0,0,0,0,-1,0,0,0,0,0,0
519,16,CA,Sacha Roy,0,0,D,4,0,0,0,0,-2,0,0,0,0,0,0
520,16,CA,Maxime Trepanier,0,0,F,4,0,0,0,2,0,0,0,0,0,0,0
521,16,CA,Jeremy Diotte,0,0,D,4,0,0,0,4,0,0,0,0,0,0,0
522,16,CA,Ben Reid,0,0,F,4,0,0,0,0,0,0,0,0,0,0,0
523,17,CA,Vincent Lampron,0,0,D,4,0,0,0,0,3,0,0,0,0,0,0
524,16,CA,Dominic Cormier,0,0,F,4,0,0,0,0,-1,0,0,0,0,0,0
525,19,CA,Tommy Lapierre,0,0,F,3,0,0,0,2,-3,0,0,0,0,0,0
526,18,CA,Edouard Michaud,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
527,18,CA,Mikael Imbeault,0,0,F,3,0,0,0,0,1,0,0,0,0,0,0
528,16,CA,Mathieu Paradis,0,0,G,3,0,0,0,2,,0,0,0,0,0,0
529,16,CA,William Lemay-Champagne,0,0,F,3,0,0,0,0,-1,0,0,0,0,0,0
530,18,CA,Arthur Miller,0,0,F,3,0,0,0,4,1,0,0,0,0,0,0
531,16,CA,Thomas Ethier,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
532,19,CA,Ryan Foss,0,0,F,3,0,0,0,0,-1,0,0,0,0,0,0
533,17,CA,Jeremy Manseau,0,0,F,3,0,0,0,0,-1,0,0,0,0,0,0
534,16,CA,Matthew Newbury,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
535,16,CA,Michael Cyr,0,0,F,3,0,0,0,0,-1,0,0,0,0,0,0
536,16,CA,Doug D'Arnall,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
537,16,CA,Brodie MacArthur,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
538,16,CA,Felix Bibeau,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
539,16,CA,Hugo Despres,0,0,F,3,0,0,0,0,-1,0,0,0,0,0,0
540,16,CA,Rafael Harvey-Pinard,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
541,17,CA,Jeremy Leveille,0,0,F,3,0,0,0,4,0,0,0,0,0,0,0
542,18,CA,Xavier Boucher,0,0,F,3,0,0,0,2,-2,0,0,0,0,0,0
543,18,CA,Jamie Clavet,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
544,18,CA,Francis Lavallee,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
545,18,CA,Guillaume Briand-Briere,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
546,18,CA,Vincent Ouellet-Beaudry,0,0,F,2,0,0,0,2,-1,0,0,0,0,0,0
547,19,CA,Josh Shatford,0,0,F,2,0,0,0,4,-1,0,0,0,0,0,0
548,18,CA,Frederick Mercier,0,0,D,2,0,0,0,0,0,0,0,0,0,0,0
549,17,CA,Marc-Olivier Duquette,0,0,D,2,0,0,0,7,-1,0,0,0,0,0,0
550,18,CA,Makail Parker,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
551,19,CA,Benji Curtis,0,0,F,2,0,0,0,0,-2,0,0,0,0,0,0
552,18,CA,Giancarlo Fiori,0,0,D,2,0,0,0,2,-1,0,0,0,0,0,0
553,18,CA,Vincent Bilodeau,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
554,19,CA,Alex Kelly,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
555,16,CA,Isaiah Gallo-Demetris,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
556,18,CA,Jean-Simon Dionne,0,0,F,2,0,0,0,2,-1,0,0,0,0,0,0
557,17,CA,Elio Di Meo,0,0,F,2,0,0,0,0,-2,0,0,0,0,0,0
558,16,CA,Ian Drysdale,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
559,16,CA,Marc-Antoine Gagne,0,0,F,2,0,0,0,0,-2,0,0,0,0,0,0
560,16,CA,David Noel,0,0,D,2,0,0,0,0,-1,0,0,0,0,0,0
561,16,CA,Daniel Brassard,0,0,D,2,0,0,0,0,1,0,0,0,0,0,0
562,16,CA,William Cyr,0,0,D,2,0,0,0,0,-2,0,0,0,0,0,0
563,16,CA,Jean-Christophe Gagne,0,0,D,2,0,0,0,2,0,0,0,0,0,0,0
564,17,CA,Cody Grant,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
565,17,CA,Will Kelly,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
566,17,CA,Ryan Kenny,0,0,F,2,0,0,0,2,1,0,0,0,0,0,0
567,16,CA,Alexandre Lafreniere,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
568,19,CA,William Claveau,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
569,17,CA,Olivier Plourde,0,0,F,2,0,0,0,9,0,0,0,0,0,0,0
570,16,CA,Nicolas Roy,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
571,18,CA,Samuel Begin,0,0,F,2,0,0,0,0,1,0,0,0,0,0,0
572,17,CA,Silas Mattawashish,0,0,F,2,0,0,0,0,1,0,0,0,0,0,0
573,19,CA,Tristan Gosselin,0,0,D,2,0,0,0,0,0,0,0,0,0,0,0
574,17,CA,Olivier Huot,0,0,D,2,0,0,0,2,0,0,0,0,0,0,0
575,19,CA,Brandon Kosik,0,0,F,2,0,0,0,0,1,0,0,0,0,0,0
576,19,CA,Jason Rioux,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
577,17,CA,Silvio Silvestre,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
578,18,CA,Jeremy Belisle,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
579,20,CA,Simon Desbiens,0,0,F,1,0,0,0,0,-2,0,0,0,0,0,0
580,20,CA,Philippe Bureau-Blais,0,0,G,1,0,0,0,2,-4,0,0,0,0,0,0
581,17,CA,Sam King,0,0,F,1,0,0,0,0,-1,0,0,0,0,0,0
582,18,CA,Alex Bonaparte,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
583,17,CA,Justin Labrecque,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
584,19,CA,Joshua Fitzgerald,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
585,18,CA,Jean-Michel LeBlanc,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
586,18,CA,William Cote,0,0,D,1,0,0,0,0,-1,0,0,0,0,0,0
587,16,CA,Vincent Dubuc,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
588,17,CA,Gabriel Morency,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
589,17,CA,James Mainville,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
590,17,CA,Matthew Williams,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
591,17,CA,Samuel Gagnon,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
592,19,CA,Karl Mallette,0,0,F,1,0,0,0,2,-1,0,0,0,0,0,0
593,17,CA,Olivier Beaulieu,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
594,16,CA,Logan O'Neil,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
595,18,CA,Mathieu Blanchette,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
596,18,CA,Kristopher Hamlin,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
597,16,CA,Jordan Lepage,0,0,D,1,0,0,0,0,-1,0,0,0,0,0,0
598,17,US,Brendan Bornstein,0,0,D,1,0,0,0,2,0,0,0,0,0,0,0
599,16,CA,Alexis Girard,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
600,16,CA,Justin Miron,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
601,16,CA,Kallum Muirhead,0,0,F,1,0,0,0,0,-1,0,0,0,0,0,0
602,17,CA,Xavier Pouliot,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
603,17,CA,Vincent Senez-Allaire,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
604,16,CA,Nicolas Ouellet,0,0,F,1,0,0,0,0,1,0,0,0,0,0,0
605,16,CA,Mederick Racicot,0,0,D,1,0,0,0,2,2,0,0,0,0,0,0
606,18,CA,Patrice Charbonneau,0,0,F,1,0,0,0,2,0,0,0,0,0,0,0
607,17,CA,Jeremy Mayer,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
