rank,age,nationality,name,NHL/NextYear,NHL/Ever,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
262,18,CA,Anthony Gingras,0,0,D,66,3,9,12,55,-27,0,0,1,0.045,0.136,0.182
263,17,RU,Nikita Lyamkin,0,0,D,65,3,9,12,41,-23,1,0,0,0.046,0.138,0.185
264,18,CA,Anthony Beaulieu,0,0,D,62,3,9,12,72,-12,0,0,1,0.048,0.145,0.194
265,17,RU,Sergei Boikov,0,0,D,68,2,10,12,89,11,0,0,0,0.029,0.147,0.176
266,18,CA,Jasmin Boutet,0,0,F,63,2,10,12,54,-8,0,0,0,0.032,0.159,0.19
267,18,CA,Allan Caron,0,0,D,68,1,11,12,80,0,0,0,0,0.015,0.162,0.176
268,20,CA,Stephen Woodworth,0,0,D,68,1,11,12,65,-13,0,0,1,0.015,0.162,0.176
269,17,CA,Jean-Francois Lavoie,0,0,F,56,6,5,11,10,-23,0,0,0,0.107,0.089,0.196
270,16,US,Chase Harwell,0,0,F,59,5,6,11,52,-26,0,0,0,0.085,0.102,0.186
271,17,CA,Lucas Batt,0,0,F,36,5,6,11,45,1,0,0,0,0.139,0.167,0.306
272,17,CA,Stephan Seeger,0,0,F,25,5,6,11,19,-2,2,0,0,0.2,0.24,0.44
273,18,CA,Samuel Tremblay,0,0,F,59,4,7,11,37,11,0,1,1,0.068,0.119,0.186
274,18,CA,Carl Tremblay,0,0,D,68,2,9,11,50,-21,1,0,0,0.029,0.132,0.162
275,17,US,Duncan MacIntyre,0,0,D,54,2,9,11,26,25,0,0,0,0.037,0.167,0.204
276,19,CA,Julien Lepage,0,0,D,54,2,9,11,24,4,0,0,0,0.037,0.167,0.204
277,18,RU,Vladislav Lysenko,0,0,D,65,1,10,11,48,-18,1,0,0,0.015,0.154,0.169
278,16,CA,Mathieu Joseph,0,0,F,30,1,10,11,10,-3,1,0,1,0.033,0.333,0.367
279,16,CA,Samuel Dove-McFalls,0,0,F,52,6,4,10,52,-6,0,0,1,0.115,0.077,0.192
280,18,CA,Anthony Chapados,0,0,F,50,5,5,10,21,1,0,0,0,0.1,0.1,0.2
281,18,CA,Michael Lyle,0,0,F,43,3,7,10,4,-5,0,0,0,0.07,0.163,0.233
282,16,CA,Will Thompson,0,0,D,41,3,7,10,14,-18,2,0,0,0.073,0.171,0.244
283,16,CA,Jason Bell,0,0,D,37,3,7,10,8,-12,3,0,0,0.081,0.189,0.27
284,17,CA,Guillaume McSween,0,0,D,32,3,7,10,15,2,0,0,1,0.094,0.219,0.313
285,17,CA,Julien Bahl,0,0,D,54,2,8,10,22,-14,0,0,0,0.037,0.148,0.185
286,17,CA,Beau Rusk,0,0,D,42,2,8,10,63,4,0,0,0,0.048,0.19,0.238
287,19,CA,Redgie Bois,0,0,D,68,1,9,10,57,6,0,0,0,0.015,0.132,0.147
288,19,CA,Kyle Haas,0,0,F,63,1,9,10,126,5,0,0,0,0.016,0.143,0.159
289,16,CA,James Phelan,0,0,F,54,1,9,10,24,-14,0,1,0,0.019,0.167,0.185
290,20,US,Dillon Donnelly,0,0,D,61,0,10,10,151,-4,0,0,0,0,0.164,0.164
291,17,CA,Tommy Lapierre,0,0,F,51,4,5,9,10,-10,1,1,0,0.078,0.098,0.176
292,17,CA,Aaron Kerr,0,0,F,49,4,5,9,14,-10,3,1,1,0.082,0.102,0.184
293,18,CA,Simon Boudreau,0,0,D,59,3,6,9,45,-26,1,0,0,0.051,0.102,0.153
294,16,CA,Simon Bourque,0,0,D,55,3,6,9,26,10,0,0,0,0.055,0.109,0.164
295,17,CA,Frederic Aube,0,0,D,63,2,7,9,43,4,1,0,0,0.032,0.111,0.143
296,17,CA,Raphael Maheux,0,0,D,54,2,7,9,33,1,1,0,0,0.037,0.13,0.167
297,18,CA,Jeremy Lepine,0,0,F,53,2,7,9,44,-7,0,0,1,0.038,0.132,0.17
298,17,CA,Francois Beauchemin,0,0,F,46,2,7,9,23,-1,0,0,0,0.043,0.152,0.196
299,19,CA,Joel Blanchard,0,0,F,35,2,7,9,0,-9,0,0,0,0.057,0.2,0.257
300,18,CA,Guillaume Rioux-Legault,0,0,D,62,1,8,9,80,-15,0,0,0,0.016,0.129,0.145
301,20,CA,Philippe Archambault,0,0,D,63,4,4,8,118,-17,0,0,0,0.063,0.063,0.127
302,18,CA,Tyler Brown,0,0,F,46,4,4,8,21,4,0,0,1,0.087,0.087,0.174
303,18,CA,Tommy Veilleux,0,0,F,17,4,4,8,31,4,1,0,0,0.235,0.235,0.471
304,16,CA,David Henley,0,0,D,60,3,5,8,56,-9,0,0,0,0.05,0.083,0.133
305,19,CA,Max Lindsay,0,0,F,53,3,5,8,29,-6,0,0,0,0.057,0.094,0.151
306,17,CA,Antoine Waked,0,0,F,48,3,5,8,33,1,1,0,0,0.063,0.104,0.167
307,16,CA,Luc Deschenes,0,0,D,47,3,5,8,65,-9,3,0,0,0.064,0.106,0.17
308,18,CA,Cole Murphy,0,0,F,47,3,5,8,14,-14,0,0,0,0.064,0.106,0.17
309,17,CA,Vincent Watt,0,0,F,43,3,5,8,17,-4,1,0,0,0.07,0.116,0.186
310,18,CA,Alexandre Caron-Roy,0,0,F,37,3,5,8,47,-3,1,0,0,0.081,0.135,0.216
311,16,CA,Adam Holwell,0,0,D,64,1,7,8,24,-13,0,0,1,0.016,0.109,0.125
312,18,CA,Jeremy Doucet,0,0,D,52,1,7,8,43,-12,0,0,0,0.019,0.135,0.154
313,17,CA,Maxime Chevalier,0,0,D,47,1,7,8,29,2,0,0,0,0.021,0.149,0.17
314,18,CA,Samuel Leblanc,0,0,F,37,1,7,8,19,3,0,0,0,0.027,0.189,0.216
315,17,US,Mitchell Lundholm,0,0,F,59,4,3,7,41,-9,2,0,0,0.068,0.051,0.119
316,17,CA,Felix-Antoine Savage,0,0,F,35,4,3,7,12,2,0,0,0,0.114,0.086,0.2
317,17,CA,Alexandre Delisle-Houde,0,0,F,51,3,4,7,33,-8,0,0,0,0.059,0.078,0.137
318,18,CA,Jeremy Carignan,0,0,F,65,2,5,7,91,-22,0,0,0,0.031,0.077,0.108
319,17,CA,Massimo Carozza,0,0,F,51,2,5,7,23,-2,0,0,0,0.039,0.098,0.137
320,17,CA,Jacob Jacques,0,0,D,40,2,5,7,32,7,0,0,0,0.05,0.125,0.175
321,20,CA,Alex Filiatrault,0,0,D,39,2,5,7,63,-7,0,0,0,0.051,0.128,0.179
322,19,US,Nathan Glass,0,0,D,28,2,5,7,12,-9,1,0,0,0.071,0.179,0.25
323,19,CA,Luke St. Amand,0,0,F,21,2,5,7,16,1,0,0,1,0.095,0.238,0.333
324,20,CA,Francis Lambert-Lemay,0,0,D,68,1,6,7,73,14,0,0,0,0.015,0.088,0.103
325,18,CA,Zachary Taylor,0,0,D,62,1,6,7,20,-19,0,0,0,0.016,0.097,0.113
326,16,CA,William Bower,0,0,F,29,1,6,7,13,-8,0,0,0,0.034,0.207,0.241
327,16,CA,Vincent Lanoue,0,0,D,51,0,7,7,26,0,0,0,0,0,0.137,0.137
328,17,CA,Tristan Pomerleau,0,0,D,37,0,7,7,43,0,0,0,0,0,0.189,0.189
329,17,CA,Matthew Klebansky,0,0,D,33,0,7,7,46,2,0,0,0,0,0.212,0.212
330,18,CA,Maxime Gravel,0,0,D,21,0,7,7,18,6,0,0,0,0,0.333,0.333
331,18,CA,Kelly Bent,0,0,F,56,4,2,6,120,-20,0,0,2,0.071,0.036,0.107
332,17,CA,Antoine Dufort-Plante,0,0,F,47,4,2,6,18,-2,2,0,1,0.085,0.043,0.128
333,19,CA,Mathieu Laverdure,0,0,D,58,3,3,6,154,-30,0,0,0,0.052,0.052,0.103
334,17,CA,Gabriel Gosselin,0,0,F,55,3,3,6,35,-28,1,0,0,0.055,0.055,0.109
335,18,CA,Matt Donnelly,0,0,D,39,3,3,6,72,-3,0,0,0,0.077,0.077,0.154
336,18,US,Vytal Cote,0,0,D,59,2,4,6,95,-10,0,0,1,0.034,0.068,0.102
337,19,CA,Craig MacLauchlan,0,0,F,57,2,4,6,29,-22,0,1,0,0.035,0.07,0.105
338,18,CA,Julien Avon,0,0,F,47,2,4,6,21,-17,0,0,0,0.043,0.085,0.128
339,18,CA,Reid Halabi,0,0,F,44,2,4,6,149,-11,0,0,0,0.045,0.091,0.136
340,18,CA,Nicholas Dozzi,0,0,F,42,2,4,6,12,-12,0,0,1,0.048,0.095,0.143
341,19,CA,Marc-Olivier Groleau,0,0,F,19,2,4,6,6,5,0,0,1,0.105,0.211,0.316
342,19,CA,David Hunter,0,0,D,61,1,5,6,30,8,0,0,0,0.016,0.082,0.098
343,18,CA,Brian Lovell,0,0,D,49,1,5,6,61,5,0,0,0,0.02,0.102,0.122
344,17,CA,Scott Carrier,0,0,D,49,1,5,6,44,-12,0,0,0,0.02,0.102,0.122
345,18,CA,Nick Halagian,0,0,F,28,4,1,5,26,3,0,0,1,0.143,0.036,0.179
346,18,CA,Ryan Falkenham,0,0,F,14,4,1,5,4,-3,3,0,1,0.286,0.071,0.357
347,20,CA,Lucas Grundy,0,0,D,59,3,2,5,134,-7,0,0,2,0.051,0.034,0.085
348,18,CA,Mackenzie Brown,0,0,F,59,3,2,5,42,-27,0,0,1,0.051,0.034,0.085
349,18,CA,David Bedard,0,0,D,25,3,2,5,29,0,2,0,0,0.12,0.08,0.2
350,17,CA,Joey Richard,0,0,F,25,3,2,5,8,-6,0,0,0,0.12,0.08,0.2
351,18,CA,Kevin Domingue,0,0,F,9,3,2,5,4,-3,0,0,0,0.333,0.222,0.556
352,18,CA,Matthew Nosella,0,0,D,57,2,3,5,30,5,0,0,0,0.035,0.053,0.088
353,17,CA,Nick Marois,0,0,F,31,2,3,5,4,-6,0,0,1,0.065,0.097,0.161
354,17,CA,Guillaume Beaudry,0,0,D,28,2,3,5,12,9,0,0,0,0.071,0.107,0.179
355,18,US,Brandon Shea,0,0,F,23,2,3,5,2,-10,1,0,0,0.087,0.13,0.217
356,19,CA,Antoine Masson,0,0,F,16,1,4,5,8,0,0,0,0,0.063,0.25,0.313
357,19,CA,Francois Brassard,0,0,G,54,0,5,5,0,,0,0,0,0,0.093,0.093
358,18,CA,Philippe Cadorette,0,0,G,52,0,5,5,2,,0,0,0,0,0.096,0.096
359,17,CA,Nicolas Leblond,0,0,F,29,2,2,4,23,3,0,0,0,0.069,0.069,0.138
360,19,CA,Anthony Latina,0,0,F,26,2,2,4,17,1,0,0,0,0.077,0.077,0.154
361,16,CA,Olivier Galipeau,0,0,D,57,1,3,4,39,2,0,0,0,0.018,0.053,0.07
362,19,CA,Jake Primeau,0,0,D,55,1,3,4,55,-11,0,0,0,0.018,0.055,0.073
363,17,CA,Dylan Montcalm,0,0,F,43,1,3,4,6,-2,0,0,0,0.023,0.07,0.093
364,18,CA,Owen Bennington,0,0,F,59,0,4,4,158,-1,0,0,0,0,0.068,0.068
365,18,CA,Alexandre Belanger,0,0,G,52,0,4,4,4,,0,0,0,0,0.077,0.077
366,19,CA,Mike DiPaolo,0,0,D,51,0,4,4,165,-13,0,0,0,0,0.078,0.078
367,16,CA,Philippe Myers,0,0,D,46,0,4,4,11,10,0,0,0,0,0.087,0.087
368,18,CA,Gabriel Labbe,0,0,D,41,0,4,4,29,-11,0,0,0,0,0.098,0.098
369,17,US,Brandon Smith,0,0,D,39,0,4,4,38,2,0,0,0,0,0.103,0.103
370,20,CA,Danick Emond,0,0,D,18,0,4,4,14,12,0,0,0,0,0.222,0.222
371,18,CA,Brandon Vuic,0,0,F,23,3,0,3,72,2,0,0,0,0.13,0,0.13
372,18,CA,Zach Beaton,0,0,F,45,2,1,3,84,-8,0,0,1,0.044,0.022,0.067
373,18,CA,David Perklin,0,0,F,17,2,1,3,8,-7,0,0,0,0.118,0.059,0.176
374,18,CA,Cody Drover,0,0,F,13,2,1,3,2,-5,0,0,1,0.154,0.077,0.231
375,18,CA,Mitch Graham,0,0,F,12,2,1,3,4,2,0,0,0,0.167,0.083,0.25
376,18,CA,Francis Brunelle,0,0,F,44,1,2,3,79,-4,0,0,0,0.023,0.045,0.068
377,17,CA,Nathan Yetman,0,0,F,36,1,2,3,2,-18,0,0,0,0.028,0.056,0.083
378,18,CA,Felix Boucher,0,0,D,32,1,2,3,18,-2,0,0,0,0.031,0.063,0.094
379,17,CA,Lucas Lajoie,0,0,F,19,1,2,3,4,-1,0,0,0,0.053,0.105,0.158
380,18,CA,Hubert Lamarre,0,0,F,14,1,2,3,4,-4,0,0,0,0.071,0.143,0.214
381,20,CA,Trey Lewis,0,0,D,11,1,2,3,26,-7,0,1,0,0.091,0.182,0.273
382,16,CA,Michael Thibault,0,0,D,5,1,2,3,6,2,0,0,0,0.2,0.4,0.6
383,19,CA,Michael Rheaume,0,0,F,5,1,2,3,2,2,0,0,1,0.2,0.4,0.6
384,17,CA,Jonathan Deschamps,0,0,D,61,0,3,3,48,-37,0,0,0,0,0.049,0.049
385,19,CA,Alex Dubeau,0,0,G,59,0,3,3,10,,0,0,0,0,0.051,0.051
386,17,CA,Nicolas Latulippe,0,0,D,55,0,3,3,56,-15,0,0,0,0,0.055,0.055
387,17,CA,Alexander McQuaid,0,0,D,53,0,3,3,134,-34,0,0,0,0,0.057,0.057
388,20,CA,Francis Desrosiers,0,0,G,39,0,3,3,4,,0,0,0,0,0.077,0.077
389,19,CA,Domenic Graham,0,0,G,30,0,3,3,6,,0,0,0,0,0.1,0.1
390,19,CA,Ludovic Beaupre,0,0,F,28,0,3,3,41,-2,0,0,0,0,0.107,0.107
391,16,CA,Andrew Picco,0,0,D,21,0,3,3,4,9,0,0,0,0,0.143,0.143
392,19,CA,Simon Lemieux,0,0,G,20,0,3,3,0,,0,0,0,0,0.15,0.15
393,16,CA,Bailey Webster,0,0,D,7,0,3,3,4,-1,0,0,0,0,0.429,0.429
394,18,CA,Mason Gray,0,0,F,24,2,0,2,61,-4,1,0,0,0.083,0,0.083
395,18,DE,Marco Sedlar,0,0,F,11,2,0,2,0,-5,0,0,0,0.182,0,0.182
396,17,CA,Liam Hynes,0,0,F,44,1,1,2,19,-13,0,0,0,0.023,0.023,0.045
397,18,CA,Gareth Nicholson,0,0,D,39,1,1,2,6,-3,0,0,0,0.026,0.026,0.051
398,17,CA,Julien Proulx,0,0,F,34,1,1,2,71,0,0,0,0,0.029,0.029,0.059
399,16,CA,Samuel Blier,0,0,F,22,1,1,2,12,-10,1,0,0,0.045,0.045,0.091
400,17,CA,Antoine Marcoux,0,0,F,21,1,1,2,16,0,0,0,0,0.048,0.048,0.095
401,20,FR,Axel Rioux,0,0,F,10,1,1,2,10,-7,1,0,0,0.1,0.1,0.2
402,20,CA,Alexandre Roy,0,0,F,9,1,1,2,16,-2,0,0,0,0.111,0.111,0.222
403,19,CA,Steven Johnston,0,0,F,8,1,1,2,2,2,0,0,0,0.125,0.125,0.25
404,16,CA,Campbell Pickard,0,0,F,5,1,1,2,0,1,0,0,0,0.2,0.2,0.4
405,18,CA,Louis-Philippe Guindon,0,0,G,56,0,2,2,2,,0,0,0,0,0.036,0.036
406,18,CA,Philippe Desrosiers,0,0,G,52,0,2,2,6,,0,0,0,0,0.038,0.038
407,20,CA,Etienne Marcoux,0,0,G,50,0,2,2,12,,0,0,0,0,0.04,0.04
408,19,CA,Antoine Bibeau,0,0,G,48,0,2,2,0,,0,0,0,0,0.042,0.042
409,19,CA,Francois Tremblay,0,0,G,48,0,2,2,0,,0,0,0,0,0.042,0.042
410,17,CA,Evan Scott,0,0,D,46,0,2,2,53,-23,0,0,0,0,0.043,0.043
411,17,CA,Alex Bureau,0,0,G,43,0,2,2,0,,0,0,0,0,0.047,0.047
412,17,CA,Julio Billia,0,0,G,41,0,2,2,0,,0,0,0,0,0.049,0.049
413,17,US,Tucker White,0,0,D,41,0,2,2,41,-13,0,0,0,0,0.049,0.049
414,18,US,Anthony Brodeur,0,0,G,30,0,2,2,0,,0,0,0,0,0.067,0.067
415,19,CA,Connor Donaghey,0,0,F,22,0,2,2,7,-8,0,0,0,0,0.091,0.091
416,18,CA,Felix Landry,0,0,F,18,0,2,2,7,-1,0,0,0,0,0.111,0.111
417,16,CA,Jacob Vance,0,0,F,13,0,2,2,4,0,0,0,0,0,0.154,0.154
418,18,CA,Miguel Sullivan,0,0,G,11,0,2,2,0,,0,0,0,0,0.182,0.182
419,20,CA,Carl Hozjan,0,0,G,10,0,2,2,0,,0,0,0,0,0.2,0.2
420,18,CA,Simon-Claude Blackburn,0,0,F,7,0,2,2,0,-4,0,0,0,0,0.286,0.286
421,19,CA,Brennan Bailey,0,0,D,7,0,2,2,4,4,0,0,0,0,0.286,0.286
422,19,CA,Michael Molloy,0,0,F,6,0,2,2,0,2,0,0,0,0,0.333,0.333
423,17,CA,Benoit Villeneuve,0,0,D,5,0,2,2,0,-4,0,0,0,0,0.4,0.4
424,17,CA,Bruno-Carl Denis,0,0,D,27,1,0,1,10,-5,0,0,0,0.037,0,0.037
425,17,CA,Yannick Turcotte,0,0,F,25,1,0,1,27,-2,0,0,0,0.04,0,0.04
426,17,CA,Grant Janes,0,0,F,13,1,0,1,2,-2,0,0,0,0.077,0,0.077
427,17,US,Robert Dray,0,0,F,10,1,0,1,6,2,0,0,0,0.1,0,0.1
428,16,CA,Riley Scott,0,0,F,7,1,0,1,2,-2,0,0,1,0.143,0,0.143
429,17,CA,Joel Caron,0,0,F,6,1,0,1,4,1,0,0,0,0.167,0,0.167
430,17,CA,Matthew Cusson,0,0,F,4,1,0,1,0,1,0,0,1,0.25,0,0.25
431,16,CA,Brendan Hamelin,0,0,F,4,1,0,1,0,1,0,0,0,0.25,0,0.25
432,19,US,John Bowen,0,0,D,4,1,0,1,9,0,0,0,0,0.25,0,0.25
433,17,CA,Maxime Pelletier,0,0,D,4,1,0,1,0,-1,1,0,0,0.25,0,0.25
434,17,US,Cavan Fitzgerald,0,0,D,3,1,0,1,0,1,0,0,1,0.333,0,0.333
435,16,CA,Guillaume Bergeron-Charron,0,0,F,2,1,0,1,0,1,0,0,0,0.5,0,0.5
436,16,CA,Samuel Laberge,0,0,F,2,1,0,1,0,-2,0,0,0,0.5,0,0.5
437,17,CA,Antoni Nadeau,0,0,F,2,1,0,1,0,0,0,0,0,0.5,0,0.5
438,17,CA,Josh Shatford,0,0,F,1,1,0,1,0,1,0,0,0,1,0,1
439,19,CA,Andrew Meredith,0,0,F,1,1,0,1,0,0,0,0,0,1,0,1
440,18,CA,Thomas Stavert,0,0,F,1,1,0,1,0,1,0,0,0,1,0,1
441,19,CA,Jacob Brennan,0,0,G,55,0,1,1,6,,0,0,0,0,0.018,0.018
442,20,CA,Lukas Walter,0,0,F,53,0,1,1,141,-21,0,0,0,0,0.019,0.019
443,18,CA,Joseph Strong,0,0,F,50,0,1,1,69,-2,0,0,0,0,0.02,0.02
444,20,CA,Robert Steeves,0,0,G,49,0,1,1,0,,0,0,0,0,0.02,0.02
445,18,CA,Liam Alcalde,0,0,F,48,0,1,1,78,-7,0,0,0,0,0.021,0.021
446,19,DE,Marvin Cüpper,0,0,G,43,0,1,1,6,,0,0,0,0,0.023,0.023
447,19,CA,Brandon Whitney,0,0,G,41,0,1,1,0,,0,0,0,0,0.024,0.024
448,17,CA,Keven Larouche,0,0,D,34,0,1,1,15,2,0,0,0,0,0.029,0.029
449,18,CA,Storm Phaneuf,0,0,G,27,0,1,1,6,,0,0,0,0,0.037,0.037
450,18,CA,Zachary Fortin,0,0,G,27,0,1,1,2,,0,0,0,0,0.037,0.037
451,17,CA,Nicolas Dumulong,0,0,D,25,0,1,1,51,-3,0,0,0,0,0.04,0.04
452,16,CA,Callum Booth,0,0,G,25,0,1,1,0,,0,0,0,0,0.04,0.04
453,19,CA,Kevin Darveau,0,0,G,23,0,1,1,8,,0,0,0,0,0.043,0.043
454,17,CA,Jared Henry,0,0,D,22,0,1,1,6,2,0,0,0,0,0.045,0.045
455,18,US,Joe Fleschler,0,0,G,20,0,1,1,2,,0,0,0,0,0.05,0.05
456,19,CA,Guillaume Decelles,0,0,G,19,0,1,1,4,,0,0,0,0,0.053,0.053
457,16,CA,Gabriel Fontaine,0,0,F,17,0,1,1,6,-6,0,0,0,0,0.059,0.059
458,18,CA,Joey Bernard,0,0,F,14,0,1,1,21,-3,0,0,0,0,0.071,0.071
459,17,US,Chad Pietroniro,0,0,F,7,0,1,1,7,-1,0,0,0,0,0.143,0.143
460,17,CA,Zachary Beaudoin,0,0,F,7,0,1,1,6,-2,0,0,0,0,0.143,0.143
461,18,CZ,Alex Pisarik,0,0,D,7,0,1,1,0,-2,0,0,0,0,0.143,0.143
462,17,CA,Charles-Olivier Lajoie,0,0,G,6,0,1,1,0,,0,0,0,0,0.167,0.167
463,17,CA,Colin MacSween,0,0,F,6,0,1,1,2,0,0,0,0,0,0.167,0.167
464,16,CA,Emanuel Aucoin,0,0,F,6,0,1,1,2,-1,0,0,0,0,0.167,0.167
465,16,CA,Maxime Fortier,0,0,F,3,0,1,1,0,-3,0,0,0,0,0.333,0.333
466,17,CA,Justin Samson,0,0,F,3,0,1,1,2,1,0,0,0,0,0.333,0.333
467,17,CA,Xavier St. Pierre,0,0,D,3,0,1,1,2,1,0,0,0,0,0.333,0.333
468,19,CA,Cole Hutchinson,0,0,D,3,0,1,1,7,1,0,0,0,0,0.333,0.333
469,18,CA,Sheehan Kirkwood,0,0,D,3,0,1,1,2,2,0,0,0,0,0.333,0.333
470,16,CA,Philippe Chamberland,0,0,F,2,0,1,1,0,0,0,0,0,0,0.5,0.5
471,17,CA,Lee Dower,0,0,D,2,0,1,1,0,1,0,0,0,0,0.5,0.5
472,16,CA,Felix Gagnon,0,0,F,2,0,1,1,0,1,0,0,0,0,0.5,0.5
473,19,CA,Sebastien Auger,0,0,G,55,0,0,0,12,,0,0,0,0,0,0
474,18,CA,Zachary Fucale,0,0,G,50,0,0,0,2,,0,0,0,0,0,0
475,16,CA,Trevor Stacey,0,0,F,50,0,0,0,137,-10,0,0,0,0,0,0
476,16,CA,Julien Carignan-Labbe,0,0,D,49,0,0,0,52,6,0,0,0,0,0,0
477,18,CA,Eric Brassard,0,0,G,32,0,0,0,2,,0,0,0,0,0,0
478,18,CA,Mathieu Leclerc,0,0,D,30,0,0,0,28,-6,0,0,0,0,0,0
479,17,CA,Mason McDonald,0,0,G,29,0,0,0,0,,0,0,0,0,0,0
480,17,CA,Keven Bouchard,0,0,G,27,0,0,0,0,,0,0,0,0,0,0
481,20,CA,Maxime Lagace,0,0,G,26,0,0,0,2,,0,0,0,0,0,0
482,18,CA,Justin Vachon,0,0,F,26,0,0,0,42,-8,0,0,0,0,0,0
483,17,CA,Gabriel D'Astous-Moreau,0,0,D,19,0,0,0,6,-3,0,0,0,0,0,0
484,17,CA,Gabriel Parent,0,0,G,17,0,0,0,0,,0,0,0,0,0,0
485,17,CA,Antoine Landry,0,0,G,15,0,0,0,2,,0,0,0,0,0,0
486,17,CA,Bruno Cheff,0,0,F,15,0,0,0,8,-3,0,0,0,0,0,0
487,17,CA,Samuel Montembeault,0,0,G,14,0,0,0,0,,0,0,0,0,0,0
488,17,CA,Antoine Pouliot,0,0,D,14,0,0,0,2,2,0,0,0,0,0,0
489,18,CA,Chase Marchand,0,0,G,12,0,0,0,0,,0,0,0,0,0,0
490,16,CA,Alexandre Alain,0,0,F,12,0,0,0,0,-5,0,0,0,0,0,0
491,17,CA,Guillaume Vien,0,0,D,10,0,0,0,6,0,0,0,0,0,0,0
492,18,CA,Michael Poirier,0,0,D,10,0,0,0,6,-3,0,0,0,0,0,0
493,17,CA,Jason Rioux,0,0,G,9,0,0,0,2,,0,0,0,0,0,0
494,16,CA,Jeffrey Truchon-Viel,0,0,F,8,0,0,0,2,0,0,0,0,0,0,0
495,16,CA,Olivier Tremblay,0,0,G,8,0,0,0,2,,0,0,0,0,0,0
496,18,CA,Steven Veilleux,0,0,G,8,0,0,0,2,,0,0,0,0,0,0
497,16,CA,Maxime Baillargeon,0,0,D,8,0,0,0,5,-2,0,0,0,0,0,0
498,18,CA,Jessy Morin,0,0,F,8,0,0,0,14,0,0,0,0,0,0,0
499,17,CA,Gael-Mukeba Lubwele,0,0,F,7,0,0,0,6,0,0,0,0,0,0,0
500,17,CZ,Lukas Sladkovsky,0,0,F,7,0,0,0,4,-1,0,0,0,0,0,0
501,18,CA,Alexander Snow,0,0,F,6,0,0,0,2,-1,0,0,0,0,0,0
502,17,CA,Samuel Thibault,0,0,D,5,0,0,0,4,2,0,0,0,0,0,0
503,18,US,Graham Hunt,0,0,G,5,0,0,0,0,,0,0,0,0,0,0
504,16,CA,Yvan-Gabriel Mongo,0,0,F,5,0,0,0,0,-1,0,0,0,0,0,0
505,16,CA,Brandon Worthen,0,0,D,5,0,0,0,0,-1,0,0,0,0,0,0
506,16,CA,Alexandre Drapeau,0,0,D,5,0,0,0,2,-4,0,0,0,0,0,0
507,17,CA,Olivier Bibeau,0,0,D,5,0,0,0,0,-1,0,0,0,0,0,0
508,17,CA,Francis Ouellet,0,0,F,5,0,0,0,0,-1,0,0,0,0,0,0
509,16,CA,Charlie Roy,0,0,D,4,0,0,0,0,2,0,0,0,0,0,0
510,18,CA,Malik Johnson,0,0,F,4,0,0,0,7,-3,0,0,0,0,0,0
511,16,CA,Philippe Pelletier-Leblanc,0,0,F,4,0,0,0,0,0,0,0,0,0,0,0
512,16,CA,Jean-Christophe Beaudin,0,0,F,4,0,0,0,0,0,0,0,0,0,0,0
513,16,FR,Charles-Anthony Poulin,0,0,F,4,0,0,0,2,-1,0,0,0,0,0,0
514,17,CA,Shawn Morgan,0,0,D,4,0,0,0,0,0,0,0,0,0,0,0
515,16,CA,Marc-Andre Gauvreau,0,0,D,3,0,0,0,0,0,0,0,0,0,0,0
516,16,CA,Olivier Schingh-Gomez,0,0,F,3,0,0,0,5,0,0,0,0,0,0,0
517,18,CA,Michael Fratangelo,0,0,D,3,0,0,0,2,3,0,0,0,0,0,0
518,16,CA,Alexandre Jacob,0,0,F,3,0,0,0,0,1,0,0,0,0,0,0
519,16,CA,Pascal Aquin,0,0,F,3,0,0,0,2,1,0,0,0,0,0,0
520,17,CA,Vincent Roy,0,0,D,3,0,0,0,6,1,0,0,0,0,0,0
521,17,CA,Mathieu Amyot,0,0,D,3,0,0,0,2,2,0,0,0,0,0,0
522,17,CA,Joel Giguere,0,0,F,3,0,0,0,7,0,0,0,0,0,0,0
523,18,CA,Alex Bradley,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
524,17,CA,Tanner McCabe,0,0,D,3,0,0,0,2,-1,0,0,0,0,0,0
525,17,CA,Samuel Jutras,0,0,F,3,0,0,0,2,-1,0,0,0,0,0,0
526,17,CA,Tyler Whiffen,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
527,18,CA,Alex St. Pierre,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
528,16,CA,Francis Lavallee,0,0,G,2,0,0,0,2,,0,0,0,0,0,0
529,16,CA,Matt Paul,0,0,D,2,0,0,0,0,2,0,0,0,0,0,0
530,16,US,Matthew Boucher,0,0,F,2,0,0,0,4,-2,0,0,0,0,0,0
531,18,CA,Philippe Raymond,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
532,17,CA,Sacha Guay,0,0,D,2,0,0,0,0,1,0,0,0,0,0,0
533,18,CA,Shane MacDonald,0,0,D,2,0,0,0,5,-2,0,0,0,0,0,0
534,17,CA,Guillaume Archambault,0,0,F,2,0,0,0,4,1,0,0,0,0,0,0
535,16,CA,Mathieu Nadeau,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
536,17,CA,Martin-Olivier Cardinal,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
