id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,lmt_prob,LeafNode
18597,"Brandon Burlon",18,Canada,CAN,72,190,D,2008,52,57,32,7,17,24,41,0,12,2,6,8,10,0,0,0,no,0.5939189116266275,4
15018,"David Toews",18,Canada,CAN,70,181,C,2008,66,71,51,44,56,100,20,0,0,0,0,0,0,0,0,0,no,0.5889714571922473,4
8474602,"Justin Schultz",18,CAN,CAN,74,193,D,2008,43,56,57,9,31,40,28,0,11,3,5,8,4,0,203,4587,yes,0.5844957647893937,4
8474575,"Colten Teubert",18,CAN,CAN,76,195,D,2008,13,27,73,7,17,24,165,0,6,1,4,5,6,-3,24,303,yes,0.5836204973126871,4
8474679,"Gustav Nyquist",19,SWE,EURO,71,184,R,2008,121,149,24,11,20,31,20,0,7,5,5,10,6,0,179,2803,yes,0.583283606738301,4
8474013,"Ian Cole",18,USA,USA,73,219,D,2007,18,81,65,12,19,31,70,0,0,0,0,0,0,0,113,1831,yes,0.5814144527378108,4
8474012,"John Albert",18,USA,USA,71,190,C,2007,175,122,63,13,27,40,16,0,0,0,0,0,0,0,9,46,yes,0.5771833130823479,4
8474610,"Zac Dalpe",19,CAN,CAN,74,199,C,2008,45,26,46,27,36,63,14,0,15,8,9,17,4,0,117,981,yes,0.5716407630053317,4
8474730,"Jonas Holos",21,NOR,EURO,71,196,D,2008,170,NULL,40,2,20,22,67,0,6,1,0,1,2,0,39,704,yes,0.5690459754424153,4
8474581,"Jake Gardiner",18,USA,USA,74,200,D,2008,17,22,35,28,35,63,14,0,0,0,0,0,0,0,246,5206,yes,0.5542347828567017,4
8474062,"Riley Nash",18,CAN,CAN,73,200,C,2007,21,64,55,38,46,84,87,0,11,4,7,11,31,0,110,1388,yes,0.5522891645870239,4
8474613,"Derek Stepan",18,USA,USA,72,196,C,2008,51,72,60,44,67,111,22,0,0,0,0,0,0,0,362,6620,yes,0.5520726934005175,4
14401,"Drew Mackenzie",19,USA,USA,74,203,D,2007,209,70,24,3,13,16,0,0,0,0,0,0,0,0,0,0,no,0.5482926285792962,4
18746,"Matt Marshall",19,USA,USA,73,201,C,2007,150,63,27,14,10,24,8,0,0,0,0,0,0,0,0,0,no,0.5444108190183508,4
3707,"Emil Sandin",20,Sweden,EURO,70,185,L,2008,199,NULL,47,10,29,39,50,0,7,1,4,5,8,0,0,0,no,0.5440844674325805,4
8474032,"Nick Petrecki",18,USA,USA,75,230,D,2007,28,21,54,11,14,25,177,0,5,0,0,0,10,0,1,12,yes,0.5365285514909963,4
8474090,"Brendan Smith",18,CAN,CAN,74,211,D,2007,27,68,39,12,24,36,90,0,16,6,14,20,30,0,119,2150,yes,0.534144073061518,4
8474001,"TJ Galiardi",19,CAN,CAN,74,185,L,2007,55,31,33,14,17,31,30,0,0,0,0,0,0,0,283,4321,yes,0.533712047692235,4
12529,"Louie Caporusso",18,Canada,CAN,69,185,C,2007,90,121,37,23,27,50,45,0,20,14,19,33,14,0,0,0,no,0.5236968050520846,4
8474125,"Carl Gunnarsson",21,SWE,EURO,74,197,D,2007,194,NULL,51,4,10,14,28,0,15,0,4,4,4,0,304,6150,yes,0.5167186645979824,4
20907,"Andrew Glass",18,USA,USA,71,185,L,2007,199,87,18,7,10,17,0,0,0,0,0,0,0,0,0,0,no,0.5126457651078036,4
8474577,"Joe Colborne",18,CAN,CAN,77,221,C,2008,16,30,61,34,61,95,52,0,24,9,12,21,30,0,160,2330,yes,0.5097535441159301,4
8474024,"Jim O'Brien",18,USA,USA,75,195,C,2007,29,38,50,10,12,22,63,0,0,0,0,0,0,0,63,718,yes,0.5058852872381903,4
18243,"Taylor Stefishen",18,Canada,CAN,72,185,L,2008,136,73,57,33,48,81,71,0,0,0,0,0,0,0,0,0,no,0.5054520815773835,4
8473997,"Luca Caputi",19,CAN,CAN,75,200,L,2007,111,62,68,27,38,65,66,0,5,2,1,3,0,0,35,453,yes,0.5003497768232895,4
11590,"Casey Pierro-Zabotel",19,Canada,CAN,74,207,C,2007,80,75,55,51,65,116,42,0,7,8,3,11,13,0,0,0,no,0.4973699409025785,4
12509,"Nico Sacchetti",18,USA,USA,72,198,C,2007,50,56,25,38,52,90,22,0,0,0,0,0,0,0,0,0,no,0.49544655727174947,4
19049,"Nathan Condon",18,USA,USA,72,181,C,2008,200,70,47,53,51,104,16,0,0,0,0,0,0,0,0,0,no,0.49478190510932757,4
8473986,"Alex Killorn",18,CAN,CAN,73,196,L,2007,77,55,25,18,14,32,0,0,0,0,0,0,0,0,120,2014,yes,0.493854531619866,4
5507,"Alexander Deilert",19,Sweden,EURO,72,181,D,2008,198,NULL,46,6,12,18,72,0,7,1,2,3,14,0,0,0,no,0.4888191407998336,4
8474727,"Ben Smith",20,USA,USA,71,198,R,2008,169,184,44,25,25,50,12,0,0,0,0,0,0,0,175,2227,yes,0.4871049714218854,4
18599,"Daultan Leveille",18,Canada,CAN,72,185,C,2008,29,89,45,29,27,56,38,0,16,14,16,30,14,0,0,0,no,0.48604288478252755,4
8474009,"Nick Bonino",19,USA,USA,73,196,C,2007,173,89,26,24,42,66,14,0,0,0,0,0,0,0,189,2684,yes,0.4811190752646078,4
12457,"Mike Hoeffel",18,USA,USA,76,209,L,2007,57,22,44,16,7,23,28,0,0,0,0,0,0,0,0,0,no,0.4807287759387212,4
8474192,"Matt Frattin",19,CAN,CAN,72,205,R,2007,99,115,58,49,34,83,75,0,15,5,6,11,10,0,126,1610,yes,0.4804207386852211,4
12537,"Ben Winnett",18,Canada,CAN,71,172,L,2007,104,90,39,27,30,57,58,0,0,0,0,0,0,0,0,0,no,0.4779716046022536,4
8474029,"Cade Fairchild",18,USA,USA,71,190,D,2007,96,189,56,5,28,33,60,0,0,0,0,0,0,0,5,48,yes,0.4724367931637235,4
8474008,"Paul Carey",19,USA,USA,73,198,C,2007,135,100,24,16,11,27,16,0,0,0,0,0,0,0,12,77,yes,0.4700280511679116,4
18885,"Joe Gleason",18,USA,USA,69,181,D,2008,192,188,18,6,26,32,14,0,0,0,0,0,0,0,0,0,no,0.4672482276068423,4
8474176,"Carl Hagelin",19,SWE,EURO,71,186,L,2007,168,NULL,40,24,31,55,42,0,3,1,5,6,20,0,184,2909,yes,0.46516987759344613,4
19060,"Justin Daniels",19,USA,USA,73,176,C,2008,62,102,25,17,37,54,10,0,0,0,0,0,0,0,0,0,no,0.46418751180766976,4
8474673,"TJ Brodie",18,CAN,CAN,73,182,D,2008,114,164,68,4,26,30,73,0,4,0,3,3,2,0,266,5876,yes,0.4615704361135184,4
19066,"Drew Daniels",19,USA,USA,74,192,D,2008,194,113,25,12,36,47,14,0,0,0,0,0,0,0,0,0,no,0.4571403154225441,4
8474683,"Derek Grant",18,CAN,CAN,75,212,C,2008,119,106,57,24,39,63,44,0,12,5,5,10,15,0,25,234,yes,0.44701260226126116,4
18851,"Justin Jokinen",19,USA,USA,75,185,R,2008,101,60,37,26,31,57,58,0,0,0,0,0,0,0,0,0,no,0.4420515587609121,4
8474085,"Johan Harju",21,SWE,EURO,75,210,L,2007,167,NULL,55,12,10,22,30,0,4,2,0,2,4,0,10,85,yes,0.44162293961137844,4
15049,"Max Campbell",19,Canada,CAN,72,187,C,2007,138,103,46,46,49,95,84,0,18,11,9,20,4,0,0,0,no,0.42933195381832423,4
18247,"Brett Hextall",20,USA,USA,70,185,C,2008,159,NULL,54,24,48,72,52,0,0,0,0,0,0,0,0,0,no,0.4227645743324733,4
4613,"Jesper Samuelsson",20,Sweden,EURO,72,179,C,2008,211,NULL,40,20,42,62,73,0,0,0,0,0,0,0,0,0,no,0.4225577255286139,4
19077,"Julien Cayer",19,Canada,CAN,76,201,C,2008,151,77,42,24,32,56,56,0,0,0,0,0,0,0,0,0,no,0.41069900499788753,4
8474715,"Cam Atkinson",19,USA,USA,68,182,R,2008,157,NULL,28,26,37,63,10,0,0,0,0,0,0,0,219,3532,yes,0.4095070788135645,4
14400,"John Lee",18,USA,USA,74,190,D,2007,131,92,53,8,40,48,118,0,9,0,3,3,4,3,0,0,no,0.40716775768473656,4
12559,"Alain Goulet",19,Canada,CAN,75,194,D,2007,159,190,43,10,32,42,34,0,25,5,16,21,32,0,0,0,no,0.40202428898807097,4
8474027,"Justin Braun",20,USA,USA,74,205,D,2007,201,209,39,4,10,14,20,0,0,0,0,0,0,0,217,4045,yes,0.40058422346338207,4
15058,"Joe Stejskal",19,USA,USA,75,207,D,2007,133,95,0,14,20,34,0,0,0,0,0,0,0,0,0,0,no,0.39561890523465626,4
8473994,"Jamie Benn",18,CAN,CAN,74,210,L,2007,129,107,53,42,23,65,78,0,11,5,4,9,12,0,344,6097,yes,0.38226997362566695,4
14382,"Ben Blood",18,USA,USA,76,227,D,2007,120,116,63,11,25,36,144,0,0,0,0,0,0,0,0,0,no,0.3805113702348313,4
8474697,"Mark Borowiecki",19,CAN,CAN,73,216,D,2008,139,NULL,46,2,24,26,80,0,15,1,10,11,22,0,84,1269,yes,0.3759006230229558,4
8474749,"Matt Bartkowski",20,USA,USA,73,196,D,2008,190,NULL,60,4,37,41,135,0,8,1,4,5,10,0,131,2267,yes,0.373227998511802,4
8474705,"Mark Olver",20,CAN,CAN,70,170,C,2008,140,NULL,39,21,17,38,59,0,0,0,0,0,0,0,74,813,yes,0.37274888125922273,4
8474739,"Tommy Wingels",20,USA,USA,72,200,C,2008,177,NULL,42,15,14,29,22,0,0,0,0,0,0,0,232,3552,yes,0.36640113382512485,4
8474166,"Alec Martinez",20,USA,USA,73,212,D,2007,95,NULL,42,9,15,24,40,0,0,0,0,0,0,0,203,3117,yes,0.3657452231167699,4
12540,"Justin Courtnall",18,Canada,CAN,75,185,L,2007,210,181,58,5,9,14,83,0,12,0,2,2,19,0,0,0,no,0.34138866935040524,4
8474143,"Ryan Thang",20,USA,USA,72,194,L,2007,81,NULL,42,20,21,41,22,0,0,0,0,0,0,0,1,9,yes,0.33920623904096264,4
8474743,"Zach Redmond",20,USA,USA,74,208,D,2008,184,NULL,37,6,13,19,33,0,0,0,0,0,0,0,77,1321,yes,0.3302201876681778,4
15031,"Bryan Rufenach",18,Canada,CAN,71,185,D,2007,208,NULL,31,11,21,32,28,0,0,0,0,0,0,0,0,0,no,0.3291367218563613,4
19238,"Mike Bergin",20,Canada,CAN,75,209,D,2008,209,NULL,45,14,27,41,60,0,15,2,5,7,19,0,0,0,no,0.32718620307371477,4
8474744,"Sean Collins",20,CAN,CAN,73,198,C,2008,187,NULL,60,51,64,115,34,0,7,9,4,13,10,0,19,194,yes,0.3167456549765583,4
19239,"Nicholas D'Agostino",18,Canada,CAN,74,203,D,2008,210,NULL,46,5,18,23,22,0,10,0,3,3,8,0,0,0,no,0.3115304169414498,4
18875,"Nicholas Tremblay",20,Canada,CAN,72,190,C,2008,173,NULL,57,51,59,110,67,0,0,0,0,0,0,0,0,0,no,0.30910348444231345,4
14396,"Scott Kishel",18,USA,USA,71,190,D,2007,192,NULL,0,14,34,48,0,0,0,0,0,0,0,0,0,0,no,0.27602520229523253,4
19159,"Greg Burke",18,USA,USA,75,205,L,2008,174,175,40,21,25,46,46,0,0,0,0,0,0,0,0,0,no,0.2718180543083125,4
15035,"Ryan Watson",19,Canada,CAN,73,194,L,2007,191,NULL,37,27,29,56,55,0,9,2,7,9,18,0,0,0,no,0.26967542620717916,4
8474177,"Jon Kalinski",20,CAN,CAN,73,175,L,2007,152,NULL,37,17,10,27,74,0,0,0,0,0,0,0,22,161,yes,0.2639211006737863,4
14385,"Trent Vogelhuber",19,USA,USA,74,185,R,2007,211,NULL,31,10,16,26,24,0,0,0,0,0,0,0,0,0,no,0.2543155224530975,4
12528,"Corbin Mcpherson",19,USA,USA,76,209,D,2007,87,NULL,44,4,10,14,63,0,0,0,0,0,0,0,0,0,no,0.24677637394976315,4
8474709,"Matt Martin",19,CAN,CAN,75,220,L,2008,148,NULL,66,25,13,38,155,0,9,3,3,6,16,0,358,4172,yes,0.23476763709440834,4
8474034,"Patrick Maroon",19,USA,USA,75,227,L,2007,161,208,57,40,55,95,152,0,12,10,13,23,12,0,77,915,yes,0.22244819229879323,4
6912,"William Quist",18,Sweden,EURO,77,203,L,2007,157,NULL,45,16,25,41,90,0,0,0,0,0,0,0,0,0,no,0.21893434128412842,4
12587,"Trevor Nill",18,USA,USA,75,194,C,2007,190,NULL,24,6,10,16,23,0,0,0,0,0,0,0,0,0,no,0.20169810451565606,4
12515,"Will Weber",19,USA,USA,76,227,D,2007,53,NULL,25,18,20,38,104,0,0,0,0,0,0,0,0,0,no,0.18300206767663427,4
