id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,lmt_prob,LeafNode
15112,"Paul Flache",20,Canada,CAN,75,225,D,2002,144,NULL,68,9,35,44,148,-15,0,0,0,0,0,0,0,0,no,0.041184887542137213,2
9574,"Ilya Krikunov",18,Russia,EURO,71,179,L,2002,223,52,61,18,24,42,38,-1,0,0,0,0,0,0,0,0,no,0.041117765615276226,2
10333,"Anthony Aquino",19,Italy,EURO,70,203,R,2001,92,77,38,17,25,42,22,-7,0,0,0,0,0,0,0,0,no,0.03971300563844957,2
9606,"Petr Puncochar",18,"Czech Rep.",EURO,72,207,D,2001,186,45,46,9,8,17,18,-6,0,0,0,0,0,0,0,0,no,0.03947174789180135,2
15303,"Eric Lundberg",19,USA,USA,75,201,D,2002,94,68,36,0,9,9,26,-2,0,0,0,0,0,0,0,0,no,0.03755593852800582,2
13655,"Jan Holub",18,"Czech Rep.",EURO,75,216,D,2001,197,38,38,0,3,3,42,-9,0,0,0,0,0,0,0,0,no,0.03582580342873094,2
882,"Simon Skoog",18,Sweden,EURO,75,231,D,2001,283,107,49,2,3,5,50,-3,0,0,0,0,0,0,0,0,no,0.03543052570478586,2
59304,"Sergei Shemetov",18,Russia,EURO,73,198,L,2002,258,41,43,6,8,14,76,-4,0,0,0,0,0,0,0,0,no,0.03424797773935566,2
58479,"Alexei Stonkus",18,Russia,EURO,72,192,D,2002,189,29,55,5,7,12,52,-13,0,0,0,0,0,0,0,0,no,0.034221694338020456,2
58471,"Francois Caron",18,Canada,CAN,75,207,D,2002,261,85,68,3,17,20,99,-33,0,0,0,0,0,0,0,0,no,0.03356155341105496,2
58,"Per Mars",19,Sweden,EURO,75,216,C,2001,87,NULL,29,6,6,12,60,-2,5,1,1,2,4,0,0,0,no,0.030394938474023043,2
17967,"Kyle Bruce",18,Canada,CAN,72,192,R,2001,231,78,68,8,8,16,193,-26,0,0,0,0,0,0,0,0,no,0.03000652055286935,2
9575,"Igor Ignatushkin",18,Russia,EURO,72,194,C,2002,242,80,60,5,16,21,28,-12,0,0,0,0,0,0,0,0,no,0.029277779861781827,2
9391,"Neil Komadoski",19,USA,USA,74,203,D,2001,81,83,30,2,5,7,106,-8,0,0,0,0,0,0,0,0,no,0.029210690569756382,2
74,"Niklas Eckerblom",18,Sweden,EURO,73,209,R,2002,204,91,32,15,6,21,34,-2,0,0,0,0,0,0,0,0,no,0.027390613725397847,2
52860,"Josh Morrow",19,Canada,CAN,73,207,D,2002,203,NULL,76,10,27,37,199,-18,0,0,0,0,0,0,0,0,no,0.0268311328738864,2
15030,"Alexei Glukhov",18,Russia,EURO,76,225,C,2002,286,47,3,0,0,0,0,-2,3,0,0,0,0,0,0,0,no,0.02656020620218444,2
58785,"Jaroslav Sklenar",19,"Czech Rep.",EURO,73,172,R,2001,183,65,46,14,15,29,26,-10,0,0,0,0,0,0,0,0,no,0.02562580461403708,2
17852,"Matt Suderman",18,Canada,CAN,75,236,D,2001,199,NULL,70,1,8,9,116,-17,0,0,0,0,0,0,0,0,no,0.02517248872271483,2
13657,"Tomas Troliga",18,Slovakia,EURO,77,225,L,2002,89,78,14,1,3,4,31,-4,0,0,0,0,0,0,0,0,no,0.024913595332150044,2
12237,"Krisjanis Redlihs",21,Latvia,EURO,74,176,D,2002,154,NULL,77,2,13,15,26,-1,3,2,2,4,0,0,0,0,no,0.022710769650439305,2
27586,"Marian Havel",18,"Czech Rep.",EURO,72,185,C,2002,179,65,67,17,16,33,83,-44,0,0,0,0,0,0,0,0,no,0.02221905360202869,2
14562,"Patrick Jarrett",18,Canada,CAN,71,181,C,2002,138,100,47,6,24,30,24,-17,0,0,0,0,0,0,0,0,no,0.021891887900952117,2
28376,"Marc-Andre Roy",19,Canada,CAN,74,218,L,2002,214,NULL,58,0,1,1,432,-4,5,0,0,0,0,0,0,0,no,0.02160442411935186,2
41870,"Robin Kovar",18,"Czech Rep.",EURO,73,196,C,2002,123,75,35,5,10,15,18,-13,0,0,0,0,0,0,0,0,no,0.02118284130344874,2
7960,"Juris Stals",19,Latvia,EURO,75,201,C,2001,269,NULL,51,23,27,50,28,-5,3,1,0,1,0,0,0,0,no,0.020897108027241155,2
15320,"Garett Bembridge",20,Canada,CAN,72,163,R,2001,207,NULL,79,39,40,79,40,-35,0,0,0,0,0,0,0,0,no,0.020171870962059017,2
12453,"Vitali Atyushov",23,Russia,EURO,74,192,D,2002,276,NULL,51,4,7,11,64,-15,0,0,0,0,0,0,0,0,no,0.019878059021223908,2
13649,"Frantisek Skladany",19,Slovakia,EURO,72,183,R,2001,143,103,35,4,5,9,4,-1,0,0,0,0,0,0,0,0,no,0.018869665386121618,2
284,"Christian Soderstrom",22,Sweden,EURO,72,192,L,2002,262,NULL,48,8,8,16,16,-14,0,0,0,0,0,0,0,0,no,0.017383460532395305,2
17972,"Ryan Bowness",18,Canada,CAN,74,201,R,2001,236,NULL,52,5,10,15,51,-1,9,0,2,2,0,0,0,0,no,0.016870441723688897,2
11718,"Ned Havern",20,USA,USA,77,201,L,2002,273,NULL,38,6,6,12,10,-12,0,0,0,0,0,0,0,0,no,0.01517550928604867,2
58428,"John Toffey",20,USA,USA,75,205,C,2002,287,NULL,24,2,3,5,4,-2,0,0,0,0,0,0,0,0,no,0.014509067044773411,2
3218,"Tuomas Mikkonen",19,Finland,EURO,74,203,L,2002,243,NULL,29,6,11,17,29,-1,4,0,2,2,0,0,0,0,no,0.012859614128699057,2
15684,"Taylor Christie",19,Canada,CAN,75,209,D,2002,195,NULL,37,0,2,2,40,-13,0,0,0,0,0,0,0,0,no,0.012858906323327044,2
1345,"Per Braxenholm",19,Sweden,EURO,74,227,D,2002,283,NULL,16,0,1,1,4,-2,0,0,0,0,0,0,0,0,no,0.012351742324486239,2
13392,"Greg Hogeboom",20,Canada,CAN,72,179,R,2002,152,NULL,36,14,9,23,22,-12,0,0,0,0,0,0,0,0,no,0.011872931486797805,2
15023,"Ryan Murphy",19,USA,USA,71,185,R,2002,185,NULL,35,7,7,14,16,-1,0,0,0,0,0,0,0,0,no,0.011701967177214393,2
40942,"Kirill Sidorenko",19,Russia,EURO,76,196,R,2002,180,NULL,45,9,3,12,16,-18,0,0,0,0,0,0,0,0,no,0.009983969280532995,2
58284,"Anton Kadeykin",18,Russia,EURO,75,205,D,2002,51,NULL,41,2,2,4,62,-8,0,0,0,0,0,0,0,0,no,0.009859278610949672,2
14513,"Adrian Foster",19,Canada,CAN,72,205,C,2001,28,NULL,5,0,5,5,4,-1,0,0,0,0,0,0,0,0,no,0.009837795332664963,2
547,"Marcus Paulsson",18,Sweden,EURO,74,198,L,2002,149,NULL,45,2,4,6,47,-8,0,0,0,0,0,0,0,0,no,0.009531867794145051,2
13528,"Oleg Minakov",18,Russia,EURO,74,198,R,2001,216,NULL,25,0,3,3,6,-6,0,0,0,0,0,0,0,0,no,0.007368913314024775,2
