id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,lmt_prob,LeafNode
8474100,"Dwight King",18,CAN,CAN,76,229,L,2007,109,104,100,17,36,53,141,10,0,0,0,0,0,0,157,2222,yes,0.5222133638104295,5
19047,"Geordie Wudrick",18,Canada,CAN,75,223,L,2008,88,69,66,20,24,44,72,10,12,5,2,7,6,4,0,0,no,0.5209077530219863,5
8474145,"Robert Bortuzzo",18,CAN,CAN,76,221,D,2007,78,48,63,2,12,14,67,15,9,1,2,3,8,-1,75,1099,yes,0.518141867343088,5
12527,"Brett Sonne",18,Canada,CAN,72,201,C,2007,85,94,71,21,9,30,65,3,18,5,1,6,22,-2,0,0,no,0.5170030075125307,5
8474605,"Patrick Wiercioch",18,CAN,CAN,77,202,D,2008,42,119,40,3,18,21,24,12,14,2,9,11,22,1,159,2648,yes,0.5152859425043923,5
12176,"Blake Kessel",18,USA,USA,74,209,D,2007,166,99,59,11,27,38,38,12,9,1,5,6,8,0,0,0,no,0.510021521693305,5
8474063,"Mark Katic",18,CAN,CAN,70,191,D,2007,62,59,74,5,36,41,31,8,4,1,3,4,8,-1,11,181,yes,0.5042841009199828,5
19041,"Eric Mestery",18,Canada,CAN,76,194,D,2008,57,63,71,2,14,16,65,9,16,2,1,3,10,0,0,0,no,0.5003179928500163,5
8474052,"Chris Terry",18,CAN,CAN,70,195,L,2007,132,175,68,22,44,66,98,18,20,8,10,18,21,8,13,150,yes,0.49756521383757185,5
8474586,"Jordan Eberle",18,CAN,CAN,71,184,C,2008,22,24,77,46,39,85,20,5,5,2,4,6,7,-2,356,6607,yes,0.49622817491460164,5
19046,"Joel Champagne",18,Canada,CAN,76,218,C,2008,129,87,70,18,22,40,45,1,6,1,1,2,6,-2,0,0,no,0.4950072819669564,5
12401,"Danick Paquette",18,Canada,CAN,72,207,R,2008,64,41,63,29,13,42,213,8,5,1,2,3,30,-1,0,0,no,0.49437830658143833,5
8474590,"John Carlson",18,USA,USA,75,215,D,2008,27,19,59,12,31,43,72,11,4,1,0,1,0,2,398,8988,yes,0.48861832137334427,5
8474587,"Greg Nemisz",18,CAN,CAN,75,197,R,2008,25,25,68,34,33,67,52,28,5,2,1,3,8,-4,15,100,yes,0.48694956035269377,5
8474135,"Brett Bellemore",19,CAN,CAN,76,225,D,2007,162,NULL,50,0,12,12,50,48,20,0,5,5,28,12,72,1228,yes,0.4799588462754273,5
8474609,"Luke Adam",18,CAN,CAN,74,207,C,2008,44,66,70,36,30,66,72,9,6,3,5,8,8,-1,90,1070,yes,0.47748761887479824,5
8474625,"Jimmy Hayes",19,USA,USA,77,215,R,2008,60,65,58,8,24,32,30,15,8,4,5,9,8,5,168,2153,yes,0.47426810749936554,5
8474066,"Thomas Hickey",18,CAN,CAN,72,189,D,2007,4,26,68,9,41,50,70,15,11,3,4,7,4,-4,121,2204,yes,0.4720210764198745,5
8473992,"Justin Falk",19,CAN,CAN,77,222,D,2007,110,74,62,3,12,15,88,11,6,0,0,0,8,-1,129,1975,yes,0.4672741377464368,5
19044,"Matt Delahey",19,Canada,CAN,73,212,D,2008,112,50,68,3,16,19,68,7,6,0,3,3,6,-9,0,0,no,0.46690144528935373,5
19048,"Samuel Groulx",18,Canada,CAN,74,194,D,2008,92,161,70,5,20,25,100,5,11,0,3,3,14,0,0,0,no,0.4621278505420893,5
8474612,"Travis Hamonic",18,CAN,CAN,74,205,D,2008,53,54,68,6,19,25,107,7,6,0,1,1,6,-4,323,7339,yes,0.4612006813916621,5
14091,"James Livingston",18,Canada,CAN,73,192,R,2008,70,42,68,21,23,44,135,10,14,2,3,5,14,-1,0,0,no,0.46105703006030385,5
8474095,"Dana Tyrell",18,CAN,CAN,70,192,C,2007,47,15,72,30,26,56,51,4,15,1,6,7,4,-2,132,1495,yes,0.4572342377563042,5
8474691,"Philippe Cornet",18,CAN,CAN,72,196,L,2008,133,31,61,23,26,49,24,14,9,3,3,6,6,-2,2,21,yes,0.4568484593875528,5
18598,"Adam Comrie",18,USA,USA,76,220,D,2008,80,81,58,10,18,28,90,17,4,0,0,0,4,-7,0,0,no,0.45581126837819347,5
8474089,"Brad Malone",18,CAN,CAN,74,207,C,2007,105,57,57,14,19,33,134,6,8,3,1,4,24,4,54,421,yes,0.45557978979073604,5
8474157,"Max Pacioretty",19,USA,USA,74,215,L,2007,22,16,60,21,42,63,119,20,7,4,6,10,10,2,319,5194,yes,0.45484160915233646,5
8474585,"Tyler Cuma",18,CAN,CAN,73,194,D,2008,23,15,66,5,31,36,75,4,4,1,1,2,2,-4,1,11,yes,0.45352285437351314,5
17516,"Jacob Lagace",18,Canada,CAN,70,201,C,2008,134,34,74,24,41,65,50,26,6,3,2,5,7,0,0,0,no,0.4511621400971906,5
19177,"Jean-Sebastien Berube",18,Canada,CAN,76,209,L,2008,205,124,64,12,12,24,118,18,17,1,3,4,16,0,0,0,no,0.4495570183283062,5
8474002,"Colby Cohen",18,USA,USA,74,200,D,2007,45,25,53,13,47,60,110,5,4,0,0,0,2,-6,3,53,yes,0.44774293630755246,5
8474674,"James Wright",18,CAN,CAN,76,210,C,2008,117,43,60,13,23,36,21,4,6,1,0,1,2,-3,146,1567,yes,0.44560950165230745,5
8474642,"Lance Bouma",18,CAN,CAN,74,208,C,2008,78,52,71,12,23,35,93,10,10,0,1,1,8,-2,199,2443,yes,0.44129310855130854,5
13812,"Brett Leffler",18,Canada,CAN,72,198,R,2007,125,117,69,13,13,26,114,5,10,2,0,2,14,-5,0,0,no,0.4377897498582894,5
8474250,"Zack Smith",20,CAN,CAN,74,208,C,2008,79,NULL,72,22,47,69,136,31,18,5,6,11,29,0,319,4418,yes,0.4321775667941556,5
14011,"Justin Taylor",18,Canada,CAN,71,181,C,2007,180,NULL,68,26,44,70,54,4,16,4,6,10,17,7,0,0,no,0.43102380490985154,5
8474030,"Aaron Palushaj",18,USA,USA,72,187,R,2007,44,101,56,22,45,67,62,5,8,6,5,11,6,1,68,615,yes,0.42887832766508055,5
8474137,"Drayson Bowman",18,USA,USA,73,195,L,2007,72,36,61,24,19,43,55,1,6,2,5,7,4,-3,176,1985,yes,0.4288781249182158,5
8474698,"Brent Regner",19,CAN,CAN,71,189,D,2008,137,NULL,72,8,39,47,45,11,10,0,10,10,10,5,0,0,no,0.4197335254530878,5
8474094,"Matt Halischuk",19,CAN,CAN,72,180,R,2007,117,164,67,33,33,66,20,11,9,4,1,5,10,0,203,2281,yes,0.4195737968942736,5
8474616,"Patrice Cormier",18,CAN,CAN,74,215,C,2008,54,82,51,18,23,41,84,11,9,4,5,9,10,2,50,366,yes,0.41907466999333576,5
11695,"Taylor Ellington",19,Canada,CAN,74,209,D,2007,33,39,60,5,8,13,65,5,6,1,0,1,2,-5,0,0,no,0.41795251276337675,5
13497,"Kelsey Tessier",18,Canada,CAN,69,179,C,2008,110,33,68,36,45,81,73,19,11,8,7,15,10,0,0,0,no,0.4175527318143882,5
8474638,"Andrew Campbell",20,CAN,CAN,76,205,D,2008,74,NULL,68,13,22,35,64,20,14,2,3,5,13,13,36,617,yes,0.4159027098609924,5
15519,"Max Nicastro",18,USA,USA,74,190,D,2008,91,117,58,6,14,20,78,7,7,1,2,3,12,2,0,0,no,0.4157582375529027,5
11058,"Mitch Fadden",19,Canada,CAN,72,201,C,2007,107,51,71,36,48,84,54,9,0,0,0,0,0,0,0,0,no,0.4141467673593223,5
12516,"Drew Schiestel",18,Canada,CAN,73,198,D,2007,59,124,66,6,15,21,40,13,5,0,6,6,2,3,0,0,no,0.4120123846196475,5
15531,"Steve Quailer",19,USA,USA,76,209,R,2008,86,127,60,19,30,49,55,16,4,1,2,3,4,2,0,0,no,0.4101696488720307,5
11241,"Anthony Nigro",18,Canada,CAN,71,190,C,2008,155,76,67,24,24,48,65,1,10,2,3,5,7,-1,0,0,no,0.40809051442519617,5
18596,"Corey Fienhage",18,USA,USA,75,216,D,2008,81,61,48,9,12,21,88,5,2,0,0,0,0,0,0,0,no,0.4079096744696132,5
8474716,"Jared Spurgeon",19,CAN,CAN,69,164,D,2008,156,144,69,12,31,43,19,36,25,0,6,6,16,7,295,6159,yes,0.40656368203968507,5
8474668,"Dale Weise",20,CAN,CAN,74,206,R,2008,111,NULL,53,29,22,51,84,8,12,7,6,13,20,4,258,2475,yes,0.4053882833282118,5
17504,"Danny Kristo",18,USA,USA,72,194,R,2008,56,40,64,25,21,46,53,7,0,0,0,0,0,0,0,0,no,0.4042114616876247,5
8474076,"John Negrin",18,CAN,CAN,74,195,D,2007,70,85,50,1,16,17,59,11,7,0,2,2,8,2,3,30,yes,0.4023293569171769,5
19075,"Harry Young",19,Canada,CAN,76,216,D,2008,202,97,68,2,12,14,155,13,5,0,1,1,8,-4,0,0,no,0.4019482912022193,5
11459,"Theo Ruth",18,USA,USA,72,205,D,2007,46,32,55,8,18,26,78,7,0,0,0,0,0,0,0,0,no,0.40165406100502793,5
11669,"Jordan Bendfeld",20,Canada,CAN,75,245,D,2008,193,NULL,72,6,19,25,160,8,5,0,2,2,2,-1,0,0,no,0.40038424558667607,5
8474589,"Tyler Ennis",19,CAN,CAN,69,175,C,2008,26,17,70,43,48,91,42,11,5,0,4,4,6,-2,345,6051,yes,0.3978847301396159,5
8474598,"Nicolas Deschamps",18,CAN,CAN,72,173,C,2008,35,28,77,27,43,70,65,16,6,2,3,5,6,0,3,20,yes,0.3961245170360865,5
8474641,"Adam Henrique",18,CAN,CAN,72,195,C,2008,82,47,66,20,24,44,28,17,5,2,3,5,4,-4,269,4845,yes,0.39461739528235035,5
8474096,"Nick Spaling",19,CAN,CAN,73,198,C,2007,58,24,61,23,36,59,41,24,9,2,3,5,4,-1,297,4430,yes,0.3840514418300778,5
8474603,"Eric O'Dell",18,CAN,CAN,73,200,C,2008,39,NULL,67,38,54,92,39,12,0,0,0,0,0,0,41,373,yes,0.3834863852154306,5
14504,"Colin Long",19,USA,USA,71,190,C,2008,99,NULL,72,31,69,100,41,22,7,2,10,12,6,-1,0,0,no,0.37850217303913924,5
8474659,"Matt Donovan",18,USA,USA,73,205,D,2008,96,NULL,59,12,18,30,41,19,3,0,1,1,4,0,67,1206,yes,0.37771049366811466,5
17517,"Corey Trivino",18,Canada,CAN,73,190,C,2008,36,46,46,23,53,76,24,6,0,0,0,0,0,0,0,0,no,0.3721596808813011,5
15590,"Prab Rai",19,Canada,CAN,71,190,R,2008,131,NULL,72,20,45,65,21,31,11,2,4,6,4,4,0,0,no,0.3706960670229131,5
11662,"Jordan Knackstedt",19,Canada,CAN,75,201,R,2007,189,98,72,23,33,56,98,19,0,0,0,0,0,0,0,0,no,0.36988581934911935,5
19058,"Matt Tassone",19,Canada,CAN,74,209,C,2008,176,108,60,19,17,36,111,16,12,3,5,8,12,5,0,0,no,0.3696798526636978,5
19074,"Samuel Morneau",18,Canada,CAN,70,190,C,2008,195,92,68,23,19,42,54,16,5,0,1,1,8,0,0,0,no,0.36595981243368547,5
8474731,"Justin DiBenedetto",20,CAN,CAN,72,198,C,2008,175,NULL,58,39,54,93,61,12,9,3,7,10,12,-1,8,72,yes,0.365744391582417,5
9289,"Mikhail Stefanovich",19,Belarus,EURO,74,214,R,2008,98,16,68,35,35,70,34,2,11,4,4,8,10,0,0,0,no,0.36424240671628144,5
17494,"Ryan Hegarty",18,USA,USA,72,207,D,2008,113,NULL,62,7,19,26,64,12,0,0,0,0,0,0,0,0,no,0.35316060873348676,5
11465,"Vinny Saponari",18,USA,USA,72,196,R,2008,94,122,65,13,29,42,82,14,0,0,0,0,0,0,0,0,no,0.3526649197365172,5
13603,"Dan Gendur",20,Canada,CAN,71,205,R,2007,206,NULL,61,22,27,49,62,20,12,4,4,8,8,-4,0,0,no,0.34606507961231037,5
8474660,"David Warsofsky",18,USA,USA,69,170,D,2008,95,103,63,9,38,47,42,10,0,0,0,0,0,0,10,168,yes,0.3433513834128248,5
11468,"Justin Vaive",18,USA,USA,76,209,L,2007,92,184,56,11,9,20,71,1,0,0,0,0,0,0,0,0,no,0.33728540097369986,5
12162,"Charles-Antoine Messier",19,Canada,CAN,71,165,C,2007,145,83,69,27,21,48,67,15,11,0,3,3,14,1,0,0,no,0.3247489896383897,5
18120,"Scott Winkler",18,Norway,EURO,75,212,R,2008,89,132,75,42,57,99,40,6,0,0,0,0,0,0,0,0,no,0.32407549024665605,5
17501,"Robbie Czarnik",18,USA,USA,72,190,C,2008,63,116,64,22,25,47,52,12,0,0,0,0,0,0,0,0,no,0.31891118140096825,5
11470,"Patrick White",18,USA,USA,73,190,C,2007,25,23,36,22,28,50,26,10,0,0,0,0,0,0,0,0,no,0.3092989914807888,5
12538,"Brett Bruneteau",18,USA,USA,71,194,C,2007,108,NULL,55,12,28,40,55,10,5,0,1,1,6,-1,0,0,no,0.3005035324273833,5
14607,"Brett Morrison",20,Canada,CAN,70,179,C,2007,151,NULL,64,35,55,90,76,12,7,8,8,16,10,0,0,0,no,0.29832141777709176,5
11467,"C.J. Severyn",18,USA,USA,73,185,L,2007,186,105,55,8,11,19,54,3,0,0,0,0,0,0,0,0,no,0.2965931578416809,5
10246,"Harri Ilvonen",19,Finland,EURO,74,194,D,2007,170,21,56,9,23,32,52,10,10,0,2,2,22,-6,0,0,no,0.2930007802712464,5
12460,"Stefan Legein",19,Canada,CAN,70,170,R,2007,37,13,64,43,32,75,115,31,5,3,2,5,0,0,0,0,no,0.2872048281096278,5
12526,"Phil Desimone",20,USA,USA,72,194,C,2007,84,NULL,60,26,47,73,60,13,7,6,6,12,2,4,0,0,no,0.2826566199781164,5
17842,"Joshua Turnbull",19,USA,USA,70,172,C,2007,137,207,60,25,29,54,66,18,9,3,1,4,12,0,0,0,no,0.27437184622347893,5
12522,"Jason Gregoire",18,Canada,CAN,71,190,L,2007,76,145,32,16,20,36,10,28,4,4,0,4,2,-4,0,0,no,0.268134374073645,5
9283,"Vladimir Ruzicka",18,"Czech Rep.",EURO,75,214,C,2007,103,15,60,30,51,81,66,16,4,1,2,3,4,-1,0,0,no,0.26646630277774835,5
11464,"Matt Rust",18,USA,USA,69,194,C,2007,101,167,55,14,19,33,83,3,0,0,0,0,0,0,0,0,no,0.26637517201274225,5
17509,"David Wohlberg",18,USA,USA,73,192,C,2008,172,189,66,22,12,34,91,14,0,0,0,0,0,0,0,0,no,0.2662381290710884,5
18600,"Nick Larson",18,USA,USA,72,190,C,2007,185,109,10,34,32,66,6,3,0,0,0,0,0,0,0,0,no,0.26568625899794346,5
14390,"Andrew Conboy",19,USA,USA,75,190,L,2007,142,149,56,25,25,50,105,17,0,0,0,0,0,0,0,0,no,0.264980010847283,5
8474038,"Paul Byron",18,CAN,CAN,69,160,L,2007,179,NULL,68,21,23,44,46,7,5,5,1,6,2,-4,81,1033,yes,0.2616989175310967,5
8474661,"Michal Jordan",18,CZE,EURO,73,195,D,2008,105,176,66,6,27,33,50,2,4,0,3,3,6,-9,43,658,yes,0.23046478698715972,5
8474607,"Max Sauve",18,FRA,EURO,72,185,C,2008,47,36,77,26,45,71,32,11,4,2,3,5,2,-4,1,4,yes,0.22874077587747085,5
11103,"Ondrej Roman",18,"Czech Rep.",EURO,71,185,C,2007,136,160,86,9,57,66,44,2,6,1,4,5,0,0,0,0,no,0.21415044774635872,5
9301,"Ruslan Bashkirov",18,Russia,EURO,72,198,L,2007,60,35,64,30,37,67,117,11,0,0,0,0,0,0,0,0,no,0.19361850639982287,5
16048,"Matias Sointu",18,Finland,EURO,70,165,L,2008,182,42,72,37,27,64,64,11,5,3,1,4,4,-1,0,0,no,0.18075396213235795,5
15653,"Jani Lajunen",18,Finland,EURO,74,214,C,2008,201,49,46,8,12,20,24,12,3,0,0,0,0,-2,0,0,no,0.17581673546877785,5
3705,"Kristofer Berglund",20,Sweden,EURO,70,181,D,2008,125,14,70,4,31,35,46,11,0,0,0,0,0,0,0,0,no,0.16830356258338017,5
5016,"Nicklas Lasu",19,Sweden,EURO,72,181,C,2008,124,31,52,21,37,58,50,1,8,5,5,10,4,0,0,0,no,0.16672955016167057,5
3415,"Johan Alcen",19,Sweden,EURO,74,194,L,2007,195,164,68,19,33,52,62,14,5,1,1,2,0,0,0,0,no,0.16619757882111538,5
17014,"Eero Elo",18,Finland,EURO,76,203,L,2008,145,NULL,52,16,21,37,48,3,0,0,0,0,0,0,0,0,no,0.1574346304527663,5
13633,"Robert Dietrich",21,Germany,EURO,70,172,D,2007,174,NULL,58,5,21,26,30,6,9,2,4,6,22,3,0,0,no,0.15531389420802122,5
19237,"Patrick Johnson",19,USA,USA,69,159,C,2008,206,NULL,40,8,13,21,36,9,0,0,0,0,0,0,0,0,no,0.14065732147316656,5
2020,"Patrik Zackrisson",20,Sweden,EURO,71,192,C,2007,165,71,52,22,21,43,60,18,0,0,0,0,0,0,0,0,no,0.10881127671335325,5
