"id";"PlayerName";"DraftAge";"country_group";"Height";"Weight";"Position";"DraftYear";"Overall";"CSS_rank";"rs_GP";"rs_G";"rs_A";"rs_P";"rs_PIM";"rs_PlusMinus";"po_GP";"po_G";"po_A";"po_P";"po_PIM";"po_PlusMinus";"sum_7yr_GP";"GP_greater_than_0";"sum_wk_xk";"class_0_prob";"LeafNode"
"58285";"Jakub Hulva";"18";"EURO";"73";"179";"R";"2002";"108";"120";"46";"24";"24";"48";"36";"29";"6";"1";"0";"1";"2";"-1";"0";"no";"13.110144000000002";"0.000002024584579075588";"1"
"58429";"Steven Spencer";"20";"CAN";"75";"218";"D";"2002";"266";"120";"65";"1";"4";"5";"226";"-3";"11";"0";"0";"0";"36";"-2";"0";"no";"12.063754000000005";"0.000005764686620465966";"1"
"58597";"Igor Valeyev";"20";"EURO";"72";"223";"L";"2001";"122";"176";"62";"17";"61";"78";"175";"4";"7";"0";"2";"2";"24";"-2";"0";"no";"11.906325000000002";"0.0000067475455085725855";"1"
"59120";"Dale Sullivan";"18";"CAN";"71";"170";"R";"2001";"265";"133";"72";"8";"14";"22";"31";"-17";"5";"2";"1";"3";"0";"-1";"0";"no";"12.9295";"0.000002425428312568795";"1"
"59121";"Peter Reynolds";"20";"CAN";"74";"190";"D";"2001";"274";"176";"60";"2";"27";"29";"85";"-17";"5";"0";"1";"1";"7";"-2";"0";"no";"12.758132000000002";"0.0000028788061563274652";"1"
"60629";"Randy Copley";"19";"CAN";"74";"216";"L";"1998";"40";"22";"69";"34";"42";"76";"194";"-6";"4";"0";"0";"0";"16";"-2";"0";"no";"11.006967000000001";"0.000016585469361450745";"1"
"60902";"Scott Heffernan";"18";"CAN";"77";"212";"D";"2000";"138";"114";"55";"5";"10";"15";"24";"8";"7";"0";"1";"1";"4";"-2";"0";"no";"12.490873000000002";"0.0000037608078842303615";"1"
"60997";"Jason Maleyko";"20";"CAN";"73";"181";"D";"2000";"188";"211";"63";"5";"27";"32";"108";"-1";"6";"0";"4";"4";"8";"-1";"0";"no";"13.191002000000003";"0.0000018673245614961457";"1"
"61168";"Chris Berti";"19";"CAN";"77";"214";"C";"2000";"204";"116";"62";"8";"11";"19";"131";"4";"7";"1";"0";"1";"13";"-1";"0";"no";"12.320844000000001";"0.0000044578299981277475";"1"
"61176";"Craig Olynick";"18";"CAN";"73";"198";"D";"2000";"218";"88";"65";"1";"9";"10";"120";"-6";"7";"1";"0";"1";"17";"-2";"0";"no";"12.327248000000003";"0.000004429373396560702";"1"
"61191";"Ryan Courtney";"18";"CAN";"75";"205";"C";"2000";"277";"144";"65";"10";"22";"32";"44";"10";"12";"0";"1";"1";"9";"-1";"0";"no";"12.702789000000001";"0.000003042618566896941";"1"
"61675";"Ben Knopp";"18";"CAN";"72";"179";"R";"2000";"69";"42";"72";"30";"30";"60";"101";"-4";"4";"2";"2";"4";"4";"-3";"0";"no";"11.987478000000001";"0.0000062215951966225775";"1"
"64738";"David Kaczowka";"18";"CAN";"74";"231";"L";"1999";"98";"175";"60";"3";"2";"5";"247";"0";"9";"0";"0";"0";"24";"-1";"0";"no";"12.540261000000001";"0.000003579581801537046";"1"
"64739";"Morgan Mccormick";"18";"CAN";"76";"216";"R";"1999";"103";"89";"34";"6";"5";"11";"43";"-10";"5";"0";"0";"0";"13";"-4";"0";"no";"12.113191";"0.000005486629163997488";"1"
"64943";"Anton Borodkin";"18";"EURO";"71";"194";"L";"1999";"238";"131";"71";"8";"29";"37";"98";"2";"12";"0";"1";"1";"8";"-2";"0";"no";"12.397128000000002";"0.000004130417236010135";"1"
"70121";"Jim Baxter";"20";"CAN";"75";"236";"D";"1999";"202";"192";"66";"22";"52";"74";"20";"8";"14";"4";"8";"12";"4";"-2";"0";"no";"11.953661000000002";"0.00000643558742202723";"1"
"78427";"Jonathan Fauteux";"19";"CAN";"74";"231";"D";"1999";"139";"50";"59";"15";"33";"48";"139";"-24";"6";"1";"2";"3";"8";"-5";"0";"no";"11.079940000000002";"0.00001541830036881568";"1"
"78938";"Travis Eagles";"18";"CAN";"76";"194";"R";"1999";"198";"192";"48";"1";"9";"10";"66";"-2";"5";"0";"0";"0";"8";"-3";"0";"no";"13.357139000000002";"0.0000015814940104050032";"1"
"79014";"Bret Dececco";"19";"CAN";"71";"190";"R";"1999";"206";"192";"72";"57";"43";"100";"81";"26";"11";"1";"4";"5";"21";"-3";"0";"no";"12.902469";"0.000002491884037856758";"1"
"79353";"Curtis Rich";"19";"CAN";"76";"201";"D";"1998";"121";"36";"70";"3";"12";"15";"204";"11";"17";"0";"0";"0";"36";"-9";"0";"no";"11.593014000000002";"0.00000923026102020728";"1"
"79360";"Gavin Mcleod";"18";"CAN";"77";"216";"D";"1998";"130";"92";"70";"3";"17";"20";"98";"7";"7";"0";"0";"0";"14";"-3";"0";"no";"12.155599000000002";"0.00000525881806554495";"1"
"79362";"Aaron Goldade";"18";"CAN";"73";"203";"L";"1998";"137";"92";"66";"19";"16";"35";"58";"-4";"16";"0";"2";"2";"22";"-2";"0";"no";"11.878484";"0.000006938042123157811";"1"
"79390";"Rick Bertran";"18";"CAN";"75";"181";"D";"1998";"140";"92";"56";"0";"9";"9";"149";"-12";"6";"0";"0";"0";"11";"-4";"0";"no";"12.644344000000002";"0.0000032257430674390413";"1"
"79394";"Ryan Milanovic";"18";"CAN";"74";"216";"L";"1998";"165";"92";"42";"1";"8";"9";"72";"0";"6";"1";"3";"4";"19";"-1";"0";"no";"11.881342";"0.00000691824164431318";"1"
"79436";"Brett Allan";"18";"CAN";"76";"185";"L";"1998";"174";"37";"68";"17";"9";"26";"42";"6";"12";"1";"2";"3";"2";"-2";"0";"no";"11.895423000000001";"0.0000068215091913704895";"1"
"79444";"B.J. Ketcheson";"18";"CAN";"75";"201";"D";"1998";"176";"92";"58";"3";"4";"7";"99";"-24";"4";"0";"1";"1";"6";"-6";"0";"no";"12.185308000000003";"0.000005104882593762648";"1"
"79453";"Nathan Forster";"18";"CAN";"73";"194";"D";"1998";"179";"92";"68";"1";"12";"13";"153";"11";"5";"0";"1";"1";"8";"-1";"0";"no";"12.558123000000002";"0.0000035162111840666956";"1"
"82977";"Sean Griffin";"18";"CAN";"75";"216";"D";"1998";"210";"92";"63";"0";"6";"6";"97";"4";"12";"0";"0";"0";"13";"-5";"0";"no";"12.137709000000003";"0.000005353744401362204";"1"
"83097";"Darcy Harris";"20";"CAN";"73";"181";"R";"1998";"247";"92";"61";"21";"19";"40";"200";"1";"6";"2";"4";"6";"28";"-1";"0";"no";"12.164439999999999";"0.00000521253001520304";"1"
"83452";"Dwight Wolfe";"18";"CAN";"78";"214";"D";"1998";"215";"92";"52";"0";"2";"2";"72";"-12";"5";"0";"0";"0";"0";"-4";"0";"no";"12.252628000000001";"0.000004772535835879118";"1"
"8470294";"DJ King";"18";"CAN";"75";"231";"L";"2002";"190";"120";"65";"10";"14";"24";"104";"0";"4";"1";"0";"1";"2";"-1";"89";"yes";"12.005830000000001";"0.000006108458496702174";"1"
