id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,lmt_prob,LeafNode
8470169,"Gregory Campbell",19,CAN,CAN,72,188,C,2002,67,21,65,17,36,53,105,0,6,0,2,2,13,0,303,3703,yes,0.7936697502032575,3
8470137,"Joni Pitkanen",19,FIN,EURO,75,220,D,2002,4,1,56,5,18,23,65,0,5,0,0,0,12,0,340,7721,yes,0.7792469944591633,3
8470039,"Tomas Fleischmann",18,CZE,EURO,73,192,L,2002,63,39,62,30,39,59,26,0,7,3,4,7,35,0,191,2478,yes,0.774746233806927,3
8469456,"Alexander Svitov",19,RUS,EURO,75,228,C,2001,3,2,52,11,8,19,214,0,14,2,1,3,34,0,179,2063,yes,0.7746115243042379,3
8469588,"Cole Jarrett",18,CAN,CAN,70,200,L,2001,141,51,60,12,36,48,98,0,19,6,12,18,29,0,1,14,yes,0.7698445611800695,3
8469485,"Derek Roy",18,CAN,CAN,69,184,C,2001,32,25,65,42,39,81,114,0,0,0,0,0,0,0,272,4960,yes,0.7666359959699025,3
59114,"James Massen",19,USA,USA,74,218,R,2001,194,63,56,37,38,75,56,0,8,6,2,8,4,0,0,0,no,0.7644692787659296,3
8469581,"Kyle Wellwood",18,CAN,CAN,70,181,C,2001,134,94,68,35,83,118,24,0,10,3,16,19,4,0,189,2585,yes,0.751196718556031,3
8469472,"Shaone Morrisonn",19,CAN,CAN,76,210,D,2001,19,41,61,13,25,38,132,0,4,0,0,0,6,0,278,5531,yes,0.7458046937350549,3
8470120,"Alexander Semin",18,RUS,EURO,74,211,R,2002,13,2,59,23,16,39,90,0,2,2,0,2,0,0,254,4330,yes,0.7405429287660964,3
8469535,"Drew Fata",18,CAN,CAN,73,209,D,2001,86,27,58,5,15,20,134,0,18,1,3,4,26,0,8,119,yes,0.740531036826348,3
8469568,"Tomas Surovy",20,SVK,EURO,72,191,L,2001,120,48,60,23,31,54,36,0,6,2,1,3,14,0,126,1678,yes,0.7400913498619545,3
8469476,"Tim Gleason",18,USA,USA,72,217,D,2001,23,12,54,8,29,37,126,0,9,1,2,3,23,0,262,4648,yes,0.739375903381416,3
8469464,"Fredrik Sjostrom",18,SWE,EURO,73,218,L,2001,11,9,55,10,14,24,38,0,9,1,2,3,8,0,279,3595,yes,0.7300000498245339,3
8469460,"Mike Komisarek",19,USA,USA,76,235,D,2001,7,4,48,4,12,16,77,0,0,0,0,0,0,0,295,5108,yes,0.7289449063451117,3
8470301,"Andre Deveaux",18,BHS,EURO,75,239,C,2002,182,76,64,8,13,21,89,0,11,1,2,3,30,0,21,152,yes,0.7270696273242871,3
8470030,"Lasse Pirjeta",28,FIN,EURO,75,228,L,2002,133,NULL,62,15,26,41,24,0,4,2,2,4,2,0,146,1616,yes,0.7267760832943791,3
16587,"Jeff Genovy",20,USA,USA,74,205,C,2002,96,38,60,24,24,48,96,0,3,1,4,5,2,0,0,0,no,0.724974426482969,3
8470121,"Matt Greene",19,USA,USA,75,236,D,2002,44,54,55,4,20,24,150,0,7,0,1,1,31,0,233,4061,yes,0.7247224193965853,3
8470171,"Max Talbot",18,CAN,CAN,71,186,C,2002,234,86,65,24,36,60,174,0,12,4,6,10,51,0,261,3600,yes,0.723999142897917,3
8469469,"R.J. Umberger",19,USA,USA,74,214,C,2001,16,5,45,17,25,42,20,0,0,0,0,0,0,0,228,3464,yes,0.7237032589191503,3
8469587,"Tomas Plihal",18,CZE,EURO,73,210,C,2001,140,18,58,20,18,38,2,0,0,0,0,0,0,0,25,267,yes,0.7223692450093218,3
8469521,"Tomas Plekanec",19,CZE,EURO,71,196,C,2001,71,14,63,16,14,30,34,0,0,0,0,0,0,0,231,3662,yes,0.7179885505589464,3
8469477,"Lukas Krajicek",18,CZE,EURO,75,205,D,2001,24,6,61,8,27,35,53,0,7,0,5,5,0,0,207,3702,yes,0.7148009428756371,3
8470172,"Christoph Brandner",27,AUT,EURO,76,224,L,2002,237,NULL,60,31,30,61,22,0,3,1,0,1,4,0,35,467,yes,0.7133060068044956,3
8469552,"Tony Virta",29,FIN,EURO,70,187,R,2001,103,NULL,65,29,38,67,26,0,10,2,5,7,6,0,8,107,yes,0.7085725184712051,3
8469499,"Tuomas Pihlman",19,FIN,EURO,74,215,L,2001,48,31,62,6,9,15,75,0,6,2,4,6,4,0,15,138,yes,0.7037357290804218,3
8469500,"Michael Cammalleri",19,CAN,CAN,69,185,L,2001,49,40,49,33,34,67,26,0,0,0,0,0,0,0,283,4777,yes,0.6963129490723068,3
8470085,"Paul Ranger",18,CAN,CAN,75,210,D,2002,183,39,62,0,9,9,49,0,5,0,0,0,4,0,262,5608,yes,0.6960501357215918,3
8469689,"Tomas Mojzis",19,CZE,EURO,73,195,D,2001,246,46,72,11,25,36,115,0,4,0,1,1,8,0,13,158,yes,0.6901495480250649,3
8469807,"Jonathan Ferland",19,CAN,CAN,74,209,R,2002,212,111,55,28,46,74,104,0,16,5,12,17,16,0,7,46,yes,0.6871078446770678,3
8469467,"Chuck Kobasew",19,CAN,CAN,72,192,R,2001,14,20,43,27,22,49,38,0,0,0,0,0,0,0,293,3947,yes,0.6860296934916355,3
14336,"Rosario Ruggeri",18,Canada,CAN,73,214,D,2002,105,66,68,3,15,18,145,0,4,1,1,2,10,0,0,0,no,0.6782874060853922,3
8470072,"Petr Prucha",20,CZE,EURO,72,175,R,2002,240,89,68,51,36,87,22,0,8,2,6,8,0,0,256,3367,yes,0.6765166181480035,3
8469546,"Danny Bois",18,CAN,CAN,72,196,R,2001,97,55,66,21,16,37,218,0,5,2,1,3,19,0,1,4,yes,0.6708226406997897,3
8470054,"Keith Ballard",20,USA,USA,71,204,D,2002,11,19,48,11,14,25,46,0,0,0,0,0,0,0,315,6732,yes,0.6639034027896407,3
8469684,"Milan Jurcina",18,SVK,EURO,76,253,D,2001,241,117,74,0,5,5,62,0,6,0,2,2,12,0,196,3209,yes,0.6608523429886655,3
8470119,"Brett Skinner",19,CAN,CAN,73,183,D,2002,68,22,44,9,38,47,25,0,3,0,1,1,0,0,11,129,yes,0.6578483039179214,3
10412,"Kevin Estrada",19,Canada,CAN,71,196,L,2001,91,138,59,34,84,118,65,0,0,0,0,0,0,0,0,0,no,0.6566239055055115,3
8420,"Tomas Slovak",18,Slovakia,EURO,73,209,D,2001,42,21,59,7,8,15,58,0,3,1,0,1,2,0,0,0,no,0.6552741848814667,3
12041,"Geoff Waugh",19,Croatia,EURO,76,216,D,2002,78,110,62,4,21,25,125,0,18,0,8,8,59,0,0,0,no,0.6550468823521055,3
8469547,"Jordin Tootoo",18,CAN,CAN,69,195,R,2001,98,62,60,20,28,48,172,0,6,2,4,6,18,0,232,2078,yes,0.6548596210383789,3
14327,"Andy Schneider",20,USA,USA,73,214,D,2001,156,70,54,12,24,36,134,0,10,3,7,10,17,0,0,0,no,0.6539496126742572,3
8469462,"Tuomo Ruutu",18,FIN,EURO,72,200,L,2001,9,5,56,13,14,27,98,0,5,0,0,0,4,0,245,4020,yes,0.650793840989244,3
8470104,"Tom Gilbert",19,USA,USA,74,210,D,2002,129,45,57,13,15,28,62,0,4,0,0,0,4,0,176,3861,yes,0.6503845532902226,3
8470289,"Jim Slater",20,USA,USA,72,195,C,2002,30,11,44,12,25,37,58,0,0,0,0,0,0,0,274,2862,yes,0.6492238205332571,3
8470222,"James Wisniewski",18,USA,USA,71,203,D,2002,156,47,65,12,27,39,106,0,6,1,2,3,6,0,185,3359,yes,0.6467346994710758,3
8469610,"Andreas Salomonsson",28,SWE,EURO,73,200,C,2001,163,NULL,57,14,12,26,50,0,13,3,4,7,31,0,71,809,yes,0.6456428967847639,3
8470165,"Matt Foy",19,CAN,CAN,74,228,R,2002,175,34,31,7,17,24,48,0,0,0,0,0,0,0,56,493,yes,0.6422158107208098,3
8470199,"Barry Tallackson",19,USA,USA,77,215,R,2002,53,17,44,13,10,23,44,0,0,0,0,0,0,0,20,156,yes,0.641808778758973,3
8469490,"Tim Jackman",20,USA,USA,74,225,R,2001,38,21,37,11,14,25,92,0,0,0,0,0,0,0,68,517,yes,0.6415601885428751,3
8470180,"Eric Nystrom",19,USA,USA,73,200,L,2002,10,13,47,18,13,31,42,0,0,0,0,0,0,0,122,1232,yes,0.6372338644202273,3
8470309,"Ryan Whitney",19,USA,USA,76,209,D,2002,5,3,42,5,19,24,66,0,0,0,0,0,0,0,273,6409,yes,0.6340519677635,3
8470152,"Joakim Lindstrom",19,SWE,EURO,72,187,C,2002,41,13,55,13,9,22,99,0,14,3,5,8,8,0,81,981,yes,0.6313936729569037,3
8470061,"Derek Meech",18,CAN,CAN,71,200,D,2002,229,101,71,8,19,27,33,0,13,1,1,2,6,0,77,822,yes,0.6284632249780623,3
8469483,"David Steckel",19,USA,USA,78,215,C,2001,30,16,40,17,19,36,86,0,0,0,0,0,0,0,79,1023,yes,0.6282870293492806,3
8470268,"Denis Grebeshkov",19,RUS,EURO,72,206,D,2002,18,4,44,4,5,9,12,0,0,0,0,0,0,0,176,3279,yes,0.6273383120580985,3
8470305,"Rob Globke",20,USA,USA,74,208,R,2002,40,14,40,13,12,25,83,0,0,0,0,0,0,0,46,315,yes,0.6223428926370445,3
8469666,"Brandon Bochenski",19,USA,USA,73,195,R,2001,223,98,55,47,33,80,22,0,11,5,7,12,4,0,121,1464,yes,0.6213982292315356,3
8470282,"Jarkko Immonen",20,FIN,EURO,72,200,C,2002,254,61,51,4,5,9,12,0,8,5,1,6,10,0,20,207,yes,0.6106337506458523,3
19591,"Denis Yachmenyov",18,Russia,EURO,73,196,L,2002,200,55,65,17,12,29,32,0,5,2,0,2,0,0,0,0,no,0.6100954393509164,3
8470144,"Frans Nielsen",18,DNK,EURO,73,188,C,2002,87,48,57,17,31,48,8,0,7,3,7,10,2,0,90,1192,yes,0.6088017290547892,3
8470113,"John Zeiler",20,USA,USA,71,204,R,2002,132,115,60,23,27,50,116,0,12,2,3,5,25,0,86,679,yes,0.6084832445888417,3
11530,"Brock Hooton",19,Canada,CAN,74,183,C,2002,150,118,60,34,50,84,33,0,0,0,0,0,0,0,0,0,no,0.6039527541263939,3
8469458,"Stanislav Chistov",18,RUS,EURO,70,193,R,2001,5,3,43,18,15,33,14,0,5,0,0,0,2,0,196,2282,yes,0.6000480792966397,3
8470274,"Chris Higgins",19,USA,USA,72,205,L,2002,14,9,34,18,19,37,38,0,0,0,0,0,0,0,282,4697,yes,0.5989151856977012,3
8470267,"Alexei Kaigorodov",19,RUS,EURO,72,194,C,2002,47,9,46,4,12,16,20,0,9,0,3,3,2,0,6,29,yes,0.5987090001085933,3
8469685,"Andrew Murray",20,CAN,CAN,74,210,C,2001,242,NULL,64,46,56,102,72,0,5,3,0,3,6,0,39,456,yes,0.5954729091269716,3
8469557,"Tomi Maki",18,FIN,EURO,71,193,R,2001,108,42,55,12,18,30,22,0,8,4,3,7,2,0,1,11,yes,0.5921245762489616,3
8469665,"Johnny Oduya",20,SWE,EURO,72,195,D,2001,221,102,68,14,54,68,259,0,13,4,9,13,10,0,151,2832,yes,0.5914907249343266,3
8469555,"Christian Ehrhoff",19,DEU,EURO,74,201,D,2001,106,71,69,5,16,21,91,0,0,0,0,0,0,0,264,4963,yes,0.5876186539707204,3
13562,"Justin Aikins",19,Canada,CAN,72,181,R,2001,173,123,59,30,61,91,47,0,0,0,0,0,0,0,0,0,no,0.5869195590635636,3
8469543,"Evgeny Artyukhin",18,RUS,EURO,76,255,R,2001,94,33,30,1,2,3,18,0,0,0,0,0,0,0,72,628,yes,0.5850326930707188,3
8470088,"Matt Jones",19,USA,USA,72,224,D,2002,80,25,37,2,5,7,20,0,0,0,0,0,0,0,106,1577,yes,0.5840809887172753,3
8469593,"Jussi Timonen",18,FIN,EURO,72,200,D,2001,146,35,55,7,14,21,36,0,2,1,0,1,0,0,14,199,yes,0.5824574687630939,3
14824,"Dennis Packard",19,Canada,CAN,77,234,L,2001,219,61,33,4,4,8,28,0,0,0,0,0,0,0,0,0,no,0.5811251585162228,3
8469656,"Jason King",20,CAN,CAN,72,193,R,2001,212,NULL,72,48,41,89,78,0,6,3,2,5,16,0,59,731,yes,0.578425501487145,3
8469492,"Fedor Tyutin",18,RUS,EURO,74,221,D,2001,40,16,40,3,8,11,38,0,0,0,0,0,0,0,250,5082,yes,0.5779905579480391,3
8470047,"Valtteri Filppula",18,FIN,EURO,72,196,C,2002,95,40,49,12,22,34,16,0,9,4,9,13,2,0,235,3460,yes,0.5734453867393594,3
8469561,"Bryce Lampman",19,USA,USA,73,205,D,2001,113,66,55,10,11,21,77,0,12,1,4,5,12,0,10,182,yes,0.5683284326390093,3
8470265,"Anton Babchuk",18,UKR,EURO,77,200,D,2002,21,7,48,10,11,21,100,0,0,0,0,0,0,0,168,2848,yes,0.5677063552486806,3
8470317,"Nate Guenin",20,USA,USA,75,207,D,2002,127,73,56,4,11,15,150,0,7,3,3,6,10,0,12,111,yes,0.5608398489475103,3
15844,"Russell Spence",20,Canada,CAN,75,220,L,2002,280,NULL,55,29,51,80,37,0,15,7,7,14,6,0,0,0,no,0.5586193368505943,3
8469638,"Jussi Jokinen",18,FIN,EURO,71,198,L,2001,192,50,48,22,32,54,71,0,6,2,1,3,0,0,235,3277,yes,0.5580481253387121,3
8469564,"Richard Petiot",19,CAN,CAN,75,215,D,2001,116,131,58,8,17,25,85,0,11,2,2,4,12,0,2,10,yes,0.5537124699989708,3
10415,"Neil Petruic",19,Canada,CAN,73,201,D,2001,235,127,68,18,24,42,123,0,0,0,0,0,0,0,0,0,no,0.5500023173965656,3
13431,"Jake Taylor",19,USA,USA,76,225,D,2002,177,71,56,1,2,3,147,0,7,0,0,0,11,0,0,0,no,0.5499677955637287,3
8469518,"Grant McNeill",18,CAN,CAN,74,214,D,2001,68,50,61,2,6,8,280,0,0,0,0,0,0,0,3,8,yes,0.5462083007074142,3
524,"Jonas Almtorp",19,Sweden,EURO,73,190,C,2002,111,46,47,27,22,49,106,0,2,1,1,2,4,0,0,0,no,0.5458856810027165,3
17970,"Mike Knoepfli",19,Switzerlan,EURO,72,194,L,2001,276,100,47,45,38,83,0,0,0,0,0,0,0,0,0,0,no,0.5410157986502013,3
13507,"Brock Radunske",19,"South Kore",EURO,77,209,C,2002,79,35,41,4,9,13,28,0,0,0,0,0,0,0,0,0,no,0.5404946494864467,3
8470239,"Radoslav Hecl",28,SVK,EURO,73,196,D,2002,208,NULL,53,7,13,20,26,0,19,3,5,8,10,0,14,140,yes,0.5385447328660673,3
8469491,"Karel Pilar",24,CZE,EURO,75,207,D,2001,39,NULL,61,12,26,38,58,0,4,1,1,2,25,0,90,1586,yes,0.5367694283890831,3
8469696,"Petr Cajanek",26,CZE,EURO,71,186,C,2001,253,NULL,61,20,37,57,109,0,6,0,4,4,22,0,269,4649,yes,0.5365749319787279,3
8469475,"Jiri Novotny",18,CZE,EURO,75,204,C,2001,22,11,34,10,10,20,0,0,0,0,0,0,0,0,147,2201,yes,0.5303566171636447,3
8469670,"Marek Svatos",19,SVK,EURO,70,185,R,2001,227,73,39,23,18,41,47,0,11,7,2,9,26,0,193,2549,yes,0.5279425235921746,3
8469510,"Matt Keith",18,CAN,CAN,74,200,R,2001,59,49,33,13,14,27,63,0,12,1,3,4,14,0,27,313,yes,0.5203737382754773,3
8470150,"Jonas Johansson",18,SWE,EURO,74,190,R,2002,28,19,39,20,20,40,38,0,2,0,0,0,0,0,1,4,yes,0.5189991782395984,3
8469691,"Kari Haakana",28,FIN,EURO,73,220,D,2001,248,NULL,52,2,8,10,98,0,5,0,0,0,2,0,13,103,yes,0.5177708725896693,3
8470075,"Jason Ryznar",19,USA,USA,75,200,L,2002,64,32,40,9,7,16,22,0,0,0,0,0,0,0,8,43,yes,0.517121537885417,3
8469664,"David Moss",20,USA,USA,76,210,R,2001,220,140,60,22,20,42,16,0,4,0,1,1,2,0,82,967,yes,0.5160694922938833,3
8469544,"Patrick Sharp",20,CAN,CAN,73,200,L,2001,95,72,34,12,15,27,36,0,0,0,0,0,0,0,276,4276,yes,0.5144326054803287,3
8469626,"Andrew Alberts",20,USA,USA,77,218,D,2001,179,86,54,4,10,14,128,0,0,0,0,0,0,0,184,3153,yes,0.5140799706088945,3
8470065,"Ryan Craig",20,CAN,CAN,74,213,C,2002,255,NULL,52,29,35,64,52,0,19,11,10,21,13,0,181,2485,yes,0.5128964251733704,3
8470244,"Matt Ellison",19,CAN,CAN,72,192,R,2002,128,NULL,60,42,75,117,76,0,10,5,6,11,8,0,43,554,yes,0.5093929928479629,3
8469502,"Jaroslav Bednar",25,CZE,EURO,72,198,C,2001,51,NULL,56,32,28,60,51,0,5,3,1,4,0,0,102,1350,yes,0.5050670568303012,3
8470247,"Mikko Luoma",26,FIN,EURO,75,207,D,2002,181,NULL,56,11,18,29,76,0,10,1,2,3,10,0,3,53,yes,0.5035654826096665,3
59117,"Joe Campbell",19,USA,USA,76,205,D,2001,233,85,56,7,11,18,53,0,3,0,1,1,4,0,0,0,no,0.5021950341221725,3
8890,"Ryan Steeves",20,Canada,CAN,72,194,C,2002,227,60,31,9,13,22,20,0,0,0,0,0,0,0,0,0,no,0.49968878183160054,3
34994,"Andrei Razin",28,Russia,EURO,71,187,C,2001,177,NULL,51,19,35,54,80,0,0,0,0,0,0,0,0,0,no,0.4992763865121513,3
8469584,"Joel Perrault",18,CAN,CAN,74,212,C,2001,137,160,68,10,14,24,46,0,11,1,1,2,10,0,80,1027,yes,0.49840587256485963,3
8469622,"Ryane Clowe",19,CAN,CAN,75,225,L,2001,175,129,32,15,10,25,43,0,11,8,1,9,12,0,91,1152,yes,0.4930668093356948,3
15346,"Ryan Macmurchy",19,Canada,CAN,74,207,R,2002,284,NULL,61,32,52,84,63,0,11,2,5,7,13,0,0,0,no,0.491841672399603,3
14852,"Mike Walsh",19,USA,USA,74,190,L,2002,143,82,53,25,24,49,69,0,0,0,0,0,0,0,0,0,no,0.49066314391315247,3
46656,"Michael Hutchins",20,USA,USA,71,196,D,2002,288,103,60,7,30,37,133,0,3,0,1,1,2,0,0,0,no,0.48549806684136837,3
8469647,"Derek Boogaard",19,CAN,CAN,79,265,L,2001,202,NULL,61,1,8,9,245,0,6,1,0,1,31,0,147,704,yes,0.48220853876803643,3
8469591,"Cody McCormick",18,CAN,CAN,74,222,C,2001,144,173,66,7,16,23,135,0,10,1,1,2,23,0,135,1182,yes,0.4785779252562409,3
19271,"Patrick Murphy",19,USA,USA,74,209,L,2002,211,79,48,11,21,32,99,0,0,0,0,0,0,0,0,0,no,0.47835584631294953,3
8469710,"Ivan Majesky",25,SVK,EURO,76,231,D,2001,267,NULL,54,2,14,16,99,0,9,0,1,1,6,0,202,3609,yes,0.47671457117790145,3
13493,"Milan Gajic",20,Canada,CAN,72,179,C,2001,112,154,50,46,52,98,84,0,0,0,0,0,0,0,0,0,no,0.4757010075380931,3
8470303,"Tom Koivisto",28,FIN,EURO,70,186,D,2002,253,NULL,52,10,15,25,34,0,12,3,8,11,2,0,22,368,yes,0.47272519855295725,3
8469505,"Noah Welch",19,USA,USA,76,215,D,2001,54,56,30,11,20,31,37,0,0,0,0,0,0,0,33,453,yes,0.47233331664390127,3
8469551,"Timo Parssinen",24,FIN,EURO,70,196,L,2001,102,NULL,63,20,37,57,58,0,0,0,0,0,0,0,17,199,yes,0.4710919289447903,3
8469770,"Dennis Wideman",19,CAN,CAN,72,202,D,2002,241,NULL,65,27,42,69,141,0,12,4,9,13,26,0,302,6894,yes,0.4707637241032256,3
8469582,"Colin Stuart",19,USA,USA,74,205,L,2001,135,52,41,2,7,9,26,0,0,0,0,0,0,0,18,222,yes,0.47020649548879606,3
13488,"Andy Sertich",19,Croatia,EURO,72,183,D,2002,136,83,39,26,52,78,35,0,2,0,0,0,2,0,0,0,no,0.46595315015023553,3
8470131,"Dwight Helminen",19,USA,USA,70,191,C,2002,244,41,39,10,8,18,10,0,0,0,0,0,0,0,23,157,yes,0.46412833259207475,3
8470273,"Ian White",18,CAN,CAN,70,191,D,2002,191,NULL,70,32,47,79,40,0,12,4,5,9,12,0,240,4780,yes,0.4636118007083606,3
8469672,"Aaron Voros",20,CAN,CAN,74,210,L,2001,229,NULL,57,34,34,68,196,0,30,16,15,31,0,0,55,505,yes,0.45751429860369686,3
14670,"Scott Polaski",19,USA,USA,74,187,D,2001,180,81,51,18,26,44,65,0,3,0,1,1,0,0,0,0,no,0.4569551225925873,3
8470063,"Adam Burish",19,USA,USA,73,195,R,2002,282,119,61,24,33,57,122,0,1,0,0,0,0,0,156,1657,yes,0.45647834110327645,3
19580,"Dmitri Utkin",18,Russia,EURO,72,212,L,2002,228,42,32,15,7,22,33,0,0,0,0,0,0,0,0,0,no,0.4523324021745734,3
58426,"Petr Dvorak",19,"Czech Rep.",EURO,72,190,R,2002,118,82,48,24,26,50,90,0,0,0,0,0,0,0,0,0,no,0.4498511652951607,3
21394,"Art Femenella",19,USA,USA,79,254,D,2001,188,113,52,1,1,2,252,0,3,0,0,0,6,0,0,0,no,0.4467303460208556,3
12696,"Raffaele Sannitz",18,Switzerlan,EURO,74,198,C,2001,204,97,57,25,32,57,164,0,4,0,0,0,0,0,0,0,no,0.4376711554526781,3
11912,"Mike Morris",19,USA,USA,73,185,R,2002,27,57,31,29,29,58,26,0,0,0,0,0,0,0,0,0,no,0.43648966939556616,3
52471,"David Klema",19,USA,USA,73,176,C,2001,148,101,56,13,40,53,58,0,3,1,0,1,0,0,0,0,no,0.4316136006258557,3
12036,"P.J. Atherton",20,USA,USA,74,190,D,2002,170,114,54,7,22,29,101,0,8,0,0,0,14,0,0,0,no,0.4305713796074871,3
8470086,"Joe Callahan",20,USA,USA,75,210,D,2002,70,69,31,3,8,11,20,0,0,0,0,0,0,0,18,270,yes,0.42623479065255654,3
8470185,"Jaroslav Balastik",23,CZE,EURO,74,205,L,2002,184,NULL,50,25,19,44,32,0,11,3,5,8,14,0,74,912,yes,0.41965886547274134,3
8470223,"Yan Stastny",20,CAN,CAN,70,191,C,2002,259,84,33,6,11,17,38,0,0,0,0,0,0,0,87,917,yes,0.41681133569218687,3
14851,"Colton Fretter",20,Canada,CAN,70,181,C,2002,230,NULL,52,51,53,104,62,0,15,5,3,8,2,0,0,0,no,0.41631706978630423,3
8470281,"Duncan Keith",19,CAN,CAN,73,192,D,2002,54,94,41,3,12,15,18,0,0,0,0,0,0,0,322,7895,yes,0.4131895667211131,3
8469629,"Tom Cavanagh",19,USA,USA,72,200,R,2001,182,109,31,42,40,82,34,0,0,0,0,0,0,0,1,14,yes,0.4112978661107222,3
