id,PlayerName,DraftAge,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,GP_greater_than_0,sum_wk_xk,class_0_prob,LeafNode
58431,"Bryan Hamm",18,CAN,78,247,D,2002,210,120,39,1,1,2,127,2,4,0,0,0,2,0,0,no,4.257372999999997,0.013961759627276698,4
58464,"Konstantin Baranov",20,EURO,71,185,R,2002,126,120,31,3,6,9,26,8,3,0,2,2,0,1,0,no,49.812135,2.3273657436638475e-22,4
58469,"Marcus Smith",19,CAN,73,190,D,2002,249,120,65,6,25,31,63,20,4,1,0,1,8,0,0,no,3.942743999999999,0.01902591584158142,4
59303,"Derek Krestanovic",19,CAN,73,176,C,2002,92,120,63,15,33,48,93,16,12,7,4,11,16,2,0,no,81.69786199999999,3.304223001512704e-36,4
60498,"Alexander Lyubimov",20,EURO,75,223,D,2000,83,28,34,4,4,8,24,7,7,0,1,1,2,0,0,no,8.910525,0.00013494274887866466,4
60909,"Bill Cass",20,USA,71,190,D,2000,153,81,41,1,8,9,26,1,0,0,0,0,0,0,0,no,7.318147999999999,0.0006629498778032792,4
60994,"Petr Chvojka",18,EURO,72,207,D,2000,182,35,38,6,8,14,73,11,1,0,0,0,0,0,0,no,10.174059999999999,0.00003814567608867446,4
61189,"Matt Sommerfeld",18,CAN,74,203,L,2000,253,211,67,1,3,4,215,3,5,0,0,0,15,0,0,no,1.8886279999999975,0.13140098315947332,4
65114,"David Evans",19,USA,74,201,L,1999,231,91,33,6,10,16,6,2,0,0,0,0,0,0,0,no,6.194189999999998,0.0020370977097413858,4
65116,"Eric Betournay",18,CAN,73,198,C,1999,229,46,70,16,29,45,57,3,23,2,6,8,18,1,0,no,41.264612,1.199517837411581e-18,4
78414,"Ryan Thorpe",18,CAN,76,216,L,1999,129,97,41,12,4,16,89,9,0,0,0,0,0,0,0,no,4.972202,0.006880210795860738,4
78936,"Brett Draney",18,CAN,72,179,L,1999,186,192,58,7,10,17,48,10,15,1,1,2,8,0,0,no,3.4731559999999972,0.03008575081120619,4
79015,"Todd Hornung",18,CAN,72,201,C,1998,59,92,64,19,18,37,96,13,16,6,6,12,26,6,0,no,240.14430499999997,5.089246398897869e-105,4
79187,"Ian Forbes",18,CAN,78,216,D,1998,51,92,61,2,3,5,164,3,13,0,0,0,16,1,0,no,43.51510799999999,1.2636555704846548e-19,4
79345,"Andy Burnham",18,CAN,76,201,R,1998,95,92,38,2,4,6,78,3,0,0,0,0,0,0,0,no,7.013430999999997,0.0008989075980088114,4
81634,"Joel Scherban",18,CAN,74,207,C,1998,196,92,8,2,5,7,2,5,16,2,3,5,4,1,0,no,45.413042,1.893941031449649e-20,4
81635,"Brad Twordik",19,CAN,70,201,L,1998,197,92,69,23,49,72,81,22,18,5,11,16,35,9,0,no,357.852965,3.8586196159545176e-156,4
82978,"David Bernier",20,CAN,74,187,R,1998,205,92,70,35,53,88,88,34,14,7,8,15,1,0,0,no,1.1650799999999992,0.2377454484647072,4
8465003,"Pierre Dagenais",20,CAN,77,218,R,1998,105,92,60,66,67,133,50,40,6,6,2,8,2,0,110,yes,-2.6356450000000007,0.9331206963868609,4
8465020,"Gordie Dwyer",20,CAN,75,202,L,1998,152,92,59,18,27,45,365,6,14,4,9,13,67,0,108,yes,-9.168636,0.9998957522471785,4
8465028,"Boyd Kane",20,CAN,74,229,L,1998,114,92,68,48,45,93,133,38,9,5,7,12,29,0,7,yes,-7.235716,0.9992801272746723,4
8466145,"Nick Boynton",20,CAN,73,218,D,1999,21,192,56,12,54,66,87,53,14,2,15,17,22,0,299,yes,-4.9319749999999996,0.9928393989869498,4
8466349,"Kent McDonell",20,CAN,74,195,R,1999,181,192,60,31,38,69,110,32,11,4,3,7,36,0,32,yes,-5.997619000000003,0.9975214971223281,4
8467336,"Mike Rupp",20,USA,77,235,L,2000,76,211,58,32,21,53,134,4,13,5,5,10,22,0,199,yes,-5.139384,0.9941728554755219,4
8467356,"Ramzi Abid",20,CAN,74,210,L,2000,85,211,72,67,91,158,209,39,14,16,17,33,26,0,68,yes,-11.533700999999997,0.999990205708033,4
8467372,"Justin Papineau",20,CAN,71,180,C,2000,75,211,60,40,36,76,52,18,16,4,12,16,16,0,81,yes,-4.184896000000001,0.9850044992083478,4
8467937,"Michael Zigomanis",20,CAN,72,200,C,2001,46,176,59,42,39,81,44,21,0,0,0,0,0,0,167,yes,-0.04358700000000082,0.5108950251664242,4
8467962,"Kyle Wanvig",20,CAN,74,210,R,2001,36,176,73,57,50,107,206,46,26,12,16,28,51,0,75,yes,-14.059943999999996,0.9999992168525018,4
8468055,"Fedor Fedorov",20,EURO,76,240,L,2001,66,176,67,33,45,78,88,25,12,4,6,10,36,0,18,yes,-5.635673000000003,0.9964444123385863,4
8468526,"Jarret Stoll",20,CAN,73,216,C,2002,36,120,58,34,43,77,68,8,26,6,19,25,35,0,360,yes,-8.340383,0.999761376044343,4
8468695,"Matthew Lombardi",20,CAN,71,195,C,2002,90,120,72,59,80,139,74,24,28,19,25,44,22,0,366,yes,-9.293852000000005,0.9999080204219992,4
8469733,"Cam Paddock",19,CAN,72,178,C,2002,137,107,72,38,35,73,122,6,15,8,6,14,35,0,16,yes,-4.69305,0.9909244112309863,4
8469755,"Brandon Segal",19,CAN,74,215,R,2002,102,59,71,43,40,83,122,17,7,1,4,5,16,0,2,yes,-1.7201860000000009,0.8481527927663213,4
8470055,"Petr Kanko",18,EURO,70,195,R,2002,66,26,61,28,32,60,54,19,4,0,2,2,0,0,10,yes,7.774328999999998,0.0004202128030319356,4
8470110,"Trevor Daley",19,CAN,71,195,D,2002,43,50,47,9,39,48,38,17,6,2,2,4,4,0,339,yes,5.092755999999999,0.006103589170594095,4
8470134,"Jakub Klepis",18,EURO,73,198,C,2002,16,16,83,15,61,76,125,3,7,0,3,3,22,0,66,yes,3.9396159999999973,0.01908438453348221,4
8470153,"Pierre-Marc Bouchard",18,CAN,70,168,C,2002,8,10,77,50,102,152,70,25,4,2,3,5,4,0,425,yes,1.5803369999999974,0.17074775989934993,4
8470159,"Boyd Gordon",19,CAN,72,200,C,2002,17,20,66,22,29,51,19,20,23,10,12,22,8,0,267,yes,0.9704869999999969,0.27478344342285566,4
8470162,"Matt Stajan",19,CAN,73,195,C,2002,57,18,68,33,52,85,50,36,11,3,8,11,14,0,390,yes,-0.6657030000000023,0.6605403223088456,4
8470187,"Johnny Boychuk",18,CAN,74,227,D,2002,61,51,75,9,32,41,93,12,7,1,1,2,6,0,5,yes,3.467845,0.030241116352207716,4
8470192,"Steve Eminger",19,CAN,74,207,D,2002,12,6,64,19,39,58,93,24,4,0,2,2,10,0,283,yes,3.0478109999999963,0.045312072997598166,4
8470207,"Joffrey Lupul",19,CAN,73,211,L,2002,7,4,72,56,50,106,95,11,0,0,0,0,0,0,372,yes,1.5660639999999977,0.1727782237783047,4
8470232,"Kris Newbury",20,CAN,71,205,C,2002,139,120,66,42,62,104,141,5,5,1,3,4,15,0,44,yes,-2.505734999999999,0.9245428881143497,4
8470248,"Petr Taticek",19,EURO,72,188,C,2002,9,7,64,23,42,65,32,22,6,3,3,6,4,0,3,yes,6.876985999999999,0.0010301851700246951,4
8470310,"Aaron Rome",19,CAN,73,220,D,2002,104,24,70,7,24,31,168,11,10,1,4,5,23,0,26,yes,0.9313179999999969,0.28265739740022205,4
