id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0
8467904,Charlie Stephens,20,CAN,CAN,76,225,C,2001,196,,67,38,38,76,53,-1,4,0,2,2,2,0,8,48,yes
8467937,Michael Zigomanis,20,CAN,CAN,72,200,C,2001,46,,59,42,39,81,44,21,0,0,0,0,0,0,167,2068,yes
8467949,Frantisek Kaberle,26,CZE,EURO,72,190,D,1999,76,,57,18,21,39,4,0,13,2,5,7,8,0,386,8232,yes
8467956,Niclas Havelid,26,SWE,EURO,72,200,D,1999,83,,50,10,12,22,42,0,8,0,4,4,10,0,392,8503,yes
8467962,Kyle Wanvig,20,CAN,CAN,74,210,R,2001,36,,73,57,50,107,206,46,26,12,16,28,51,0,75,783,yes
8467969,Mathias Tjarnqvist,20,SWE,EURO,74,196,L,1999,96,,40,19,20,39,48,0,5,4,1,5,4,0,51,444,yes
8468000,Kaspars Astashenko,24,LVA,EURO,73,206,D,1999,127,,76,3,12,15,170,0,3,0,2,2,6,0,23,237,yes
8468047,Damian Surma,18,USA,USA,70,200,L,1999,174,,65,17,15,32,62,0,11,3,6,9,15,0,2,16,yes
8468055,Fedor Fedorov,20,RUS,EURO,76,240,L,2001,66,,67,33,45,78,88,25,12,4,6,10,36,0,18,181,yes
8468094,Colin Hemingway,19,CAN,CAN,72,170,L,1999,221,,59,40,64,104,52,0,0,0,0,0,0,0,3,22,yes
8468101,Radek Martinek,23,CZE,EURO,72,205,D,1999,228,,52,12,13,25,50,0,3,0,2,2,0,0,210,3587,yes
8468103,Petr Tenkrat,22,CZE,EURO,72,201,R,1999,230,,50,21,14,35,32,0,0,0,0,0,0,0,113,1390,yes
8468105,Alexander Khavanov,27,RUS,EURO,74,205,D,1999,232,,51,2,8,10,22,0,22,1,5,6,39,0,348,6741,yes
8468107,Goran Bezina,19,HRV,EURO,74,225,D,1999,234,,72,12,7,19,80,0,4,0,0,0,2,0,3,16,yes
8468112,Pierre Hedin,21,SWE,EURO,73,198,D,1999,239,,41,6,5,11,28,0,13,1,1,2,12,0,3,58,yes
8468120,Mikko Eloranta,27,FIN,EURO,72,190,L,1999,247,,62,20,23,43,109,0,10,1,6,7,26,0,264,3132,yes
8468123,Noah Clarke,20,USA,USA,69,190,L,1999,250,,52,31,32,63,47,0,13,8,2,10,16,0,7,56,yes
8468130,Hannes Hyvonen,24,FIN,EURO,74,200,R,1999,257,,52,23,18,41,74,0,4,2,1,3,2,0,42,395,yes
8468518,Tomas Kopecky,18,SVK,EURO,75,210,R,2000,38,,74,11,15,26,64,0,5,0,0,0,0,0,27,199,yes
8468526,Jarret Stoll,20,CAN,CAN,73,216,C,2002,36,,58,34,43,77,68,8,26,6,19,25,35,0,360,6126,yes
8468529,Jonas Nordqvist,18,SWE,EURO,75,202,C,2000,49,,46,17,30,47,32,0,6,3,5,8,2,0,3,42,yes
8468534,Andreas Lilja,25,SWE,EURO,75,220,D,2000,54,,49,8,11,19,88,0,6,0,0,0,8,0,319,5716,yes
8468536,Aleksander Suglobov,18,RUS,EURO,72,200,R,2000,56,,38,23,10,33,0,0,0,0,0,0,0,0,18,148,yes
8468553,Sergei Zinovjev,20,RUS,EURO,70,185,C,2000,73,,40,5,7,12,24,0,0,0,0,0,0,0,10,98,yes
8468561,Alexandre Kharitonov,24,RUS,EURO,68,170,R,2000,81,,41,16,23,39,28,0,17,8,4,12,10,0,71,789,yes
8468577,Niclas Wallin,25,SWE,EURO,75,220,D,2000,97,,53,8,10,18,83,0,11,2,1,3,14,0,340,5558,yes
8468578,Jonas Ronnqvist,27,SWE,EURO,74,200,R,2000,98,,56,15,27,42,42,0,8,3,3,6,4,0,38,403,yes
8468598,Lubomir Visnovsky,24,SVK,EURO,70,192,D,2000,118,,61,21,30,51,40,0,8,5,3,8,16,0,417,8587,yes
8468612,Maxim Sushinsky,26,RUS,EURO,69,180,R,2000,132,,43,22,25,47,58,0,8,2,5,7,6,0,30,420,yes
8468613,Petteri Nummelin,28,FIN,EURO,70,188,D,2000,133,,49,17,27,44,20,0,5,0,3,3,0,0,112,2084,yes
8468615,Michael Danton,20,CAN,CAN,69,191,C,2000,135,,63,35,54,89,216,0,30,8,17,25,120,0,87,979,yes
8468654,Jarno Kultanen,27,FIN,EURO,74,198,D,2000,174,,51,8,10,18,82,0,11,0,0,0,8,0,102,1720,yes
8468656,Jukka Hentunen,26,FIN,EURO,70,190,R,2000,176,,62,20,31,51,88,0,8,4,2,6,12,0,38,440,yes
8468660,Darcy Hordichuk,20,CAN,CAN,73,215,L,2000,180,,63,6,8,14,269,0,11,4,2,6,43,0,257,1528,yes
8468694,Peter Bartos,27,SVK,EURO,72,185,L,2000,214,,61,26,26,52,26,0,3,0,1,1,6,0,13,180,yes
8468695,Matthew Lombardi,20,CAN,CAN,71,195,C,2002,90,,72,59,80,139,74,24,28,19,25,44,22,0,366,5880,yes
8468700,Paul Gaustad,18,USA,USA,77,227,C,2000,220,,56,6,8,14,110,0,0,0,0,0,0,0,133,1670,yes
8468704,Antti Miettinen,20,FIN,EURO,72,190,R,2000,224,,77,30,55,85,38,0,9,2,6,8,2,0,169,2172,yes
8468712,Lubomir Sekeras,32,SVK,EURO,72,183,D,2000,232,,59,9,28,37,42,0,4,0,2,2,2,0,213,4455,yes
8468714,Janis Sprukts,18,LVA,EURO,75,235,C,2000,234,,45,11,11,22,22,0,3,0,0,0,0,0,13,82,yes
8468726,Chad Wiseman,19,CAN,CAN,73,205,L,2000,246,,68,23,45,68,53,0,0,0,0,0,0,0,9,81,yes
8468743,Thomas Ziegler,22,CHE,EURO,71,176,C,2000,263,,60,9,9,18,24,0,9,1,5,6,16,0,5,25,yes
8468747,Tomi Pettinen,23,FIN,EURO,75,220,D,2000,267,,51,1,6,7,84,0,3,1,2,3,2,0,24,329,yes
8468748,Pavel Kolarik,28,CZE,EURO,73,207,D,2000,268,,52,5,3,8,38,0,0,0,0,0,0,0,23,176,yes
8468750,Micki Dupont,20,CAN,CAN,70,186,D,2000,270,,71,26,62,88,156,0,11,2,4,6,17,0,21,338,yes
8468751,Reto Von Arx,24,CHE,EURO,70,179,L,2000,271,,52,20,28,48,72,0,5,2,0,2,10,0,19,217,yes
8468753,Roman Simicek,29,CZE,EURO,74,210,C,2000,273,,23,10,17,27,50,0,8,2,4,6,10,0,63,709,yes
8468766,Andrej Nedorost,20,SVK,EURO,73,199,L,2000,286,,66,7,5,12,44,0,0,0,0,0,0,0,28,318,yes
8468770,Simon Gamache,19,CAN,CAN,70,186,L,2000,290,,72,64,79,143,74,0,0,0,0,0,0,0,37,390,yes
8469491,Karel Pilar,24,CZE,EURO,75,207,D,2001,39,,61,12,26,38,58,0,4,1,1,2,25,0,90,1586,yes
8469502,Jaroslav Bednar,25,CZE,EURO,72,198,C,2001,51,,56,32,28,60,51,0,5,3,1,4,0,0,102,1350,yes
8469542,Stephane Veilleux,20,CAN,CAN,73,200,L,2001,93,,73,51,70,121,96,0,26,18,21,39,48,0,280,3691,yes
8469551,Timo Parssinen,24,FIN,EURO,70,196,L,2001,102,,63,20,37,57,58,0,0,0,0,0,0,0,17,199,yes
8469552,Tony Virta,29,FIN,EURO,70,187,R,2001,103,,65,29,38,67,26,0,10,2,5,7,6,0,8,107,yes
8469558,Martti Jarventie,25,FIN,EURO,71,196,D,2001,109,,56,5,14,19,71,0,10,1,2,3,4,0,1,13,yes
8469575,Christoph Schubert,19,DEU,EURO,75,230,D,2001,127,,64,7,4,11,90,0,10,0,2,2,27,0,218,2631,yes
8469598,Kevin Bieksa,20,CAN,CAN,73,200,D,2001,151,,35,4,9,13,90,0,0,0,0,0,0,0,154,3389,yes
8469610,Andreas Salomonsson,28,SWE,EURO,73,200,C,2001,163,,57,14,12,26,50,0,13,3,4,7,31,0,71,809,yes
8469615,Maxim Kondratiev,18,RUS,EURO,73,197,D,2001,168,,18,2,1,3,24,0,0,0,0,0,0,0,40,611,yes
8469619,Dennis Seidenberg,20,DEU,EURO,72,198,D,2001,172,,76,6,17,23,30,0,12,0,1,1,10,0,225,3859,yes
8469623,Marek Zidlicky,24,CZE,EURO,71,190,D,2001,176,,51,12,25,37,146,0,5,0,1,1,6,0,307,6189,yes
8469639,Brooks Laich,18,CAN,CAN,74,200,C,2001,193,,71,9,21,30,28,0,4,0,0,0,5,0,233,3016,yes
8469647,Derek Boogaard,19,CAN,CAN,79,265,L,2001,202,,61,1,8,9,245,0,6,1,0,1,31,0,147,704,yes
8469656,Jason King,20,CAN,CAN,72,193,R,2001,212,,72,48,41,89,78,0,6,3,2,5,16,0,59,731,yes
8469667,Tony Martensson,21,SWE,EURO,72,192,C,2001,224,,51,16,11,27,20,0,4,0,1,1,2,0,6,42,yes
8469668,David Printz,21,SWE,EURO,77,220,D,2001,225,,54,13,23,36,93,0,13,3,5,8,16,0,13,84,yes
8469672,Aaron Voros,20,CAN,CAN,74,210,L,2001,229,,57,34,34,68,196,0,30,16,15,31,0,0,55,505,yes
8469681,Ryan Hollweg,18,USA,USA,70,212,L,2001,238,,65,19,39,58,125,0,0,0,0,0,0,0,200,1598,yes
8469685,Andrew Murray,20,CAN,CAN,74,210,C,2001,242,,64,46,56,102,72,0,5,3,0,3,6,0,39,456,yes
8469691,Kari Haakana,28,FIN,EURO,73,220,D,2001,248,,52,2,8,10,98,0,5,0,0,0,2,0,13,103,yes
8469696,Petr Cajanek,26,CZE,EURO,71,186,C,2001,253,,61,20,37,57,109,0,6,0,4,4,22,0,269,4649,yes
8469701,Dmitri Bykov,24,RUS,EURO,73,190,D,2001,258,,39,3,8,11,28,0,4,0,1,1,4,0,71,1303,yes
8469707,PA Parenteau,18,CAN,CAN,72,200,R,2001,264,,73,20,32,52,52,0,7,4,7,11,2,0,5,55,yes
8469710,Ivan Majesky,25,SVK,EURO,76,231,D,2001,267,,54,2,14,16,99,0,9,0,1,1,6,0,202,3609,yes
8469714,Mikko Lehtonen,23,FIN,EURO,73,194,D,2001,271,,54,6,9,15,58,0,9,0,3,3,4,0,15,219,yes
8469715,Ales Pisa,24,CZE,EURO,72,200,D,2001,272,,47,10,13,23,75,0,7,2,2,4,4,0,53,692,yes
8469728,Toni Dahlman,22,FIN,EURO,72,198,R,2001,286,,56,10,18,28,16,0,9,3,2,5,2,0,22,145,yes
8469770,Dennis Wideman,19,CAN,CAN,72,202,D,2002,241,,65,27,42,69,141,0,12,4,9,13,26,0,302,6894,yes
8470030,Lasse Pirjeta,28,FIN,EURO,75,228,L,2002,133,,62,15,26,41,24,0,4,2,2,4,2,0,146,1616,yes
8470058,Staffan Kronwall,20,SWE,EURO,75,209,D,2002,285,,50,4,7,11,34,0,4,2,1,3,27,0,55,680,yes
8470064,Steven Goertzen,18,CAN,CAN,74,216,R,2002,225,,66,6,9,15,45,0,11,2,0,2,4,0,62,524,yes
8470065,Ryan Craig,20,CAN,CAN,74,213,C,2002,255,,52,29,35,64,52,0,19,11,10,21,13,0,181,2485,yes
8470076,Darren Reid,19,CAN,CAN,74,205,R,2002,256,,68,17,21,38,265,0,0,0,0,0,0,0,21,154,yes
8470101,Tim Conboy,20,USA,USA,74,210,D,2002,217,,43,5,21,26,193,0,0,0,0,0,0,0,47,282,yes
8470123,Cam Janssen,18,USA,USA,72,215,R,2002,117,,64,5,17,22,268,-7,10,0,0,0,13,0,163,784,yes
8470136,Nathan Oystrick,20,CAN,CAN,71,213,D,2002,198,,50,15,42,57,142,0,0,0,0,0,0,0,53,834,yes
8470156,Joey Crabb,19,USA,USA,73,190,R,2002,226,,61,15,27,42,94,0,7,4,8,12,21,0,29,354,yes
8470170,Ole-Kristian Tollefsen,18,NOR,EURO,74,211,D,2002,65,,50,3,9,12,89,0,7,1,3,4,14,0,145,1900,yes
8470172,Christoph Brandner,27,AUT,EURO,76,224,L,2002,237,,60,31,30,61,22,0,3,1,0,1,4,0,35,467,yes
8470185,Jaroslav Balastik,23,CZE,EURO,74,205,L,2002,184,,50,25,19,44,32,0,11,3,5,8,14,0,74,912,yes
8470189,David Van Der Gulik,19,CAN,CAN,70,173,L,2002,206,,56,38,62,100,90,0,13,8,11,19,0,0,6,51,yes
8470203,Greg Mauldin,20,USA,USA,71,195,L,2002,199,,33,12,12,24,10,0,0,0,0,0,0,0,6,53,yes
8470208,Joey Mormina,20,CAN,CAN,78,220,D,2002,193,,34,2,13,15,28,0,0,0,0,0,0,0,1,8,yes
8470232,Kris Newbury,20,CAN,CAN,71,205,C,2002,139,,66,42,62,104,141,5,5,1,3,4,15,0,44,242,yes
8470239,Radoslav Hecl,28,SVK,EURO,73,196,D,2002,208,,53,7,13,20,26,0,19,3,5,8,10,0,14,140,yes
8470244,Matt Ellison,19,CAN,CAN,72,192,R,2002,128,,60,42,75,117,76,0,10,5,6,11,8,0,43,554,yes
8470247,Mikko Luoma,26,FIN,EURO,75,207,D,2002,181,,56,11,18,29,76,0,10,1,2,3,10,0,3,53,yes
8470273,Ian White,18,CAN,CAN,70,191,D,2002,191,,70,32,47,79,40,0,12,4,5,9,12,0,240,4780,yes
8470294,DJ King,18,CAN,CAN,75,231,L,2002,190,,65,10,14,24,104,0,4,1,0,1,2,-1,89,499,yes
8470295,Connor James,20,CAN,CAN,70,180,L,2002,279,,41,16,26,42,18,0,0,0,0,0,0,0,16,119,yes
8470302,Patrick Dwyer,19,USA,USA,71,175,R,2002,116,,38,17,17,34,26,0,0,0,0,0,0,0,13,111,yes
8470303,Tom Koivisto,28,FIN,EURO,70,186,D,2002,253,,52,10,15,25,34,0,12,3,8,11,2,0,22,368,yes
8467055,Patrik Stefan,19,CZE,EURO,74,205,C,1999,1,1,33,11,24,35,26,0,0,0,0,0,0,0,414,6367,yes
8467329,Vincent Lecavalier,18,CAN,CAN,76,215,C,1998,1,1,65,45,72,117,121,0,18,15,26,41,46,0,467,8325,yes
8467354,Dmitri Kalinin,18,RUS,EURO,75,210,D,1998,18,1,32,0,4,4,30,0,0,0,0,0,0,0,283,5866,yes
8467875,Daniel Sedin,19,SWE,EURO,73,190,L,1999,2,1,65,26,27,53,24,0,13,4,8,12,14,0,397,5407,yes
8468482,Dany Heatley,19,DEU,EURO,75,212,L,2000,2,1,49,32,32,64,36,0,0,0,0,0,0,0,354,7393,yes
8468491,Pavel Vorobiev,18,KAZ,EURO,72,194,R,2000,11,1,58,24,22,46,36,0,10,2,2,4,0,0,57,788,yes
8469454,Ilya Kovalchuk,18,RUS,EURO,75,230,R,2001,1,1,53,43,24,67,141,0,12,14,4,18,38,0,466,9905,yes
8469455,Jason Spezza,18,CAN,CAN,75,210,C,2001,2,1,63,46,76,122,45,0,9,4,5,9,10,0,322,5714,yes
8470137,Joni Pitkanen,19,FIN,EURO,75,220,D,2002,4,1,56,5,18,23,65,0,5,0,0,0,12,0,340,7721,yes
8470151,Jay Bouwmeester,19,CAN,CAN,76,221,D,2002,3,1,68,11,52,63,52,-3,0,0,0,0,0,0,471,11754,yes
8467330,David Legwand,18,USA,USA,74,207,C,1998,2,2,66,54,51,105,58,0,15,8,12,20,24,0,362,5972,yes
8467352,Vitaly Vishnevski,18,UKR,EURO,74,215,D,1998,5,2,60,11,17,28,194,0,0,0,0,0,0,0,334,5662,yes
8467876,Henrik Sedin,19,SWE,EURO,74,183,C,1999,3,2,63,15,28,43,46,0,13,2,8,10,6,0,400,5699,yes
8467877,Pavel Brendl,18,CZE,EURO,73,204,R,1999,4,2,68,73,61,134,40,0,20,21,25,46,18,0,78,910,yes
8468484,Rostislav Klesla,18,CZE,EURO,75,215,D,2000,4,2,67,16,29,45,174,0,6,1,1,2,21,0,328,6584,yes
8468490,Mikhail Yakubov,18,RUS,EURO,75,202,C,2000,10,2,36,16,26,42,18,0,0,0,0,0,0,0,53,634,yes
8469456,Alexander Svitov,19,RUS,EURO,75,228,C,2001,3,2,52,11,8,19,214,0,14,2,1,3,34,0,179,2063,yes
8469465,Dan Hamhuis,19,CAN,CAN,73,200,D,2001,12,2,69,13,48,61,133,0,6,2,3,5,15,0,323,7163,yes
8470041,Rick Nash,18,CAN,CAN,76,212,R,2002,1,2,61,33,42,75,90,-16,12,10,9,19,21,0,441,8154,yes
8470120,Alexander Semin,18,RUS,EURO,74,211,R,2002,13,2,59,23,16,39,90,0,2,2,0,2,0,0,254,4330,yes
8467332,Bryan Allen,18,CAN,CAN,77,223,D,1998,4,3,48,6,13,19,126,0,5,0,5,5,18,0,139,2041,yes
8467359,Artem Chubarov,19,RUS,EURO,73,205,C,1998,31,3,37,4,6,10,4,0,0,0,0,0,0,0,228,3034,yes
8467882,Jamie Lundmark,18,CAN,CAN,72,197,C,1999,9,3,70,40,51,91,121,0,11,5,4,9,24,0,164,2036,yes
8467899,Martin Havlat,18,CZE,EURO,74,210,R,1999,26,3,61,32,30,62,12,0,8,0,0,0,0,0,298,4632,yes
8468486,Scott Hartnell,18,CAN,CAN,74,215,L,2000,6,3,62,27,55,82,124,0,6,3,2,5,6,0,436,6612,yes
8468492,Alexei Smirnov,18,RUS,EURO,75,215,L,2000,12,3,54,11,12,23,74,0,0,0,0,0,0,0,52,446,yes
8469457,Stephen Weiss,18,CAN,CAN,71,190,C,2001,4,3,62,40,47,87,45,0,18,7,16,23,10,0,323,5289,yes
8469458,Stanislav Chistov,18,RUS,EURO,70,193,R,2001,5,3,43,18,15,33,14,0,5,0,0,0,2,0,196,2282,yes
8470201,Jiri Hudler,18,CZE,EURO,70,190,R,2002,58,3,75,32,49,81,76,0,0,0,0,0,0,0,255,3076,yes
8470309,Ryan Whitney,19,USA,USA,76,209,D,2002,5,3,42,5,19,24,66,0,0,0,0,0,0,0,273,6409,yes
9601,Alexander Buturlin,18,Russia,EURO,72,198,R,1999,39,4,24,4,3,7,47,-1,3,1,0,1,2,0,0,0,no
8467331,Brad Stuart,19,CAN,CAN,74,215,D,1998,3,4,72,20,45,65,82,0,9,3,4,7,10,0,354,7453,yes
8467348,Christian Backman,18,SWE,EURO,76,210,D,1998,24,4,38,11,21,32,16,0,7,2,3,5,6,0,70,1325,yes
8467878,Tim Connolly,18,USA,USA,73,190,C,1999,5,4,52,35,34,69,58,0,0,0,0,0,0,0,388,6764,yes
8468483,Marian Gaborik,18,SVK,EURO,73,205,R,2000,3,4,63,34,24,58,46,0,5,1,2,3,2,0,408,7139,yes
8468498,Brooks Orpik,20,USA,USA,75,219,D,2000,18,4,45,2,10,12,108,0,0,0,0,0,0,0,219,3932,yes
8469459,Mikko Koivu,18,FIN,EURO,75,215,C,2001,6,4,60,11,43,54,42,0,10,3,11,14,8,0,203,3472,yes
8469460,Mike Komisarek,19,USA,USA,76,235,D,2001,7,4,48,4,12,16,77,0,0,0,0,0,0,0,295,5108,yes
8470207,Joffrey Lupul,19,CAN,CAN,73,211,L,2002,7,4,72,56,50,106,95,11,0,0,0,0,0,0,372,5886,yes
8470268,Denis Grebeshkov,19,RUS,EURO,72,206,D,2002,18,4,44,4,5,9,12,0,0,0,0,0,0,0,176,3279,yes
2082,Michael Henrich,18,Canada,CAN,74,205,C,1998,13,5,66,41,22,63,75,5,5,1,3,4,0,-3,0,0,no
9558,Ilya Nikulin,18,Russia,EURO,75,223,D,2000,31,5,49,6,8,14,104,2,0,0,0,0,0,0,0,0,no
18783,Alexander Zevakhin,18,Russia,EURO,72,203,R,1998,54,5,48,17,18,35,26,-3,0,0,0,0,0,0,0,0,no
8467885,Denis Shvidki,19,UKR,EURO,74,210,R,1999,12,5,68,36,63,99,8,0,12,7,9,16,2,0,76,895,yes
8467886,Jani Rita,18,FIN,EURO,73,206,L,1999,13,5,64,12,15,27,47,0,6,1,1,2,8,0,66,574,yes
8468504,Brad Boyes,18,CAN,CAN,72,199,R,2000,24,5,71,36,49,85,42,0,13,6,8,14,10,0,164,2632,yes
8469462,Tuomo Ruutu,18,FIN,EURO,72,200,L,2001,9,5,56,13,14,27,98,0,5,0,0,0,4,0,245,4020,yes
8469469,R.J. Umberger,19,USA,USA,74,214,C,2001,16,5,45,17,25,42,20,0,0,0,0,0,0,0,228,3464,yes
8470105,Scottie Upshall,19,CAN,CAN,72,200,R,2002,6,5,68,35,54,89,149,0,4,1,2,3,21,0,230,2998,yes
9567,Kirill Koltsov,19,Russia,EURO,70,198,D,2002,49,6,41,1,5,6,34,18,11,1,0,1,18,-1,0,0,no
10410,Scott Kelman,18,Canada,CAN,75,216,C,1999,15,6,66,19,54,73,95,0,11,4,3,7,37,-4,0,0,no
8467334,Manny Malhotra,18,CAN,CAN,74,207,C,1998,7,6,62,17,41,58,31,0,17,8,12,20,10,0,346,3453,yes
8467347,Milan Kraft,18,CZE,EURO,76,212,C,1998,23,6,40,22,26,48,12,0,1,0,0,0,0,0,207,2778,yes
8467892,Kirill Safronov,18,RUS,EURO,74,215,D,1999,19,6,56,3,6,9,62,0,0,0,0,0,0,0,35,530,yes
8468485,Raffi Torres,19,CAN,CAN,72,215,L,2000,5,6,68,43,48,91,40,0,6,5,2,7,23,0,275,3518,yes
8468494,Vaclav Nedorost,18,CZE,EURO,73,190,C,2000,14,6,65,16,15,31,16,0,3,0,0,0,0,0,99,1065,yes
8469477,Lukas Krajicek,18,CZE,EURO,75,205,D,2001,24,6,61,8,27,35,53,0,7,0,5,5,0,0,207,3702,yes
8470192,Steve Eminger,19,CAN,CAN,74,207,D,2002,12,6,64,19,39,58,93,24,4,0,2,2,10,0,283,5343,yes
9564,Igor Knyazev,18,Russia,EURO,72,194,D,2001,15,7,48,7,7,14,88,13,0,0,0,0,0,0,0,0,no
8467345,Mathieu Biron,18,CAN,CAN,78,233,D,1998,21,7,59,8,28,36,60,0,6,0,1,1,10,0,201,3362,yes
8467363,Christian Berglund,18,SWE,EURO,71,195,L,1998,37,7,30,23,19,42,88,0,2,0,0,0,0,0,86,954,yes
8467880,Kris Beech,18,CAN,CAN,75,211,C,1999,7,7,72,26,47,73,105,0,10,1,10,11,10,0,109,1397,yes
8467902,Michal Sivek,18,CZE,EURO,75,213,C,1999,29,7,48,8,13,21,50,0,0,0,0,0,0,0,38,497,yes
8468488,Nikita Alexeev,19,RUS,EURO,78,227,R,2000,8,7,64,24,29,53,42,0,13,4,3,7,6,0,159,1993,yes
8468500,Alex Frolov,18,RUS,EURO,74,210,L,2000,20,7,52,38,22,60,52,0,0,0,0,0,0,0,307,5429,yes
8469489,Duncan Milroy,18,CAN,CAN,73,196,R,2001,37,7,68,38,54,92,51,0,19,9,12,21,6,0,5,65,yes
8470248,Petr Taticek,19,CZE,EURO,72,188,C,2002,9,7,64,23,42,65,32,22,6,3,3,6,4,0,3,18,yes
8470265,Anton Babchuk,18,UKR,EURO,77,200,D,2002,21,7,48,10,11,21,100,0,0,0,0,0,0,0,168,2848,yes
9562,Ruslan Zainullin,18,Russia,EURO,74,225,R,2000,34,8,38,22,9,31,26,11,0,0,0,0,0,0,0,0,no
9573,Alexander Polushin,18,Russia,EURO,75,212,R,2001,47,8,44,13,5,18,16,5,0,0,0,0,0,0,0,0,no
9578,Sergei Anshakov,18,Russia,EURO,75,203,L,2002,50,8,50,22,15,37,10,32,7,3,0,3,0,1,0,0,no
9597,Alexander Ryazantsev,18,Russia,EURO,72,225,D,1998,167,8,59,12,18,30,48,1,0,0,0,0,0,0,0,0,no
8467343,Martin Skoula,19,CZE,EURO,75,226,D,1998,17,8,66,8,36,44,36,0,6,1,3,4,4,0,404,7929,yes
8467881,Taylor Pyatt,18,CAN,CAN,76,230,L,1999,8,8,68,37,38,75,95,0,4,0,4,4,6,0,308,4143,yes
8467898,Mikhail Kuleshov,18,RUS,EURO,75,220,L,1999,25,8,50,11,10,21,54,0,3,0,0,0,4,0,3,34,yes
8468506,Brian Sutherby,18,CAN,CAN,74,208,C,2000,26,8,47,18,17,35,102,0,4,1,1,2,12,0,254,3047,yes
8469474,Colby Armstrong,19,CAN,CAN,74,185,R,2001,21,8,76,36,43,79,168,0,25,6,7,13,41,0,199,3397,yes
8467349,Jiri Fischer,18,CZE,EURO,77,229,D,1998,25,9,70,3,19,22,112,0,11,1,4,5,16,0,283,4679,yes
8467883,Branislav Mezei,19,SVK,EURO,76,235,D,1999,10,9,70,5,19,24,106,0,22,0,5,5,37,0,138,2131,yes
8467891,Konstantin Koltsov,18,BLR,EURO,72,218,L,1999,18,9,63,13,10,23,62,0,1,0,0,0,2,0,144,2079,yes
8468493,Ron Hainsey,19,USA,USA,75,210,D,2000,13,9,37,4,9,13,24,0,0,0,0,0,0,0,167,3215,yes
8468507,Martin Samuelsson,18,SWE,EURO,74,197,L,2000,27,9,31,15,13,28,28,0,2,1,0,1,2,0,14,128,yes
8469464,Fredrik Sjostrom,18,SWE,EURO,73,218,L,2001,11,9,55,10,14,24,38,0,9,1,2,3,8,0,279,3595,yes
8469466,Ales Hemsky,18,CZE,EURO,72,185,R,2001,13,9,68,36,64,100,67,0,5,2,3,5,2,0,349,5572,yes
8470267,Alexei Kaigorodov,19,RUS,EURO,72,194,C,2002,47,9,46,4,12,16,20,0,9,0,3,3,2,0,6,29,yes
8470274,Chris Higgins,19,USA,USA,72,205,L,2002,14,9,34,18,19,37,38,0,0,0,0,0,0,0,282,4697,yes
9614,Jakub Koreis,18,Czech Rep.,EURO,75,216,C,2002,19,10,73,18,16,34,54,2,0,0,0,0,0,0,0,0,no
30842,Vaclav Zavoral,18,Czech Rep.,EURO,75,214,D,1999,151,10,51,3,10,13,4,1,0,0,0,0,0,0,0,0,no
8467333,Rico Fata,18,CAN,CAN,72,214,L,1998,6,10,64,43,33,76,110,0,16,9,5,14,49,0,173,2357,yes
8467397,Dimitri Afanasenkov,18,RUS,EURO,74,209,L,1998,72,10,48,14,7,21,20,0,0,0,0,0,0,0,85,1004,yes
8467884,Oleg Saprykin,18,RUS,EURO,73,190,L,1999,11,10,66,47,46,93,107,0,11,5,11,16,36,0,254,3295,yes
8468501,Anton Volchenkov,18,RUS,EURO,73,220,D,2000,21,10,42,3,10,13,52,0,0,0,0,0,0,0,229,4145,yes
8468510,Jeff Taffe,19,USA,USA,75,207,L,2000,30,10,46,11,14,25,24,0,0,0,0,0,0,0,100,1148,yes
8469470,Carlo Colaiacovo,18,CAN,CAN,73,202,D,2001,17,10,62,12,27,39,59,0,14,4,7,11,16,0,101,1728,yes
8469478,Alexander Perezhogin,18,KAZ,EURO,72,211,R,2001,25,10,54,58,31,89,44,0,1,0,0,0,0,0,128,1401,yes
8470153,Pierre-Marc Bouchard,18,CAN,CAN,70,168,C,2002,8,10,77,50,102,152,70,25,4,2,3,5,4,0,425,6617,yes
19117,Dmitri Levinsky,18,Russia,EURO,73,203,R,1999,46,11,11,4,1,5,6,-1,0,0,0,0,0,0,0,0,no
19740,Denis Grot,18,Russia,EURO,72,207,D,2002,55,11,58,2,4,6,64,-9,0,0,0,0,0,0,0,0,no
20500,Sergei Kuznetsov,18,Russia,EURO,72,198,L,1998,146,11,28,5,3,8,14,0,0,0,0,0,0,0,0,0,no
8467887,Jeff Jillson,19,USA,USA,75,215,D,1999,14,11,44,5,19,24,77,0,0,0,0,0,0,0,140,2237,yes
8468487,Lars Jonsson,18,SWE,EURO,73,198,D,2000,7,11,45,16,22,38,56,0,2,0,0,0,0,0,8,99,yes
8468532,Shane Endicott,19,CAN,CAN,75,209,C,2000,52,11,70,23,32,55,62,0,7,1,6,7,6,0,45,514,yes
8469475,Jiri Novotny,18,CZE,EURO,75,204,C,2001,22,11,34,10,10,20,0,0,0,0,0,0,0,0,147,2201,yes
8469488,Mark Popovic,19,CAN,CAN,73,205,D,2001,35,11,68,7,37,44,60,0,18,3,5,8,22,0,44,599,yes
