id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0
8470289,Jim Slater,20,USA,USA,72,195,C,2002,30,11,44,12,25,37,58,0,0,0,0,0,0,0,274,2862,yes
9554,Sergei Soin,18,Russia,EURO,72,207,C,2000,50,12,38,8,9,17,34,12,0,0,0,0,0,0,0,0,no
9636,Rene Vydareny,18,Slovakia,EURO,73,214,D,1999,69,12,69,5,13,18,73,6,2,0,0,0,2,0,0,0,no
8467344,Robyn Regehr,18,BRA,EURO,75,222,D,1998,19,12,65,4,10,14,120,0,5,0,3,3,8,0,363,7615,yes
8467399,Julien Vauclair,19,CHE,EURO,72,200,D,1998,74,12,53,9,8,17,34,0,7,0,0,0,25,0,1,13,yes
8467922,Brett Lysak,19,CAN,CAN,72,190,C,1999,49,12,61,39,49,88,84,0,0,0,0,0,0,0,2,7,yes
8468505,Steve Ott,18,CAN,CAN,72,193,C,2000,25,12,66,23,39,62,131,0,12,3,5,8,21,0,200,2124,yes
8469473,Marcel Goc,18,DEU,EURO,73,197,C,2001,20,12,76,15,33,48,16,0,0,0,0,0,0,0,210,2429,yes
8469476,Tim Gleason,18,USA,USA,72,217,D,2001,23,12,54,8,29,37,126,0,9,1,2,3,23,0,262,4648,yes
8470230,Daniel Paille,18,CAN,CAN,73,200,L,2002,20,12,62,27,30,57,54,0,13,6,4,10,13,0,193,2407,yes
8470257,Alexander Steen,18,CAN,CAN,72,211,L,2002,24,12,57,23,26,49,69,0,12,2,3,5,2,0,314,5304,yes
3189,Tero Maatta,18,Finland,EURO,74,247,D,2000,41,13,38,6,6,12,61,1,11,1,3,4,6,0,0,0,no
9560,Yegor Shastin,19,Russia,EURO,70,187,L,2001,124,13,33,4,12,16,67,11,9,1,0,1,18,0,0,0,no
8467337,Jeff Heerema,18,CAN,CAN,74,212,R,1998,11,13,63,32,40,72,88,0,5,4,1,5,10,0,32,319,yes
8467369,Ossi Vaananen,18,FIN,EURO,76,215,D,1998,43,13,44,3,9,12,52,0,7,0,2,2,16,0,303,5895,yes
8467896,Steve McCarthy,18,CAN,CAN,73,210,D,1999,23,13,60,19,34,53,79,0,6,0,5,5,8,0,201,3125,yes
8467914,Tony Salmelainen,18,FIN,EURO,69,185,L,1999,41,13,43,29,24,53,79,0,2,1,2,3,12,0,13,125,yes
8468503,Nathan Smith,18,CAN,CAN,74,206,C,2000,23,13,70,21,28,49,72,0,12,1,6,7,4,0,4,31,yes
8469480,Jeff Woywitka,18,CAN,CAN,75,227,D,2001,27,13,76,7,28,35,113,0,26,2,8,10,25,0,87,1212,yes
8470152,Joakim Lindstrom,19,SWE,EURO,72,187,C,2002,41,13,55,13,9,22,99,0,14,3,5,8,8,0,81,981,yes
8470180,Eric Nystrom,19,USA,USA,73,200,L,2002,10,13,47,18,13,31,42,0,0,0,0,0,0,0,122,1232,yes
9610,Ondrej Nemec,18,Czech Rep.,EURO,72,203,D,2002,35,14,87,12,22,34,218,16,8,0,0,0,16,3,0,0,no
9637,Luca Cereda,18,Switzerlan,EURO,74,203,C,1999,24,14,54,13,21,34,48,0,15,0,6,6,4,0,0,0,no
12768,Greg Watson,18,Canada,CAN,72,205,C,2001,34,14,71,22,28,50,72,-42,0,0,0,0,0,0,0,0,no
21005,Artyom Kryukov,18,Russia,EURO,76,220,C,2000,15,14,18,4,5,9,18,0,0,0,0,0,0,0,0,0,no
8467338,Alex Tanguay,19,CAN,CAN,73,194,L,1998,12,14,58,49,39,88,34,0,5,7,6,13,4,0,379,6661,yes
8467510,Petr Svoboda,18,CZE,EURO,75,216,D,1998,35,14,31,1,4,5,16,0,0,0,0,0,0,0,18,269,yes
8467893,Barrett Heisten,19,USA,USA,73,200,L,1999,20,14,40,14,20,34,80,0,0,0,0,0,0,0,10,76,yes
8469521,Tomas Plekanec,19,CZE,EURO,71,196,C,2001,71,14,63,16,14,30,34,0,0,0,0,0,0,0,231,3662,yes
8470305,Rob Globke,20,USA,USA,74,208,R,2002,40,14,40,13,12,25,83,0,0,0,0,0,0,0,46,315,yes
9638,Sven Helfenstein,18,Switzerlan,EURO,70,176,L,2000,175,15,56,13,13,26,36,2,9,0,1,1,0,0,0,0,no
13964,Vladimir Korsunov,18,Russia,EURO,73,192,D,2001,105,15,16,0,3,3,12,3,0,0,0,0,0,0,0,0,no
19112,Rail Rozakov,18,Russia,EURO,73,207,D,1999,106,15,37,0,1,1,18,-1,0,0,0,0,0,0,0,0,no
8467350,Mike Van Ryn,19,CAN,CAN,73,213,D,1998,26,15,45,4,14,18,48,0,0,0,0,0,0,0,148,3031,yes
8467421,Mikko Jokela,18,FIN,EURO,73,212,D,1998,96,15,54,8,13,21,40,0,0,0,0,0,0,0,1,5,yes
8467890,Barret Jackman,18,CAN,CAN,72,203,D,1999,17,15,73,9,37,46,259,0,0,0,0,0,0,0,161,3117,yes
8468535,Antoine Vermette,18,CAN,CAN,73,198,C,2000,55,15,71,30,41,71,87,0,6,0,1,1,6,0,216,2922,yes
8469516,Brendan Bell,18,CAN,CAN,74,205,D,2001,65,15,68,7,32,39,59,0,20,1,11,12,22,0,48,660,yes
8470176,Sean Bergenheim,18,FIN,EURO,71,201,L,2002,22,15,70,21,26,47,102,0,6,6,2,8,20,0,183,2250,yes
8470280,Ben Eager,18,CAN,CAN,74,226,L,2002,23,15,71,15,26,41,300,-16,5,0,1,1,13,0,195,1529,yes
3183,Teemu Laine,18,Finland,EURO,72,203,L,2000,39,16,68,13,18,31,84,5,10,5,4,9,10,0,0,0,no
9553,Andrei Shefer,18,Russia,EURO,72,198,D,1999,43,16,36,10,7,17,44,-1,0,0,0,0,0,0,0,0,no
42301,Oleg Smirnov,18,Russia,EURO,71,196,L,1998,144,16,12,2,2,4,4,0,0,0,0,0,0,0,0,0,no
48284,Maxim Shchevyev,18,Russia,EURO,72,198,C,2002,178,16,57,7,14,21,36,3,0,0,0,0,0,0,0,0,no
8467335,Mark Bell,18,CAN,CAN,76,220,C,1998,8,16,55,34,26,60,87,0,13,6,5,11,14,0,257,3765,yes
8467917,Jordan Leopold,19,USA,USA,73,206,D,1999,44,16,45,7,17,24,20,0,0,0,0,0,0,0,214,4667,yes
8468512,Tomas Kurka,19,CZE,EURO,71,190,L,2000,32,16,64,36,28,64,37,0,17,7,6,13,6,0,17,236,yes
8469483,David Steckel,19,USA,USA,78,215,C,2001,30,16,40,17,19,36,86,0,0,0,0,0,0,0,79,1023,yes
8469492,Fedor Tyutin,18,RUS,EURO,74,221,D,2001,40,16,40,3,8,11,38,0,0,0,0,0,0,0,250,5082,yes
8470134,Jakub Klepis,18,CZE,EURO,73,198,C,2002,16,16,83,15,61,76,125,3,7,0,3,3,22,0,66,593,yes
10854,Libor Ustrnul,18,Czech Rep.,EURO,78,265,D,2000,42,17,68,0,15,15,208,24,23,0,3,3,29,10,0,0,no
57630,Jan Kubista,18,Czech Rep.,EURO,72,185,R,2002,130,17,49,13,12,25,40,6,6,0,2,2,0,3,0,0,no
8467346,Simon Gagne,18,CAN,CAN,73,195,L,1998,22,17,53,30,39,69,26,0,12,11,5,16,23,0,354,5994,yes
8467353,Nik Antropov,18,KAZ,EURO,78,245,C,1998,10,17,54,38,61,99,70,0,0,0,0,0,0,0,263,3490,yes
8467901,Kristian Kudroc,18,SVK,EURO,79,255,D,1999,28,17,24,0,4,4,23,0,0,0,0,0,0,0,26,232,yes
8467928,Doug Janik,19,USA,USA,74,211,D,1999,55,17,41,4,13,17,46,0,0,0,0,0,0,0,10,80,yes
8469486,Timofei Shishkanov,18,RUS,EURO,73,213,R,2001,33,17,17,4,8,12,10,0,0,0,0,0,0,0,24,199,yes
8469534,Aaron Johnson,18,CAN,CAN,73,204,D,2001,85,17,64,12,41,53,128,0,11,2,4,6,35,0,146,1996,yes
8470199,Barry Tallackson,19,USA,USA,77,215,R,2002,53,17,44,13,10,23,44,0,0,0,0,0,0,0,20,156,yes
18348,Vladislav Luchkin,18,Russia,EURO,73,212,C,2000,225,18,36,25,10,35,40,3,0,0,0,0,0,0,0,0,no
18506,Yuri Dobryshkin,20,Russia,EURO,72,187,L,1999,159,18,57,16,7,23,86,4,0,0,0,0,0,0,0,0,no
8467361,Blair Betts,18,CAN,CAN,75,210,C,1998,33,18,71,35,41,76,38,0,11,4,6,10,8,0,35,402,yes
8467438,Miroslav Zalesak,18,SVK,EURO,73,211,R,1998,104,18,57,40,35,75,30,0,0,0,0,0,0,0,12,119,yes
8468542,Paul Martin,19,USA,USA,73,200,D,2000,62,18,24,15,35,50,26,0,0,0,0,0,0,0,232,5365,yes
8469531,Jay Harrison,19,CAN,CAN,76,222,D,2001,82,18,60,4,15,19,114,0,9,1,1,2,17,0,13,193,yes
8469587,Tomas Plihal,18,CZE,EURO,73,210,C,2001,140,18,58,20,18,38,2,0,0,0,0,0,0,0,25,267,yes
8470162,Matt Stajan,19,CAN,CAN,73,195,C,2002,57,18,68,33,52,85,50,36,11,3,8,11,14,0,390,5858,yes
15108,Cory Stillman,18,Canada,CAN,73,212,C,2001,101,19,68,29,27,56,39,16,4,2,0,2,0,-3,0,0,no
42367,David Inman,19,USA,USA,71,185,C,1999,59,19,38,10,10,20,74,0,0,0,0,0,0,0,0,0,no
8467342,Eric Chouinard,18,USA,USA,75,215,C,1998,16,19,72,45,44,89,22,0,14,7,10,17,6,0,89,969,yes
8467951,Mattias Weinhandl,19,SWE,EURO,72,195,R,1999,78,19,44,20,23,43,32,0,5,4,3,7,4,0,170,1952,yes
8468497,Alexei Mikhnov,18,UKR,EURO,77,200,L,2000,17,19,53,24,17,41,10,0,0,0,0,0,0,0,2,14,yes
8468508,Justin Williams,19,CAN,CAN,73,188,R,2000,28,19,68,37,46,83,46,0,23,14,16,30,10,0,422,7301,yes
8470054,Keith Ballard,20,USA,USA,71,204,D,2002,11,19,48,11,14,25,46,0,0,0,0,0,0,0,315,6732,yes
8470150,Jonas Johansson,18,SWE,EURO,74,190,R,2002,28,19,39,20,20,40,38,0,2,0,0,0,0,0,1,4,yes
3187,Topi Jaakola,19,Finland,EURO,73,196,D,2002,134,20,70,0,4,4,24,3,6,1,0,1,4,-2,0,0,no
12854,Beat Forster,18,Switzerlan,EURO,73,218,D,2001,78,20,51,8,10,18,104,-2,6,1,1,2,4,0,0,0,no
8467351,Scott Gomez,19,USA,USA,71,200,C,1998,27,20,52,13,37,50,59,0,0,0,0,0,0,0,394,6370,yes
8467499,Tomas Zizka,19,CZE,EURO,73,198,D,1998,163,20,44,3,7,10,2,0,0,0,0,0,0,0,25,408,yes
8467908,Milan Bartovic,18,SVK,EURO,71,197,R,1999,35,20,53,41,37,78,68,0,6,9,3,12,10,0,50,538,yes
8468496,Marcel Hossa,19,SVK,EURO,75,220,L,2000,16,20,67,24,30,54,66,0,0,0,0,0,0,0,187,2294,yes
8469467,Chuck Kobasew,19,CAN,CAN,72,192,R,2001,14,20,43,27,22,49,38,0,0,0,0,0,0,0,293,3947,yes
8470159,Boyd Gordon,19,CAN,CAN,72,200,C,2002,17,20,66,22,29,51,19,20,23,10,12,22,8,0,267,3860,yes
355,Daniel Widing,18,Sweden,EURO,72,209,R,2000,36,21,61,18,18,36,103,1,7,1,1,2,22,0,0,0,no
8420,Tomas Slovak,18,Slovakia,EURO,73,209,D,2001,42,21,59,7,8,15,58,0,3,1,0,1,2,0,0,0,no
9577,Alexei Shkotov,18,Russia,EURO,70,183,R,2002,48,21,64,24,18,42,54,-6,0,0,0,0,0,0,0,0,no
18843,Maxim Rybin,18,Russia,EURO,69,201,L,1999,141,21,48,14,10,24,58,-1,0,0,0,0,0,0,0,0,no
8467357,Jonathan Cheechoo,18,CAN,CAN,73,206,R,1998,29,21,64,31,45,76,62,0,10,4,2,6,10,0,147,2018,yes
8467416,Josef Vasicek,18,CZE,EURO,77,214,C,1998,91,21,34,13,20,33,0,0,0,0,0,0,0,0,293,4297,yes
8467903,Luke Sellars,18,CAN,CAN,73,210,D,1999,30,21,60,5,19,24,93,0,13,2,2,4,13,0,1,3,yes
8468531,Kris Vernarsky,18,USA,USA,75,207,C,2000,51,21,64,16,22,38,63,0,19,3,6,9,24,0,17,164,yes
8469490,Tim Jackman,20,USA,USA,74,225,R,2001,38,21,37,11,14,25,92,0,0,0,0,0,0,0,68,517,yes
8470169,Gregory Campbell,19,CAN,CAN,72,188,C,2002,67,21,65,17,36,53,105,0,6,0,2,2,13,0,303,3703,yes
257,Gabriel Karlsson Pears,18,Sweden,EURO,73,205,C,1998,86,22,34,11,16,27,34,0,0,0,0,0,0,0,0,0,no
463,Andreas Holmqvist,20,Sweden,EURO,76,216,D,2001,61,22,43,5,15,20,44,26,0,0,0,0,0,0,0,0,no
9453,Brett Nowak,19,USA,USA,75,196,C,2000,103,22,33,6,12,18,22,-2,0,0,0,0,0,0,0,0,no
15025,Alexei Tereschenko,20,Russia,EURO,70,185,C,2000,91,22,35,4,6,10,12,6,16,1,1,2,8,0,0,0,no
15831,Tomas Linhart,18,Czech Rep.,EURO,74,227,D,2002,45,22,37,2,3,5,30,6,2,0,1,1,0,-1,0,0,no
27219,Tomas Skvaridlo,18,Slovakia,EURO,74,209,R,1999,144,22,52,22,13,35,46,11,0,0,0,0,0,0,0,0,no
60629,Randy Copley,19,Canada,CAN,74,216,L,1998,40,22,69,34,42,76,194,-6,4,0,0,0,16,-2,0,0,no
8467918,Martin Grenier,19,CAN,CAN,77,245,D,1999,45,22,60,7,18,25,479,0,13,0,4,4,29,0,15,97,yes
8469506,Jason Pominville,19,CAN,CAN,72,181,R,2001,55,22,71,46,67,113,24,0,10,6,6,12,0,0,222,3883,yes
8470119,Brett Skinner,19,CAN,CAN,73,183,D,2002,68,22,44,9,38,47,25,0,3,0,1,1,0,0,11,129,yes
9461,Adam Henrich,18,Canada,CAN,76,238,L,2002,60,23,74,33,33,66,135,-4,0,0,0,0,0,0,0,0,no
9563,Yuri Trubachyov,18,Russia,EURO,68,203,C,2001,164,23,40,8,12,20,30,8,0,0,0,0,0,0,0,0,no
9599,Anton But,18,Russia,EURO,74,214,L,1998,119,23,28,5,3,8,16,1,0,0,0,0,0,0,0,0,no
13797,Thatcher Bell,18,Canada,CAN,72,187,C,2000,71,23,53,26,43,69,61,13,5,0,0,0,15,0,0,0,no
19111,Alexander Tatarinov,18,Russia,EURO,71,216,R,2000,53,23,45,14,12,26,105,6,0,0,0,0,0,0,0,0,no
20527,Vladislav Yevseyev,18,Russia,EURO,74,216,L,2002,56,23,23,4,6,10,12,8,0,0,0,0,0,0,0,0,no
8467924,Matt Murley,20,USA,USA,74,206,L,1999,51,23,36,17,32,49,32,0,0,0,0,0,0,0,59,682,yes
8468064,Martin Erat,18,CZE,EURO,72,196,R,1999,191,23,46,21,25,46,14,0,0,0,0,0,0,0,263,3717,yes
8469495,Doug Lynch,18,CAN,CAN,75,214,D,2001,43,23,76,13,39,52,192,0,25,2,11,13,41,0,2,21,yes
27,Yared Hagos,18,Sweden,EURO,73,218,C,2001,70,24,43,11,26,37,24,1,10,4,1,5,4,-2,0,0,no
3222,Tommi Hannus,18,Finland,EURO,72,190,R,1998,190,24,52,22,19,41,20,5,7,1,2,3,4,0,0,0,no
3229,Teemu Sainomaa,18,Finland,EURO,76,216,C,1999,62,24,14,9,8,17,27,0,6,5,2,7,10,0,0,0,no
14450,Kiel Mcleod,19,Canada,CAN,78,234,C,2001,53,24,65,38,28,66,94,-1,4,4,1,5,8,3,0,0,no
59476,Vladimir Sapozhnikov,18,Russia,EURO,74,209,D,2000,58,24,4,0,0,0,6,0,0,0,0,0,0,0,0,0,no
8467379,Steve Moore,20,CAN,CAN,74,205,C,1998,53,24,33,10,23,33,46,0,0,0,0,0,0,0,69,840,yes
8467915,Mike Commodore,20,CAN,CAN,76,227,D,1999,42,24,39,5,8,13,154,0,0,0,0,0,0,0,147,2090,yes
8468523,Matt Pettinger,20,CAN,CAN,73,205,L,2000,43,24,53,20,12,32,94,0,11,2,6,8,30,0,278,3658,yes
8470310,Aaron Rome,19,CAN,CAN,73,220,D,2002,104,24,70,7,24,31,168,11,10,1,4,5,23,0,26,448,yes
9566,Igor Grigorenko,18,Russia,EURO,70,214,R,2001,62,25,45,16,14,30,96,11,0,0,0,0,0,0,0,0,no
22656,Pavel Kasparik,20,Czech Rep.,EURO,74,214,C,1999,200,25,51,20,23,43,0,0,0,0,0,0,0,0,0,0,no
25698,Jan Bohac,18,Czech Rep.,EURO,75,201,C,2000,87,25,60,9,12,21,12,6,7,0,1,1,4,0,0,0,no
28602,Martin Cizek,18,Czech Rep.,EURO,74,203,D,2002,271,25,50,2,6,8,34,7,0,0,0,0,0,0,0,0,no
8467358,Kyle Rossiter,18,CAN,CAN,75,220,D,1998,30,25,61,6,16,22,190,0,19,0,3,3,38,0,11,129,yes
8467491,Rickard Wallin,18,SWE,EURO,74,195,C,1998,160,25,35,22,32,54,48,0,2,1,1,2,2,0,19,246,yes
8467931,Matt Carkner,19,CAN,CAN,77,229,D,1999,58,25,60,2,16,18,173,0,5,0,0,0,20,0,1,6,yes
8468502,David Hale,19,USA,USA,73,222,D,2000,22,25,54,6,18,24,187,0,5,0,2,2,6,0,157,2024,yes
8469485,Derek Roy,18,CAN,CAN,69,184,C,2001,32,25,65,42,39,81,114,0,0,0,0,0,0,0,272,4960,yes
8470088,Matt Jones,19,USA,USA,72,224,D,2002,80,25,37,2,5,7,20,0,0,0,0,0,0,0,106,1577,yes
67,Daniel Fernholm,19,Sweden,EURO,76,229,D,2002,101,26,12,5,13,18,12,29,0,0,0,0,0,0,0,0,no
304,Jens Karlsson,19,Sweden,EURO,75,216,R,2001,18,26,45,12,10,23,113,-4,7,1,5,6,81,3,0,0,no
8467362,Chris Nielsen,18,TZA,EURO,74,214,R,1998,36,26,68,22,29,51,31,0,18,2,4,6,10,0,52,553,yes
8467920,Sheldon Keefe,19,CAN,CAN,71,185,R,1999,47,26,66,51,65,116,140,0,10,5,5,10,31,0,125,1278,yes
8468509,Niklas Kronwall,19,SWE,EURO,72,194,D,2000,29,26,44,6,5,11,26,0,8,0,0,0,8,0,115,2235,yes
8468520,Kurtis Foster,19,CAN,CAN,77,225,D,2000,40,26,68,6,18,24,116,0,5,1,2,3,4,0,120,2182,yes
8469501,Chris Thorburn,18,CAN,CAN,75,235,R,2001,50,26,66,22,32,54,64,0,4,0,1,1,9,0,114,973,yes
8470055,Petr Kanko,18,CZE,EURO,70,195,R,2002,66,26,61,28,32,60,54,19,4,0,2,2,0,0,10,47,yes
2561,Tuukka Mantyla,20,Finland,EURO,67,187,D,2001,153,27,76,11,22,33,58,15,10,2,2,4,10,7,0,0,no
12048,Lance Monych,18,Canada,CAN,74,203,C,2002,97,27,71,18,30,48,96,2,19,4,3,7,20,0,0,0,no
18722,Emanuel Peter,18,Switzerlan,EURO,73,209,C,2002,142,27,50,2,9,11,18,-2,6,1,0,1,4,0,0,0,no
20195,Stepan Mokhov,18,Russia,EURO,72,220,D,1999,63,27,33,3,1,4,40,0,0,0,0,0,0,0,0,0,no
8467889,David Tanabe,19,USA,USA,73,212,D,1999,16,27,41,10,13,23,48,0,0,0,0,0,0,0,371,6967,yes
8468499,Krys Kolanos,19,CAN,CAN,74,195,C,2000,19,27,42,16,16,32,48,0,0,0,0,0,0,0,115,1476,yes
8469535,Drew Fata,18,CAN,CAN,73,209,D,2001,86,27,58,5,15,20,134,0,18,1,3,4,26,0,8,119,yes
3243,Tomek Valtonen,18,Finland,EURO,73,216,L,1998,56,28,67,7,7,14,152,0,3,0,0,0,0,0,0,0,no
3595,Oliver Setzinger,18,Austria,EURO,72,196,L,2001,76,28,64,19,18,37,104,-1,0,0,0,0,0,0,0,0,no
11515,Matt Demarchi,19,Italy,EURO,75,190,D,2000,57,28,39,1,6,7,82,0,0,0,0,0,0,0,0,0,no
43685,David Turon,19,Czech Rep.,EURO,74,198,D,2002,122,28,55,5,12,17,85,18,0,0,0,0,0,0,0,0,no
60498,Alexander Lyubimov,20,Russia,EURO,75,223,D,2000,83,28,34,4,4,8,24,7,7,0,1,1,2,0,0,0,no
8467355,Andrew Peters,18,CAN,CAN,76,240,L,1998,34,28,60,11,7,18,220,0,7,2,0,2,19,0,42,175,yes
8467907,Ross Lupaschuk,18,CAN,CAN,73,218,D,1999,34,28,67,8,20,28,127,0,14,4,9,13,16,0,3,49,yes
8469508,Jay McClement,18,CAN,CAN,73,205,C,2001,57,28,66,30,19,49,61,0,9,4,2,6,10,0,229,3186,yes
3211,Tommi Jaminki,18,Finland,EURO,74,209,L,2001,142,29,70,17,19,36,34,3,0,0,0,0,0,0,0,0,no
11501,Brad Schell,18,Canada,CAN,72,190,C,2002,167,29,70,20,36,56,16,-4,11,0,8,8,6,6,0,0,no
18374,Igor Samoilov,18,Russia,EURO,72,194,D,2000,217,29,42,0,4,4,34,5,0,0,0,0,0,0,0,0,no
58479,Alexei Stonkus,18,Russia,EURO,72,192,D,2002,189,29,55,5,7,12,52,-13,0,0,0,0,0,0,0,0,no
8467365,John Erskine,18,CAN,CAN,76,220,D,1998,39,29,55,0,9,9,205,0,16,0,5,5,25,0,81,929,yes
8468517,Andy Hilbert,19,USA,USA,70,188,L,2000,37,29,42,18,16,34,39,0,0,0,0,0,0,0,166,1934,yes
7311,Kristian Kovac,18,Slovakia,EURO,74,198,R,1999,122,30,52,31,22,53,77,0,2,1,0,1,2,0,0,0,no
9640,Patrik Bartschi,18,Switzerlan,EURO,70,196,R,2002,202,30,49,21,17,38,18,2,13,5,4,9,4,0,0,0,no
14452,Brian Lee,18,USA,USA,75,198,D,2002,71,30,66,5,14,19,115,21,21,1,6,7,41,8,0,0,no
15116,Ed Hill,19,USA,USA,74,218,D,1999,61,30,53,7,17,24,42,24,12,0,2,2,8,3,0,0,no
15250,Viktor Uchevatov,18,Russia,EURO,75,225,D,2001,60,30,6,0,2,2,4,9,0,0,0,0,0,0,0,0,no
15719,Colt King,18,Canada,CAN,74,220,R,2001,130,30,65,25,27,52,129,8,4,0,1,1,8,-2,0,0,no
24053,Jan Fadrny,18,Czech Rep.,EURO,72,196,C,1998,169,30,32,8,6,14,14,0,3,0,0,0,4,-2,0,0,no
8467360,Stephen Peat,18,CAN,CAN,74,235,R,1998,32,30,63,6,12,18,189,0,5,0,0,0,8,0,129,727,yes
8468541,Jakub Cutta,19,CZE,EURO,75,214,D,2000,61,30,71,2,12,14,114,0,12,0,2,2,24,0,8,109,yes
3188,Tuukka Makela,18,Finland,EURO,75,225,D,2000,66,31,44,3,6,9,44,3,2,0,0,0,0,0,0,0,no
3241,Jaakko Harikkala,18,Finland,EURO,73,220,D,1999,118,31,63,6,3,9,58,-7,0,0,0,0,0,0,0,0,no
8030,Carter Trevisani,19,Italy,EURO,73,198,D,2001,244,31,45,9,11,20,24,5,20,1,4,5,26,3,0,0,no
14467,Lee Falardeau,19,USA,USA,75,216,C,2002,33,31,34,4,10,14,24,8,0,0,0,0,0,0,0,0,no
8467392,Alex Henry,19,CAN,CAN,78,231,D,1998,67,31,62,5,9,14,97,0,16,0,3,3,14,0,112,1216,yes
8467910,Nolan Yonkman,18,CAN,CAN,78,247,D,1999,37,31,61,1,6,7,129,0,6,0,0,0,6,0,50,457,yes
8469499,Tuomas Pihlman,19,FIN,EURO,74,215,L,2001,48,31,62,6,9,15,75,0,6,2,4,6,4,0,15,138,yes
345,Johan Eneqvist,18,Sweden,EURO,72,198,C,2000,109,32,59,16,24,40,60,2,7,1,1,2,28,0,0,0,no
521,Mattias Wennerberg,18,Sweden,EURO,72,192,L,1999,194,32,58,22,17,39,84,0,0,0,0,0,0,0,0,0,no
526,Fredrik Johansson,18,Sweden,EURO,72,187,C,2002,274,32,73,18,28,46,49,-2,8,3,8,11,4,0,0,0,no
8096,Lou Dickenson,18,Canada,CAN,74,194,L,2000,113,32,66,21,25,46,46,-69,0,0,0,0,0,0,0,0,no
11048,Marc-Andre Thinel,18,Canada,CAN,72,187,R,1999,145,32,67,45,58,103,16,-1,6,5,3,8,4,4,0,0,no
28068,Darren Mclachlan,18,Canada,CAN,74,216,L,2001,77,32,42,10,9,19,161,-8,9,1,3,4,18,3,0,0,no
8470075,Jason Ryznar,19,USA,USA,75,200,L,2002,64,32,40,9,7,16,22,0,0,0,0,0,0,0,8,43,yes
3198,Mikko Kalteva,18,Finland,EURO,75,198,D,2002,107,33,36,5,3,8,16,4,8,2,2,4,0,0,0,0,no
9396,Brian Mcconnell,19,USA,USA,74,190,C,2002,39,33,38,11,15,26,68,14,0,0,0,0,0,0,0,0,no
8467387,Joe Dipenta,19,CAN,CAN,74,220,D,1998,61,33,38,2,16,18,50,0,0,0,0,0,0,0,3,47,yes
8467906,Jonas Andersson,18,SWE,EURO,75,204,R,1999,33,33,45,8,13,21,24,0,0,0,0,0,0,0,5,46,yes
8467926,Brad Ralph,19,CAN,CAN,74,198,L,1999,53,33,67,31,44,75,93,0,14,7,7,14,10,0,1,5,yes
8468544,Filip Novak,18,CZE,EURO,72,203,D,2000,64,33,47,7,32,39,70,0,7,1,4,5,5,0,17,164,yes
8469515,Tomas Malec,19,SVK,EURO,74,215,D,2001,64,33,71,13,50,63,200,0,11,0,11,11,26,0,46,502,yes
8469543,Evgeny Artyukhin,18,RUS,EURO,76,255,R,2001,94,33,30,1,2,3,18,0,0,0,0,0,0,0,72,628,yes
3248,Arto Laatikainen,19,Finland,EURO,71,183,D,1999,197,34,73,1,16,17,48,3,5,1,3,4,2,1,0,0,no
9569,Andrei Taratukhin,18,Russia,EURO,74,223,C,2001,41,34,47,21,31,52,79,4,0,0,0,0,0,0,0,0,no
9576,Konstantin Korneyev,18,Russia,EURO,71,194,D,2002,275,34,38,11,26,37,44,12,2,0,0,0,2,0,0,0,no
19122,Alexander Seluyanov,18,Russia,EURO,74,190,D,2000,128,34,37,4,7,11,18,2,0,0,0,0,0,0,0,0,no
8467378,Bobby Allen,20,USA,USA,72,201,D,1998,52,34,40,7,21,28,49,0,0,0,0,0,0,0,1,3,yes
8467502,Ales Kotalik,20,CZE,EURO,73,225,R,1998,164,34,47,9,7,16,14,0,0,0,0,0,0,0,143,2141,yes
8467964,Mike Comrie,19,CAN,CAN,70,185,C,1999,91,34,42,19,25,44,38,0,0,0,0,0,0,0,321,5184,yes
8468558,Jozef Balej,18,SVK,EURO,72,195,R,2000,78,34,71,22,28,50,37,0,0,0,0,0,0,0,18,229,yes
8469528,Garth Murray,19,CAN,CAN,74,210,C,2001,79,34,72,28,16,44,183,0,6,1,1,2,10,0,106,922,yes
8470165,Matt Foy,19,CAN,CAN,74,228,R,2002,175,34,31,7,17,24,48,0,0,0,0,0,0,0,56,493,yes
12233,Dmitri Kazionov,18,Russia,EURO,75,205,C,2002,100,35,17,1,2,3,4,1,0,0,0,0,0,0,0,0,no
12697,Adrian Wichser,18,Switzerlan,EURO,71,187,C,1998,231,35,48,8,10,18,35,-4,7,0,1,1,6,0,0,0,no
13507,Brock Radunske,19,South Kore,EURO,77,209,C,2002,79,35,41,4,9,13,28,0,0,0,0,0,0,0,0,0,no
60994,Petr Chvojka,18,Czech Rep.,EURO,72,207,D,2000,182,35,38,6,8,14,73,11,1,0,0,0,0,0,0,0,no
79301,David Cameron,18,Canada,CAN,73,174,C,1998,80,35,69,20,36,56,42,-14,0,0,0,0,0,0,0,0,no
8467967,Chris Kelly,19,CAN,CAN,72,190,C,1999,94,35,68,36,41,77,60,0,25,9,17,26,22,0,86,1048,yes
8468566,Yanick Lehoux,18,CAN,CAN,73,200,C,2000,86,35,67,31,61,92,14,0,6,1,2,3,2,0,10,117,yes
