@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,8-9,24-25'

@attribute DraftAge_norm numeric
@attribute country_group {EURO,USA,CAN}
@attribute Height_norm numeric
@attribute Weight_norm numeric
@attribute Position {L,D,C,R}
@attribute CSS_rank_norm numeric
@attribute rs_GP_norm numeric
@attribute rs_G_norm numeric
@attribute rs_A_norm numeric
@attribute rs_P_norm numeric
@attribute rs_PIM_norm numeric
@attribute rs_PlusMinus_norm numeric
@attribute po_GP_norm numeric
@attribute po_G_norm numeric
@attribute po_A_norm numeric
@attribute po_P_norm numeric
@attribute po_PIM_norm numeric
@attribute po_PlusMinus_norm numeric
@attribute sum_7yr_GP numeric

@data
0.111111,EURO,0.625,0.60396,L,0.008065,0.41,0.051282,0.118182,0.090426,0.054422,0.357798,0.241379,0.090909,0.033333,0.065217,0.058824,0.310345,349
0.111111,CAN,0.625,0.514851,L,0.008065,0.69,0.5,0.372727,0.425532,0.29932,0.357798,0.241379,0.318182,0.133333,0.23913,0.088235,0.310345,67
0,USA,0.625,0.49505,R,0.008065,0.62,0.474359,0.472727,0.473404,0.173469,0.633028,0.275862,0.090909,0.233333,0.195652,0.117647,0.37931,332
0,EURO,0.5,0.50495,L,0.008065,0.5,0.141026,0.045455,0.085106,0.180272,0.357798,0.206897,0.318182,0.2,0.282609,0.088235,0.310345,276
0,CAN,0.625,0.465347,C,0.008065,0.42,0.282051,0.154545,0.207447,0.07483,0.357798,0,0,0,0,0,0.310345,408
0,EURO,0.5625,0.356436,D,0.012097,0.45,0.025641,0.018182,0.021277,0.108844,0.422018,0.068966,0,0,0,0.029412,0.310345,0
0,EURO,0.5,0.39604,R,0.012097,0.47,0.141026,0.063636,0.095745,0.088435,0.440367,0.275862,0.045455,0.033333,0.043478,0.058824,0.344828,0
0,EURO,0.75,0.554455,D,0.012097,0.65,0.076923,0.118182,0.101064,0.316327,0.357798,0.172414,0.090909,0.033333,0.065217,0.147059,0.310345,331
0,CAN,0.625,0.485149,C,0.012097,0.71,0.230769,0.318182,0.281915,0.496599,0.412844,0.206897,0.090909,0.133333,0.130435,0.176471,0.310345,163
0,USA,0.5625,0.712871,D,0.012097,0.44,0.153846,0.190909,0.175532,0.605442,0.357798,0,0,0,0,0,0.310345,364
0.111111,CAN,0.5625,0.49505,C,0.012097,0.58,0.564103,0.654545,0.617021,0.312925,0.53211,0.241379,0.227273,0.133333,0.195652,0.147059,0.275862,322
0,EURO,0.625,0.326733,R,0.016129,0.62,0.24359,0.118182,0.170213,0.095238,0.357798,0.241379,0,0,0,0,0.310345,5
0,EURO,0.6875,0.60396,L,0.016129,0.66,0.371795,0.372727,0.37234,0.102041,0.394495,0.413793,0.227273,0.1,0.173913,0.117647,0.137931,393
0,CAN,0.4375,0.326733,C,0.016129,0.7,0.5,0.436364,0.462766,0.57483,0.394495,0.206897,0.045455,0.1,0.086957,0.117647,0.310345,296
0,EURO,0.375,0.39604,R,0.016129,0.46,0.24359,0.145455,0.18617,0.091837,0.357798,0.172414,0,0.1,0.065217,0.058824,0.310345,173
0.111111,EURO,0.5,0.49505,C,0.016129,0.05,0.051282,0.027273,0.037234,0.054422,0.357798,0.206897,0,0.033333,0.021739,0.029412,0.310345,6
0.111111,USA,0.5,0.475248,R,0.016129,0.46,0.24359,0.309091,0.281915,0.102041,0.357798,0,0,0,0,0,0.310345,504
0,EURO,0.625,0.485149,D,0.020161,0.47,0.166667,0.1,0.12234,0.136054,0.431193,0.103448,0,0,0,0.029412,0.310345,0
0,EURO,0.9375,1,D,0.020161,0.68,0.038462,0.118182,0.085106,0.945578,0.357798,0.172414,0,0,0,0.117647,0.310345,80
0.111111,EURO,0.625,0.683168,D,0.020161,0.18,0.038462,0.036364,0.037234,0.047619,0.357798,0.482759,0.136364,0.033333,0.086957,0.029412,0.310345,460
0,CAN,0.6875,0.564356,D,0.020161,0.76,0.166667,0.181818,0.175532,0.411565,0,0,0,0,0,0,0.310345,36
0,USA,0.625,0.49505,C,0.020161,0.52,0.333333,0.290909,0.308511,0.14966,0.394495,0.517241,0.318182,0.2,0.282609,0.147059,0.448276,297
0,EURO,0.75,0.435644,C,0.020161,0.32,0.192308,0.109091,0.143617,0.095238,0.357798,0,0,0,0,0,0.310345,279
0.111111,EURO,0.625,0.435644,D,0.024194,0.68,0.115385,0.072727,0.090426,0.183673,0.422018,0.068966,0,0,0,0.058824,0.275862,0
0.111111,USA,0.625,0.594059,R,0.024194,0.42,0.141026,0.209091,0.180851,0.108844,0.357798,0,0,0,0,0,0.310345,317
0,CAN,0.4375,0.356436,L,0.024194,0.7,0.474359,0.336364,0.393617,0.414966,0.321101,0.172414,0.045455,0,0.021739,0.235294,0.310345,42
0,EURO,0.5,0.564356,C,0.024194,0.41,0.115385,0.072727,0.090426,0.122449,0.357798,0,0,0,0,0,0.310345,11
