@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,8-9,23-24'

@attribute DraftAge_norm numeric
@attribute country_group {EURO,CAN,USA}
@attribute Height_norm numeric
@attribute Weight_norm numeric
@attribute Position {D,C,L,R}
@attribute CSS_rank_norm numeric
@attribute rs_GP_norm numeric
@attribute rs_G_norm numeric
@attribute rs_A_norm numeric
@attribute rs_P_norm numeric
@attribute rs_PIM_norm numeric
@attribute rs_PlusMinus_norm numeric
@attribute po_GP_norm numeric
@attribute po_G_norm numeric
@attribute po_A_norm numeric
@attribute po_P_norm numeric
@attribute po_PIM_norm numeric
@attribute po_PlusMinus_norm numeric
@attribute GP_greater_than_0 {no,yes}

@data
0,CAN,0.428571,0.317308,D,?,0.755556,0.013699,0.117647,0.082278,0.319415,0.64,0.166667,0,0.038462,0.021739,0.066667,0.333333,no
0.071429,USA,0.714286,0.278846,L,?,0.422222,0.09589,0.078431,0.094937,0.070981,0.552,0,0,0,0,0,0.375,no
0.071429,CAN,0.357143,0.125,L,?,0.633333,0.616438,0.509804,0.613924,0.104384,0.552,0,0,0,0,0,0.375,no
0.071429,USA,0.5,0.423077,C,?,0.333333,0.054795,0.058824,0.063291,0.016701,0.52,0,0,0,0,0,0.375,no
0.071429,CAN,0.642857,0.528846,R,?,0.688889,0.109589,0.107843,0.120253,0.141962,0.312,0,0,0,0,0,0.375,no
0,CAN,0.5,0.442308,C,?,0.088889,0.027397,0.04902,0.044304,0.004175,0.592,0.533333,0.095238,0.115385,0.108696,0.033333,0.416667,no
0.071429,CAN,0.214286,0.384615,L,?,0.766667,0.315068,0.480392,0.455696,0.169102,0.728,0.6,0.238095,0.423077,0.347826,0.291667,0.75,no
0.071429,USA,0.428571,0.336538,R,?,0.455556,0.164384,0.137255,0.164557,0.187891,0.552,0.366667,0.095238,0.192308,0.152174,0.5,0.375,no
0.142857,USA,0.357143,0.192308,C,?,0.422222,0.068493,0.117647,0.107595,0.037578,0.552,0,0,0,0,0,0.375,no
0.142857,USA,0.571429,0.317308,C,?,0.433333,0.09589,0.127451,0.126582,0.045929,0.552,0,0,0,0,0,0.375,no
0,CAN,0.571429,0.528846,D,?,0.7,0,0.058824,0.037975,0.202505,0.584,0.4,0,0,0,0.108333,0.166667,no
0.142857,CAN,0.5,0.25,R,?,0.777778,0.479452,0.519608,0.556962,0.183716,0.824,0.466667,0.333333,0.307692,0.326087,0.008333,0.375,no
0.142857,CAN,0.714286,0.528846,D,?,0.088889,0,0,0,0.037578,0.552,0,0,0,0,0,0.375,no
0,CAN,0.428571,0.317308,C,?,0.744444,0.219178,0.176471,0.21519,0.202505,0.52,0,0,0,0,0,0.375,no
0.142857,CAN,0.428571,0.423077,R,?,0.511111,0.205479,0.215686,0.234177,0.146138,0.36,0.333333,0.333333,0.153846,0.23913,0.091667,0.541667,no
0.285714,EURO,0.357143,0.144231,D,?,0.5,0.068493,0.078431,0.082278,0.125261,0.552,0,0,0,0,0,0.375,no
0.142857,CAN,0.428571,0.192308,R,?,0.677778,0.287671,0.186275,0.253165,0.417537,0.56,0.2,0.095238,0.153846,0.130435,0.233333,0.333333,no
0,CAN,0.571429,0.596154,L,?,0.733333,0.205479,0.186275,0.21519,0.300626,0.408,0,0,0,0,0,0.375,no
0.142857,USA,0.571429,0.355769,D,?,0.6,0.164384,0.382353,0.322785,0.156576,0.552,0,0,0,0,0,0.375,no
0,CAN,0.785714,0.509615,D,?,0.577778,0,0.019608,0.012658,0.150313,0.456,0.166667,0,0,0,0,0.208333,no
0.071429,EURO,0.285714,0.25,R,?,0.244444,0.041096,0.019608,0.031646,0.079332,0.552,0,0,0,0,0,0.375,no
0.857143,EURO,0.642857,0.586538,C,?,0.8,0.369863,0.401961,0.43038,0.154489,0.552,0.333333,0.571429,0.230769,0.391304,0.033333,0.375,yes
0.142857,CAN,0.571429,0.509615,R,?,0.788889,0.109589,0.245098,0.208861,0.48643,0.496,0.166667,0,0,0,0.133333,0.375,yes
0.142857,CAN,0.714286,0.548077,R,?,0.666667,0.90411,0.656863,0.841772,0.104384,0.872,0.2,0.285714,0.076923,0.173913,0.016667,0.375,yes
0.142857,USA,0.714286,0.759615,R,?,0.788889,0.410959,0.215686,0.329114,0.507307,0.52,0.233333,0.285714,0,0.130435,0.191667,0.375,yes
0.142857,CAN,0.571429,0.394231,L,?,0.655556,0.246575,0.264706,0.28481,0.762004,0.6,0.466667,0.190476,0.346154,0.282609,0.558333,0.375,yes
0.142857,CAN,0.5,0.653846,L,?,0.755556,0.657534,0.441176,0.588608,0.277662,0.856,0.3,0.238095,0.269231,0.26087,0.241667,0.375,yes
0.142857,EURO,0.428571,0.509615,D,?,0.711111,0.123288,0.303922,0.253165,0.156576,0.432,0.5,0.095238,0.269231,0.195652,0.241667,0.375,yes
0.714286,EURO,0.357143,0.519231,L,?,0.922222,0.424658,0.529412,0.537975,0.043841,0.552,0.133333,0.095238,0.076923,0.086957,0.016667,0.375,yes
0.142857,CAN,0.428571,0.548077,D,?,0.622222,0.164384,0.529412,0.417722,0.181628,0.976,0.466667,0.095238,0.576923,0.369565,0.183333,0.375,yes
0.142857,EURO,0.714286,0.682692,D,?,0.677778,0.013699,0.215686,0.14557,0.298539,0.552,0.166667,0,0,0,0.133333,0.375,yes
0.142857,CAN,0.5,0.326923,R,?,0.666667,0.424658,0.372549,0.436709,0.229645,0.808,0.366667,0.190476,0.115385,0.152174,0.3,0.375,yes
0.071429,CAN,0.285714,0.201923,C,?,0.8,0.726027,0.480392,0.64557,0.133612,0.552,0.6,0.47619,0.307692,0.391304,0.166667,0.375,yes
0.142857,USA,0.714286,0.711538,L,?,0.644444,0.438356,0.205882,0.335443,0.279749,0.584,0.433333,0.238095,0.192308,0.217391,0.183333,0.375,yes
0.142857,CAN,0.5,0.471154,L,?,0.8,0.917808,0.892157,1,0.436326,0.864,0.466667,0.761905,0.653846,0.717391,0.216667,0.375,yes
0,CAN,0.357143,0.173077,C,?,0.744444,0.547945,0.833333,0.791139,0.114823,0.552,0.2,0.142857,0.038462,0.086957,0,0.375,yes
0.142857,CAN,0.285714,0.182692,C,?,0.666667,0.547945,0.352941,0.481013,0.108559,0.696,0.533333,0.190476,0.461538,0.347826,0.133333,0.375,yes
0,CAN,0.428571,0.384615,L,?,0.511111,0.178082,0.176471,0.196203,0.231733,0.552,0.333333,0,0.076923,0.043478,0.2,0.375,yes
0,CAN,0.357143,0.336538,L,?,0.722222,0.150685,0.254902,0.234177,0.187891,0.552,0.366667,0.047619,0,0.021739,0.175,0.375,yes
0,CAN,0.357143,0.365385,C,?,0.755556,0.452055,0.803922,0.727848,0.091858,0.552,0.633333,0.380952,0.923077,0.695652,0.016667,0.375,yes
0.357143,EURO,0.428571,0.413462,L,?,0.522222,0.150685,0.098039,0.132911,0.379958,0.552,0.3,0.333333,0.153846,0.23913,0.083333,0.375,yes
0.428571,EURO,0.428571,0.375,R,?,0.5,0.082192,0.186275,0.158228,0.096033,0.552,0.4,0.238095,0.269231,0.26087,0.066667,0.375,yes
0.071429,USA,0,0.163462,R,?,0.444444,0.410959,0.313725,0.392405,0.091858,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.642857,0.519231,D,?,0.711111,0.027397,0.127451,0.094937,0.258873,0.552,0.666667,0,0,0,0.191667,0.375,yes
0,CAN,0.357143,0.471154,L,?,0.722222,0.383562,0.313725,0.379747,0.033403,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.714286,0.567308,L,?,0.688889,0.123288,0.127451,0.139241,0.08977,0.552,0.566667,0.142857,0.153846,0.152174,0.066667,0.375,yes
0.428571,EURO,0.357143,0.394231,L,?,0.511111,0.39726,0.088235,0.240506,0.093946,0.552,0.1,0,0.038462,0.021739,0,0.375,yes
0,CAN,0.5,0.519231,D,?,0.655556,0,0.107843,0.06962,0.417537,0.552,0,0,0,0,0,0.375,yes
0.142857,CAN,0.428571,0.471154,C,?,0.377778,0.191781,0.127451,0.170886,0.104384,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.428571,0.413462,L,?,0.566667,0.205479,0.088235,0.151899,0.070981,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.642857,0.663462,L,?,0.533333,0,0.098039,0.063291,0.392484,0.552,0,0,0,0,0,0.375,yes
0.142857,USA,0.571429,0.567308,R,?,0.344444,0.041096,0.058824,0.056962,0.045929,0.552,0,0,0,0,0,0.375,yes
0.428571,EURO,0.357143,0.471154,D,?,0.633333,0.164384,0.186275,0.196203,0.14405,0.552,0.4,0.095238,0.192308,0.152174,0.116667,0.375,yes
0.071429,CAN,0.714286,0.759615,R,?,0.6,0.136986,0.166667,0.170886,0.250522,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.571429,0.375,R,?,0.311111,0,0.009804,0.006329,0.050104,0.552,0,0,0,0,0,0.375,yes
0.142857,CAN,0.5,0.692308,L,?,0.7,0.547945,0.323529,0.462025,0.795407,0.552,0.566667,0.666667,0.307692,0.478261,0.508333,0.375,yes
0.142857,USA,0.428571,0.528846,D,?,0.466667,0,0.235294,0.151899,0.025052,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.642857,0.711538,L,?,0.655556,0.054795,0.117647,0.101266,0.453027,0.552,0.5,0.047619,0,0.021739,0.525,0.375,yes
0.285714,EURO,0.5,0.548077,R,?,0.566667,0.219178,0.098039,0.164557,0.167015,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.571429,0.538462,R,?,0.666667,0.178082,0.137255,0.170886,0.070981,0.552,0.266667,0.047619,0,0.021739,0.033333,0.375,yes
0.642857,EURO,0.428571,0.192308,L,?,0.677778,0.219178,0.22549,0.246835,0.129436,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.5,0.519231,D,?,0.533333,0.068493,0.166667,0.139241,0.123173,0.552,0.2,0.047619,0.038462,0.043478,0.05,0.375,yes
0.142857,CAN,0.571429,0.519231,D,?,0.444444,0.041096,0.058824,0.056962,0.17119,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.285714,0.413462,C,?,0.577778,0.506849,0.441176,0.518987,0.033403,0.552,0.133333,0.047619,0.038462,0.043478,0.016667,0.375,yes
0.071429,USA,0.357143,0.413462,C,?,0.433333,0.082192,0.117647,0.113924,0.08977,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.428571,0.461538,R,?,0.655556,0.356164,0.284314,0.348101,0.482255,0.552,0,0,0,0,0,0.375,yes
0.142857,EURO,0.285714,0.317308,C,?,0.511111,0.136986,0.127451,0.14557,0.016701,0.552,0,0,0,0,0,0.375,yes
0.142857,EURO,0.071429,0.182692,C,?,0.633333,0.150685,0.235294,0.221519,0.096033,0.552,0,0,0,0,0,0.375,yes
0.428571,EURO,0.5,0.451923,D,?,0.6,0.054795,0.156863,0.126582,0.152401,0.552,0.133333,0,0,0,0,0.375,yes
0.714286,EURO,0.642857,0.548077,D,?,0.5,0.09589,0.078431,0.094937,0.056367,0.552,0.1,0.047619,0,0.021739,0.033333,0.375,yes
0.571429,EURO,0.428571,0.355769,L,?,0.522222,0.205479,0.039216,0.120253,0.075157,0.552,0.066667,0,0,0,0.016667,0.375,yes
0.071429,USA,0.357143,0.423077,D,?,0.266667,0.164384,0.313725,0.278481,0.058455,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.5,0.230769,C,?,0.722222,0.205479,0.147059,0.189873,0,0.552,0,0,0,0,0,0.375,yes
0.142857,USA,0.214286,0.326923,C,?,0.522222,0.219178,0.186275,0.221519,0.070981,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.428571,0.375,R,?,0.766667,0.465753,0.27451,0.392405,0.085595,0.552,0.333333,0.190476,0.076923,0.130435,0.033333,0.375,yes
0.5,EURO,0.357143,0.182692,R,?,0.633333,0.520548,0.264706,0.411392,0.06263,0.552,0.366667,0.285714,0.346154,0.326087,0.066667,0.375,yes
0.142857,USA,0.357143,0.567308,R,?,0.366667,0.068493,0.078431,0.082278,0.066806,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.5,0.471154,D,?,0.7,0.013699,0.107843,0.075949,0.292276,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.5,0.490385,C,?,0.288889,0.356164,0.22549,0.310127,0.041754,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.428571,0.336538,C,?,0.422222,0.479452,0.784314,0.727848,0.058455,0.552,0,0,0,0,0,0.375,yes
0.142857,CAN,0.571429,0.471154,D,?,0.722222,0.041096,0.176471,0.132911,0.227557,0.552,0.5,0.142857,0.230769,0.195652,0.233333,0.375,yes
0.571429,EURO,0.357143,0.278846,D,?,0.633333,0.246575,0.205882,0.246835,0.008351,0.552,0.433333,0.095238,0.192308,0.152174,0.066667,0.375,yes
0.571429,EURO,0.357143,0.375,D,?,0.555556,0.136986,0.117647,0.139241,0.087683,0.552,0.266667,0,0.153846,0.086957,0.083333,0.375,yes
0.142857,EURO,0.5,0.336538,L,?,0.444444,0.260274,0.196078,0.246835,0.100209,0.552,0.166667,0.190476,0.038462,0.108696,0.033333,0.375,yes
0.428571,EURO,0.428571,0.432692,D,?,0.844444,0.041096,0.117647,0.094937,0.354906,0.552,0.1,0,0.076923,0.043478,0.05,0.375,yes
0,USA,0.214286,0.375,L,?,0.722222,0.232877,0.147059,0.202532,0.129436,0.552,0.366667,0.142857,0.230769,0.195652,0.125,0.375,yes
0.071429,CAN,0.357143,0.086538,L,?,0.655556,0.547945,0.627451,0.658228,0.108559,0.552,0,0,0,0,0,0.375,yes
0.357143,EURO,0.357143,0.423077,D,?,0.577778,0.164384,0.127451,0.158228,0.104384,0.552,0.1,0,0.076923,0.043478,0,0.375,yes
0.285714,EURO,0.357143,0.384615,R,?,0.555556,0.287671,0.137255,0.221519,0.066806,0.552,0,0,0,0,0,0.375,yes
0.642857,EURO,0.5,0.423077,D,?,0.566667,0.027397,0.078431,0.063291,0.045929,0.552,0.733333,0.047619,0.192308,0.130435,0.325,0.375,yes
0.071429,EURO,0.5,0.615385,D,?,0.8,0.164384,0.068627,0.120253,0.167015,0.552,0.133333,0,0,0,0.016667,0.375,yes
0.214286,EURO,0.428571,0.355769,D,?,0.455556,0.082192,0.04902,0.06962,0.058455,0.552,0.433333,0.047619,0.038462,0.043478,0.1,0.375,yes
0.642857,EURO,0.357143,0.278846,L,?,0.688889,0.273973,0.22549,0.272152,0.227557,0.552,0.333333,0.047619,0.230769,0.152174,0.216667,0.375,yes
0.142857,USA,0.142857,0.278846,L,?,0.577778,0.424658,0.313725,0.398734,0.098121,0.552,0.433333,0.380952,0.076923,0.217391,0.133333,0.375,yes
0.428571,EURO,0.5,0.375,R,?,0.577778,0.315068,0.176471,0.259494,0.154489,0.552,0.133333,0.095238,0.038462,0.065217,0.016667,0.375,yes
0,EURO,0.571429,0.471154,R,?,0.822222,0.150685,0.147059,0.164557,0.133612,0.552,0.166667,0,0,0,0,0.375,yes
0,EURO,0.571429,0.394231,C,?,0.511111,0.232877,0.294118,0.297468,0.066806,0.552,0.2,0.142857,0.192308,0.173913,0.016667,0.375,yes
0.5,EURO,0.571429,0.567308,D,?,0.544444,0.109589,0.107843,0.120253,0.183716,0.552,0.2,0,0,0,0.066667,0.375,yes
0,EURO,0.357143,0.375,R,?,0.422222,0.315068,0.098039,0.208861,0,0.552,0,0,0,0,0,0.375,yes
0.142857,EURO,0.214286,0.230769,C,?,0.444444,0.068493,0.068627,0.075949,0.050104,0.552,0,0,0,0,0,0.375,yes
0.428571,EURO,0.071429,0.086538,R,?,0.455556,0.219178,0.22549,0.246835,0.058455,0.552,0.566667,0.380952,0.153846,0.26087,0.083333,0.375,yes
0.5,EURO,0.571429,0.567308,D,?,0.588889,0.109589,0.098039,0.113924,0.173278,0.552,0.366667,0.095238,0.038462,0.065217,0.116667,0.375,yes
0.642857,EURO,0.5,0.375,R,?,0.622222,0.205479,0.264706,0.265823,0.087683,0.552,0.266667,0.142857,0.115385,0.130435,0.033333,0.375,yes
0.428571,EURO,0.214286,0.298077,D,?,0.677778,0.287671,0.294118,0.322785,0.083507,0.552,0.266667,0.238095,0.115385,0.173913,0.133333,0.375,yes
0.571429,EURO,0.142857,0.182692,R,?,0.477778,0.30137,0.245098,0.297468,0.121086,0.552,0.266667,0.095238,0.192308,0.152174,0.05,0.375,yes
0.714286,EURO,0.214286,0.259615,D,?,0.544444,0.232877,0.264706,0.278481,0.041754,0.552,0.166667,0,0.115385,0.065217,0,0.375,yes
0.142857,CAN,0.142857,0.288462,C,?,0.7,0.479452,0.529412,0.563291,0.450939,0.552,1,0.380952,0.653846,0.543478,1,0.375,yes
0.642857,EURO,0.5,0.355769,D,?,0.566667,0.109589,0.098039,0.113924,0.17119,0.552,0.366667,0,0,0,0.066667,0.375,yes
0.571429,EURO,0.214286,0.278846,R,?,0.688889,0.273973,0.303922,0.322785,0.183716,0.552,0.266667,0.190476,0.076923,0.130435,0.1,0.375,yes
0.142857,CAN,0.428571,0.519231,L,?,0.7,0.082192,0.078431,0.088608,0.561587,0.552,0.366667,0.190476,0.076923,0.130435,0.358333,0.375,yes
0.642857,EURO,0.357143,0.230769,L,?,0.677778,0.356164,0.254902,0.329114,0.05428,0.552,0.1,0,0.038462,0.021739,0.05,0.375,yes
0,USA,0.714286,0.634615,C,?,0.622222,0.082192,0.078431,0.088608,0.229645,0.552,0,0,0,0,0,0.375,yes
0.142857,EURO,0.357143,0.278846,R,?,0.855556,0.410959,0.539216,0.537975,0.079332,0.552,0.3,0.095238,0.230769,0.173913,0.016667,0.375,yes
1,EURO,0.357143,0.211538,D,?,0.655556,0.123288,0.27451,0.234177,0.087683,0.552,0.133333,0,0.076923,0.043478,0.016667,0.375,yes
0,EURO,0.571429,0.711538,C,?,0.5,0.150685,0.107843,0.139241,0.045929,0.552,0.1,0,0,0,0,0.375,yes
0.071429,CAN,0.428571,0.423077,L,?,0.755556,0.315068,0.441176,0.43038,0.110647,0.552,0,0,0,0,0,0.375,yes
0.285714,EURO,0.285714,0.144231,C,?,0.666667,0.123288,0.088235,0.113924,0.050104,0.552,0.3,0.047619,0.192308,0.130435,0.133333,0.375,yes
0.357143,EURO,0.571429,0.567308,D,?,0.566667,0.013699,0.058824,0.044304,0.175365,0.552,0.1,0.047619,0.076923,0.065217,0.016667,0.375,yes
0.714286,EURO,0.428571,0.442308,D,?,0.577778,0.068493,0.029412,0.050633,0.079332,0.552,0,0,0,0,0,0.375,yes
0.142857,CAN,0.214286,0.240385,D,?,0.788889,0.356164,0.607843,0.556962,0.325678,0.552,0.366667,0.095238,0.153846,0.130435,0.141667,0.375,yes
0.428571,EURO,0.214286,0.173077,L,?,0.577778,0.273973,0.27451,0.303797,0.150313,0.552,0.166667,0.095238,0,0.043478,0.083333,0.375,yes
0.785714,EURO,0.5,0.471154,C,?,0.255556,0.136986,0.166667,0.170886,0.104384,0.552,0.266667,0.095238,0.153846,0.130435,0.083333,0.375,yes
0.142857,EURO,0.428571,0.365385,L,?,0.733333,0.09589,0.04902,0.075949,0.091858,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.214286,0.240385,L,?,0.8,0.876712,0.77451,0.905063,0.154489,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.5,0.423077,C,0,0.366667,0.150685,0.235294,0.221519,0.05428,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.642857,0.519231,C,0,0.722222,0.616438,0.705882,0.740506,0.25261,0.552,0.6,0.714286,1,0.891304,0.383333,0.375,yes
0,EURO,0.571429,0.471154,D,0,0.355556,0,0.039216,0.025316,0.06263,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.428571,0.278846,L,0,0.722222,0.356164,0.264706,0.335443,0.050104,0.552,0.433333,0.190476,0.307692,0.26087,0.116667,0.375,yes
0.071429,EURO,0.571429,0.490385,L,0,0.544444,0.438356,0.313725,0.405063,0.075157,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.357143,0.317308,R,0,0.644444,0.328767,0.215686,0.291139,0.075157,0.552,0.333333,0.095238,0.076923,0.086957,0,0.375,yes
0,USA,0.5,0.442308,C,0.004785,0.733333,0.739726,0.5,0.664557,0.121086,0.552,0.5,0.380952,0.461538,0.434783,0.2,0.375,yes
0,EURO,0.5,0.519231,D,0.004785,0.666667,0.150685,0.166667,0.177215,0.40501,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.5,0.211538,C,0.004785,0.7,0.205479,0.27451,0.272152,0.096033,0.552,0.433333,0.095238,0.307692,0.217391,0.05,0.375,yes
0,EURO,0.428571,0.413462,R,0.004785,0.755556,1,0.598039,0.848101,0.083507,0.552,0.666667,1,0.961538,1,0.15,0.375,yes
0,EURO,0.571429,0.519231,D,0.004785,0.744444,0.219178,0.284314,0.28481,0.363257,0.552,0.2,0.047619,0.038462,0.043478,0.175,0.375,yes
0,EURO,0.571429,0.394231,C,0.004785,0.4,0.219178,0.254902,0.265823,0.037578,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.714286,0.596154,D,0.009569,0.533333,0.082192,0.127451,0.120253,0.263048,0.552,0.166667,0,0.192308,0.108696,0.15,0.375,yes
0.071429,EURO,0.428571,0.423077,C,0.009569,0.411111,0.054795,0.058824,0.063291,0.008351,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.357143,0.346154,C,0.009569,0.777778,0.547945,0.5,0.575949,0.25261,0.552,0.366667,0.238095,0.153846,0.195652,0.2,0.375,yes
0,EURO,0.5,0.471154,R,0.009569,0.677778,0.438356,0.294118,0.392405,0.025052,0.552,0.266667,0,0,0,0,0.375,yes
0,CAN,0.5,0.519231,L,0.009569,0.688889,0.369863,0.539216,0.518987,0.258873,0.552,0.2,0.142857,0.076923,0.108696,0.05,0.375,yes
0,EURO,0.571429,0.519231,L,0.009569,0.6,0.150685,0.117647,0.14557,0.154489,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.357143,0.355769,R,0.014354,0.266667,0.054795,0.029412,0.044304,0.098121,0.544,0.1,0.047619,0,0.021739,0.016667,0.375,no
0.071429,CAN,0.5,0.519231,D,0.014354,0.8,0.273973,0.441176,0.411392,0.17119,0.552,0.3,0.142857,0.153846,0.152174,0.083333,0.375,yes
0,EURO,0.642857,0.471154,D,0.014354,0.422222,0.150685,0.205882,0.202532,0.033403,0.552,0.233333,0.095238,0.115385,0.108696,0.05,0.375,yes
0,USA,0.428571,0.278846,C,0.014354,0.577778,0.479452,0.333333,0.436709,0.121086,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.423077,R,0.014354,0.7,0.465753,0.235294,0.367089,0.096033,0.552,0.166667,0.047619,0.076923,0.065217,0.016667,0.375,yes
0.142857,USA,0.571429,0.557692,D,0.014354,0.5,0.027397,0.098039,0.075949,0.22547,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.5,0.423077,C,0.019139,0.733333,0.561644,0.215686,0.398734,0.156576,0.592,0.166667,0.047619,0.115385,0.086957,0,0.25,no
0,EURO,0.571429,0.596154,D,0.019139,0.544444,0.082192,0.078431,0.088608,0.217119,0.568,0,0,0,0,0,0.375,no
0,EURO,0.357143,0.403846,R,0.019139,0.533333,0.232877,0.176471,0.221519,0.05428,0.528,0,0,0,0,0,0.375,no
0.071429,EURO,0.5,0.471154,R,0.019139,0.755556,0.493151,0.617647,0.626582,0.016701,0.552,0.4,0.333333,0.346154,0.347826,0.016667,0.375,yes
0,EURO,0.428571,0.432692,L,0.019139,0.711111,0.164384,0.147059,0.170886,0.098121,0.552,0.2,0.047619,0.038462,0.043478,0.066667,0.375,yes
0,CAN,0.357143,0.365385,R,0.019139,0.788889,0.493151,0.480392,0.537975,0.087683,0.552,0.433333,0.285714,0.307692,0.304348,0.083333,0.375,yes
0,CAN,0.571429,0.528846,C,0.023923,0.733333,0.260274,0.529412,0.462025,0.19833,0.552,0.366667,0.190476,0.115385,0.152174,0.308333,0.208333,no
0,CAN,0.5,0.442308,C,0.023923,0.688889,0.232877,0.401961,0.367089,0.064718,0.552,0.566667,0.380952,0.461538,0.434783,0.083333,0.375,yes
0,EURO,0.642857,0.490385,C,0.023923,0.444444,0.30137,0.254902,0.303797,0.025052,0.552,0.033333,0,0,0,0,0.375,yes
0,EURO,0.5,0.519231,D,0.023923,0.622222,0.041096,0.058824,0.056962,0.129436,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.357143,0.519231,L,0.023923,0.755556,0.589041,0.470588,0.575949,0.083507,0.552,0.2,0.238095,0.076923,0.152174,0.191667,0.375,yes
0,EURO,0.428571,0.278846,C,0.023923,0.722222,0.219178,0.147059,0.196203,0.033403,0.552,0.1,0,0,0,0,0.375,yes
0,CAN,0.785714,0.692308,D,0.028708,0.655556,0.109589,0.27451,0.227848,0.125261,0.552,0.2,0,0.038462,0.021739,0.083333,0.375,yes
0,EURO,0.285714,0.326923,L,0.028708,0.333333,0.315068,0.186275,0.265823,0.183716,0.552,0.066667,0,0,0,0,0.375,yes
0,CAN,0.571429,0.480769,C,0.028708,0.8,0.356164,0.460784,0.462025,0.219207,0.552,0.333333,0.047619,0.384615,0.23913,0.083333,0.375,yes
0,EURO,0.571429,0.5,C,0.028708,0.533333,0.109589,0.127451,0.132911,0.104384,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.785714,0.634615,R,0.028708,0.711111,0.328767,0.284314,0.335443,0.087683,0.552,0.433333,0.190476,0.115385,0.152174,0.05,0.375,yes
0,EURO,0.5,0.471154,L,0.028708,0.577778,0.520548,0.215686,0.379747,0.108559,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.5,0.615385,R,0.033493,0.422222,0.30137,0.088235,0.196203,0.05428,0.64,0,0,0,0,0,0.375,no
0,EURO,0.357143,0.615385,D,0.033493,0.655556,0.164384,0.176471,0.189873,0.100209,0.56,0,0,0,0,0,0.375,no
0.071429,EURO,0.571429,0.625,D,0.033493,0.733333,0.109589,0.352941,0.278481,0.075157,0.552,0.2,0.047619,0.115385,0.086957,0.033333,0.375,yes
0,CAN,0.642857,0.663462,L,0.033493,0.755556,0.506849,0.372549,0.474684,0.19833,0.552,0.133333,0,0.153846,0.086957,0.05,0.375,yes
0,EURO,0.571429,0.567308,L,0.033493,0.555556,0.150685,0.098039,0.132911,0.112735,0.552,0.1,0,0,0,0.033333,0.375,yes
0,CAN,0.5,0.451923,C,0.033493,0.522222,0.246575,0.166667,0.221519,0.212944,0.552,0.133333,0.047619,0.038462,0.043478,0.1,0.375,yes
0,EURO,0.714286,0.653846,D,0.038278,0.777778,0.041096,0.186275,0.139241,0.23382,0.552,0.366667,0.047619,0.153846,0.108696,0.133333,0.375,yes
0.071429,EURO,0.642857,0.711538,D,0.038278,0.777778,0.068493,0.186275,0.151899,0.221294,0.552,0.733333,0,0.192308,0.108696,0.308333,0.375,yes
0,EURO,0.357143,0.548077,L,0.038278,0.7,0.178082,0.098039,0.14557,0.129436,0.552,0.033333,0,0,0,0.016667,0.375,yes
0.071429,USA,0.571429,0.471154,D,0.038278,0.411111,0.054795,0.088235,0.082278,0.050104,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.5,0.346154,L,0.038278,0.344444,0.205479,0.127451,0.177215,0.058455,0.552,0.066667,0.047619,0,0.021739,0.016667,0.375,yes
0,EURO,0.571429,0.509615,D,0.043062,0.566667,0.041096,0.098039,0.082278,0.008351,0.56,0,0,0,0,0,0.375,no
0,CAN,0.357143,0.509615,L,0.043062,0.711111,0.589041,0.323529,0.481013,0.229645,0.552,0.533333,0.428571,0.192308,0.304348,0.408333,0.375,yes
0,EURO,0.5,0.461538,L,0.043062,0.533333,0.191781,0.068627,0.132911,0.041754,0.552,0,0,0,0,0,0.375,yes
