@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,8-9,23-24'

@attribute DraftAge_norm numeric
@attribute country_group {EURO,CAN,USA}
@attribute Height_norm numeric
@attribute Weight_norm numeric
@attribute Position {D,C,L,R}
@attribute CSS_rank_norm numeric
@attribute rs_GP_norm numeric
@attribute rs_G_norm numeric
@attribute rs_A_norm numeric
@attribute rs_P_norm numeric
@attribute rs_PIM_norm numeric
@attribute rs_PlusMinus_norm numeric
@attribute po_GP_norm numeric
@attribute po_G_norm numeric
@attribute po_A_norm numeric
@attribute po_P_norm numeric
@attribute po_PIM_norm numeric
@attribute po_PlusMinus_norm numeric
@attribute GP_greater_than_0 {no,yes}

@data
0,EURO,0.428571,0.278846,L,0.043062,0.733333,0.643836,0.45098,0.588608,0.223382,0.552,0.366667,0.238095,0.423077,0.347826,0.3,0.375,yes
0,EURO,0.428571,0.567308,D,0.043062,0.466667,0.041096,0.098039,0.082278,0.108559,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.571429,0.442308,L,0.043062,0.511111,0.150685,0.137255,0.158228,0.050104,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.403846,R,0.047847,0.122222,0.054795,0.009804,0.031646,0.012526,0.544,0,0,0,0,0,0.375,no
0,EURO,0.357143,0.355769,L,0.047847,0.311111,0.068493,0.029412,0.050633,0.029228,0.552,0,0,0,0,0,0.375,no
0.071429,USA,0.571429,0.519231,D,0.047847,0.488889,0.068493,0.186275,0.151899,0.160752,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.355769,D,0.047847,0.5,0.219178,0.215686,0.240506,0.11691,0.552,0.066667,0,0,0,0,0.375,yes
0.071429,CAN,0.571429,0.461538,C,0.047847,0.777778,0.315068,0.313725,0.348101,0.129436,0.552,0.233333,0.047619,0.230769,0.152174,0.05,0.375,yes
0,EURO,0.357143,0.442308,C,0.052632,0.422222,0.109589,0.088235,0.107595,0.070981,0.648,0,0,0,0,0,0.375,no
0,EURO,0.428571,0.509615,D,0.052632,0.766667,0.068493,0.127451,0.113924,0.152401,0.6,0.066667,0,0,0,0.016667,0.375,no
0,EURO,0.571429,0.586538,D,0.052632,0.722222,0.054795,0.098039,0.088608,0.250522,0.552,0.166667,0,0.115385,0.065217,0.066667,0.375,yes
0.071429,EURO,0.357143,0.375,D,0.052632,0.588889,0.123288,0.078431,0.107595,0.070981,0.552,0.233333,0,0,0,0.208333,0.375,yes
0.071429,CAN,0.357143,0.278846,C,0.052632,0.677778,0.534247,0.480392,0.556962,0.175365,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.357143,0.307692,C,0.052632,0.733333,0.315068,0.382353,0.392405,0.273486,0.552,0.4,0.142857,0.192308,0.173913,0.175,0.375,yes
0,EURO,0.5,0.826923,D,0.057416,0.422222,0.082192,0.058824,0.075949,0.127349,0.56,0.366667,0.047619,0.115385,0.086957,0.05,0.375,no
0,CAN,0.5,0.490385,R,0.057416,0.7,0.438356,0.392157,0.455696,0.183716,0.552,0.166667,0.190476,0.038462,0.108696,0.083333,0.375,yes
0,EURO,0.642857,0.519231,D,0.057416,0.488889,0.041096,0.088235,0.075949,0.108559,0.552,0.233333,0,0.076923,0.043478,0.133333,0.375,yes
0,CAN,0.428571,0.471154,D,0.057416,0.666667,0.260274,0.333333,0.335443,0.164927,0.552,0.2,0,0.192308,0.108696,0.066667,0.375,yes
0,EURO,0.142857,0.230769,L,0.057416,0.477778,0.39726,0.235294,0.335443,0.164927,0.552,0.066667,0.047619,0.076923,0.065217,0.1,0.375,yes
0,CAN,0.5,0.432692,C,0.057416,0.777778,0.287671,0.27451,0.310127,0.150313,0.552,0.4,0.047619,0.230769,0.152174,0.033333,0.375,yes
0,EURO,0.5,0.403846,C,0.062201,0.6,0.178082,0.205882,0.21519,0.100209,0.552,0.5,0,0.230769,0.130435,0.033333,0.375,no
0,EURO,0.642857,0.567308,C,0.062201,0.2,0.054795,0.04902,0.056962,0.037578,0.552,0,0,0,0,0,0.375,no
0.071429,CAN,0.428571,0.317308,L,0.062201,0.644444,0.671233,0.382353,0.556962,0.070981,0.552,0.166667,0.333333,0.230769,0.282609,0.033333,0.375,yes
0,EURO,0.571429,0.528846,D,0.062201,0.344444,0.013699,0.039216,0.031646,0.033403,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.428571,0.375,L,0.062201,0.444444,0.191781,0.196078,0.21519,0.167015,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.214286,0.144231,L,0.066986,0.622222,0.178082,0.127451,0.164557,0.075157,0.568,0.3,0,0.038462,0.021739,0,0.375,no
0,EURO,0.428571,0.442308,D,0.066986,0.411111,0,0.009804,0.006329,0.037578,0.544,0,0,0,0,0,0.375,no
0.071429,CAN,0.428571,0.5,D,0.066986,0.5,0.054795,0.137255,0.113924,0.100209,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.490385,D,0.066986,0.6,0.109589,0.127451,0.132911,0.083507,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.357143,0.403846,D,0.066986,0.811111,0.123288,0.362745,0.291139,0.54071,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.428571,0.355769,C,0.066986,0.788889,0.410959,0.401961,0.449367,0.181628,0.552,0.2,0,0.038462,0.021739,0.05,0.375,yes
0,EURO,0.357143,0.403846,L,0.07177,0.755556,0.178082,0.176471,0.196203,0.175365,0.592,0.333333,0.238095,0.153846,0.195652,0.083333,0.375,no
0,EURO,0.357143,0.355769,D,0.07177,0.4,0.136986,0.068627,0.107595,0.091858,0.544,0,0,0,0,0,0.375,no
0,EURO,0.285714,0.336538,L,0.07177,0.133333,0.027397,0.019608,0.025316,0.008351,0.552,0,0,0,0,0,0.375,no
0,CAN,0.642857,0.567308,C,0.07177,0.611111,0.465753,0.254902,0.379747,0.181628,0.552,0.433333,0.285714,0.192308,0.23913,0.116667,0.375,yes
0.071429,USA,0.428571,0.432692,D,0.07177,0.5,0.09589,0.166667,0.151899,0.041754,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.285714,0.278846,L,0.07177,0.711111,0.493151,0.27451,0.405063,0.077244,0.552,0.566667,0.333333,0.230769,0.282609,0.05,0.375,yes
0,EURO,0.785714,1,D,0.076555,0.755556,0,0.147059,0.094937,0.434238,0.744,0.766667,0,0.115385,0.065217,0.241667,0.791667,no
0,CAN,0.428571,0.326923,L,0.076555,0.588889,0.410959,0.382353,0.436709,0.05428,0.552,0.4,0.52381,0.192308,0.347826,0.191667,0.375,yes
0,EURO,0.785714,0.807692,C,0.076555,0.6,0.520548,0.598039,0.626582,0.146138,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.857143,0.903846,D,0.076555,0.266667,0,0.039216,0.025316,0.048017,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.5,0.480769,D,0.076555,0.455556,0.054795,0.127451,0.107595,0.096033,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.490385,C,0.08134,0.4,0.342466,0.098039,0.221519,0.083507,0.576,0,0,0,0,0,0.375,no
0.142857,EURO,0.357143,0.25,L,0.08134,0.633333,0.219178,0.068627,0.14557,0.179541,0.584,0,0,0,0,0,0.375,no
0,CAN,0.571429,0.471154,C,0.08134,0.788889,0.479452,0.401961,0.481013,0.079332,0.552,0.366667,0.190476,0.230769,0.217391,0.066667,0.375,yes
0,EURO,0.428571,0.480769,R,0.08134,0.633333,0.547945,0.343137,0.474684,0.06263,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.428571,0.375,D,0.08134,0.266667,0.205479,0.343137,0.316456,0.05428,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.285714,0.230769,C,0.086124,0.422222,0.136986,0.098039,0.126582,0.154489,0.552,0,0,0,0,0,0.375,no
0,USA,0.571429,0.519231,C,0.086124,0.8,0.616438,0.431373,0.563291,0.045929,0.552,0.466667,0.333333,0.384615,0.369565,0.05,0.375,yes
0.071429,EURO,0.357143,0.326923,R,0.086124,0.488889,0.273973,0.22549,0.272152,0.066806,0.552,0.166667,0.190476,0.115385,0.152174,0.033333,0.375,yes
0,EURO,0.714286,0.375,L,0.086124,0.588889,0.328767,0.166667,0.259494,0.020877,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.428571,0.259615,R,0.086124,0.755556,0.506849,0.45098,0.525316,0.096033,0.552,0.766667,0.666667,0.615385,0.652174,0.083333,0.375,yes
0.071429,USA,0.285714,0.375,C,0.090909,0.577778,0.178082,0.362745,0.316456,0.123173,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.428571,0.355769,D,0.090909,0.488889,0.041096,0.068627,0.063291,0.004175,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.285714,0.346154,R,0.090909,0.588889,0.561644,0.362745,0.493671,0.141962,0.552,0.2,0.428571,0.115385,0.26087,0.083333,0.375,yes
0.071429,EURO,0.571429,0.567308,L,0.090909,0.744444,0.328767,0.294118,0.341772,0.137787,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.357143,0.461538,R,0.095694,0.677778,0.246575,0.176471,0.227848,0.215031,0.56,0.233333,0.047619,0.038462,0.043478,0.183333,0.375,no
0,EURO,0.142857,0.384615,L,0.095694,0.533333,0.191781,0.098039,0.151899,0.121086,0.544,0,0,0,0,0,0.375,no
0,CAN,0.428571,0.432692,R,0.095694,0.711111,0.424658,0.441176,0.481013,0.129436,0.552,0.333333,0.190476,0.076923,0.130435,0.083333,0.375,yes
0,EURO,0.714286,0.509615,C,0.095694,0.377778,0.178082,0.196078,0.208861,0,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.428571,0.471154,D,0.095694,0.666667,0.068493,0.186275,0.151899,0.194154,0.552,0.433333,0.095238,0.076923,0.086957,0.108333,0.375,yes
0,USA,0.571429,0.442308,C,0.095694,0.711111,0.219178,0.215686,0.240506,0.131524,0.552,0.633333,0.142857,0.230769,0.195652,0.2,0.375,yes
0,EURO,0.428571,0.423077,C,0.100478,0.377778,0.150685,0.156863,0.170886,0.070981,0.552,0,0,0,0,0,0.375,no
0.071429,USA,0.571429,0.336538,C,0.100478,0.366667,0.082192,0.117647,0.113924,0.045929,0.536,0,0,0,0,0,0.375,no
0.142857,EURO,0.214286,0.230769,C,0.100478,0.388889,0.054795,0.058824,0.063291,0.025052,0.6,0.533333,0.047619,0.038462,0.043478,0.066667,0.375,no
0,EURO,0.5,0.461538,R,0.100478,0.577778,0.30137,0.127451,0.221519,0.096033,0.64,0,0,0,0,0,0.375,no
0.071429,CAN,0.5,0.528846,L,0.100478,0.766667,0.465753,0.411765,0.481013,0.40501,0.504,0.133333,0,0,0,0.133333,0.291667,no
0.071429,CAN,0.714286,0.807692,D,0.100478,0.666667,0.09589,0.176471,0.158228,1,0.552,0.433333,0,0.153846,0.086957,0.241667,0.375,yes
0,EURO,0.5,0.509615,L,0.105263,0.311111,0.068493,0.029412,0.050633,0.033403,0.56,0,0,0,0,0,0.375,no
0,CAN,0.357143,0.25,C,0.105263,0.588889,0.356164,0.421569,0.436709,0.127349,0.656,0.166667,0,0,0,0.125,0.375,no
0,EURO,0.285714,0.528846,R,0.105263,0.5,0.191781,0.117647,0.164557,0.219207,0.6,0,0,0,0,0,0.375,no
0.142857,USA,0.5,0.432692,L,0.105263,0.4,0.232877,0.313725,0.310127,0.066806,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.357143,0.336538,R,0.105263,0.511111,0.287671,0.245098,0.291139,0.029228,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.357143,0.278846,R,0.110048,0.577778,0.30137,0.186275,0.259494,0.041754,0.592,0.233333,0.047619,0.076923,0.065217,0.033333,0.375,no
0,EURO,0.642857,0.528846,C,0.110048,0.155556,0.123288,0.078431,0.107595,0.056367,0.552,0.2,0.238095,0.076923,0.152174,0.083333,0.375,no
0,EURO,0.5,0.461538,D,0.110048,0.044444,0,0,0,0.012526,0.552,0,0,0,0,0,0.375,no
0.142857,CAN,0.5,0.423077,C,0.110048,0.366667,0.136986,0.22549,0.208861,0.096033,0.552,0,0,0,0,0,0.375,yes
0.142857,CAN,0.642857,0.634615,D,0.110048,0.433333,0.068493,0.078431,0.082278,0.321503,0.552,0,0,0,0,0,0.375,yes
0.142857,CAN,0.428571,0.423077,L,0.110048,0.588889,0.273973,0.117647,0.202532,0.196242,0.552,0.366667,0.095238,0.230769,0.173913,0.25,0.375,yes
0.142857,EURO,0.5,0.509615,C,0.114833,0.566667,0.273973,0.22549,0.272152,0,0.552,0,0,0,0,0,0.375,no
0,EURO,0.571429,0.384615,C,0.114833,0.666667,0.123288,0.117647,0.132911,0.025052,0.6,0.233333,0,0.038462,0.021739,0.033333,0.375,no
0,CAN,0.571429,0.567308,D,0.114833,0.677778,0.082192,0.156863,0.139241,0.39666,0.552,0.633333,0,0.115385,0.065217,0.316667,0.375,yes
0,EURO,0.5,0.326923,C,0.114833,0.388889,0.30137,0.313725,0.341772,0.100209,0.552,0.066667,0.047619,0.038462,0.043478,0.016667,0.375,yes
0.071429,CAN,0.714286,0.653846,D,0.114833,0.666667,0.027397,0.156863,0.113924,0.361169,0.552,0.166667,0,0,0,0.166667,0.375,yes
0.071429,USA,0.428571,0.586538,D,0.114833,0.6,0.082192,0.176471,0.151899,0.390397,0.552,0.166667,0,0.076923,0.043478,0.05,0.375,yes
0,EURO,0.5,0.509615,R,0.119617,0.755556,0.30137,0.284314,0.322785,0.064718,0.552,0.6,0.095238,0.153846,0.130435,0.083333,0.375,yes
0.071429,CAN,0.285714,0.230769,R,0.119617,0.733333,0.69863,0.637255,0.734177,0.292276,0.552,0.333333,0.238095,0.192308,0.217391,0.258333,0.375,yes
0.071429,EURO,0.357143,0.317308,D,0.119617,0.488889,0.082192,0.04902,0.06962,0.05428,0.552,0.266667,0,0,0,0.066667,0.375,yes
0.071429,CAN,0.714286,0.615385,D,0.119617,0.755556,0.082192,0.176471,0.151899,0.242171,0.552,0.166667,0.047619,0.076923,0.065217,0.033333,0.375,yes
0,EURO,0.357143,0.567308,D,0.124402,0.366667,0.041096,0.009804,0.025316,0.083507,0.552,0,0,0,0,0,0.375,no
0.071429,USA,0.428571,0.490385,D,0.124402,0.455556,0.136986,0.127451,0.14557,0.100209,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.5,0.326923,C,0.124402,0.466667,0.219178,0.156863,0.202532,0.100209,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.528846,L,0.129187,0.744444,0.09589,0.068627,0.088608,0.317328,0.552,0.1,0,0,0,0,0.375,no
0.071429,EURO,0.571429,0.278846,D,0.129187,0.433333,0.013699,0.058824,0.044304,0.17119,0.552,0,0,0,0,0,0.375,no
0.142857,EURO,0.571429,0.596154,D,0.129187,0.377778,0.054795,0.039216,0.050633,0.050104,0.608,0.233333,0,0.038462,0.021739,0.016667,0.375,no
0,CAN,0.642857,0.759615,L,0.129187,0.666667,0.150685,0.068627,0.113924,0.45929,0.552,0.233333,0.095238,0,0.043478,0.158333,0.375,yes
0,CAN,0.428571,0.548077,D,0.129187,0.744444,0.109589,0.196078,0.177215,0.265136,0.552,0.466667,0.190476,0.346154,0.282609,0.133333,0.375,yes
0,EURO,0.357143,0.317308,D,0.133971,0.466667,0,0.039216,0.025316,0.070981,0.592,0,0,0,0,0,0.375,no
0,CAN,0.642857,0.567308,D,0.133971,0.611111,0,0.088235,0.056962,0.427975,0.552,0.533333,0,0.192308,0.108696,0.208333,0.375,yes
0.071429,USA,0.214286,0.259615,L,0.133971,0.466667,0.246575,0.156863,0.21519,0.08142,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.5,0.355769,R,0.138756,0.577778,0.424658,0.215686,0.335443,0.160752,0.552,0.066667,0.047619,0,0.021739,0.016667,0.375,no
0.071429,USA,0.5,0.548077,D,0.138756,0.588889,0.09589,0.166667,0.151899,0.087683,0.744,0.4,0,0.076923,0.043478,0.066667,0.5,no
0,EURO,0.357143,0.336538,C,0.138756,0.355556,0.109589,0.058824,0.088608,0.029228,0.552,0.1,0,0,0,0.033333,0.291667,no
0,CAN,0.5,0.711538,R,0.138756,0.7,0.082192,0.117647,0.113924,0.394572,0.552,0.166667,0,0,0,0.066667,0.375,yes
0.071429,EURO,0.571429,0.509615,D,0.138756,0.788889,0.027397,0.117647,0.088608,0.237996,0.552,0.4,0,0.076923,0.043478,0.2,0.375,yes
0,EURO,0.571429,0.615385,D,0.143541,0.488889,0.041096,0.058824,0.056962,0.091858,0.576,0.066667,0,0,0,0,0.375,no
0,EURO,0.428571,0.567308,D,0.143541,0.7,0.082192,0.029412,0.056962,0.121086,0.496,0,0,0,0,0,0.375,no
0.071429,CAN,0.785714,0.673077,D,0.143541,0.688889,0.068493,0.088235,0.088608,0.202505,0.552,0.533333,0,0.115385,0.065217,0.116667,0.375,yes
0,CAN,0.785714,0.826923,D,0.143541,0.677778,0.013699,0.058824,0.044304,0.269311,0.552,0.2,0,0,0,0.05,0.375,yes
0,EURO,0.357143,0.355769,C,0.148325,0.655556,0.219178,0.235294,0.253165,0.125261,0.568,0.233333,0.047619,0.038462,0.043478,0.233333,0.375,no
0,EURO,0.357143,0.298077,L,0.148325,0.644444,0.30137,0.166667,0.246835,0.175365,0.552,0,0,0,0,0,0.375,no
0,CAN,0.5,0.317308,L,0.148325,0.733333,0.287671,0.245098,0.291139,0.096033,0,0,0,0,0,0,0.375,no
0,CAN,0.357143,0.25,R,0.148325,0.744444,0.616438,0.568627,0.651899,0.033403,0.544,0.2,0.238095,0.115385,0.173913,0.033333,0.541667,no
0.071429,CAN,0.5,0.567308,D,0.15311,0.422222,0.027397,0.156863,0.113924,0.104384,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.571429,0.413462,R,0.15311,0.5,0.109589,0.127451,0.132911,0.050104,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.5,0.355769,L,0.15311,0.744444,0.424658,0.431373,0.474684,0.194154,0.552,0.466667,0.333333,0.269231,0.304348,0.083333,0.375,yes
0,EURO,0.357143,0.403846,D,0.15311,0.522222,0.09589,0.313725,0.246835,0.146138,0.552,0.233333,0.047619,0.153846,0.108696,0.041667,0.375,yes
0.071429,EURO,0.285714,0.211538,D,0.157895,0.811111,0.013699,0.156863,0.107595,0.100209,0.576,0.166667,0.047619,0.115385,0.086957,0.016667,0.416667,no
0,EURO,0.5,0.278846,D,0.157895,0.411111,0.054795,0.068627,0.06962,0.037578,0.568,0,0,0,0,0,0.375,no
0.142857,USA,0.357143,0.384615,D,0.157895,0.444444,0.09589,0.205882,0.177215,0.102296,0.552,0,0,0,0,0,0.375,yes
0.142857,EURO,0.428571,0.615385,R,0.157895,0.522222,0.123288,0.068627,0.101266,0.029228,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.214286,0.230769,C,0.157895,0.466667,0.260274,0.245098,0.278481,0.079332,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.357143,0.326923,R,0.157895,0.788889,0.30137,0.27451,0.316456,0.077244,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.285714,0.25,C,0.162679,0.533333,0.109589,0.098039,0.113924,0.073069,0.52,0.233333,0,0.038462,0.021739,0.05,0.375,no
0,EURO,0.357143,0.442308,D,0.162679,0.422222,0.082192,0.078431,0.088608,0.152401,0.64,0.033333,0,0,0,0,0.375,no
0,CAN,0.428571,0.125,C,0.162679,0.766667,0.273973,0.352941,0.35443,0.087683,0.44,0,0,0,0,0,0.375,no
0.071429,CAN,0.357143,0.278846,C,0.162679,0.755556,0.493151,0.401961,0.487342,0.125261,0.552,0.833333,0.428571,0.653846,0.565217,0.183333,0.375,yes
0,CAN,0.428571,0.375,C,0.162679,0.744444,0.424658,0.598039,0.582278,0.029228,0.552,0.2,0.047619,0.076923,0.065217,0.016667,0.375,yes
0.071429,CAN,0.642857,0.384615,D,0.167464,0.777778,0.041096,0.117647,0.094937,0.425887,0.64,0.566667,0,0,0,0.3,0,no
0,EURO,0.428571,0.326923,L,0.167464,0.488889,0.246575,0.147059,0.208861,0.052192,0.552,0.366667,0.190476,0,0.086957,0.2,0.375,yes
0.071429,USA,0.714286,0.663462,L,0.167464,0.444444,0.123288,0.088235,0.113924,0.112735,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.317308,C,0.167464,0.388889,0.164384,0.166667,0.183544,0.016701,0.552,0.2,0.095238,0.115385,0.108696,0.016667,0.375,yes
0.071429,CAN,0.428571,0.317308,C,0.172249,0.766667,0.671233,0.745098,0.791139,0.202505,0.576,0.2,0.285714,0.115385,0.195652,0.233333,0.333333,no
0,CAN,0.5,0.230769,D,0.172249,0.611111,0.027397,0.117647,0.088608,0.118998,0.504,0,0,0,0,0,0.375,no
0,CAN,0.642857,0.230769,L,0.172249,0.755556,0.232877,0.088235,0.164557,0.087683,0.6,0.4,0.047619,0.076923,0.065217,0.016667,0.291667,no
0,EURO,0.5,0.384615,D,0.177033,0.833333,0.123288,0.264706,0.227848,0.146138,0.608,0,0,0,0,0,0.375,no
0,EURO,0.571429,0.317308,L,0.177033,0.411111,0.068493,0.029412,0.050633,0.033403,0.552,0,0,0,0,0,0.375,no
0.071429,CAN,0.642857,0.451923,D,0.177033,0.333333,0.013699,0.04902,0.037975,0.033403,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.571429,0.567308,L,0.181818,0.311111,0.39726,0.22549,0.329114,0.037578,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.357143,0.298077,C,0.181818,0.633333,0.232877,0.372549,0.348101,0.146138,0.552,0.133333,0,0.038462,0.021739,0.05,0.375,yes
0,EURO,0.428571,0.230769,R,0.186603,0.6,0.191781,0.147059,0.183544,0.058455,0.552,0,0,0,0,0,0.375,yes
0.142857,USA,0.5,0.423077,L,0.186603,0.377778,0.150685,0.196078,0.196203,0.114823,0.552,0,0,0,0,0,0.375,yes
0.071429,USA,0.5,0.326923,D,0.186603,0.411111,0.041096,0.117647,0.094937,0.05428,0.552,0,0,0,0,0,0.375,yes
0.071429,CAN,0.428571,0.288462,R,0.186603,0.666667,0.315068,0.333333,0.360759,0.14405,0.552,0.233333,0.142857,0.153846,0.152174,0.1,0.375,yes
0.142857,EURO,0.571429,0.567308,L,0.191388,0.566667,0.767123,0.372549,0.594937,0.121086,0.648,0,0,0,0,0,0.375,no
0,CAN,0.428571,0.528846,C,0.191388,0.733333,0.328767,0.245098,0.310127,0.135699,0.552,0.3,0.095238,0.076923,0.086957,0.108333,0.375,yes
0,CAN,0.285714,0.192308,C,0.191388,0.755556,0.30137,0.637255,0.550633,0.154489,0.552,0.133333,0.095238,0.153846,0.130435,0.016667,0.375,yes
0.071429,EURO,0.357143,0.346154,L,0.191388,0.411111,0.205479,0.127451,0.177215,0.004175,0.552,0.133333,0.095238,0.038462,0.065217,0.016667,0.375,yes
0,EURO,0.5,0.384615,C,0.196172,0.655556,0.150685,0.127451,0.151899,0.185804,0.568,0.266667,0.095238,0.038462,0.065217,0.05,0.375,no
0,CAN,0.357143,0.25,L,0.196172,0.733333,0.136986,0.313725,0.265823,0.029228,0.736,0.4,0.095238,0.076923,0.086957,0.016667,0.541667,no
0,CAN,0.357143,0.173077,R,0.196172,0.8,0.410959,0.294118,0.379747,0.210856,0.52,0.133333,0.095238,0.076923,0.086957,0.033333,0.25,no
0,CAN,0.285714,0.298077,D,0.196172,0.711111,0.273973,0.460784,0.424051,0.091858,0.552,0.533333,0.095238,0.615385,0.391304,0.108333,0.375,yes
0.071429,EURO,0.428571,0.490385,D,0.200957,0.377778,0.109589,0.088235,0.107595,0.06263,0.552,0,0,0,0,0,0.375,no
0.071429,EURO,0.428571,0.384615,R,0.200957,0.511111,0.068493,0.029412,0.050633,0.058455,0.52,0.333333,0,0.076923,0.043478,0.05,0.25,no
0,EURO,0.5,0.509615,D,0.200957,0.7,0.09589,0.088235,0.101266,0.073069,0.472,0,0,0,0,0,0.375,no
0,CAN,0.571429,0.586538,D,0.200957,0.755556,0.027397,0.117647,0.088608,0.240084,0.552,0.833333,0.047619,0.269231,0.173913,0.2,0.375,yes
0.071429,USA,0.642857,0.586538,D,0.200957,0.788889,0.041096,0.117647,0.094937,0.100209,0.552,0.5,0.095238,0.038462,0.065217,0.066667,0.375,yes
0,CAN,0.571429,0.528846,D,0.205742,0.788889,0.013699,0.107843,0.075949,0.503132,0.56,0.166667,0,0,0,0.133333,0.291667,no
0,CAN,0.5,0.461538,D,0.205742,0.722222,0.027397,0.147059,0.107595,0.217119,0.552,0.766667,0,0.038462,0.021739,0.183333,0.375,no
0.071429,USA,0.571429,0.567308,R,0.210526,0.466667,0.054795,0.088235,0.082278,0.016701,0.552,0,0,0,0,0,0.375,no
0,CAN,0.571429,0.423077,D,0.210526,0.744444,0.041096,0.107843,0.088608,0.327766,0.52,0.233333,0,0.038462,0.021739,0.141667,0.291667,no
0,EURO,0.357143,0.336538,L,0.210526,0.488889,0.260274,0.098039,0.183544,0.008351,0.552,0,0,0,0,0,0.375,no
0.071429,USA,0.5,0.490385,R,0.210526,0.466667,0.219178,0.078431,0.151899,0.158664,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.285714,0.278846,C,0.215311,0.788889,0.383562,0.411765,0.443038,0.158664,0.288,0.2,0.285714,0.115385,0.195652,0.033333,0.541667,no
0,EURO,0.285714,0.442308,L,0.215311,0.277778,0.150685,0.088235,0.126582,0.041754,0.584,0.166667,0,0,0,0,0.375,no
0.071429,USA,0.5,0.230769,C,0.215311,0.544444,0.260274,0.490196,0.436709,0.121086,0.552,0,0,0,0,0,0.375,no
0,CAN,0.428571,0.355769,C,0.215311,0.777778,0.219178,0.284314,0.28481,0.118998,0.576,0.766667,0.095238,0.230769,0.173913,0.15,0.416667,no
0.142857,EURO,0.357143,0.375,D,0.215311,0.555556,0.178082,0.068627,0.126582,0.185804,0.552,0,0,0,0,0,0.375,yes
0.071429,EURO,0.428571,0.423077,C,0.215311,0.455556,0,0.029412,0.018987,0.016701,0.552,0.333333,0,0.115385,0.065217,0.016667,0.375,yes
0.071429,USA,0.357143,0.423077,D,0.220096,0.244444,0.041096,0.039216,0.044304,0.029228,0.584,0,0,0,0,0,0.375,no
0.142857,USA,0.428571,0.307692,L,0.220096,0.366667,0.219178,0.137255,0.189873,0.048017,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.428571,0.403846,C,0.220096,0.777778,0.438356,0.235294,0.35443,0.020877,0.552,0,0,0,0,0,0.375,yes
0,EURO,0.571429,0.605769,D,0.220096,0.877778,0.082192,0.098039,0.101266,0.331942,0.552,0.2,0.047619,0.115385,0.086957,0.291667,0.375,yes
0.071429,USA,0.428571,0.375,R,0.220096,0.422222,0.205479,0.117647,0.170886,0.025052,0.552,0,0,0,0,0,0.375,yes
0,CAN,0.357143,0.480769,R,0.22488,0.688889,0.452055,0.401961,0.468354,0.100209,0.552,0.333333,0,0.038462,0.021739,0.033333,0.375,yes
0.142857,EURO,0.214286,0.423077,L,0.22488,0.577778,0.123288,0.166667,0.164557,0.127349,0.552,0.133333,0.047619,0,0.021739,0,0.375,yes
0,EURO,0.428571,0.317308,R,0.22488,0.6,0.30137,0.372549,0.379747,0.033403,0.552,0.766667,0.285714,0.5,0.413043,0.05,0.375,yes
0.142857,CAN,0.357143,0.298077,C,0.22488,0.333333,0.164384,0.235294,0.177215,0.033403,0.552,0,0,0,0,0,0.375,yes
0.142857,USA,0.571429,0.442308,D,0.229665,0.277778,0.013699,0.04902,0.037975,0.037578,0.552,0,0,0,0,0,0.375,no
0,EURO,0.428571,0.442308,R,0.229665,0.511111,0.232877,0.264706,0.278481,0.083507,0.4,0,0,0,0,0,0.375,no
